"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04000666","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA06001231","AT1G08650","PPCK1","phosphoenolpyruvate carboxylase kinase 1","-","-"
"BraA06002664","AT3G46520","ACT12","actin-12","-","-"
"BraA09006753","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA02001948","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA07002501","AT1G78340","GSTU22","glutathione S-transferase TAU 22","-","-"
"BraA01004706","AT3G02830","ZFN1","zinc finger protein 1","YES","-"
"BraA10003007","AT5G04140","GLU1","glutamate synthase 1","-","-"
"BraA08002654","AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA03003025","AT4G03280","PETC","photosynthetic electron transfer C","-","YES"
"BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA03003240","AT3G01550","PPT2","phosphoenolpyruvate (pep)/phosphate translocator 2","-","-"
"BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA10003124","AT5G02400","PLL2","pol-like 2","-","-"
"BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA01004368","AT3G10185","AT3G10185","Gibberellin-regulated family protein","-","-"
"BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA08001744","AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA03002020","AT2G36870","XTH32","xyloglucan endotransglucosylase/hydrolase 32","-","-"
"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA06004382","AT3G25590","AT3G25590","micronuclear linker histone polyprotein-like protein","-","-"
"BraA03004194","AT3G20250","PUM5","pumilio 5","-","-"
"BraA04001002","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA03005327","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA04001511","AT2G21140","PRP2","proline-rich protein 2","-","-"
"BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA07003925","AT1G77000","SKP2B","RNI-like superfamily protein","-","-"
"BraA09004421","AT3G50060","MYB77","myb domain protein 77","YES","-"
"BraA05000484","AT4G04020","FIB","fibrillin","-","YES"
"BraA10000085","AT1G01060","LHY","Homeodomain-like superfamily protein","YES","YES"
"BraA03001380","AT2G20515","AT2G20515","pollen Ole e I family allergen protein","-","-"
"BraA03005543","AT4G24770","RBP31","31-kDa RNA binding protein","-","YES"
"BraA08002477","AT2G21790","RNR1","ribonucleotide reductase 1","-","YES"
"BraA05001818","AT4G14070","AAE15","acyl-activating enzyme 15","-","-"
"BraA09001751","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA06003370","AT5G65890","ACR1","ACT domain repeat 1","-","-"
"BraA05002716","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA06000854","AT1G52230","PSAH2","photosystem I subunit H2","-","-"
"BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA10002414","AT5G11740","AGP15","arabinogalactan protein 15","-","-"
"BraA02001944","AT5G36910","THI2.2","thionin 2.2","-","-"
"BraA07000643","AT2G05790","AT2G05790","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA09001072","AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA06000355","AT5G43750","PnsB5","NAD(P)H dehydrogenase 18","-","-"
"BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA04000722","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein","-","-"
"BraA07003413","AT1G70820","AT1G70820","phosphoglucomutase, putative / glucose phosphomutase","-","-"
"BraA08000890","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA07001318","AT1G27120","AT1G27120","Galactosyltransferase family protein","-","-"
"BraA09004859","AT3G54890","LHCA1","chlorophyll a-b binding protein 6","-","YES"
"BraA02001544","AT5G54080","HGO","homogentisate 1,2-dioxygenase","-","-"
"BraA07003770","AT1G75350","emb2184","Ribosomal protein L31","-","-"
"BraA05001630","AT2G29300","AT2G29300","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08000572","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA07001735","AT5G66530","AT5G66530","Galactose mutarotase-like superfamily protein","-","-"
"BraA07004172","AT1G80380","AT1G80380","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07003458","AT5G26780","SHM2","serine hydroxymethyltransferase 2","-","-"
"BraA04000451","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA03006540","AT4G37800","XTH7","xyloglucan endotransglucosylase/hydrolase 7","-","-"
"BraA09002415","AT5G47720","AACT1","Thiolase family protein","-","YES"
"BraA06003555","AT5G23750","AT5G23750","Remorin family protein","-","-"
"BraA02000032","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA02002124","AT1G69870","NRT1.7","nitrate transporter 1.7","-","-"
"BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA06004285","AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA07002578","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA08001197","AT4G15510","PPD1","Photosystem II reaction center PsbP family protein","-","-"
"BraA02003931","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA09003712","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA07000694","AT5G48300","ADG1","ADP glucose pyrophosphorylase 1","-","-"
"BraA10002294","AT5G13500","AT5G13500","Hyp O-arabinosyltransferase-like protein","-","-"
"BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA03004213","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA10001401","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA08003418","AT1G15010","AT1G15010","mediator of RNA polymerase II transcription subunit","-","-"
"BraA10001898","AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA01002771","AT3G45050","AT3G45050","transmembrane protein","-","-"
"BraA02001296","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA07000879","AT3G23760","AT3G23760","transferring glycosyl group transferase","-","-"
"BraA04002882","AT3G55960","AT3G55960","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA02000212","AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-"
"BraA07000699","AT2G04039","AT2G04039","DUF2996 family protein","-","-"
"BraA02003699","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA08002068","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA05003496","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA09005075","AT3G55870","AT3G55870","ADC synthase superfamily protein","-","-"
"BraA01003250","AT3G23810","SAHH2","S-adenosyl-l-homocysteine (SAH) hydrolase 2","-","YES"
"BraA09004772","AT3G53900","UPP","uracil phosphoribosyltransferase","-","-"
"BraA03003597","AT3G10050","OMR1","L-O-methylthreonine resistant 1","-","-"
"BraA04003012","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA09005866","AT2G21530","AT2G21530","SMAD/FHA domain-containing protein","-","-"
"BraA04001173","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA02004104","AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA01001854","AT4G26790","AT4G26790","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA09004668","AT3G52720","ACA1","alpha carbonic anhydrase 1","-","-"
"BraA07000983","AT1G30820","AT1G30820","CTP synthase family protein","-","-"
"BraA07003782","AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA08002431","AT4G40060","HB16","homeobox protein 16","YES","YES"
"BraA06000894","AT1G51630","MSR2","O-fucosyltransferase family protein","-","-"
"BraA02000260","AT5G07680","NAC080","NAC domain containing protein 80","YES","YES"
"BraA09004600","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA01000282","AT4G35920","MCA1","PLAC8 family protein","-","-"
"BraA06002309","AT1G21350","AT1G21350","Thioredoxin superfamily protein","-","-"
"BraA07001673","AT5G67100","ICU2","DNA-directed DNA polymerase","-","YES"
"BraA01002566","AT3G48530","KING1","SNF1-related protein kinase regulatory subunit gamma 1","-","-"
"BraA04002828","AT2G39420","AT2G39420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03003329","AT3G03470","CYP89A9","cytochrome P450, family 87, subfamily A, polypeptide 9","-","-"
"BraA01002939","AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA07001523","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA06003050","AT5G62730","AT5G62730","Major facilitator superfamily protein","-","-"
"BraA07003033","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA03000990","AT5G19940","AT5G19940","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA02001054","AT5G22390","AT5G22390","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA09001455","AT1G64230","UBC28","ubiquitin-conjugating enzyme 28","-","-"
"BraA05002427","AT1G32080","LrgB","membrane protein","-","-"
"BraA01001471","AT4G11650","OSM34","osmotin 34","-","-"
"BraA09000476","AT5G49450","bZIP1","basic leucine-zipper 1","YES","-"
"BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA08001745","AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA03005224","AT4G19860","AT4G19860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03002540","AT2G46330","AGP16","arabinogalactan protein 16","-","-"
"BraA10000067","AT1G01300","AT1G01300","Eukaryotic aspartyl protease family protein","-","-"
"BraA03004408","AT3G25180","CYP82G1","cytochrome P450, family 82, subfamily G, polypeptide 1","-","-"
"BraA08001086","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA03005505","AT4G24130","AT4G24130","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA05004722","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-"
"BraA05000695","AT2G45790","PMM","phosphomannomutase","-","-"
"BraA06002779","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA03004219","AT3G21055","PSBTN","photosystem II subunit T","-","-"
"BraA05001283","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA06001935","AT1G17650","GLYR2","glyoxylate reductase 2","-","-"
"BraA04000740","AT3G52370","FLA15","FASCICLIN-like arabinogalactan protein 15 precursor","-","-"
"BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA02003646","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA09003039","AT4G12620","ORC1B","origin of replication complex 1B","-","YES"
"BraA10001389","AT5G58570","AT5G58570","transmembrane protein","-","-"
"BraA05001005","AT2G36885","AT2G36885","translation initiation factor","-","-"
"BraA09006975","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA02000080","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA04000032","AT3G63140","CSP41A","chloroplast stem-loop binding protein of 41 kDa","-","YES"
"BraA03005918","AT4G30020","AT4G30020","PA-domain containing subtilase family protein","-","-"
"BraA05002063","AT1G48330","AT1G48330","SsrA-binding protein","-","-"
"BraA04002234","AT2G30695","AT2G30695","bacterial trigger factor","-","-"
"BraA01004689","AT3G03090","VGT1","vacuolar glucose transporter 1","-","-"
"BraA03003819","AT3G13000","AT3G13000","ubiquinone biosynthesis protein (Protein of unknown function, DUF547)","-","-"
"BraA01004624","AT3G04070","NAC047","NAC domain containing protein 47","YES","YES"
"BraA05004393","AT3G05960","STP6","sugar transporter 6","-","-"
"BraA08002125","AT4G28310","AT4G28310","microtubule-associated protein","-","-"
"BraA09003434","AT1G32990","PRPL11","plastid ribosomal protein l11","-","-"
"BraA06002805","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA03000591","AT5G13180","NAC083","NAC domain containing protein 83","YES","YES"
"BraA02002839","AT1G80160","GLYI7","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA09002139","AT5G44130","FLA13","FASCICLIN-like arabinogalactan protein 13 precursor","-","-"
"BraA06003101","AT5G63310","NDPK2","nucleoside diphosphate kinase 2","-","-"
"BraA01000576","AT4G32710","PERK14","Protein kinase superfamily protein","-","-"
"BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA10000777","AT5G51700","PBS2","cysteine and histidine-rich domain-containing protein RAR1","-","-"
"BraA09003835","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA06004202","AT3G27870","AT3G27870","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA03004643","AT5G23050","AAE17","acyl-activating enzyme 17","-","-"
"BraA02000026","AT2G04660","APC2","anaphase-promoting complex/cyclosome 2","-","YES"
"BraA06003888","AT5G28500","AT5G28500","rubisco accumulation factor-like protein","-","-"
"BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA01003578","AT3G19800","AT3G19800","E3 ubiquitin-protein ligase, putative (DUF177)","-","-"
"BraA07003954","AT1G77490","TAPX","thylakoidal ascorbate peroxidase","-","YES"
"BraA09003973","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraSca000614","AT1G44900","MCM2","minichromosome maintenance (MCM2/3/5) family protein","-","-"
"BraA06002322","AT1G21500","AT1G21500","hypothetical protein","-","-"
"BraA08003166","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA05000398","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-"
"BraA04003331","AT2G47910","CRR6","chlororespiratory reduction 6","-","-"
"BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA03003442","AT3G05910","AT3G05910","Pectinacetylesterase family protein","-","-"
"BraA05000496","AT2G43400","ETFQO","electron-transfer flavoprotein:ubiquinone oxidoreductase","-","-"
"BraA09001194","AT2G18050","HIS1-3","histone H1-3","-","YES"
"BraA08000943","AT4G14040","SBP2","selenium-binding protein 2","-","-"
"BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA02003146","AT5G46600","AT5G46600","aluminum activated malate transporter family protein","-","-"
"BraA07003165","AT1G67920","AT1G67920","hypothetical protein","-","-"
"BraA03005400","AT4G22890","PGR5-LIKE A","PGR5-LIKE A","-","-"
"BraA07000882","AT3G23740","AT3G23740","hypothetical protein","-","-"
"BraA09000746","AT5G61420","MYB28","myb domain protein 28","YES","-"
"BraA09002136","AT4G13440","AT4G13440","Calcium-binding EF-hand family protein","-","-"
"BraA07003407","AT1G70760","NdhL","inorganic carbon transport protein-like protein","-","-"
"BraA08002092","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA10001458","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA09003355","AT1G33700","AT1G33700","Beta-glucosidase, GBA2 type family protein","-","-"
"BraA07002831","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
"BraA04003187","AT2G44450","BGLU15","beta glucosidase 15","-","-"
"BraA05001347","AT2G32290","BAM6","beta-amylase 6","-","-"
"BraA09002287","AT5G46240","KAT1","1","-","-"
"BraA04002762","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA06004211","AT3G27690","LHCB2.3","photosystem II light harvesting complex protein 2.3","-","-"
"BraA03001218","AT5G58710","ROC7","rotamase CYP 7","-","-"
"BraA08003974","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA04000752","AT3G52150","PSRP2","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES"
"BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA03005107","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA03004814","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA05001996","AT1G50010","TUA2","tubulin alpha-2 chain","-","YES"
"BraA03003544","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA03002640","AT2G28000","CPN60A","chaperonin-60alpha","-","-"
"BraA03003341","AT3G03770","AT3G03770","Leucine-rich repeat protein kinase family protein","-","-"
"BraA05003937","AT3G11700","FLA18","FASCICLIN-like arabinogalactan protein 18 precursor","-","-"
"BraA03005014","AT4G16520","ATG8F","Ubiquitin-like superfamily protein","-","-"
"BraA03006494","AT4G37300","MEE59","maternal effect embryo arrest 59","-","-"
"BraA03001970","AT2G35860","FLA16","FASCICLIN-like arabinogalactan protein 16 precursor","-","-"
"BraA02000842","AT5G18430","AT5G18430","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA03002521","AT2G45790","PMM","phosphomannomutase","-","-"
"BraA04002971","AT2G41120","AT2G41120","DUF309 domain protein","-","-"
"BraA02003147","AT5G46600","AT5G46600","aluminum activated malate transporter family protein","-","-"
"BraA07001730","AT5G66560","AT5G66560","Phototropic-responsive NPH3 family protein","-","-"
"BraA07002315","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA01003488","AT3G21055","PSBTN","photosystem II subunit T","-","-"
"BraA08002719","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA01002730","AT3G43720","LTPG2","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA02000405","AT5G11090","AT5G11090","serine-rich protein-like protein","-","-"
"BraA07002538","AT1G77530","AT1G77530","O-methyltransferase family protein","-","-"
"BraA07001963","AT3G54600","DJ1F","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA03000979","AT5G19760","AT5G19760","Mitochondrial substrate carrier family protein","-","-"
"BraA01002141","AT4G16980","AT4G16980","arabinogalactan-protein family","-","-"
"BraA04000146","AT3G61060","PP2-A13","phloem protein 2-A13","-","-"
"BraA06003872","AT5G28050","AT5G28050","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA01001750","AT4G25830","AT4G25830","Uncharacterized protein family (UPF0497)","-","-"
"BraA08000720","AT1G42970","GAPB","glyceraldehyde-3-phosphate dehydrogenase B subunit","-","-"
"BraA06002560","AT3G47690","EB1a","microtubule end binding protein EB1A","-","-"
"BraA07003984","AT1G77990","AST56","STAS domain / Sulfate transporter family","-","-"
"BraA09006039","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA06005005","AT4G38420","sks9","SKU5 similar 9","-","-"
"BraA02003402","AT2G02130","LCR68","low-molecular-weight cysteine-rich 68","-","-"
"BraA03004577",NA,NA,NA,NA,NA
"BraSca000426","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA05003251","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02000573","AT5G14200","IMD1","isopropylmalate dehydrogenase 1","-","-"
"BraA08000995","AT5G40850","UPM1","urophorphyrin methylase 1","-","-"
"BraA08003084","AT1G22490","AT1G22490","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA05001651","AT3G47290","PLC8","phosphatidylinositol-speciwc phospholipase C8","-","-"
"BraA04001797","AT2G24395","AT2G24395","chaperone protein dnaJ-like protein","-","-"
"BraA06001393","AT1G10470","ARR4","response regulator 4","-","YES"
"BraA09001017","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA05003247","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06001727","AT1G15390","PDF1A","peptide deformylase 1A","-","-"
"BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA06004805","AT5G44635","MCM6","minichromosome maintenance (MCM2/3/5) family protein","-","-"
"BraA09003891","AT1G28330","DYL1","dormancy-associated protein-like 1","-","-"
"BraA03000719","AT5G15430","AT5G15430","Plant calmodulin-binding protein-like protein","-","-"
"BraA01004510","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA05000099","AT2G47710","AT2G47710","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA08000149","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA03004417","AT3G25500","AFH1","formin homology 1","-","-"
"BraA02001297","AT4G28085","AT4G28085","transmembrane protein","-","-"
"BraA05001380","AT2G32150","AT2G32150","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA01003143","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-"
"BraA08002156","AT4G27450","AT4G27450","aluminum induced protein with YGL and LRDR motifs","-","-"
"BraA03001904","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA08002767","AT1G29660","AT1G29660","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA04002675","AT2G37040","PAL1","PHE ammonia lyase 1","-","YES"
"BraA07003543","AT1G72416","AT1G72416","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA04002725","AT2G37700","AT2G37700","Fatty acid hydroxylase superfamily","-","-"
"BraA08000973","AT5G41050","AT5G41050","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA03001644","AT5G51100","FSD2","Fe superoxide dismutase 2","-","-"
"BraA03002593","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA02000741","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES"
"BraA08003271","AT1G18810","AT1G18810","phytochrome kinase substrate-like protein","-","-"
"BraA09002580","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA02000792","AT5G17670","AT5G17670","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03002555","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA03005144","AT4G18360","GOX3","Aldolase-type TIM barrel family protein","-","-"
"BraA02000701","AT5G16290","VAT1","VALINE-TOLERANT 1","-","-"
"BraA05000785","AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein","-","YES"
"BraA06004501","AT2G01830","WOL","CHASE domain containing histidine kinase protein","-","YES"
"BraA10000561","AT1G07040","AT1G07040","plant/protein","-","-"
"BraA09006492","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein","-","-"
"BraA08003774","AT1G08180","AT1G08180","cyclin-dependent kinase inhibitor","-","-"
"BraA02001722","AT5G51550","EXL3","EXORDIUM like 3","-","YES"
"BraA04003311","AT2G46800","ZAT","zinc transporter","-","-"
"BraA10000097","AT1G02250","NAC005","NAC domain containing protein 5","YES","-"
"BraA06000911","AT1G51400","AT1G51400","Photosystem II 5 kD protein","-","-"
"BraA08000561","AT1G44800","SIAR1","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA03000490","AT5G25400","AT5G25400","Nucleotide-sugar transporter family protein","-","-"
"BraA07003006","AT1G65060","4CL3","4-coumarate:CoA ligase 3","-","-"
"BraA01002295","AT4G15530","PPDK","pyruvate orthophosphate dikinase","-","-"
"BraA08000597","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA02003662","AT5G14030","AT5G14030","translocon-associated protein beta (TRAPB) family protein","-","-"
"BraA03001226","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein","-","-"
"BraA09005931","AT5G36160","AT5G36160","Tyrosine transaminase family protein","-","-"
"BraA09003291","AT3G01970","WRKY45","WRKY DNA-binding protein 45","YES","-"
"BraA01001198","AT4G19960","KUP9","K  uptake permease 9","-","-"
"BraA01002168","AT4G16690","MES16","methyl esterase 16","-","-"
"BraA06001282","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA05000507","AT2G43520","TI2","trypsin inhibitor protein 2","-","-"
"BraA05004440","AT3G05400","AT3G05400","Major facilitator superfamily protein","-","-"
"BraA07002527","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA02002099","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA10000876","AT5G52910","ATIM","timeless family protein","-","-"
"BraA08001647","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA04002114","AT2G29090","CYP707A2","cytochrome P450, family 707, subfamily A, polypeptide 2","-","-"
"BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA09005521","AT3G62860","AT3G62860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA02000422","AT5G11420","AT5G11420","transmembrane protein, putative (Protein of unknown function, DUF642)","-","-"
"BraA09006751","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-"
"BraA10000541","AT2G30570","PSBW","photosystem II reaction center W","-","-"
"BraA09003862","AT1G28580","AT1G28580","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02000361","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA05000201","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA05002434","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA03003342","AT3G03780","MS2","methionine synthase 2","-","-"
"BraA04003299","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA08001518","AT2G33530","scpl46","serine carboxypeptidase-like 46","-","-"
"BraA07002008","AT3G55890","AT3G55890","Yippee family putative zinc-binding protein","-","-"
"BraA09001989","AT1G07440","AT1G07440","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03004437","AT2G04780","FLA7","FASCICLIN-like arabinoogalactan 7","-","-"
"BraA02003877","AT5G48180","NSP5","nitrile specifier protein 5","-","-"
"BraA01001845","AT4G26690","SHV3","PLC-like phosphodiesterase family protein","-","-"
"BraA02000250","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA07002692","AT1G73885","AT1G73885","AT-rich interactive domain protein","-","-"
"BraA09004173","AT1G24170","LGT9","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA06001510","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA10001511","AT5G59870","HTA6","histone H2A 6","-","-"
"BraA03002441","AT2G44130","AT2G44130","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA04001271","AT5G39520","AT5G39520","hypothetical protein (DUF1997)","-","-"
"BraA09005856","AT2G21650","MEE3","Homeodomain-like superfamily protein","-","-"
"BraA04002679","AT2G37110","AT2G37110","PLAC8 family protein","-","-"
