"Gene_ID"	"A._thaliana_best_hit"	"Symbol"	"Description"	"TF"	"Leaf_development"	"logFC"	"F"	"PValue"	"fdr.gen"
"BraA03005129"	"AT4G18100"	"AT4G18100"	"Ribosomal protein L32e"	"-"	"-"	-0.428500276199878	0.505935293511236	0.482978676955821	0.847193372613312
"BraA09002946"	"AT4G09350"	"NdhT"	"Chaperone DnaJ-domain superfamily protein"	"-"	"-"	-0.428442357666818	0.277855786144608	0.602396779640705	0.898131748898966
"BraA06002867"	"AT3G48690"	"CXE12"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	-0.428351001129825	0.713895487923406	0.405547847779964	0.809996858094052
"BraA03002260"	"AT2G40480"	"AT2G40480"	"WEB family protein (DUF827)"	"-"	"-"	-0.428261330969633	1.66741724582931	0.207409242546253	0.68427879146546
"BraA02002106"	"AT1G69610"	"AT1G69610"	"zinc finger FYVE domain protein, putative (DUF1666)"	"-"	"-"	-0.4281063181567	0.252611635740601	0.619300133821447	0.903143328495011
"BraA05001372"	"AT2G32580"	"AT2G32580"	"transmembrane protein, putative (DUF1068)"	"-"	"-"	-0.428105561598102	2.57736491070753	0.119884898254417	0.608756333785119
"BraA03004448"	"AT2G04865"	"AT2G04865"	"Aminotransferase-like, plant mobile domain family protein"	"-"	"-"	-0.428015971950222	2.81587904357451	0.104725110234741	0.594782250150242
"BraA05001572"	"AT2G29760"	"OTP81"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.427823118678432	1.30614348570035	0.263006048680122	0.725348010700353
"BraA06002989"	"AT5G62270"	"GCD1"	"ribosomal protein L20"	"-"	"-"	-0.427777343065859	1.21457051365219	0.280102394094984	0.73623948568207
"BraA02000531"	"AT5G13510"	"EMB3136"	"Ribosomal protein L10 family protein"	"-"	"YES"	-0.427773638799431	0.742982992334297	0.396230724949302	0.805949727600946
"BraA08003932"	"AT2G33220"	"AT2G33220"	"GRIM-19 protein"	"-"	"-"	-0.427182647633574	3.78409129651323	0.0620850562228428	0.519550377800176
"BraA07002324"	"AT3G62250"	"UBQ5"	"ubiquitin 5"	"-"	"-"	-0.427125175741674	0.748382355366618	0.394578735611185	0.804547242638421
"BraA03000173"	"AT5G04520"	"AT5G04520"	"3-oxoacyl-acyl-carrier synthase-like protein (Protein of unknown function DUF455)"	"-"	"-"	-0.427000875690273	2.2495378131306	0.145107139152345	0.63843571152323
"BraA09004220"	"AT1G70490"	"ARFA1D"	"Ras-related small GTP-binding family protein"	"-"	"-"	-0.426999096969055	3.07145165029811	0.0908803570246989	0.572677307317161
"BraA05004592"	"AT3G03160"	"AT3G03160"	"B-cell receptor-associated-like protein"	"-"	"-"	-0.426736598072847	0.99699292166975	0.326789399396453	0.76601284883102
"BraA06003032"	"AT5G62620"	"AT5G62620"	"Galactosyltransferase family protein"	"-"	"-"	-0.426493060911831	0.642348573831392	0.429820268446688	0.822397324678822
"BraA02002235"	"AT5G19270"	"AT5G19270"	"reverse transcriptase-like protein"	"-"	"-"	-0.426331127961384	0.673628748004077	0.418883807801669	0.817954030894387
"BraA05001897"	"AT1G51500"	"ABCG12"	"ABC-2 type transporter family protein"	"-"	"-"	-0.426108200315019	3.28456513198718	0.0809237269038798	0.559069970835155
"BraA05004605"	"AT3G02950"	"THO7"	"Tho complex subunit 7/Mft1p"	"-"	"-"	-0.426076036036374	4.31415811629951	0.0473090234402174	0.490568165956956
"BraA01004686"	"AT3G03110"	"XPO1B"	"exportin 1B"	"-"	"-"	-0.425926174118865	1.6391516277688	0.211191238085565	0.687129097470215
"BraA08003090"	"AT1G22410"	"AT1G22410"	"Class-II DAHP synthetase family protein"	"-"	"-"	-0.425844039102925	1.02254819900313	0.320847651049837	0.763162039785533
"BraA04001634"	"AT2G22500"	"UCP5"	"uncoupling protein 5"	"-"	"-"	-0.425804005717758	0.526039682348514	0.474490357634672	0.843356058259026
"BraA04002004"	"AT2G27730"	"AT2G27730"	"copper ion binding protein"	"-"	"-"	-0.425688380542119	0.590976841975835	0.448671884781489	0.831040473860642
"BraA10001079"	"AT3G13460"	"ECT2"	"evolutionarily conserved C-terminal region 2"	"-"	"-"	-0.425672868642952	1.76958247354154	0.194417258455916	0.676461380581398
"BraA09003678"	"AT1G30680"	"AT1G30680"	"toprim domain-containing protein"	"-"	"-"	-0.425584722570314	1.10275842237626	0.302919079616161	0.75252596829849
"BraA09004702"	"AT3G53180"	"NodGS"	"nodulin/glutamine synthase-like protein"	"-"	"-"	-0.425440238247825	0.697146130480009	0.411041255766635	0.813532654592796
"BraA03002436"	"AT2G44040"	"AT2G44040"	"Dihydrodipicolinate reductase, bacterial/plant"	"-"	"-"	-0.425342849513072	0.382496830772178	0.541431192007977	0.873791736730241
"BraA02000642"	"AT5G15230"	"GASA4"	"GAST1 protein homolog 4"	"-"	"YES"	-0.425234943945029	0.210076147641917	0.650360312100898	0.913691512081836
"BraA03000478"	"AT5G10950"	"AT5G10950"	"Tudor/PWWP/MBT superfamily protein"	"-"	"-"	-0.425223056342212	1.70592323010111	0.202390708337239	0.681760891016468
"BraA05001484"	"AT2G31280"	"CPUORF7"	"transcription factor bHLH155-like protein"	"YES"	"-"	-0.425214554406311	2.78421883995125	0.106603746291979	0.596266099906413
"BraA03003408"	"AT3G05290"	"PNC1"	"peroxisomal adenine nucleotide carrier 1"	"-"	"-"	-0.425125304643265	0.291493647426082	0.593671998717135	0.895247086104622
"BraA06000346"	"AT5G15350"	"ENODL17"	"early nodulin-like protein 17"	"-"	"-"	-0.424953620402663	0.192166712249317	0.664592345841222	0.916894002969692
"BraA10001210"	"AT5G56630"	"PFK7"	"phosphofructokinase 7"	"-"	"-"	-0.424705815065631	1.28791840472828	0.266277541478894	0.72731018945451
"BraA05002906"	"AT3G53430"	"AT3G53430"	"Ribosomal protein L11 family protein"	"-"	"-"	-0.424268859999248	0.835373818888129	0.368779883080006	0.790461295441365
"BraA10003100"	"AT5G02740"	"AT5G02740"	"Ribosomal protein S24e family protein"	"-"	"-"	-0.424264692429653	0.973097491008733	0.332553412884121	0.769493823560811
"BraA10000353"	"AT1G04960"	"AT1G04960"	"golgin family A protein (DUF1664)"	"-"	"-"	-0.424244300426129	1.9573750307063	0.17303019628731	0.660064740766406
"BraA03003934"	"AT3G15190"	"PRPS20"	"chloroplast 30S ribosomal protein S20"	"-"	"YES"	-0.424146902626678	1.34803335423286	0.255673256405699	0.720306216253649
"BraA05004024"	"AT3G10620"	"NUDX26"	"nudix hydrolase homolog 26"	"-"	"-"	-0.424098970936828	1.8299050162727	0.187213825552025	0.672111737622983
"BraA03000127"	"AT5G03555"	"NCS1"	"permease, cytosine/purines, uracil, thiamine, allantoin family protein"	"-"	"-"	-0.423973458399736	1.71435053099158	0.201312400113588	0.681539632878758
"BraA03000902"	"AT5G18390"	"AT5G18390"	"Pentatricopeptide repeat (PPR) superfamily protein"	"-"	"-"	-0.423636750224117	1.88714373101004	0.180677057302186	0.665836640547685
"BraA09004306"	"AT1G22830"	"AT1G22830"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.423525396704557	1.72122926781423	0.200437472425956	0.680816181612448
"BraA02001776"	"AT5G50460"	"AT5G50460"	"secE/sec61-gamma protein transport protein"	"-"	"-"	-0.423408177106209	1.11916034686432	0.299351355913376	0.749767189494451
"BraA01001464"	"AT4G22990"	"AT4G22990"	"Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein"	"-"	"-"	-0.423379821691954	2.0799715853289	0.160594205579569	0.649120735754146
"BraA10001806"	"AT5G19750"	"AT5G19750"	"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein"	"-"	"-"	-0.423347725675578	0.741506375948536	0.396718809380537	0.806287896188356
"BraA10000484"	"AT1G06200"	"AT1G06200"	"Peptidase S24/S26A/S26B/S26C family protein"	"-"	"-"	-0.423312511186054	5.28291878211369	0.02939883936093	0.441661453013139
"BraA08002997"	"AT1G26850"	"AT1G26850"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	"-"	"-"	-0.423206736537545	3.7443075797473	0.063388217317305	0.521339792090086
"BraA05001536"	"AT4G32720"	"La1"	"La protein 1"	"-"	"YES"	-0.423188745439112	1.02914465863834	0.319314296191063	0.761925409477867
"BraA05001573"	"AT2G29760"	"OTP81"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.423081105118235	1.30183493502629	0.263771218941094	0.725348010700353
"BraA09006836"	"AT3G59820"	"LETM1"	"LETM1-like protein"	"-"	"-"	-0.423074188475368	0.89869385719202	0.351431441361176	0.781628310275805
"BraA02001411"	"AT5G56150"	"UBC30"	"ubiquitin-conjugating enzyme 30"	"-"	"-"	-0.422867661427848	1.99597674658002	0.168993563160394	0.656809237726423
"BraA01000694"	"AT1G13080"	"CYP71B2"	"cytochrome P450, family 71, subfamily B, polypeptide 2"	"-"	"-"	-0.422650414386975	0.382585440027668	0.541384685133668	0.873781010367776
"BraA01004362"	"AT3G10300"	"AT3G10300"	"Calcium-binding EF-hand family protein"	"-"	"-"	-0.422591745220264	0.654497665674222	0.425551734131754	0.821606443887808
"BraA04001425"	"AT5G41970"	"AT5G41970"	"Metal-dependent protein hydrolase"	"-"	"-"	-0.422558354177336	3.13104474773183	0.0879618263658174	0.569094223208634
"BraA01004676"	"AT3G03250"	"UGP1"	"UDP-GLUCOSE PYROPHOSPHORYLASE 1"	"-"	"-"	-0.422501534949691	0.512904421645447	0.480007585318041	0.845948260419495
"BraA09000875"	"AT5G64330"	"NPH3"	"Phototropic-responsive NPH3 family protein"	"-"	"-"	-0.422455182420952	0.310594085119633	0.581887950774117	0.890993076284723
"BraA06002127"	"AT1G19570"	"DHAR1"	"dehydroascorbate reductase"	"-"	"-"	-0.422381975564346	1.18127990175808	0.286650517335484	0.742486823881738
"BraA03000021"	"AT5G01640"	"PRA1.B5"	"prenylated RAB acceptor 1.B5"	"-"	"-"	-0.422369924239181	0.516526776996237	0.478475404701249	0.84490569892509
"BraA09001686"	"AT1G62330"	"AT1G62330"	"O-fucosyltransferase family protein"	"-"	"-"	-0.422252056185533	1.82492447839642	0.187796106280323	0.67232952629926
"BraA05001848"	"AT1G52300"	"AT1G52300"	"Zinc-binding ribosomal protein family protein"	"-"	"-"	-0.422204522133402	0.314771990507797	0.579374233210988	0.889733274772769
"BraA08001710"	"AT4G34138"	"UGT73B1"	"UDP-glucosyl transferase 73B1"	"-"	"-"	-0.422115519197143	0.298452695062755	0.589321708995936	0.894137181464686
"BraA01002414"	"AT3G51390"	"AT3G51390"	"DHHC-type zinc finger family protein"	"-"	"-"	-0.421995472773476	1.89410462991727	0.179901139803423	0.665007011276178
"BraA02000227"	"AT5G06750"	"AT5G06750"	"Protein phosphatase 2C family protein"	"-"	"-"	-0.421798708424747	0.379946646581953	0.54272730245561	0.874145863124866
"BraA10000279"	"AT1G04270"	"RPS15"	"cytosolic ribosomal protein S15"	"-"	"-"	-0.421785098270861	0.514921807773374	0.479153259743581	0.845607268459612
"BraA09000296"	"AT4G05440"	"EDA35"	"temperature sensing protein-like protein"	"-"	"-"	-0.421741239084104	1.93374792787552	0.175558282335803	0.662140964406973
"BraA07003212"	"AT1G68560"	"XYL1"	"alpha-xylosidase 1"	"-"	"-"	-0.421658427668479	1.20225239303555	0.282484625103009	0.739031563060397
"BraA05002212"	"AT4G26485"	"AT4G26485"	"methyltransferase small domain protein"	"-"	"-"	-0.421579810506905	0.876184112762385	0.35743878689323	0.784222582725959
"BraA09001038"	"AT5G66210"	"CPK28"	"calcium-dependent protein kinase 28"	"-"	"YES"	-0.421299012159084	0.902373939304141	0.350537123916573	0.780849197469736
"BraA06003017"	"AT5G62500"	"EB1B"	"end binding protein 1B"	"-"	"-"	-0.421290921493785	0.378780127597485	0.54337100172445	0.874252095021279
"BraA03003105"	"AT4G02060"	"PRL"	"Minichromosome maintenance (MCM2/3/5) family protein"	"-"	"YES"	-0.421178784772819	0.193664815355688	0.663371999642729	0.91652102792178
"BraA04001647"	"AT2G22680"	"WAVH1"	"Zinc finger (C3HC4-type RING finger) family protein"	"-"	"-"	-0.42102655625433	0.346412374825365	0.560988931867569	0.881347264062852
"BraA03004511"	"AT2G14045"	"AT2G14045"	"c-Myc-binding protein"	"-"	"-"	-0.420675694144852	1.18347841874163	0.286140457047164	0.74213026016693
"BraA10001575"	"AT5G60690"	"REV"	"Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein"	"YES"	"YES"	-0.420301972311678	1.90415305002988	0.178788168925515	0.663598958858145
"BraA01004433"	"AT3G08690"	"UBC11"	"ubiquitin-conjugating enzyme 11"	"-"	"-"	-0.420274014868126	0.889426603534835	0.353960906640968	0.78270108565267
"BraA05000772"	"AT2G39890"	"PROT1"	"proline transporter 1"	"-"	"-"	-0.42027102482853	0.551861870554444	0.463925707296802	0.838178595483474
"BraA08001255"	"AT4G16360"	"AT4G16360"	"SNF1-related protein kinase regulatory subunit beta-2"	"-"	"-"	-0.419799156426685	2.02341218974208	0.16619335207101	0.653833714844366
"BraA01000662"	NA	NA	NA	NA	NA	-0.41958143579749	0.375074400089353	0.545308487681456	0.874990777227194
"BraA05001479"	"AT2G31260"	"APG9"	"autophagy 9 (APG9)"	"-"	"-"	-0.419507139222647	1.04736707999549	0.315079010704474	0.760064314522899
"BraA04003275"	"AT2G46080"	"BPS2"	"BPS1-like protein"	"-"	"-"	-0.419332440120767	2.08461468602487	0.160144665703796	0.649120735754146
"BraA10003029"	"AT5G03850"	"AT5G03850"	"Nucleic acid-binding, OB-fold-like protein"	"-"	"YES"	-0.41919984952388	0.817082894992541	0.373925609391829	0.792691446275405
"BraA10002143"	"AT5G15740"	"AT5G15740"	"O-fucosyltransferase family protein"	"-"	"-"	-0.419182114418429	0.732961747663509	0.399361582565584	0.807383747972786
"BraA07002230"	"AT3G60250"	"CKB3"	"casein kinase II beta chain 3"	"-"	"-"	-0.418791614643416	2.13295298734739	0.15555273854818	0.645586540659858
"BraA06001478"	"AT1G11410"	"AT1G11410"	"S-locus lectin protein kinase family protein"	"-"	"-"	-0.418617126068837	1.83376307903871	0.186764285427821	0.67163487631254
"BraA04002790"	"AT2G38730"	"AT2G38730"	"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein"	"-"	"-"	-0.418608367445238	0.590050287827876	0.448979718297718	0.831046559554529
"BraA07001866"	"AT2G28240"	"AT2G28240"	"ATP-dependent helicase family protein"	"-"	"-"	-0.418563920726773	0.699792054254427	0.41012261293728	0.813233631677804
"BraA03000118"	"AT5G03415"	"DPB"	"Transcription factor DP"	"YES"	"-"	-0.41850895546263	1.0943932346311	0.304655206781245	0.7540190570003
"BraA09004093"	"AT1G26560"	"BGLU40"	"beta glucosidase 40"	"-"	"-"	-0.418343020686669	1.07788346261867	0.308276819565875	0.756292974609893
"BraA07001986"	"AT3G55030"	"PGPS2"	"phosphatidylglycerolphosphate synthase 2"	"-"	"-"	-0.418224658164674	0.903293474426457	0.350221478558877	0.780849197469736
"BraA01003278"	"AT3G23600"	"AT3G23600"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	-0.418115345148091	1.9965399211334	0.168935515166044	0.656809237726423
"BraA06002993"	"AT5G62290"	"AT5G62290"	"nucleotide-sensitive chloride conductance regulator (ICln) family protein"	"-"	"-"	-0.417986519552981	0.698922679942169	0.410453268313459	0.813532654592796
"BraA07003318"	"AT1G69780"	"ATHB13"	"Homeobox-leucine zipper protein family"	"YES"	"YES"	-0.417960395519675	0.631666887890514	0.433585629279612	0.823891902182853
"BraA08003938"	"AT3G04400"	"emb2171"	"Ribosomal protein L14p/L23e family protein"	"-"	"-"	-0.417922351111623	0.610710504042863	0.441291251260672	0.827818322601551
"BraA03002184"	"AT2G39210"	"AT2G39210"	"Major facilitator superfamily protein"	"-"	"-"	-0.417855290473862	0.414267603585382	0.525218550803422	0.866436432558236
"BraA07002829"	"AT1G70600"	"AT1G70600"	"Ribosomal protein L18e/L15 superfamily protein"	"-"	"YES"	-0.4177200552913	0.403444859102992	0.530639835365303	0.86851771533332
"BraA02002205"	"AT1G71060"	"AT1G71060"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.417670233971838	0.589514024406245	0.449242491528356	0.83125218678088
"BraA08002948"	"AT1G25520"	"AT1G25520"	"Uncharacterized protein family (UPF0016)"	"-"	"-"	-0.417637070854181	2.50331052262219	0.125100697327883	0.618338756736083
"BraA06004966"	"AT4G39160"	"AT4G39160"	"Homeodomain-like superfamily protein"	"YES"	"-"	-0.417395019662732	1.30103130042869	0.26394876129251	0.725348010700353
"BraA08002469"	"AT4G39460"	"SAMC1"	"S-adenosylmethionine carrier 1"	"-"	"-"	-0.417392912508124	2.86187711051292	0.102063376851103	0.591260910135581
"BraA09007023"	"AT1G01960"	"EDA10"	"SEC7-like guanine nucleotide exchange family protein"	"-"	"-"	-0.41730908550573	1.81697477023865	0.188730095160122	0.673257318250524
"BraA08000658"	"AT5G40450"	"AT5G40450"	"A-kinase anchor-like protein"	"-"	"-"	-0.417205211921692	0.17971350079798	0.674964006036036	0.920481484402987
"BraA02003491"	"AT2G02510"	"AT2G02510"	"NADH dehydrogenase (ubiquinone)s"	"-"	"-"	-0.417002166912737	2.36720515072682	0.135395883328308	0.62961670734829
"BraA03003935"	"AT3G15210"	"ERF4"	"ethylene responsive element binding factor 4"	"YES"	"YES"	-0.416971217076211	0.137533015459424	0.713627774838578	0.932488939689823
"BraA10000361"	"AT1G05010"	"EFE"	"ethylene-forming enzyme"	"-"	"YES"	-0.416966396016422	0.833915755455724	0.369191830163923	0.790461295441365
"BraA02001106"	"AT5G60750"	"AT5G60750"	"CAAX amino terminal protease family protein"	"-"	"-"	-0.416911957259087	4.57643946596271	0.0414871568654525	0.481765426594222
"BraA01003606"	"AT3G19510"	"HAT3.1"	"Homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain-containing protein"	"YES"	"-"	-0.41690237785031	1.76697408148678	0.194736310829857	0.676623025788762
"BraA03002141"	"AT2G38670"	"PECT1"	"phosphorylethanolamine cytidylyltransferase 1"	"-"	"-"	-0.416800682182681	1.04164748703589	0.316379560941664	0.760705972951872
"BraA09000953"	"AT5G67500"	"VDAC2"	"voltage dependent anion channel 2"	"-"	"YES"	-0.41656692734696	1.90049916284226	0.17919190898627	0.664376141987375
"BraA05004659"	"AT3G02210"	"COBL1"	"COBRA-like protein 1 precursor"	"-"	"-"	-0.416446053212154	0.990051098244791	0.328527422037004	0.766648096156802
"BraA10002456"	"AT5G11240"	"AT5G11240"	"transducin family protein / WD-40 repeat family protein"	"-"	"-"	-0.416427204372879	0.541029291165415	0.468322000110422	0.840999964317241
"BraA05003442"	"AT3G17100"	"AT3G17100"	"sequence-specific DNA binding transcription factor"	"-"	"-"	-0.416399908379574	2.08359602989785	0.160243161917512	0.649120735754146
"BraA09002409"	"AT5G47570"	"AT5G47570"	"NADH dehydrogenase ubiquinone 1 beta subcomplex subunit"	"-"	"-"	-0.416261647533455	2.15174977871377	0.153809631836984	0.644146696567261
"BraA04002591"	"AT2G35790"	"AT2G35790"	"transmembrane protein"	"-"	"-"	-0.416106303675252	1.19592462116292	0.283673627102901	0.740152343142557
"BraA01000225"	"AT4G36710"	"HAM4"	"GRAS family transcription factor"	"YES"	"YES"	-0.41609402344157	1.02785233483889	0.31954654968081	0.762134687798176
"BraA08001012"	"AT5G40660"	"AT5G40660"	"ATP12 protein-like protein"	"-"	"-"	-0.416090128002441	1.44126218963491	0.240227377434072	0.709390729284189
"BraA03002788"	"AT5G50460"	"AT5G50460"	"secE/sec61-gamma protein transport protein"	"-"	"-"	-0.416011603019908	1.44463896020186	0.239691200708149	0.708550884453935
"BraA02000568"	"AT5G14040"	"PHT3;1"	"phosphate transporter 3;1"	"-"	"-"	-0.415973684079677	2.23127869070161	0.14668681227171	0.639373784835433
"BraA04001388"	"AT5G41685"	"AT5G41685"	"Mitochondrial outer membrane translocase complex, subunit Tom7"	"-"	"-"	-0.415888158942021	0.737542710580609	0.397978208208828	0.807108994716127
"BraA05000702"	"AT2G45890"	"ROPGEF4"	"RHO guanyl-nucleotide exchange factor 4"	"-"	"-"	-0.415770565111459	0.389127430765234	0.537971630033784	0.872254149554037
"BraA08002005"	"AT4G29060"	"emb2726"	"elongation factor Ts family protein"	"-"	"YES"	-0.415669902404611	0.666738792733939	0.421307481767698	0.819795757004223
"BraA07001719"	"AT5G66680"	"DGL1"	"dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein"	"-"	"-"	-0.415609957276443	1.99407377025357	0.169189885838788	0.656809237726423
"BraA07003511"	"AT1G71990"	"FUT13"	"fucosyltransferase 13"	"-"	"-"	-0.415562457263858	0.354469497611265	0.556495522141335	0.879780586802172
"BraA03003331"	"AT3G03550"	"AT3G03550"	"RING/U-box superfamily protein"	"-"	"-"	-0.415558714225423	0.81634900245683	0.374137152912266	0.792691446275405
"BraA01002973"	"AT1G59359"	"AT1G59359"	"Ribosomal protein S5 family protein"	"-"	"-"	-0.41553789763217	0.512181618850283	0.480314301281266	0.845978898348791
"BraA03001090"	"AT5G22330"	"RIN1"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"-"	"-"	-0.415535433932614	1.11945427132768	0.299289157097784	0.749758239333133
"BraA09001156"	"AT2G17630"	"AT2G17630"	"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein"	"-"	"-"	-0.415508886716369	0.362568294916716	0.55204159198602	0.878353275203238
"BraA09004871"	"AT3G54970"	"AT3G54970"	"D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein"	"-"	"-"	-0.415326348615085	1.41342081188875	0.244706682087365	0.713611171748986
"BraA09002203"	"AT4G09320"	"NDPK1"	"nucleoside diphosphate kinase"	"-"	"-"	-0.41530672370349	0.590313341598592	0.44893851975082	0.831040473860642
"BraA09004632"	"AT3G52220"	"AT3G52220"	"leukocyte immunoglobulin-like receptor family A protein"	"-"	"-"	-0.41493971069092	3.3521691185317	0.0780296202796565	0.551187616009011
"BraA10002382"	"AT5G12150"	"AT5G12150"	"Rho GTPase activation protein (RhoGAP) with PH domain-containing protein"	"-"	"-"	-0.414839974316955	1.19587334598073	0.283740793440913	0.740152343142557
"BraA02002526"	"AT4G20095"	"AT4G20095"	"hypothetical protein (DUF626)"	"-"	"-"	-0.414668260699163	2.37217798764769	0.13500263457201	0.62894445582445
"BraA04000081"	"AT3G62250"	"UBQ5"	"ubiquitin 5"	"-"	"-"	-0.414622874979433	1.56367150813282	0.221718462304625	0.691920335908232
"BraA04000299"	"AT5G66280"	"GMD1"	"GDP-D-mannose 4,6-dehydratase 1"	"-"	"-"	-0.414010537595905	1.6267082457132	0.212883249516007	0.687814794428274
"BraA03005718"	"AT4G27260"	"WES1"	"Auxin-responsive GH3 family protein"	"-"	"-"	-0.413767072470569	0.184097377528029	0.671265462387586	0.919273455425644
"BraA01001740"	"AT4G25740"	"AT4G25740"	"RNA binding Plectin/S10 domain-containing protein"	"-"	"-"	-0.413745945969266	0.674223131056458	0.418744514506629	0.817842715366671
"BraA01000597"	"AT4G32560"	"AT4G32560"	"paramyosin-like protein"	"-"	"-"	-0.413588246463969	1.58377629780879	0.218851800043436	0.689959913356035
"BraA03000924"	"AT5G18670"	"BMY3"	"beta-amylase 3"	"-"	"-"	-0.413505996751732	0.367395724430393	0.549468611758861	0.877433456922848
"BraA01000440"	"AT4G34138"	"UGT73B1"	"UDP-glucosyl transferase 73B1"	"-"	"-"	-0.413492893977081	0.766131353432689	0.389104691787366	0.8014807317959
"BraA02002380"	"AT1G73540"	"NUDT21"	"nudix hydrolase homolog 21"	"-"	"-"	-0.413421077250236	0.11463444149598	0.737536338040252	0.939192365438896
"BraA05000990"	"AT2G37050"	"AT2G37050"	"Leucine-rich repeat protein kinase family protein"	"-"	"-"	-0.413359395874227	1.84053863480176	0.185977975721031	0.67129114192968
"BraA08002325"	"AT4G36130"	"AT4G36130"	"Ribosomal protein L2 family"	"-"	"-"	-0.413120637300436	0.825245622115817	0.37165515212861	0.791136014234097
"BraA02000050"	"AT1G12350"	"COAB"	"4-phospho-panto-thenoylcysteine synthetase"	"-"	"-"	-0.413013252795818	1.26298166459765	0.270852317440602	0.731065392777599
"BraA09006753"	"AT1G06570"	"PDS1"	"4-hydroxyphenylpyruvate dioxygenase"	"-"	"-"	-0.412963189106474	0.305272097925761	0.585122509819933	0.892214144251722
"BraA09000846"	"AT5G63550"	"AT5G63550"	"DEK domain-containing chromatin associated protein"	"-"	"-"	-0.412856285865291	1.88511058804935	0.180904452628596	0.666006937802433
"BraA10000350"	"AT1G04930"	"AT1G04930"	"hydroxyproline-rich glycoprotein family protein"	"-"	"-"	-0.412828498043334	2.94224627624623	0.0975975578035743	0.58136849581852
"BraA08000117"	"AT1G54140"	"TAFII21"	"TATA binding protein associated factor 21kDa subunit"	"-"	"-"	-0.412379017566807	1.2953205288299	0.264938903530292	0.72597624294472
"BraA09000865"	"AT5G64140"	"RPS28"	"ribosomal protein S28"	"-"	"-"	-0.412366734623674	0.388364251266776	0.538367719767529	0.872573662478669
"BraA08004022"	"AT1G01060"	"LHY"	"Homeodomain-like superfamily protein"	"YES"	"YES"	-0.412349933134618	0.616658107087415	0.439100243749933	0.826718581119678
"BraA08003904"	"AT1G05055"	"GTF2H2"	"general transcription factor II H2"	"-"	"-"	-0.412225122828333	1.25980525338647	0.271442361890318	0.731065392777599
"BraA03003027"	"AT4G03240"	"FH"	"frataxin-like protein"	"-"	"YES"	-0.41210211088901	1.35150089755037	0.255056976220396	0.719624719768289
"BraA07003121"	"AT1G67350"	"AT1G67350"	"NADH-ubiquinone oxidoreductase"	"-"	"-"	-0.412028550248718	1.95468730916315	0.173315556604997	0.660501524910645
"BraA07003614"	"AT1G73400"	"AT1G73400"	"Pentatricopeptide repeat (PPR) superfamily protein"	"-"	"-"	-0.411903093834021	1.63474310243777	0.211788781267551	0.687129097470215
"BraA05003496"	"AT3G16250"	"PnsB3"	"NDH-dependent cyclic electron flow 1"	"-"	"-"	-0.411743085885988	0.270361225103971	0.607309212222145	0.900052910833236
"BraA05004614"	"AT3G02740"	"AT3G02740"	"Eukaryotic aspartyl protease family protein"	"-"	"-"	-0.411733427786003	0.877094996263082	0.357195544858804	0.784222582725959
"BraA06000271"	"AT5G45020"	"AT5G45020"	"Glutathione S-transferase family protein"	"-"	"-"	-0.411676982835732	0.643838135461354	0.429239941256285	0.822397324678822
"BraA10001517"	"AT5G59950"	"AT5G59950"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"-"	"-"	-0.411672397632717	4.39287307824363	0.0454712897102778	0.486528397485781
"BraA09005776"	"AT3G25110"	"FaTA"	"fatA acyl-ACP thioesterase"	"-"	"-"	-0.411610478447386	0.889585175302414	0.353845010962582	0.78270108565267
"BraA07003836"	"AT2G44270"	"ROL5"	"repressor of lrx1"	"-"	"-"	-0.411600983524844	0.550746339600622	0.464337155148108	0.838300682039074
"BraA07000665"	"AT2G04900"	"AT2G04900"	"hypothetical protein"	"-"	"-"	-0.411470857169777	3.3615502982562	0.077637392904609	0.55089722744249
"BraA08003001"	"AT1G26920"	"AT1G26920"	"zinc finger CCHC domain protein"	"-"	"-"	-0.411353145800064	0.690568059799304	0.413229579433924	0.814821214035279
"BraA09004915"	"AT3G55510"	"RBL"	"Noc2p family"	"-"	"-"	-0.41130633507574	0.264280623777895	0.611359174955209	0.901091466761963
"BraA05002692"	"AT3G20870"	"AT3G20870"	"ZIP metal ion transporter family"	"-"	"-"	-0.41129626778259	2.30265339312632	0.14062500993036	0.632381975509552
