Gene_ID	A._thaliana_best_hit	Symbol	Description	TF	Leaf_development
BraA09001964	AT1G43710	EMB1075	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	-	-
BraA09001965	AT1G56310	AT1G56310	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
BraA09001966	AT2G24280	AT2G24280	alpha/beta-Hydrolases superfamily protein	-	-
BraA09001967	AT5G28290	NEK3	NIMA-related kinase 3	-	YES
BraA09001968	AT2G36710	AT2G36710	Pectin lyase-like superfamily protein	-	-
BraA09001969	AT1G65810	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA09001970	AT5G28290	NEK3	NIMA-related kinase 3	-	YES
BraA09001971	AT4G03490	AT4G03490	Ankyrin repeat family protein	-	-
BraA09001972	AT1G56290	AT1G56290	CwfJ-like family protein	-	-
BraA09001973	AT1G56210	AT1G56210	Heavy metal transport/detoxification superfamily protein	-	-
BraA01002930	AT4G20900	MS5	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA09001974	AT1G55050	AT1G55050	hypothetical protein	-	-
BraA09001975	AT1G59406	AT1G59406	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
BraA09001976	AT1G59406	AT1G59406	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
BraA09001977	AT1G55040	AT1G55040	zinc finger (Ran-binding) family protein	-	-
BraA09001978	AT1G44542	AT1G44542	Cyclase family protein	-	-
BraA09001979	AT1G54940	PGSIP4	plant glycogenin-like starch initiation protein 4	-	-
BraA09001980	AT1G54930	AT1G54930	GRF zinc finger / Zinc knuckle protein	-	-
BraA09001981	AT1G54920	AT1G54920	hypothetical protein	-	-
BraA09001982	AT1G72210	AT1G72210	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA09001983	AT1G54890	AT1G54890	Late embryogenesis abundant (LEA) protein-like protein	-	-
BraA01002931	AT5G44340	TUB4	tubulin beta chain 4	-	YES
BraA09001984	AT1G54890	AT1G54890	Late embryogenesis abundant (LEA) protein-like protein	-	-
BraA09001985	AT1G72210	AT1G72210	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA09001986	AT1G08930	ERD6	Major facilitator superfamily protein	-	-
BraA09001987	AT1G54710	ATG18H	autophagy 18h-like protein	-	-
BraA09001988	AT1G07440	AT1G07440	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA09001989	AT1G07440	AT1G07440	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA09001990	AT2G32910	AT2G32910	DCD (Development and Cell Death) domain protein	-	-
BraA09001991	AT2G37125	#N/A	#N/A	-	-
BraA09001992	AT1G44224	AT1G44224	ECA1 gametogenesis related family protein	-	-
BraA09001993	AT1G54630	ACP3	acyl carrier protein 3	-	-
BraA01002932	AT5G61690	ABCA11	ABC2 homolog 15	-	-
BraA09001994	AT1G54610	AT1G54610	Protein kinase superfamily protein	-	-
BraA09001995	AT1G54570	PES1	Esterase/lipase/thioesterase family protein	-	-
BraA09001996	AT1G54560	XIE	Myosin family protein with Dil domain-containing protein	-	-
BraA09001997	AT1G54540	AT1G54540	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	-	-
BraA09001998	AT1G54530	AT1G54530	Calcium-binding EF hand family protein	-	-
BraA09001999	AT1G24650	AT1G24650	Leucine-rich repeat protein kinase family protein	-	-
BraA09002000	AT1G54490	XRN4	exoribonuclease 4	-	YES
BraA09002001	AT2G23840	AT2G23840	HNH endonuclease	-	-
BraA09002002	AT5G42220	AT5G42220	Ubiquitin-like superfamily protein	-	-
BraA09002003	AT5G35370	AT5G35370	S-locus lectin protein kinase family protein	-	-
BraA01002933	AT5G09870	CESA5	cellulose synthase 5	-	-
BraA09002004	AT1G55350	DEK1	calpain-type cysteine protease family	-	-
BraA09002005	AT5G40820	ATR	Ataxia telangiectasia-mutated and RAD3-like protein	-	YES
BraA09002006	AT5G42320	AT5G42320	Zn-dependent exopeptidases superfamily protein	-	-
BraA09002007	AT5G42340	PUB15	Plant U-Box 15	-	-
BraA09002008	AT5G42360	AT5G42360	Galactose oxidase/kelch repeat superfamily protein	-	-
BraA09002009	AT5G38940	AT5G38940	RmlC-like cupins superfamily protein	-	-
BraA09002010	AT5G42370	AT5G42370	Calcineurin-like metallo-phosphoesterase superfamily protein	-	-
BraA09002011	AT5G42380	CML37	calmodulin like 37	-	-
BraA09002012	AT5G42390	SPP	Insulinase (Peptidase family M16) family protein	-	YES
BraA09002013	AT5G42390	SPP	Insulinase (Peptidase family M16) family protein	-	YES
BraA01002934	AT1G58025	AT1G58025	DNA-binding bromodomain-containing protein	-	-
BraA09002014	AT5G42390	SPP	Insulinase (Peptidase family M16) family protein	-	YES
BraA09002015	AT5G42400	SDG25	SET domain protein 25	-	-
BraA09002016	AT5G42410	AT5G42410	SAUR-like auxin-responsive protein family	-	-
BraA09002017	AT5G42420	AT5G42420	Nucleotide-sugar transporter family protein	-	-
BraA09002018	AT1G43170	RP1	ribosomal protein 1	-	-
BraA09002019	AT1G43170	RP1	ribosomal protein 1	-	-
BraA09002020	AT1G61580	RPL3B	R-protein L3 B	-	-
BraA09002021	AT5G03610	AT5G03610	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
BraA09002022	AT5G61090	AT5G61090	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
BraA09002023	AT5G45570	AT5G45570	Ulp1 protease family protein	-	-
BraA01002935	AT1G58080	ATP-PRT1	ATP phosphoribosyl transferase 1	-	-
BraA09002024	AT1G47830	AT1G47830	SNARE-like superfamily protein	-	-
BraA09002025	AT4G19390	AT4G19390	Uncharacterized protein family (UPF0114)	-	-
BraA09002026	AT5G42670	AT5G42670	Agenet domain-containing protein	-	-
BraA09002027	AT5G42680	AT5G42680	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)	-	-
BraA09002028	AT5G42690	AT5G42690	transcription factor, putative (Protein of unknown function, DUF547)	-	-
BraA09002029	AT1G47500	RBP47C'	RNA-binding protein 47C'	-	-
BraA09002030	AT5G47230	ERF5	ethylene responsive element binding factor 5	YES	-
BraA09002031	AT5G42680	AT5G42680	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)	-	-
BraA09002032	AT5G42690	AT5G42690	transcription factor, putative (Protein of unknown function, DUF547)	-	-
BraA09002033	AT1G47500	RBP47C'	RNA-binding protein 47C'	-	-
BraA01002936	AT1G58110	AT1G58110	Basic-leucine zipper (bZIP) transcription factor family protein	YES	-
BraA09002034	AT4G33760	AT4G33760	tRNA synthetase class II (D, K and N) family protein	-	-
BraA09002035	AT5G51820	PGM	phosphoglucomutase	-	YES
BraA09002036	AT5G65360	AT5G65360	Histone superfamily protein	-	-
BraA09002037	AT5G42710	TRM30	hypothetical protein	-	-
BraA09002038	AT5G42740	AT5G42740	Sugar isomerase (SIS) family protein	-	-
BraA09002039	AT5G03610	AT5G03610	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
BraA09002040	AT5G42765	AT5G42765	plasma membrane fusion protein	-	-
BraA09002041	AT5G42780	HB27	homeobox protein 27	YES	-
BraA09002042	AT5G42785	AT5G42785	transmembrane protein	-	-
BraA09002043	AT5G42790	PAF1	proteasome alpha subunit F1	-	-
BraA01002937	AT3G06030	NP3	NPK1-related protein kinase 3	-	-
BraA09002044	AT5G42800	DFR	dihydroflavonol 4-reductase	-	YES
BraA09002045	AT5G42810	IPK1	inositol-pentakisphosphate 2-kinase 1	-	YES
BraA09002046	AT5G42820	U2AF35B	Zinc finger C-x8-C-x5-C-x3-H type family protein	-	-
BraA09002047	AT5G42860	AT5G42860	late embryogenesis abundant protein, group 2	-	-
BraA09002048	AT5G42870	PAH2	phosphatidic acid phosphohydrolase 2	-	-
BraA09002049	AT5G42890	SCP2	sterol carrier protein 2	-	-
BraA09002050	AT5G43370	PHT1;2	phosphate transporter 2	-	-
BraA09002051	AT5G43360	PHT1;3	phosphate transporter 1;3	-	-
BraA09002052	AT5G54750	AT5G54750	Transport protein particle (TRAPP) component	-	-
BraA09002053	AT3G47680	AT3G47680	DNA binding protein	-	-
BraA01002938	AT1G58120	AT1G58120	hypothetical protein	-	-
BraA09002054	AT5G42900	COR27	cold regulated protein 27	-	-
BraA09002055	AT5G42930	AT5G42930	alpha/beta-Hydrolases superfamily protein	-	-
BraA09002056	AT5G42940	AT5G42940	RING/U-box superfamily protein	-	-
BraA09002057	AT5G42950	AT5G42950	GYF domain-containing protein	-	-
BraA09002058	AT5G42980	TRX3	thioredoxin 3	-	-
BraA09002059	AT5G42980	TRX3	thioredoxin 3	-	-
BraA09002060	AT5G42990	UBC18	ubiquitin-conjugating enzyme 18	-	-
BraA09002061	AT5G43050	NPQ6	YCF20-like protein (DUF565)	-	-
BraA09002062	AT5G43110	PUM14	pumilio 14	-	-
BraA09002063	AT2G48030	AT2G48030	DNAse I-like superfamily protein	-	-
BraA01002885	AT2G07240	AT2G07240	cysteine-type peptidase	-	-
BraA01002939	AT1G58180	BCA6	beta carbonic anhydrase 6	-	-
BraA09002064	AT5G43190	AT5G43190	Galactose oxidase/kelch repeat superfamily protein	-	-
BraA09002065	AT5G43230	AT5G43230	EEIG1/EHBP1 protein amino-terminal domain protein	-	-
BraA09002066	AT5G43260	AT5G43260	chaperone protein dnaJ-like protein	-	-
BraA09002067	AT1G56130	AT1G56130	Leucine-rich repeat transmembrane protein kinase	-	-
BraA09002068	AT5G26010	AT5G26010	Protein phosphatase 2C family protein	-	-
BraA09002069	AT1G56130	AT1G56130	Leucine-rich repeat transmembrane protein kinase	-	-
BraA09002070	AT5G43270	SPL2	squamosa promoter binding protein-like 2	YES	YES
BraA09002071	AT5G43280	DCI1	delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1	-	-
BraA09002072	AT5G43290	WRKY49	WRKY DNA-binding protein 49	YES	-
BraA01002940	AT1G14800	AT1G14800	Nucleic acid-binding, OB-fold-like protein	-	-
BraA09002073	AT5G43290	WRKY49	WRKY DNA-binding protein 49	YES	-
BraA09002074	AT5G43300	GDPD3	PLC-like phosphodiesterases superfamily protein	-	-
BraA09002075	AT5G43320	ckl8	casein kinase I-like 8	-	-
BraA09002076	AT2G34360	AT2G34360	MATE efflux family protein	-	-
BraA09002077	AT5G43320	ckl8	casein kinase I-like 8	-	-
BraA09002078	AT2G42600	PPC2	phosphoenolpyruvate carboxylase 2	-	-
BraA09002079	AT1G04410	c-NAD-MDH1	Lactate/malate dehydrogenase family protein	-	-
BraA09002080	AT5G43340	PHT1;6	phosphate transporter 1;6	-	-
BraA09002081	AT5G43360	PHT1;3	phosphate transporter 1;3	-	-
BraA09002082	AT5G43360	PHT1;3	phosphate transporter 1;3	-	-
BraA01002941	AT1G58200	MSL3	MSCS-like 3	-	-
BraA09002083	AT5G59060	AT5G59060	reverse transcriptase family protein	-	-
BraA09002084	AT2G37220	AT2G37220	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
BraA09002085	AT1G59724	#N/A	#N/A	-	-
BraA09002086	AT3G42170	DAYSLEEPER	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER	-	-
BraA09002087	AT5G43370	PHT1;2	phosphate transporter 2	-	-
BraA09002088	AT5G43370	PHT1;2	phosphate transporter 2	-	-
BraA09002089	AT5G43360	PHT1;3	phosphate transporter 1;3	-	-
BraA09002090	AT5G43360	PHT1;3	phosphate transporter 1;3	-	-
BraA09002091	AT5G43410	AT5G43410	Integrase-type DNA-binding superfamily protein	YES	-
BraA09002092	AT4G16070	AT4G16070	lipase class 3 family protein	-	-
BraA01002942	AT1G58200	MSL3	MSCS-like 3	-	-
BraA09002093	AT5G43430	ETFBETA	electron transfer flavoprotein beta	-	-
BraA09002094	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA09002095	AT1G21280	AT1G21280	Copia-like polyprotein/retrotransposon	-	-
BraA09002096	AT1G35820	AT1G35820	heat shock protein	-	-
BraA09002097	AT5G54050	AT5G54050	Cysteine/Histidine-rich C1 domain family protein	-	-
BraA09002098	AT1G04340	AT1G04340	HR-like lesion-inducing protein-like protein	-	-
BraA09002099	AT5G43540	AT5G43540	C2H2 and C2HC zinc fingers superfamily protein	YES	-
BraA09002100	AT5G43650	BHLH92	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA09002101	AT1G40390	AT1G40390	DNAse I-like superfamily protein	-	-
BraA09002102	AT1G59724	#N/A	#N/A	-	-
BraA01002943	AT1G58210	EMB1674	EMBRYO DEFECTIVE protein	-	-
BraA09002103	AT5G43700	ATAUX2-11	AUX/IAA transcriptional regulator family protein	-	-
BraA09002104	AT5G43810	AGO10	Stabilizer of iron transporter SufD / Polynucleotidyl transferase	-	YES
BraA09002105	AT5G43830	AT5G43830	aluminum induced protein with YGL and LRDR motifs	-	-
BraA09002106	AT5G43850	ARD4	RmlC-like cupins superfamily protein	-	-
BraA09002107	AT5G43860	CLH2	chlorophyllase 2	-	YES
BraA09002108	AT5G43880	TRM21	methyl-coenzyme M reductase II subunit gamma, putative (DUF3741)	-	-
BraA09002109	AT5G11250	AT5G11250	Disease resistance protein (TIR-NBS-LRR class)	-	-
BraA09002110	AT5G35870	AT5G35870	transmembrane protein	-	-
BraA09002111	AT2G19600	KEA4	K  efflux antiporter 4	-	-
BraA09002112	AT5G35715	CYP71B8	cytochrome P450, family 71, subfamily B, polypeptide 8	-	-
BraA01002944	AT1G58215	#N/A	#N/A	-	-
BraA09002113	AT5G43900	MYA2	myosin 2	-	YES
BraA09002114	AT1G43171	AT1G43171	B3 domain protein	-	-
BraA09002115	AT2G05210	AtPOT1a	Nucleic acid-binding, OB-fold-like protein	-	-
BraA09002116	AT5G43920	AT5G43920	transducin family protein / WD-40 repeat family protein	-	-
BraA09002117	AT5G43930	AT5G43930	Transducin family protein / WD-40 repeat family protein	-	-
BraA09002118	AT5G43920	AT5G43920	transducin family protein / WD-40 repeat family protein	-	-
BraA09002119	AT5G43930	AT5G43930	Transducin family protein / WD-40 repeat family protein	-	-
BraA09002120	AT3G20950	CYP705A32	cytochrome P450, family 705, subfamily A, polypeptide 32	-	-
BraA09002121	AT5G43940	HOT5	GroES-like zinc-binding dehydrogenase family protein	-	-
BraA09002122	AT5G43960	AT5G43960	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein	-	-
BraA01002945	AT1G58215	#N/A	#N/A	-	-
BraA09002123	AT5G43970	TOM22-V	translocase of outer membrane 22-V	-	-
BraA09002124	AT5G44005	AT5G44005	hypothetical protein	-	-
BraA09002125	AT5G44010	AT5G44010	fanconi anemia group F protein (FANCF)	-	-
BraA09002126	AT5G44020	AT5G44020	HAD superfamily, subfamily IIIB acid phosphatase	-	-
BraA09002127	AT1G66980	SNC4	suppressor of npr1-1 constitutive 4	-	-
BraA09002128	AT5G40210	UMAMIT42	nodulin MtN21 /EamA-like transporter family protein	-	-
BraA09002129	AT5G44060	AT5G44060	embryo sac development arrest protein	-	-
BraA09002130	AT5G44070	CAD1	phytochelatin synthase 1 (PCS1)	-	-
BraA09002131	AT5G44070	CAD1	phytochelatin synthase 1 (PCS1)	-	-
BraA09002132	AT5G44090	AT5G44090	Calcium-binding EF-hand family protein	-	-
BraA01002946	AT1G58220	AT1G58220	Homeodomain-like superfamily protein	YES	-
BraA09002133	AT1G03930	ADK1	dual specificity kinase 1	-	-
BraA09002134	AT1G51540	AT1G51540	Galactose oxidase/kelch repeat superfamily protein	-	-
BraA09002135	AT1G51480	AT1G51480	disease resistance protein (CC-NBS-LRR class) family protein	-	-
BraA09002136	AT4G13440	AT4G13440	Calcium-binding EF-hand family protein	-	-
BraA09002137	AT5G44110	ABCI21	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA09002138	AT5G44110	ABCI21	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA09002139	AT5G44130	FLA13	FASCICLIN-like arabinogalactan protein 13 precursor	-	-
BraA09002140	AT5G44150	AT5G44150	phosphorelay protein	-	-
BraA09002141	AT5G44170	AT5G44170	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA09002142	ATMG01300	ORF136A	hypothetical protein	-	-
BraA01002947	AT1G58230	AT1G58230	binding protein	-	-
BraA09002143	AT3G28360	ABCB16	P-glycoprotein 16	-	-
BraA09002144	AT3G28415	ABCB22	ABC transporter family protein	-	-
BraA09002145	AT5G44230	AT5G44230	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA09002146	AT5G44250	AT5G44250	peptidase, S9A/B/C family, catalytic domain protein (Protein of unknown function DUF829, transmembrane 53)	-	-
BraA09002147	AT5G44260	AT5G44260	Zinc finger C-x8-C-x5-C-x3-H type family protein	YES	-
BraA09002148	AT5G44280	RING1A	RING 1A	-	-
BraA08000768	AT4G34000	ABF3	abscisic acid responsive elements-binding factor 3	YES	YES
BraA08000769	AT5G04420	AT5G04420	Galactose oxidase/kelch repeat superfamily protein	-	-
BraA08000770	AT1G35680	RPL21C	Ribosomal protein L21	-	-
BraA08000771	AT2G29040	AT2G29040	Exostosin family protein	-	-
BraA01002948	AT1G58250	SAB	HYPERSENSITIVE TO PI STARVATION 4	-	-
BraA08000772	AT1G35580	CINV1	cytosolic invertase 1	-	-
BraA08000773	AT2G19480	NAP1;2	nucleosome assembly protein 1;2	-	YES
BraA08000774	AT2G17905	#N/A	#N/A	-	-
BraA08000775	AT1G35460	FBH1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA08000776	AT5G53190	SWEET3	Nodulin MtN3 family protein	-	-
BraA08000777	AT1G35580	CINV1	cytosolic invertase 1	-	-
BraA08000778	AT2G17905	#N/A	#N/A	-	-
BraA08000779	AT1G35460	FBH1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA08000780	AT2G17920	AT2G17920	nucleic acid binding / zinc ion binding protein	-	-
BraA08000781	AT1G34780	APRL4	APR-like 4	-	-
BraA01002886	AT2G07240	AT2G07240	cysteine-type peptidase	-	-
BraA01002949	AT5G28950	AT5G28950	nuclease	-	-
BraA08000782	AT1G34770	AT1G34770	melanoma-associated antigen G1-like protein	-	-
BraA08000783	AT1G03840	MGP	C2H2 and C2HC zinc fingers superfamily protein	YES	-
BraA08000784	AT4G17900	AT4G17900	PLATZ transcription factor family protein	-	-
BraA08000785	AT1G34580	AT1G34580	Major facilitator superfamily protein	-	-
BraA08000786	AT3G17500	AT3G17500	F-box family protein	-	-
BraA08000787	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA08000788	AT1G34550	EMB2756	transmembrane protein (DUF616)	-	-
BraA08000789	AT3G16540	DEG11	DegP protease 11	-	-
BraA08000790	AT1G34420	AT1G34420	leucine-rich repeat transmembrane protein kinase family protein	-	-
BraA08000791	AT1G34370	STOP1	C2H2 and C2HC zinc fingers superfamily protein	YES	-
BraA01002950	AT1G58280	AT1G58280	Phosphoglycerate mutase family protein	-	-
BraA08000792	AT1G34355	PS1	forkhead-associated (FHA) domain-containing protein	-	-
BraA08000793	AT1G34350	AT1G34350	Tmem18	-	-
BraA08000794	AT1G34300	AT1G34300	lectin protein kinase family protein	-	-
BraA08000795	AT1G34270	AT1G34270	Exostosin family protein	-	-
BraA08000796	AT1G34220	AT1G34220	Regulator of Vps4 activity in the MVB pathway protein	-	-
BraA08000797	AT1G34190	NAC017	NAC domain containing protein 17	YES	-
BraA08000798	AT3G05850	MUG7	MuDR family transposase	-	-
BraA08000799	AT5G37600	GSR 1	hypothetical protein	-	YES
BraA08000800	AT5G42710	TRM30	hypothetical protein	-	-
BraA08000801	AT5G17880	CSA1	disease resistance protein (TIR-NBS-LRR class)	-	-
BraA01002951	AT2G17905	#N/A	#N/A	-	-
BraA08000802	AT1G40390	AT1G40390	DNAse I-like superfamily protein	-	-
BraA08000804	AT1G34060	AT1G34060	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	-	-
BraA08000805	AT1G33990	MES14	methyl esterase 14	-	-
BraA08000806	AT1G33980	UPF3	Smg-4/UPF3 family protein	-	-
BraA08000807	AT1G19485	AT1G19485	Transducin/WD40 repeat-like superfamily protein	-	-
BraA08000808	AT1G73480	AT1G73480	alpha/beta-Hydrolases superfamily protein	-	-
BraA08000809	AT1G33410	SAR1	SUPPRESSOR OF AUXIN RESISTANCE1	-	-
BraA08000810	AT1G33270	AT1G33270	Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein	-	-
BraA08000811	AT1G27150	AT1G27150	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA01002952	AT2G28700	AGL46	AGAMOUS-like 46	YES	-
BraA08000812	AT1G33240	GTL1	GT-2-like 1	YES	YES
BraA08000813	AT1G35580	CINV1	cytosolic invertase 1	-	-
BraA08000814	AT1G33230	AT1G33230	TMPIT-like protein	-	-
BraA08000815	AT1G33170	AT1G33170	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA08000816	AT4G14900	AT4G14900	FRIGIDA-like protein	-	-
BraA08000817	AT1G06740	MUG3	MuDR family transposase	-	-
BraA08000818	AT4G04775	AT4G04775	zinc ion binding protein	-	-
BraA08000819	AT2G14000	AT2G14000	retrotransposon ORF-1 protein	-	-
BraA01002953	AT2G28700	AGL46	AGAMOUS-like 46	YES	-
BraA08000820	AT4G30100	AT4G30100	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA08000821	AT1G33050	AT1G33050	hypothetical protein	-	-
BraA08000822	AT3G12545	AT3G12545	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA08000823	AT1G33030	AT1G33030	O-methyltransferase family protein	-	-
BraA08000824	AT1G51990	AT1G51990	O-methyltransferase family protein	-	-
BraA08000825	AT1G32361	ATL1F	RING/U-box superfamily protein	-	-
BraA08000826	AT1G32460	AT1G32460	hypothetical protein	-	-
BraA08000827	AT1G32470	AT1G32470	Single hybrid motif superfamily protein	-	-
BraA01002954	AT2G28700	AGL46	AGAMOUS-like 46	YES	-
BraA08000828	AT3G06040	AT3G06040	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein	-	-
BraA08000829	AT5G10900	AT5G10900	Calcineurin-like metallo-phosphoesterase superfamily protein	-	-
BraA08000830	AT4G12617	AT4G12617	B3 domain protein	-	-
BraA08000831	AT1G32510	NAC011	NAC domain containing protein 11	YES	-
BraA08000832	AT1G32550	FdC2	2Fe-2S ferredoxin-like superfamily protein	-	-
BraA08000833	AT1G32560	AtLEA4-1	Late embryogenesis abundant protein, group 1 protein	-	-
BraA08000834	AT1G16370	42649	organic cation/carnitine transporter 6	-	-
BraA08000835	AT1G32585	AT1G32585	VQ motif-containing protein-like protein	-	-
BraA08000836	AT1G32700	AT1G32700	PLATZ transcription factor family protein	-	-
BraA08000837	AT5G40200	DEG9	DegP protease 9	-	-
BraA01002955	AT2G17905	#N/A	#N/A	-	-
BraA08000838	AT4G03830	AT4G03830	hypothetical protein (Protein of unknown function, DUF601)	-	-
BraA08000839	AT5G19270	AT5G19270	reverse transcriptase-like protein	-	-
BraA08000840	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA08000841	AT1G32710	AT1G32710	Cytochrome c oxidase, subunit Vib family protein	-	-
BraA08000842	AT1G12550	HPR3	D-isomer specific 2-hydroxyacid dehydrogenase family protein	-	-
BraA08000843	AT1G32750	HAF01	HAC13 protein (HAC13)	-	-
BraA08000844	AT3G24255	AT3G24255	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA08000845	AT3G22440	AT3G22440	FRIGIDA-like protein	-	-
BraA08000846	AT2G17905	#N/A	#N/A	-	-
BraA08000847	AT3G46400	AT3G46400	Leucine-rich repeat protein kinase family protein	-	-
BraA01002956	AT1G58290	HEMA1	Glutamyl-tRNA reductase family protein	-	-
BraA08000848	AT5G19270	AT5G19270	reverse transcriptase-like protein	-	-
BraA08000849	AT2G17905	#N/A	#N/A	-	-
BraA08000850	AT2G41590	AT2G41590	Ta11-like non-LTR retrotransposon	-	-
BraA08000851	AT3G49250	DMS3	defective in meristem silencing 3	-	-
BraA08000852	AT1G32810	AT1G32810	RING/FYVE/PHD zinc finger superfamily protein	-	-
BraA08000853	AT1G32920	AT1G32920	hypothetical protein	-	-
BraA08000854	AT1G32920	AT1G32920	hypothetical protein	-	-
BraA08000855	AT1G32330	HSFA1D	heat shock transcription factor A1D	YES	-
BraA08000856	AT1G67020	AT1G67020	transmembrane protein	-	-
BraA08000857	AT3G09260	PYK10	Glycosyl hydrolase superfamily protein	-	-
BraA01002957	AT4G38430	ROPGEF1	rho guanyl-nucleotide exchange factor 1	-	-
BraA08000858	AT1G37140	MCT1	MEI2 C-terminal RRM only like 1	-	-
BraA08000859	AT1G32230	RCD1	WWE protein-protein interaction domain protein family	-	-
BraA08000860	AT1G32200	ATS1	phospholipid/glycerol acyltransferase family protein	-	-
BraA08000861	AT1G32170	XTH30	xyloglucan endotransglucosylase/hydrolase 30	-	-
BraA08000862	AT2G07190	AT2G07190	transmembrane protein, putative (DUF1985)	-	-
BraA08000863	AT3G30820	AT3G30820	retrotransposon ORF-1 protein	-	-
BraA08000864	AT1G76065	AT1G76065	LYR family of Fe/S cluster biogenesis protein	-	-
BraA08000865	AT1G67623	AT1G67623	F-box family protein	-	-
BraA08000866	AT3G02460	AT3G02460	Ypt/Rab-GAP domain of gyp1p superfamily protein	-	-
BraA08000867	AT1G32060	PRK	phosphoribulokinase	-	-
BraA01002958	AT3G47740	ABCA3	ABC2 homolog 2	-	-
BraA08000868	AT1G32050	SCAMP5	SCAMP family protein	-	-
BraA08000869	AT1G31970	STRS1	DEA(D/H)-box RNA helicase family protein	-	-
BraA08000870	AT1G77770	AT1G77770	forkhead box protein, putative (DUF1644)	-	-
BraA08000871	AT1G31910	AT1G31910	GHMP kinase family protein	-	-
BraA08000872	AT1G31885	NIP3;1	NOD26-like intrinsic protein 3;1	-	-
BraA08000873	AT1G31880	BRX	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein	-	YES
BraA08000874	ATMG00810	ORF240B	DNA/RNA polymerases superfamily protein	-	-
BraA08000875	AT5G19920	AT5G19920	Transducin/WD40 repeat-like superfamily protein	-	-
BraA08000876	AT3G02800	PFA-DSP3	Tyrosine phosphatase family protein	-	-
BraA08000877	AT1G01040	DCL1	dicer-like 1	-	YES
BraA01002887	AT3G55480	PAT2	protein affected traf&#64257;cking 2	-	-
BraA01002959	AT1G58360	AAP1	amino acid permease 1	-	-
BraA08000878	AT5G36260	AT5G36260	Eukaryotic aspartyl protease family protein	-	-
BraA08000879	AT5G35960	AT5G35960	Protein kinase family protein	-	-
BraA08000880	AT5G35930	AT5G35930	AMP-dependent synthetase and ligase family protein	-	-
BraA08000881	AT5G35790	G6PD1	glucose-6-phosphate dehydrogenase 1	-	-
BraA08000882	AT5G14870	CNGC18	cyclic nucleotide-gated channel 18	-	-
BraA08000883	AT5G16486	AT5G16486	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA08000884	AT5G35700	FIM5	fimbrin-like protein 2	-	-
BraA08000885	AT5G35670	iqd33	IQ-domain 33	-	-
BraA08000886	AT5G35660	AT5G35660	Glycine-rich protein family	-	-
BraA08000887	AT5G35630	GS2	glutamine synthetase 2	-	YES
BraA01002960	AT1G31150	AT1G31150	K-box region protein (DUF1985)	-	-
BraA08000888	AT5G35620	LSP1	Eukaryotic initiation factor 4E protein	-	-
BraA08000889	AT5G35550	TT2	Duplicated homeodomain-like superfamily protein	YES	YES
BraA08000890	AT2G06520	PSBX	photosystem II subunit X	-	-
BraA08000891	AT1G25275	AT1G25275	thionin-like protein	-	-
