"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03006540",-5.55787336295685,4.60070268189634,71.4886286516315,1.51516285415381e-08,1.48706693701354e-07,FALSE,"31.4255829"," 0.7421309","BraA03006540","AT4G37800","XTH7","xyloglucan endotransglucosylase/hydrolase 7","-","-"
"BraA01002018",-3.41274397466496,4.34039490934115,71.4796139757954,1.51685983399458e-08,1.48756222972428e-07,FALSE,"38.526182"," 3.774659","BraA01002018","AT1G56330","SAR1B","secretion-associated RAS 1B","-","-"
"BraA07000967",-1.8340496582331,4.57995608938146,71.4292274007081,1.52638302774095e-08,1.49318016511141e-07,FALSE,"27.646497"," 7.725927","BraA07000967","AT1G31160","HINT 2","HISTIDINE TRIAD NUCLEOTIDE-BINDING 2","-","-"
"BraA10000876",-4.50523329829835,4.78339595805177,71.4057927657491,1.53083434812203e-08,1.49474768234744e-07,FALSE,"41.522455"," 1.898093","BraA10000876","AT5G52910","ATIM","timeless family protein","-","-"
"BraA03004902",-2.85496017468658,6.51723093224411,71.3905563915002,1.53373600402899e-08,1.49665249246226e-07,FALSE,"124.75450"," 17.33026","BraA03004902","AT3G52380","CP33","chloroplast RNA-binding protein 33","-","YES"
"BraA03005543",-3.09435137548753,7.7254560300332,71.3455228757383,1.5423472936254e-08,1.50262555575409e-07,FALSE,"324.35543"," 37.99855","BraA03005543","AT4G24770","RBP31","31-kDa RNA binding protein","-","YES"
"BraA06004930",-1.91041053841198,6.78750512970775,71.2846761236979,1.55406591923812e-08,1.5110034731496e-07,FALSE,"122.71486"," 32.65814","BraA06004930","AT1G64770","PnsB2","NDH-dependent cyclic electron flow 1","-","-"
"BraA05004054",-2.23268600917914,3.27740288665039,71.2482502087391,1.56112753800965e-08,1.51586350698778e-07,FALSE,"11.806670"," 2.563720","BraA05004054","AT3G10350","AT3G10350","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07000882",-6.91671299820222,2.62379233881006,71.1013951075005,1.58995286361433e-08,1.54005280451013e-07,FALSE,"10.92783501"," 0.10923531","BraA07000882","AT3G23740","AT3G23740","hypothetical protein","-","-"
"BraA02000469",-2.51210689963492,4.48077347157936,71.0364848166099,1.60287755155423e-08,1.55161701485016e-07,FALSE,"30.135486"," 5.397906","BraA02000469","AT5G12130","PDE149","integral membrane TerC family protein","-","-"
"BraA02000792",-3.82926687325379,6.19107476586944,70.9895108670564,1.61230200120678e-08,1.55909467307193e-07,FALSE," 96.281509","  7.039155","BraA02000792","AT5G17670","AT5G17670","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA10000699",-2.51699576845683,3.54000158194421,70.988113344939,1.61258330861569e-08,1.55909467307193e-07,FALSE,"11.867041"," 2.080037","BraA10000699","AT1G45688","AT1G45688","transmembrane protein","-","-"
"BraA09006765",-2.17100917351357,4.04803631598707,70.8865805382334,1.63316422527404e-08,1.57447451499022e-07,FALSE,"25.156271"," 5.655576","BraA09006765","AT1G06420","AT1G06420","DNA ligase-like protein","-","-"
"BraA01002045",-1.34344439185262,3.70681776798968,70.8662554965415,1.6373183362108e-08,1.57719648787993e-07,FALSE,"16.132506"," 6.368968","BraA01002045","AT1G54680","AT1G54680","translation initiation factor 3 subunit I","-","-"
"BraA02000089",-4.26194150211819,4.42616676196764,70.8114658595168,1.64857374469036e-08,1.5862558750111e-07,FALSE,"48.528936"," 2.633209","BraA02000089","AT5G03120","AT5G03120","transmembrane protein","-","-"
"BraA01004701",-2.78731961787306,4.59548593691804,70.76644254483,1.6578857882229e-08,1.59408199796142e-07,FALSE,"30.819589"," 4.481835","BraA01004701","AT5G16650","AT5G16650","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03003341",-3.59215275940507,3.37338604707187,70.7267298698067,1.66614688957168e-08,1.6000702893141e-07,FALSE,"11.9936491"," 1.0825022","BraA03003341","AT3G03770","AT3G03770","Leucine-rich repeat protein kinase family protein","-","-"
"BraA06001059",-5.50168579183588,6.57974133166612,70.7141782912309,1.6687671839009e-08,1.60160948015855e-07,FALSE,"146.642733","  3.576116","BraA06001059","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraSca000524",-2.50546683597884,7.52433368821726,70.6953918169589,1.67269745713565e-08,1.60440328917216e-07,FALSE,"214.92775"," 37.98941","BraSca000524","AT4G10060","AT4G10060","Beta-glucosidase, GBA2 type family protein","-","-"
"BraA08000995",-3.0527422577164,6.09278866840834,70.6061954357647,1.69149574299449e-08,1.62045909888821e-07,FALSE," 87.174461"," 10.473038","BraA08000995","AT5G40850","UPM1","urophorphyrin methylase 1","-","-"
"BraA02000422",-4.91391274360959,5.31302738569376,70.5847465777392,1.69605027632368e-08,1.62383402368217e-07,FALSE,"57.850404"," 2.096002","BraA02000422","AT5G11420","AT5G11420","transmembrane protein, putative (Protein of unknown function, DUF642)","-","-"
"BraA02000393",-1.23610413515801,5.61752674323263,70.5625356468669,1.70078067664909e-08,1.62539695509755e-07,FALSE,"57.81251","24.56443","BraA02000393","AT5G10840","EMP1","Endomembrane protein 70 protein family","-","-"
"BraA08000973",-5.58268196654138,3.14144295047449,70.5218005932739,1.70949356740227e-08,1.63273232711843e-07,FALSE," 6.6967849"," 0.1713077","BraA08000973","AT5G41050","AT5G41050","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA07001729",-3.38546879016551,10.067625528368,70.4409389995911,1.72693321061217e-08,1.64639180708877e-07,FALSE,"1595.1107"," 152.8258","BraA07001729","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA10001806",-3.03339510066537,3.98016962399777,70.4001435152736,1.73580496149558e-08,1.65292290917711e-07,FALSE,"19.429408"," 2.302285","BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA03004313",-6.57134050674962,8.04961521281901,70.3766714440173,1.7409318390417e-08,1.65672715517027e-07,FALSE,"180.397923","  1.875327","BraA03004313","AT3G22890","APS1","ATP sulfurylase 1","-","-"
"BraA06003989",-2.48580598136446,6.35133926135256,70.3013147093877,1.75750310718031e-08,1.67148633879263e-07,FALSE," 96.09747"," 17.35361","BraA06003989","AT5G48790","AT5G48790","LOW PSII ACCUMULATION protein (DUF1995)","-","-"
"BraA06004315",-3.79986723117091,3.73475996591239,70.2684556362461,1.76478254285255e-08,1.67739596766299e-07,FALSE,"17.297130"," 1.316550","BraA06004315","AT3G26490","AT3G26490","Phototropic-responsive NPH3 family protein","-","-"
"BraA01001104",-2.53021397674445,8.06298645663233,70.2376145424726,1.77164473359792e-08,1.68188709932637e-07,FALSE,"319.67979"," 55.51735","BraA01001104","AT4G18810","AT4G18810","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05000661",-1.70454982102072,4.9054861119434,70.1499842298725,1.79130130991246e-08,1.6984989528929e-07,FALSE,"35.34656","10.82230","BraA05000661","AT2G45350","CRR4","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA10002414",-3.61600995504033,5.73618624508589,69.9610809178831,1.83448541733406e-08,1.73526445125229e-07,FALSE,"74.169102"," 6.084456","BraA10002414","AT5G11740","AGP15","arabinogalactan protein 15","-","-"
"BraA01001644",-2.1725983672894,4.73651090931214,69.9441983136662,1.83839955710602e-08,1.73792246419512e-07,FALSE,"34.225709"," 7.576184","BraA01001644","AT4G24750","AT4G24750","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA05003232",-2.91949026419193,2.85068423653926,69.9226292440998,1.84341343435353e-08,1.74161629392104e-07,FALSE,"10.676382"," 1.395274","BraA05003232","AT3G19050","POK2","phragmoplast orienting kinesin 2","-","-"
"BraA04000819",-1.16242119696925,4.46426066264786,69.9099696416643,1.84636316245177e-08,1.74335669927959e-07,FALSE,"32.27447","14.45224","BraA04000819","AT4G14340","CKI1","casein kinase I","-","-"
"BraA06002560",-3.58232252702876,2.74998416613141,69.8212762813211,1.86717337428025e-08,1.75983885695635e-07,FALSE," 8.7809456"," 0.7109143","BraA06002560","AT3G47690","EB1a","microtubule end binding protein EB1A","-","-"
"BraA09000815",-1.56371154590885,6.3990347097092,69.7992997939737,1.87236903962262e-08,1.76367975366009e-07,FALSE," 97.75855"," 33.00746","BraA09000815","AT5G63050","EMB2759","embryo defective 2759","-","-"
"BraA05004716",-6.10068747657071,10.8763991455178,69.7713644453477,1.87899617958117e-08,1.7667502907173e-07,FALSE,"2453.07719","  35.89220","BraA05004716","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA06003067",-9.50120282059805,3.72804953927441,69.7474987225533,1.88467806403987e-08,1.77082722521993e-07,FALSE,"26.81605356"," 0.02185446","BraA06003067","AT5G62920","ARR6","response regulator 6","-","YES"
"BraA01000618",-1.45923124024106,3.9060005405488,69.7437081493306,1.88558222964968e-08,1.77082722521993e-07,FALSE,"16.224676"," 5.872290","BraA01000618","AT4G32300","SD2-5","S-domain-2 5","-","-"
"BraA03003422",-3.40359029816231,3.90208529663596,69.7057571258217,1.89466071224248e-08,1.77511664349385e-07,FALSE,"18.577178"," 1.856838","BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA02000922",-1.6691043353704,3.84145393176924,69.6877916094559,1.8989748979861e-08,1.77810023166575e-07,FALSE,"20.601499"," 6.469002","BraA02000922","AT5G19780","TUA5","tubulin alpha-5","-","YES"
"BraA01000324",-1.66384225483877,4.07856433848711,69.5239027894399,1.93882710223972e-08,1.81110614773016e-07,FALSE,"18.128761"," 5.750224","BraA01000324","AT4G35440","CLC-E","chloride channel E","-","-"
"BraA10001687",-2.02488736457673,7.67596868424209,69.5122435178484,1.94169666216888e-08,1.81264676561715e-07,FALSE,"244.72867"," 60.29021","BraA10001687","AT5G21222","AT5G21222","protein kinase family protein","-","-"
"BraA09002744",-2.88339075060009,5.41257202584097,69.4813214810383,1.94932951122384e-08,1.8146604388102e-07,FALSE,"43.007277"," 5.965751","BraA09002744","AT4G11010","NDPK3","nucleoside diphosphate kinase 3","-","-"
"BraA08002767",-4.66697272282927,5.89294709055745,69.4804325033966,1.94954942949685e-08,1.8146604388102e-07,FALSE," 94.973118","  3.651861","BraA08002767","AT1G29660","AT1G29660","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02000921",-1.27799616913115,4.46039480963154,69.3749884029144,1.97582675419738e-08,1.83694702368971e-07,FALSE,"27.01234","11.13235","BraA02000921","AT5G19760","AT5G19760","Mitochondrial substrate carrier family protein","-","-"
"BraA05004680",-2.70273373039394,8.99230688418446,69.2805847507871,1.99967939773923e-08,1.85560748762456e-07,FALSE," 519.88484","  79.89496","BraA05004680","AT3G01120","MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA10002794",-1.91987509592803,6.80178625501458,69.251805918758,2.00701292783626e-08,1.86044661272925e-07,FALSE,"161.47897"," 42.68517","BraA10002794","AT5G07070","CIPK2","CBL-interacting protein kinase 2","-","-"
"BraA03000857",-1.38882180048918,5.92027507734297,69.1903482893398,2.02277180624621e-08,1.87284871943031e-07,FALSE,"78.92064","30.13427","BraA03000857","AT5G17560","AT5G17560","BolA-like family protein","-","-"
"BraA09001927",-1.91763937632139,5.25555387785043,69.098784348719,2.04650038804104e-08,1.89370465066232e-07,FALSE,"37.84241","10.04098","BraA09001927","AT1G57770","AT1G57770","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA09000117",-4.52855087668699,8.57111169364029,68.9804567128747,2.07761369069127e-08,1.91686046257213e-07,FALSE,"587.06101"," 25.33574","BraA09000117","AT4G00780","AT4G00780","TRAF-like family protein","-","-"
"BraA08003842",-2.56643193704234,4.89446843567147,68.9641971478111,2.08192902038953e-08,1.91971662454196e-07,FALSE,"41.782424"," 7.159218","BraA08003842","AT1G06550","AT1G06550","ATP-dependent caseinolytic (Clp) protease/crotonase family protein","-","-"
"BraA02002758",-1.46524198398945,5.60365969850135,68.8498343346703,2.11255771931507e-08,1.94334069366739e-07,FALSE,"52.70559","19.10011","BraA02002758","AT1G79550","PGK","phosphoglycerate kinase","-","-"
"BraA05000559",-2.18462302083934,5.76857719801924,68.8455207208166,2.11372253339172e-08,1.94334069366739e-07,FALSE,"71.26095","15.84545","BraA05000559","AT2G44230","AT2G44230","hypothetical protein (DUF946)","-","-"
"BraA06002373",-1.90613536557409,4.65985229297527,68.7844716554263,2.13028277204284e-08,1.95571824450907e-07,FALSE,"28.157118"," 7.598711","BraA06002373","AT3G49680","BCAT3","branched-chain aminotransferase 3","-","-"
"BraA08003271",-4.13385293519066,3.96833793616296,68.7821591597303,2.13091282676814e-08,1.95571824450907e-07,FALSE,"16.4833935"," 1.0874277","BraA08003271","AT1G18810","AT1G18810","phytochrome kinase substrate-like protein","-","-"
"BraA02000474",-4.50281661067798,2.95052290178237,68.7714370501483,2.13383678300217e-08,1.95726054571411e-07,FALSE,"10.2243119"," 0.4183899","BraA02000474","AT5G12270","AT5G12270","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA06003055",-1.48352141609662,6.12949194159084,68.7556501293421,2.13814986737496e-08,1.96007448529306e-07,FALSE," 72.93716"," 26.11320","BraA06003055","AT5G62790","DXR","1-deoxy-D-xylulose 5-phosphate reductoisomerase","-","YES"
"BraA07003407",-4.37087409695951,6.07862909126831,68.6790062171291,2.1592245047011e-08,1.97594149441834e-07,FALSE," 91.485263","  4.669361","BraA07003407","AT1G70760","NdhL","inorganic carbon transport protein-like protein","-","-"
"BraA07003960",-3.66829425182014,6.57123084990626,68.6638107801199,2.16342951309066e-08,1.97732169642402e-07,FALSE,"180.903701"," 14.430128","BraA07003960","AT1G77580","AT1G77580","filament-like protein (DUF869)","-","-"
"BraA05000723",-3.01692542416097,7.67101905050596,68.6554113525282,2.16575769036532e-08,1.97732169642402e-07,FALSE,"281.23387"," 34.94125","BraA05000723","AT2G46100","AT2G46100","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA08002236",-3.78125314544507,3.99965834335441,68.6369018875691,2.17089781073647e-08,1.98086559657924e-07,FALSE,"21.809120"," 1.692001","BraA08002236","AT4G25140","OLEO1","oleosin 1","-","-"
"BraA09004574",-2.44303473428873,4.69084352732691,68.6155634275145,2.17684000220695e-08,1.98513682704156e-07,FALSE,"30.108099"," 5.694376","BraA09004574","AT3G51510","AT3G51510","transmembrane protein","-","-"
"BraA07003928",-1.94100751019196,5.69825867958009,68.5587606570733,2.19274435977503e-08,1.9961709787657e-07,FALSE,"58.43571","15.25409","BraA07003928","AT1G77090","AT1G77090","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA02004412",-1.03478891992786,6.2227382714266,68.534140804838,2.19967691495373e-08,2.00132454574403e-07,FALSE,"90.76974","44.28605","BraA02004412","AT5G64030","AT5G64030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA08000987",-2.78453951756707,3.65197995471301,68.5014619664088,2.20891555602623e-08,2.00856908445135e-07,FALSE,"14.863052"," 2.312580","BraA08000987","AT5G40870","UK/UPRT1","uridine kinase/uracil phosphoribosyltransferase 1","-","-"
"BraA04000501",-1.94687495014291,5.03466660500514,68.4363990982259,2.22743526129182e-08,2.02423966586219e-07,FALSE,"44.25808","11.54614","BraA04000501","AT3G55260","HEXO1","beta-hexosaminidase 1","-","-"
"BraA04002321",-3.33197837251164,5.78772333680614,68.4267344777635,2.23020059042484e-08,2.02558322523295e-07,FALSE,"85.133185"," 8.574655","BraA04002321","AT2G31360","ADS2","16:0delta9 desaturase 2","-","-"
"BraA03006485",-2.05542709412572,4.08584932612718,68.4084191797846,2.23545136741235e-08,2.02874539500767e-07,FALSE,"19.777558"," 4.827706","BraA03006485","AT4G36940","NAPRT1","nicotinate phosphoribosyltransferase 1","-","-"
"BraA03001091",-3.05180286676103,4.50042889941854,68.405602687385,2.23626001292142e-08,2.02874539500767e-07,FALSE,"30.750359"," 3.821633","BraA03001091","AT5G22340","AT5G22340","NF-kappa-B inhibitor-like protein","-","-"
"BraA06004578",-1.68355456387478,4.45143278129673,68.3958896990205,2.23905115588534e-08,2.02894759582097e-07,FALSE,"28.177689"," 8.725315","BraA06004578","AT5G47780","GAUT4","galacturonosyltransferase 4","-","-"
"BraA10002553",-2.54500564915294,3.00339479205364,68.3958555539574,2.23906097454957e-08,2.02894759582097e-07,FALSE,"13.832472"," 2.328869","BraA10002553","AT5G10020","AT5G10020","Leucine-rich receptor-like protein kinase family protein","-","-"
"BraA03005473",-1.54645595669498,4.60931195124966,68.3855955638887,2.24201343011626e-08,2.03045405005926e-07,FALSE,"31.258059","10.661561","BraA03005473","AT4G23710","VAG2","vacuolar ATP synthase subunit G2","-","-"
"BraA10001988",-2.49362415397177,8.37568786080545,68.3186931842636,2.26136954379128e-08,2.04445471678775e-07,FALSE,"430.97972"," 76.55020","BraA10001988","AT5G17710","EMB1241","Co-chaperone GrpE family protein","-","-"
"BraA01004046",-2.22602889375592,9.41934158394155,68.306242459398,2.2649917697101e-08,2.04655398709741e-07,FALSE," 712.9189"," 152.3123","BraA01004046","AT3G14420","GOX1","Aldolase-type TIM barrel family protein","-","-"
"BraA09003887",-1.61818965671451,4.82523777510385,68.3011492633891,2.26647532352301e-08,2.04671954057672e-07,FALSE,"34.42734","11.22442","BraA09003887","AT1G28340","RLP4","receptor like protein 4","-","-"
"BraA05003665",-3.4158253107994,3.16066841407521,68.1954721450529,2.29749653311074e-08,2.07116812320521e-07,FALSE," 9.3929213"," 0.9075305","BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA01004719",-4.6647557369244,3.12322606045124,68.0943862296586,2.32760207690741e-08,2.09470878733691e-07,FALSE," 9.4809930"," 0.4001994","BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA06003050",-8.75895266556033,3.46644217393302,73.9287281002346,2.33076323565897e-08,2.09635504738698e-07,FALSE,"15.97599879"," 0.02185446","BraA06003050","AT5G62730","AT5G62730","Major facilitator superfamily protein","-","-"
"BraA07003996",-2.06743092030988,4.29867338444205,68.0702761499827,2.33484570115581e-08,2.09882760343761e-07,FALSE,"24.293497"," 5.846025","BraA07003996","AT1G78100","AUF1","F-box family protein","-","-"
"BraA04000740",-4.56366001003589,3.95313294539112,68.0119358863219,2.35247496309192e-08,2.11226217450467e-07,FALSE,"24.9053597"," 1.1242656","BraA04000740","AT3G52370","FLA15","FASCICLIN-like arabinogalactan protein 15 precursor","-","-"
"BraA06004988",-2.71410921883391,4.62873956984342,67.9908955231623,2.35886837916927e-08,2.11466284882004e-07,FALSE,"30.650941"," 4.765419","BraA06004988","AT4G38840","AT4G38840","SAUR-like auxin-responsive protein family","-","-"
"BraA04000301",-2.43313412670223,4.48642268784764,67.9893222793894,2.35934718981412e-08,2.11466284882004e-07,FALSE,"31.323223"," 5.955290","BraA04000301","AT3G58160","XIJ","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06002025",-1.55070447792402,5.26239775985326,67.9854615557163,2.36052263365744e-08,2.11466284882004e-07,FALSE,"50.66522","17.22842","BraA06002025","AT1G18500","MAML-4","methylthioalkylmalate synthase-like 4","-","-"
"BraA04002794",-2.2928098253543,4.85047977256183,67.9747002935409,2.36380238918931e-08,2.11639645084412e-07,FALSE,"35.204204"," 7.291741","BraA04002794","AT2G26900","BASS2","Sodium Bile acid symporter family","-","-"
"BraA10001163",-1.89657666310932,3.90455874634271,67.9524306267494,2.37060534477441e-08,2.12128073489194e-07,FALSE,"18.141650"," 4.857820","BraA10001163","AT5G56170","LLG1","LORELEI-LIKE-GPI-ANCHORED PROTEIN 1","-","-"
"BraA09003862",-4.54950650734511,2.60450280398542,67.8908209725569,2.3895369830614e-08,2.13700637007877e-07,FALSE," 6.1145166"," 0.3230760","BraA09003862","AT1G28580","AT1G28580","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA07001973",-3.72505682996803,10.6502605199107,67.8639617740679,2.39784173357791e-08,2.14321572325476e-07,FALSE,"2685.2716"," 203.2648","BraA07001973","AT3G54890","LHCA1","chlorophyll a-b binding protein 6","-","YES"
"BraA09006894",-3.09240612225977,3.7620963073406,67.8586334342979,2.3994929581511e-08,2.14347441324054e-07,FALSE,"13.840466"," 1.568321","BraA09006894","AT1G03930","ADK1","dual specificity kinase 1","-","-"
"BraSca000325",-1.25091743567889,5.49518333800557,67.7273236557902,2.44057803732781e-08,2.17523772975876e-07,FALSE,"47.43323","19.97984","BraSca000325","AT5G49950","AT5G49950","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07002962",-4.53975388235942,11.8183569752201,67.7206168948444,2.4426969092708e-08,2.17557213009853e-07,FALSE,"8177.6626"," 351.8227","BraA07002962","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA04002685",-2.71585229631064,8.30363587752202,67.7173883606458,2.44371761500267e-08,2.17557213009853e-07,FALSE,"469.06597"," 71.43139","BraA04002685","AT2G37220","AT2G37220","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA06002564",-1.68156339291482,5.51784444405758,67.6923013443144,2.45166471885559e-08,2.18086053601819e-07,FALSE,"53.85821","16.89943","BraA06002564","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA06003609",-1.90418033342552,7.07736385874177,67.5883597182949,2.484891961329e-08,2.20474630616226e-07,FALSE,"162.10963"," 43.31921","BraA06003609","AT5G24314","PTAC7","plastid transcriptionally active7","-","-"
"BraA06001774",-4.24093699082216,11.1157874937686,67.5779517132657,2.48824596216697e-08,2.20523600475834e-07,FALSE,"4059.5333"," 214.9329","BraA06001774","AT1G15820","LHCB6","light harvesting complex photosystem II subunit 6","-","YES"
"BraA01001531",-1.66496537028957,4.43914460657703,67.524001331126,2.50571059014387e-08,2.21946452948028e-07,FALSE,"18.956953"," 5.950603","BraA01001531","AT4G23730","AT4G23730","Galactose mutarotase-like superfamily protein","-","-"
"BraA07004079",-2.77399893457093,9.70955702255595,67.508521529057,2.51074621219004e-08,2.22142469813779e-07,FALSE,"1269.7709"," 185.7418","BraA07004079","AT1G79040","PSBR","photosystem II subunit R","-","-"
"BraA09001913",-1.3362418450141,6.00222651241676,67.4415626076529,2.5326551228303e-08,2.23955009176118e-07,FALSE,"73.57453","29.17976","BraA09001913","AT1G58080","ATP-PRT1","ATP phosphoribosyl transferase 1","-","-"
"BraA07000200",-1.37621273848302,6.07252471329471,67.4060578136497,2.54435646071338e-08,2.24863395236545e-07,FALSE," 75.29383"," 28.93047","BraA07000200","AT2G18710","SCY1","SECY homolog 1","-","-"
"BraA03000398",-2.03802186602518,5.00035448848626,67.3771941083471,2.55391237675381e-08,2.25454743747083e-07,FALSE,"50.83270","12.44247","BraA03000398","AT5G08630","AT5G08630","DDT domain-containing protein","-","-"
"BraA08003058",-2.12529385443576,9.75398928153394,67.2918064787384,2.58241071179035e-08,2.27715095818376e-07,FALSE," 862.4252"," 197.8132","BraA08003058","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA06003230",-2.19604109826866,7.14113019129167,67.2633196442121,2.59199497338209e-08,2.28432255772867e-07,FALSE,"233.24636"," 50.87557","BraA06003230","AT5G64570","XYL4","beta-D-xylosidase 4","-","-"
"BraA05004568",-6.27612340417652,2.73758953479464,67.2477377037444,2.59725378903782e-08,2.28650902561074e-07,FALSE," 8.6523411"," 0.1065878","BraA05004568","AT3G03480","CHAT","acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase","-","-"
"BraA09000277",-1.25182852449215,8.32696857274289,67.2473603662388,2.59738128195171e-08,2.28650902561074e-07,FALSE,"426.0946","178.9033","BraA09000277","AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"BraA07002370",-1.91608737693194,4.6756038868479,67.1790329454581,2.6205798858626e-08,2.30435348622778e-07,FALSE,"36.650623"," 9.733245","BraA07002370","AT1G79790","FHY1","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA08002133",-3.33244041510145,9.15016624262038,67.1587005930961,2.62752653636753e-08,2.30788324120674e-07,FALSE,"749.34502"," 74.53831","BraA08002133","AT4G28080","AT4G28080","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06003165",-1.39767550317231,5.46100108169601,67.1426892031198,2.63301098877657e-08,2.31012223875937e-07,FALSE,"40.07354","15.22118","BraA06003165","AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA02001189",-2.89301962492483,2.9552927296365,67.0886752169774,2.65160458195184e-08,2.32403957199298e-07,FALSE," 9.733068"," 1.279530","BraA02001189","AT5G59560","SRR1","sensitivity to red light reduced protein (SRR1)","-","-"
"BraA02000332",-2.42458109448049,8.57993802469632,67.0880327426251,2.65182660184206e-08,2.32403957199298e-07,FALSE,"428.43143"," 79.91701","BraA02000332","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA01003675",-2.06766749912109,2.74165850191594,67.043842448505,2.66714602057022e-08,2.33486531500419e-07,FALSE,"6.052507","1.458134","BraA01003675","AT3G48610","NPC6","non-specific phospholipase C6","-","-"
"BraA06004104",-4.0258519117753,7.77636282252967,66.7760528713621,2.76206194416979e-08,2.4074341402794e-07,FALSE,"319.82827"," 19.77121","BraA06004104","AT3G29320","PHS1","Glycosyl transferase, family 35","-","-"
"BraA07003034",-10.7220572292604,4.63636541060248,75.8871710429929,2.78074437744165e-08,2.42084715160019e-07,FALSE,"20.44780357"," 0.00000000","BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA05002420",-1.15787145390602,7.0231151586682,66.6544870107558,2.80635570985013e-08,2.44005316547329e-07,FALSE,"151.45928"," 67.90693","BraA05002420","AT1G32160","AT1G32160","beta-casein (DUF760)","-","YES"
"BraSca000605",-1.45372825533097,3.60720045475688,66.651492884844,2.80745634223134e-08,2.44005316547329e-07,FALSE,"11.929138"," 4.338065","BraSca000605","AT1G38065","AT1G38065","O-fucosyltransferase family protein","-","-"
"BraA03004466",-2.6277909149614,6.2682854573808,66.6446976880782,2.80995597805353e-08,2.44087787497586e-07,FALSE," 77.79132"," 12.81350","BraA03004466","AT2G05620","PGR5","proton gradient regulation 5","-","YES"
"BraA05002437",-1.88978463677878,5.19897376212296,66.6164362953274,2.82037799673892e-08,2.44722986045593e-07,FALSE,"42.54233","11.58662","BraA05002437","AT1G31920","AT1G31920","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA08001749",-1.82181779242591,6.33937294226866,66.5866363988859,2.83141287908041e-08,2.4554511689656e-07,FALSE," 96.99995"," 27.43382","BraA08001749","AT4G33680","AGD2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA09006316",-2.2862895883215,7.31231121640012,66.5546612433948,2.84330544968103e-08,2.46305051062077e-07,FALSE,"205.93457"," 42.30526","BraA09006316","AT1G14030","LSMT-L","Rubisco methyltransferase family protein","-","-"
"BraA01003250",-5.52146988450113,7.84595318109526,66.52849813859,2.8530767070115e-08,2.47015552081193e-07,FALSE,"277.960669","  6.322715","BraA01003250","AT3G23810","SAHH2","S-adenosyl-l-homocysteine (SAH) hydrolase 2","-","YES"
"BraA09006435",-1.86561478360225,6.85436482619357,66.4883537142807,2.86814064100422e-08,2.48046888403332e-07,FALSE,"137.24194"," 37.79837","BraA09006435","AT1G12250","AT1G12250","Pentapeptide repeat-containing protein","-","-"
