"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA07000941",2.84598900841836,6.44700075453687,93.7249502198406,1.27353848646264e-09,3.81818967179465e-08,FALSE," 17.20779","123.85550","BraA07000941","AT3G23210","bHLH34","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA09000870",2.45878986408624,6.52255254336985,93.6185000185064,1.28721059098914e-09,3.85184309927168e-08,FALSE," 24.23546","133.20154","BraA09000870","AT5G64290","DIT2.1","dicarboxylate transport 2.1","-","-"
"BraA05001097",6.80899227393226,5.27783087595658,93.5391594720765,1.29750451248939e-09,3.86810110066199e-08,FALSE," 0.2152055","26.2419640","BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA01004729",2.98293912498761,2.9796581946868,93.5387436940452,1.29755869196285e-09,3.86810110066199e-08,FALSE," 1.271768","10.225082","BraA01004729","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA09001927",2.60237765308495,5.25555387785043,93.4530786483751,1.30877417977704e-09,3.89415984682242e-08,FALSE,"10.95403","66.54437","BraA09001927","AT1G57770","AT1G57770","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA07000179",2.56126821302339,4.73979663987645,93.4086817673315,1.31462812717342e-09,3.90419749466219e-08,FALSE," 5.926136","34.872541","BraA07000179","AT2G18950","HPT1","homogentisate phytyltransferase 1","-","YES"
"BraA07003217",4.54790762796037,9.23370784238818,93.3292461535354,1.32517320179634e-09,3.92810286182191e-08,FALSE," 33.29387","779.55138","BraA07003217","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA03003690",1.78375129164238,7.74130762443134,93.2979235212975,1.3293565083545e-09,3.93309613562028e-08,FALSE," 87.07909","299.79895","BraA03003690","AT5G04590","SIR","sulfite reductase","-","-"
"BraA08000675",2.97502068280209,5.6424036440941,93.0538569960492,1.36244856821139e-09,4.00840008666305e-08,FALSE," 7.372440","58.024509","BraA08000675","AT4G12980","AT4G12980","Auxin-responsive family protein","-","-"
"BraA05002561",2.60724505179509,5.3718626881342,92.9866091536912,1.37172293254345e-09,4.01339216714585e-08,FALSE,"10.60590","64.73575","BraA05002561","AT1G54310","AT1G54310","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02001494",3.55171761168306,6.2831930062707,92.9792803113108,1.37273781340523e-09,4.01339216714585e-08,FALSE,"  9.993869","117.539373","BraA02001494","AT5G54600","RPL24","Translation protein SH3-like family protein","-","YES"
"BraA02001456",3.92018777930891,7.39628553892118,92.967689221228,1.37434458582695e-09,4.01339216714585e-08,FALSE," 20.34747","308.57129","BraA02001456","AT5G55220","AT5G55220","trigger factor type chaperone family protein","-","-"
"BraA07000915",2.4040172885124,7.07557359639165,92.7325282730439,1.40738805113727e-09,4.09469277724595e-08,FALSE," 35.96849","190.28201","BraA07000915","AT3G23400","FIB4","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA07001383",5.46431637192778,3.5367024935511,92.5537147266717,1.43309141104796e-09,4.13887317612752e-08,FALSE," 0.4502971","20.3259861","BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA06000602",3.39191425037872,4.69872024634265,92.4002940375958,1.45555138051844e-09,4.1960400603224e-08,FALSE," 3.896706","40.853585","BraA06000602","AT3G43540","AT3G43540","initiation factor 4F subunit (DUF1350)","-","-"
"BraA06002590",3.58935973421239,6.07973098683705,92.3272055826052,1.4663853615765e-09,4.21954398376859e-08,FALSE," 13.42630","162.17258","BraA06002590","AT3G47430","PEX11B","peroxin 11B","-","-"
"BraA01004369",2.74126111287432,4.54622139101119,92.1327961081054,1.4956316142712e-09,4.29584700887385e-08,FALSE," 4.892713","32.835826","BraA01004369","AT3G10160","DFC","DHFS-FPGS homolog C","-","-"
"BraA03003045",2.49389443260301,7.84781179311572,92.0498614734228,1.5083002807339e-09,4.31648116704573e-08,FALSE," 72.69414","409.51394","BraA03003045","AT4G02920","AT4G02920","hypothetical protein","-","-"
"BraA03005527",2.2206800291045,4.72266409136081,92.0117364580166,1.51416312997893e-09,4.32539522066577e-08,FALSE," 7.676291","35.786113","BraA03005527","AT1G07700","AT1G07700","Thioredoxin superfamily protein","-","-"
"BraA10002800",4.61208974003346,6.13563853291179,91.9374561469587,1.52565715447837e-09,4.35033398758869e-08,FALSE,"  4.225472","104.425540","BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA04000404",4.27582325675179,5.3819463587177,91.8626094699305,1.53733474900203e-09,4.3757050541215e-08,FALSE," 2.886552","56.590096","BraA04000404","AT3G56650","PPD6","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","YES"
"BraA01000079",4.43053251524541,5.89790596004385,91.7781358608399,1.55063109154072e-09,4.38141622372928e-08,FALSE,"  5.075041","109.500205","BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA10000778",4.46942648880951,6.55034272489119,91.7779785437329,1.55065596985365e-09,4.38141622372928e-08,FALSE," 10.07544","223.56668","BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA10000022",2.08632611506825,6.66125039104823,91.7448114556653,1.55591074706407e-09,4.38141622372928e-08,FALSE," 27.51223","116.85055","BraA10000022","AT1G01790","KEA1","K  efflux antiporter 1","-","-"
"BraA09000325",2.1490337191562,8.89863201931753,91.7440647287132,1.55602927604569e-09,4.38141622372928e-08,FALSE,"125.6229","557.2644","BraA09000325","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA09000731",2.87706567648598,4.98575096385375,91.642309560375,1.5722731198883e-09,4.41133313851012e-08,FALSE," 7.867703","57.847609","BraA09000731","AT5G61060","HDA05","histone deacetylase 5","-","-"
"BraA06002931",1.80694455917375,5.46015862471024,91.386439172063,1.6139391435398e-09,4.50136759328771e-08,FALSE,"13.91334","48.76717","BraA06002931","AT5G61810","APC1","Mitochondrial substrate carrier family protein","-","-"
"BraA03002738",4.97605401048693,6.71783278398781,91.3396123696407,1.62169348510677e-09,4.50979778367147e-08,FALSE,"  4.342897","137.295034","BraA03002738","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA05004714",3.42703685227551,8.00075392468836,91.0594433146074,1.66894219776775e-09,4.6086228408534e-08,FALSE," 26.58343","286.37077","BraA05004714","AT3G01480","CYP38","cyclophilin 38","-","-"
"BraA09006076",1.97390413820989,7.25933280853158,91.0300475044196,1.67398563624521e-09,4.61341581351999e-08,FALSE," 53.70310","211.00993","BraA09006076","AT1G18170","AT1G18170","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA10001163",2.57701646054946,3.90455874634271,90.7693485310074,1.71944522063546e-09,4.72322299699863e-08,FALSE," 3.690178","22.046670","BraA10001163","AT5G56170","LLG1","LORELEI-LIKE-GPI-ANCHORED PROTEIN 1","-","-"
"BraA07003472",2.15247509973786,7.55567620237211,90.6411540607906,1.7422895985489e-09,4.76932839672344e-08,FALSE," 52.38808","233.05255","BraA07003472","AT1G71500","AT1G71500","Rieske (2Fe-2S) domain-containing protein","-","-"
"BraA09001551",4.56985783375806,5.41873093819825,90.6032796713571,1.74910178654308e-09,4.77966356253264e-08,FALSE," 2.715246","65.394774","BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA09006894",4.15452970597769,3.7620963073406,90.5637294316142,1.75624629193826e-09,4.79086943416088e-08,FALSE," 1.821770","32.821542","BraA09006894","AT1G03930","ADK1","dual specificity kinase 1","-","-"
"BraA08003228",1.18254244040296,5.38257052097562,90.5179872927076,1.76454888356847e-09,4.80519021234737e-08,FALSE,"23.17851","52.61618","BraA08003228","AT1G19580","GAMMA CA1","gamma carbonic anhydrase 1","-","-"
"BraA06003357",6.5377754102845,6.98764343566879,90.4967393077669,1.7684200700197e-09,4.80741483628845e-08,FALSE,"  0.6501141"," 62.5640491","BraA06003357","AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6","-","-"
"BraA03000186",2.27129610467874,6.68309798154492,90.3958086590845,1.78693512628421e-09,4.84937222201957e-08,FALSE," 25.01258","120.73624","BraA03000186","AT5G04830","AT5G04830","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA03005154",2.69082308965589,5.33303791062339,90.3499364018096,1.79541959631552e-09,4.8589757653333e-08,FALSE," 6.808944","44.003034","BraA03005154","AT4G18520","AT4G18520","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA08001477",1.93801862604315,9.33843054941215,90.313809640547,1.80213235629554e-09,4.86544824838625e-08,FALSE,"245.2587","939.7941","BraA08001477","AT4G20360","RABE1b","RAB GTPase homolog E1B","-","-"
"BraA10003007",4.6144111272106,11.1398055726899,90.2961988127764,1.80541452709636e-09,4.86596312611245e-08,FALSE," 149.4343","3661.9025","BraA10003007","AT5G04140","GLU1","glutamate synthase 1","-","-"
"BraA07003033",8.81175703622133,4.0421229835754,90.2763834718324,1.80911532375113e-09,4.86760259757996e-08,FALSE," 0.06579932","34.12606291","BraA07003033","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA02000809",2.12725674446621,7.71607011326287,90.0104849558025,1.85958100094342e-09,4.98633815244453e-08,FALSE," 70.60112","308.57864","BraA02000809","AT5G17920","ATMS1","Cobalamin-independent synthase family protein","-","-"
"BraA07001531",3.60001578229151,5.25672159090469,89.9759639153063,1.8662442244811e-09,4.99569457369599e-08,FALSE," 4.850419","58.946670","BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA05004680",3.71361285618908,8.99230688418446,89.9199302442961,1.8771150797261e-09,5.0162633879268e-08,FALSE,"  77.19410","1012.82732","BraA05004680","AT3G01120","MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA03005832",2.90737997958492,6.53119296376492,89.6083375555133,1.93883441568873e-09,5.17241588185435e-08,FALSE," 18.68915","140.46714","BraA03005832","AT3G24430","HCF101","ATP binding protein","-","YES"
"BraA05004631",3.50521108410362,4.25468501297655,89.5164877946698,1.95744583569138e-09,5.2132313796586e-08,FALSE," 2.093289","24.263929","BraA05004631","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA09003521",2.53813990522605,6.27180739287276,89.484220874629,1.96403003855101e-09,5.22193121736367e-08,FALSE," 15.98667"," 92.94692","BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA03002964",3.29922896855585,6.03422858332368,89.36504150878,1.98855843324121e-09,5.26934507394219e-08,FALSE," 8.184952","80.836927","BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA04000191",2.94180102676147,6.0553411774328,89.3158077200801,1.99878823162908e-09,5.28755071694818e-08,FALSE,"11.633718","89.704647","BraA04000191","AT3G60370","AT3G60370","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA09001531",2.50425672684733,5.00111330395616,89.0451587771041,2.05605433159153e-09,5.38474129438448e-08,FALSE," 7.609010","43.384401","BraA09001531","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA05000177",3.19342553541552,3.9629235449038,88.9769187519619,2.07077280837824e-09,5.4142797348627e-08,FALSE," 2.823186","26.008322","BraA05000177","AT2G46915","AT2G46915","DUF3754 family protein, putative (DUF3754)","-","-"
"BraA02003646",6.72751523941827,3.88564377752226,88.6206874780447,2.14948878929383e-09,5.60148237474914e-08,FALSE," 0.4122484","45.1862797","BraA02003646","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA01003904",6.42017925016362,6.0177642699406,88.3383621345065,2.21418322106143e-09,5.73211248347154e-08,FALSE,"  1.047922"," 92.635588","BraA01003904","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA08002956",3.69088689643681,4.18433465347933,88.313941055399,2.21987787048561e-09,5.73741833849647e-08,FALSE," 1.839984","24.276847","BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04001002",4.89840934179875,10.3581443569764,88.143974859227,2.25995502611282e-09,5.81236799199604e-08,FALSE,"  72.73067","2170.79461","BraA04001002","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA05003814",3.37412220770361,4.98570189856104,88.0264779466741,2.28811939370352e-09,5.87520379394673e-08,FALSE," 4.489482","47.070331","BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA05000025",4.85738599077108,6.56338970151386,88.0105039968211,2.29197774828649e-09,5.87552601922302e-08,FALSE,"  4.729741","136.637093","BraA05000025","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA10002256",2.61463118367881,5.81059545592343,87.9381388041118,2.30954561947405e-09,5.91093464236124e-08,FALSE,"11.20839","68.60021","BraA10002256","AT5G14040","PHT3;1","phosphate transporter 3;1","-","-"
"BraA07000653",2.24286904524795,6.10873191974914,87.8755075674555,2.32486852619129e-09,5.94049198088488e-08,FALSE,"17.72867","84.00637","BraA07000653","AT2G05310","AT2G05310","transmembrane protein","-","-"
"BraA06003387",2.14358027700048,5.08735723609703,87.8490771659238,2.33136790215148e-09,5.94744421067493e-08,FALSE," 8.725381","38.608757","BraA06003387","AT5G67500","VDAC2","voltage dependent anion channel 2","-","YES"
"BraA06000748",2.31581925559482,5.26780757061014,87.8014768095214,2.34312292084963e-09,5.9677596721963e-08,FALSE,"12.375574","61.539393","BraA06000748","AT1G53670","MSRB1","methionine sulfoxide reductase B 1","-","-"
"BraA05001668",2.91844682030773,6.24516513636407,87.2907501198695,2.47338018424296e-09,6.23894296474106e-08,FALSE," 17.92919","135.83866","BraA05001668","AT5G35220","EGY1","Peptidase M50 family protein","-","-"
"BraA09001641",3.45493436064163,4.94822026976241,87.1698662910075,2.50534874716356e-09,6.30947028485671e-08,FALSE," 4.130568","45.706406","BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA02004397",4.98482401516575,4.68307009248036,87.109579349336,2.52145955444193e-09,6.33989990206325e-08,FALSE," 1.1843730","38.3154741","BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA03002007",2.88322004407883,6.94805392493965,87.0690780499021,2.5323461204492e-09,6.35711769312128e-08,FALSE," 29.46003","217.48873","BraA03002007","AT2G36530","LOS2","Enolase","-","YES"
"BraA04003152",1.90997151858043,8.00028807478028,87.008685914103,2.54867419971383e-09,6.38791909291333e-08,FALSE," 75.73813","284.70488","BraA04003152","AT2G43750","OASB","O-acetylserine (thiol) lyase B","-","YES"
"BraA01000383",4.24780585262193,6.89405790040303,86.8326417833535,2.59692695547288e-09,6.48802940822377e-08,FALSE,"  7.575993","143.965505","BraA01000383","AT4G34740","ASE2","GLN phosphoribosyl pyrophosphate amidotransferase 2","-","YES"
"BraSca000338",3.3022894158409,8.51925181568376,86.8079413229673,2.60377623605216e-09,6.48802940822377e-08,FALSE," 78.84853","778.01235","BraSca000338","AT5G49740","FRO7","ferric reduction oxidase 7","-","-"
"BraA03006267",4.25554896652035,7.76002741493446,86.8031591601849,2.60510456543674e-09,6.48802940822377e-08,FALSE," 16.64221","318.67533","BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA04002262",2.03774794670223,6.9951605869474,86.7281770252977,2.62602871247555e-09,6.52980915234836e-08,FALSE," 32.62010","133.98440","BraA04002262","AT2G31040","AT2G31040","ATP synthase protein I-like protein","-","-"
"BraA06003273",5.40393138010729,7.57000482339544,86.7120158538076,2.63056244284974e-09,6.53076543382569e-08,FALSE,"  4.613861","197.424535","BraA06003273","AT5G65010","ASN2","asparagine synthetase 2","-","-"
"BraA02003490",3.43363447023172,4.05277046267281,86.6458029845923,2.64922627077455e-09,6.55657306980187e-08,FALSE," 2.012961","21.836980","BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA03004415",2.57745849755684,4.15824210897918,86.6455822267507,2.64928873722617e-09,6.55657306980187e-08,FALSE," 4.246336","25.404425","BraA03004415","AT3G25470","AT3G25470","bacterial hemolysin-like protein","-","-"
"BraA01001762",2.75723833830862,4.64575197047479,86.5798874128841,2.66794926453218e-09,6.58205664948847e-08,FALSE," 5.559925","37.764586","BraA01001762","AT4G25900","AT4G25900","Galactose mutarotase-like superfamily protein","-","-"
"BraA09003557",5.03116007768037,5.01614707964481,86.5359209265169,2.68051761866741e-09,6.602714760223e-08,FALSE," 1.561702","52.331651","BraA09003557","AT1G56050","AT1G56050","GTP-binding protein-like protein","-","-"
"BraA04001272",2.88062119040415,6.09999927586098,86.328638958765,2.740644406674e-09,6.7297570922073e-08,FALSE," 10.84885"," 80.08393","BraA04001272","AT5G39530","AT5G39530","hypothetical protein (DUF1997)","-","-"
"BraA03005831",4.30562517004077,7.31606981593274,86.2892931282342,2.7522221480691e-09,6.74765990819433e-08,FALSE," 12.36585","245.35351","BraA03005831","AT4G28740","AT4G28740","LOW PSII ACCUMULATION-like protein","-","-"
"BraA04002558",3.99343911909811,4.38660636736366,86.2321243177587,2.76913919449512e-09,6.77857712618245e-08,FALSE," 2.085374","33.636477","BraA04002558","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA02004442",1.4495030104686,6.29584216306794,86.1088203816561,2.80601237543708e-09,6.84754027742319e-08,FALSE," 32.88655"," 89.85733","BraA02004442","AT5G64740","CESA6","cellulose synthase 6","-","-"
"BraA05001662",2.72525600602189,3.92057883037178,86.0434894204125,2.82576503000116e-09,6.88506835483254e-08,FALSE," 2.569525","17.068475","BraA05001662","AT5G36120","CCB3","cofactor assembly, complex C (B6F)","-","YES"
"BraA07000870",3.78824913781064,5.70600089861263,85.9677831014116,2.84884378099946e-09,6.89858478660485e-08,FALSE," 4.028733","56.183646","BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA09001957",1.8649706975132,6.46430272555698,85.8199717074334,2.8944958308323e-09,6.99319168243158e-08,FALSE," 33.52460","122.15633","BraA09001957","AT1G56500","AT1G56500","haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA05003586",3.96796205852844,5.09748302767607,85.8125831009336,2.89679858764002e-09,6.99319168243158e-08,FALSE,"  6.689250","104.749419","BraA05003586","AT3G15354","SPA3","SPA1-related 3","-","YES"
"BraA05001358",2.39814748334275,4.51258770721402,85.580367109337,2.97019567567357e-09,7.13753892138961e-08,FALSE," 6.260501","33.164763","BraA05001358","AT2G32400","GLR5","glutamate receptor 5","-","-"
"BraA03000600",3.06483729126669,6.40322335643309,85.5142344321153,2.99146619473767e-09,7.16676984858005e-08,FALSE," 13.22091","111.05784","BraA03000600","AT5G13370","AT5G13370","Auxin-responsive GH3 family protein","-","-"
"BraA09006671",2.4484683573291,5.59087092546891,85.4717149810573,3.0052292592517e-09,7.1888006900641e-08,FALSE,"15.06070","82.17095","BraA09006671","AT1G07890","APX1","ascorbate peroxidase 1","-","YES"
"BraA03006333",3.19082814242727,10.298788647041,85.3557852686514,3.04310506613189e-09,7.25818252868574e-08,FALSE," 309.1335","2822.7869","BraA03006333","AT4G35090","CAT2","catalase 2","-","YES"
"BraA03004313",9.41628344395428,8.04961521281901,85.2950877520069,3.06314233606901e-09,7.27889968860263e-08,FALSE,"  1.046871","715.370492","BraA03004313","AT3G22890","APS1","ATP sulfurylase 1","-","-"
"BraA10001671",1.75294631445893,3.68282865609113,85.2874151767435,3.06568536850701e-09,7.27889968860263e-08,FALSE," 4.594205","15.501488","BraA10001671","AT5G21970","AT5G21970","Ubiquitin carboxyl-terminal hydrolase family protein","-","-"
"BraA04000590",3.403184450486,9.64185230963477,85.2864156286546,3.06601683198446e-09,7.27889968860263e-08,FALSE,"  89.88568"," 951.24029","BraA04000590","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA10001970",2.97699117185853,8.18243309834086,85.1441105804962,3.11360679449285e-09,7.36964976621315e-08,FALSE," 54.17125","426.75144","BraA10001970","AT5G17920","ATMS1","Cobalamin-independent synthase family protein","-","-"
"BraA10003093",2.64255579950759,5.32463653771235,85.1091741340669,3.12541260516001e-09,7.38000013528397e-08,FALSE,"11.29599","70.60981","BraA10003093","AT5G02830","AT5G02830","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10003139",3.0664010398031,4.90482646450708,85.0774996992105,3.13615814582377e-09,7.38969000228536e-08,FALSE," 3.688048","30.995252","BraA10003139","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-"
"BraA10002738",1.78735081497254,9.13205208423825,84.893557920205,3.19935898071373e-09,7.50490467309003e-08,FALSE,"198.6853","685.9238","BraA10002738","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA03001480",2.67576196113907,5.39219820214326,84.6650294160854,3.27981375612868e-09,7.65938702098894e-08,FALSE,"11.13509","71.07563","BraA03001480","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraSca000325",1.62036522398963,5.49518333800557,84.600727438863,3.30284592984385e-09,7.70174739788773e-08,FALSE,"19.15393","58.92644","BraSca000325","AT5G49950","AT5G49950","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05003842",4.56071532996355,6.29550975123779,84.5304635213537,3.32821466336618e-09,7.72850718550671e-08,FALSE,"  4.511648","106.959441","BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA03001437",3.4891672029778,10.1397564090551,84.5281542323649,3.32905201510391e-09,7.72850718550671e-08,FALSE,"  75.78374"," 851.53983","BraA03001437","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA01001132",1.55206003800075,6.82359166419417,84.0626403046321,3.50261477472506e-09,8.06011060733515e-08,FALSE," 45.45690","133.34326","BraA01001132","AT4G19120","ERD3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","YES"
"BraA04002248",4.67350345093788,6.67861287693593,83.9219255682185,3.55699538434951e-09,8.12539544871396e-08,FALSE,"  6.550259","167.145021","BraA04002248","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA02001082",1.74517470084467,7.8877369140153,83.9007155366216,3.56527145322312e-09,8.12539544871396e-08,FALSE,"103.08089","345.55693","BraA02001082","AT5G22800","EMB1030","Alanyl-tRNA synthetase, class IIc","-","-"
"BraA01002296",2.39763397492571,5.95318741788058,83.8959831261414,3.5671208736095e-09,8.12539544871396e-08,FALSE,"15.16970","80.10405","BraA01002296","AT4G15520","AT4G15520","tRNA/rRNA methyltransferase (SpoU) family protein","-","-"
"BraA02003283",1.86438786548159,5.36813558113184,83.7938172594651,3.60730235660404e-09,8.19320910432144e-08,FALSE,"14.47324","52.68446","BraA02003283","AT5G47780","GAUT4","galacturonosyltransferase 4","-","-"
"BraA06001222",2.19546428730873,7.59925186184845,83.6572816600064,3.66177085077297e-09,8.28107373436301e-08,FALSE," 67.90999","311.16022","BraA06001222","AT1G08540","SIG2","RNApolymerase sigma subunit 2","-","-"
"BraA04001296",2.00663062654678,5.54738427307057,83.5322952905043,3.71241588947416e-09,8.3715510172383e-08,FALSE,"16.34674","65.88028","BraA04001296","AT5G39830","DEG8","Trypsin family protein with PDZ domain-containing protein","-","-"
"BraA08000168",2.4104682850151,6.67669934199501,83.5154303443348,3.71930770432955e-09,8.37509345724566e-08,FALSE," 23.10344","122.92151","BraA08000168","AT1G53240","mMDH1","Lactate/malate dehydrogenase family protein","-","YES"
"BraA03005961",4.16989139460028,3.70873841895103,83.3827382000355,3.77401936158806e-09,8.48615210734229e-08,FALSE," 1.216519","21.787875","BraA03005961","AT4G30470","AT4G30470","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA04003012",6.93794422597717,6.35410318417076,83.3696654686412,3.77945663972383e-09,8.48625499418732e-08,FALSE,"  1.360465","170.996791","BraA04003012","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraSca000184",2.62261494695577,4.17328109458805,83.3203679705969,3.80003739171037e-09,8.50819182724342e-08,FALSE," 4.765407","29.332414","BraSca000184","AT5G51040","SDHAF2","succinate dehydrogenase assembly factor","-","-"
"BraA07000236",5.8463477442081,5.51507858077766,83.1359258343209,3.87812510729534e-09,8.67069448704953e-08,FALSE," 0.643300","39.717490","BraA07000236","AT2G18328","RL4","RAD-like 4","YES","-"
"BraA03002878",2.9901953791844,6.7743437626152,83.1122677094648,3.88826678783907e-09,8.68103819015418e-08,FALSE," 21.14323","168.02246","BraA03002878","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA05003665",4.66651146995775,3.16066841407521,82.9800560897224,3.94547580371999e-09,8.77143914555829e-08,FALSE," 0.4246105","11.4586791","BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA10000999",3.18358730481555,3.73621419042001,82.8094103671718,4.02067129126434e-09,8.90089537616043e-08,FALSE," 3.408715","30.978234","BraA10000999","AT5G54390","HL","HAL2-like protein","-","-"
"BraA07001570",5.3967696742124,5.8874025130187,82.7718561363949,4.03742780660441e-09,8.91291916913792e-08,FALSE," 1.792296","77.030752","BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA01004592",3.31065454590526,7.62213525090836,82.722191951205,4.05970432980906e-09,8.94954427887879e-08,FALSE," 26.04910","258.72180","BraA01004592","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA10000146",8.08144792079467,5.97311533226817,82.7046939248264,4.06758472689483e-09,8.95437532885658e-08,FALSE,"  0.3183435"," 89.6391358","BraA10000146","AT1G02820","LEA3","Late embryogenesis abundant 3 (LEA3) family protein","-","-"
"BraA06001131",2.97654063043039,7.85980403398982,82.5763055513872,4.12591642026785e-09,9.04483627507186e-08,FALSE," 42.57085","335.07408","BraA06001131","AT1G48030","mtLPD1","mitochondrial lipoamide dehydrogenase 1","-","YES"
"BraA10001806",3.89803929980686,3.98016962399777,82.55421267461,4.13604538008253e-09,9.05090105435251e-08,FALSE," 1.961906","29.141272","BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA01002010",7.05238793205849,3.2702812965932,82.5452037773055,4.14018345561233e-09,9.05090105435251e-08,FALSE," 0.05928892","10.02770292","BraA01002010","AT1G56430","NAS4","nicotianamine synthase 4","-","-"
"BraA08002262",3.10538094445386,7.99872642729252,82.3389265992536,4.236174353308e-09,9.23509478131134e-08,FALSE," 52.29774","450.06726","BraA08002262","AT4G24280","cpHsc70-1","chloroplast heat shock protein 70-1","-","-"
"BraA03005826",2.81037869139868,6.68814970786936,82.2044111480412,4.30007187554058e-09,9.33560432013914e-08,FALSE," 19.03353","133.80400","BraA03005826","AT4G28640","IAA11","indole-3-acetic acid inducible 11","-","YES"
"BraA02000548",3.45860442748686,4.20875208138477,82.0068844861834,4.39580628058736e-09,9.50411962313804e-08,FALSE," 2.015735","22.410024","BraA02000548","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA07003141",2.79333732380493,4.4034718295903,81.8721229058853,4.46244817882395e-09,9.63497041628107e-08,FALSE," 5.099560","35.249328","BraA07003141","AT1G67660","AT1G67660","Restriction endonuclease, type II-like superfamily protein","-","-"
