"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06002420",-2.56972077989533,9.42756369452194,92.7017068200075,1.41178248720589e-09,4.53499109155525e-08,FALSE," 795.4030"," 133.9766","BraA06002420","AT3G49120","PRXCB","peroxidase CB","-","-"
"BraA04000537",-4.07258899545375,3.81841894464423,92.4756019132709,1.44447929726224e-09,4.60245023054811e-08,FALSE,"20.447246"," 1.196684","BraA04000537","AT3G54750","AT3G54750","downstream neighbor of Son","-","-"
"BraA05004474",-2.50857081869193,6.4222468405917,92.330306763718,1.4659238948204e-09,4.62832132617983e-08,FALSE,"104.90722"," 18.43800","BraA05004474","AT3G05030","NHX2","sodium hydrogen exchanger 2","-","YES"
"BraA02000548",-3.69145504393077,4.20875208138477,92.2793134527964,1.47353195241736e-09,4.63867858620985e-08,FALSE,"26.306521"," 2.015735","BraA02000548","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA01001132",-1.62814012329715,6.82359166419417,92.1385207379457,1.49476142405078e-09,4.68676191525085e-08,FALSE,"140.57574"," 45.45690","BraA01001132","AT4G19120","ERD3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","YES"
"BraA07001449",-1.87160151873182,6.51335973227873,92.0434523304507,1.50928414932829e-09,4.72288916708297e-08,FALSE,"116.22743"," 31.77085","BraA07001449","AT1G22300","GRF10","general regulatory factor 10","-","-"
"BraA04001727",-3.36054809121597,8.8921045350692,91.8827830517539,1.53417773414397e-09,4.79126141575916e-08,FALSE,"611.68806"," 59.52959","BraA04001727","AT2G23670","YCF37","homolog of Synechocystis YCF37","-","-"
"BraA10000741",-1.39258202925474,8.22110222716338,91.7105479530964,1.5613595532011e-09,4.86649492423471e-08,FALSE,"323.6227","123.2516","BraA10000741","AT1G44920","AT1G44920","transmembrane protein","-","-"
"BraA03006093",-2.65690485093119,6.41759522081026,91.6054346334546,1.57820510150503e-09,4.89959532498799e-08,FALSE,"126.37822"," 20.00612","BraA03006093","AT4G31850","PGR3","proton gradient regulation 3","-","-"
"BraA01000258",-5.63544054775315,6.6647248549848,91.539774214311,1.58882801231094e-09,4.92286474680593e-08,FALSE,"107.283848","  2.205485","BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA03000567",-2.41701289632946,4.97702598632732,91.4712966136282,1.59998950289914e-09,4.94770820739342e-08,FALSE,"34.975652"," 6.552272","BraA03000567","AT5G12470","AT5G12470","UvrABC system C protein, putative (DUF3411)","-","-"
"BraA02004442",-1.49350133434332,6.29584216306794,91.2366534759651,1.63888578767626e-09,5.0481530915899e-08,FALSE," 92.64085"," 32.88655","BraA02004442","AT5G64740","CESA6","cellulose synthase 6","-","-"
"BraA04003152",-1.95700491575693,8.00028807478028,91.0715077808574,1.66687707698912e-09,5.12434476402513e-08,FALSE,"294.15525"," 75.73813","BraA04003152","AT2G43750","OASB","O-acetylserine (thiol) lyase B","-","YES"
"BraA03004720",-1.82996374858174,9.27215742446063,90.9977789147264,1.67954102671371e-09,5.15321164921516e-08,FALSE,"749.7092","210.8467","BraA03004720","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA09000182",-1.67570337195603,7.4143026796677,90.9512274411351,1.68759068818706e-09,5.16783607627712e-08,FALSE,"206.80192"," 64.70911","BraA09000182","AT4G02260","RSH1","RELA/SPOT homolog 1","-","-"
"BraA01000751",-1.73530918788828,5.31991914678111,90.836471349188,1.70761382627158e-09,5.21275298547655e-08,FALSE,"46.79048","14.02646","BraA01000751","AT4G30825","AT4G30825","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA01004053",-6.08840110836615,7.11787710275773,90.8292515234942,1.70888217312954e-09,5.21275298547655e-08,FALSE,"154.8246785","  2.2016717","BraA01004053","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA05002593",-5.1089382310939,2.81779810053021,90.6975175563235,1.73220521219494e-09,5.26260824919266e-08,FALSE,"10.3746744"," 0.2943806","BraA05002593","AT3G21780","UGT71B6","UDP-glucosyl transferase 71B6","-","-"
"BraA06000783",-2.31151499575508,5.78073762519027,90.6804259924661,1.73525646844409e-09,5.26260824919266e-08,FALSE,"73.14653","14.73590","BraA06000783","AT1G53240","mMDH1","Lactate/malate dehydrogenase family protein","-","YES"
"BraA08003979",-5.71523971228779,3.53444724163564,90.6227412169973,1.74559777462874e-09,5.28379018704929e-08,FALSE,"15.7445228"," 0.2909479","BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA03000418",-2.17799136012176,6.75958096636203,90.5671259773925,1.75563148440046e-09,5.30396152868775e-08,FALSE,"112.98898"," 24.95918","BraA03000418","AT5G09650","PPa6","pyrophosphorylase 6","-","-"
"BraA06003621",-4.02962903036352,3.17390200091635,90.54689561023,1.75929682991986e-09,5.30485289328324e-08,FALSE," 8.2525620"," 0.5167551","BraA06003621","AT5G24420","PGL5","6-phosphogluconolactonase 5","-","-"
"BraA03000660",-4.01679627022302,8.13299378908632,90.5270365452827,1.76290298935162e-09,5.30556272512324e-08,FALSE,"352.88317"," 21.78005","BraA03000660","AT3G46610","AT3G46610","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA01000943",-3.2085514153385,8.82471876502096,90.4549268458414,1.77606488157064e-09,5.33497351830569e-08,FALSE,"577.89130"," 62.46091","BraA01000943","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA09000500",-2.4713519131478,4.59748541210144,90.4107989298275,1.78417199608274e-09,5.33667849726945e-08,FALSE,"26.742926"," 4.812133","BraA09000500","AT5G29000","PHL1","Homeodomain-like superfamily protein","YES","-"
"BraA09004670",-4.15910940372812,4.86140717562547,90.3801447953504,1.78982738600184e-09,5.33667849726945e-08,FALSE,"31.934666"," 1.768281","BraA09004670","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA02002391",-1.41014268428283,7.06508497026591,90.3766015320892,1.79048233812773e-09,5.33667849726945e-08,FALSE,"145.08328"," 54.60272","BraA02002391","AT1G73885","AT1G73885","AT-rich interactive domain protein","-","-"
"BraA07000870",-3.8987901025334,5.70600089861263,90.3221300069574,1.80058392539708e-09,5.34037134796709e-08,FALSE,"60.689492"," 4.028733","BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA10002878",-1.83295790384149,4.99787767452981,90.3104000285624,1.80276730725673e-09,5.34037134796709e-08,FALSE,"31.862177"," 8.937168","BraA10002878","AT5G08740","NDC1","NAD(P)H dehydrogenase C1","-","-"
"BraA08002956",-3.73031523253024,4.18433465347933,90.0646263069319,1.84918267314087e-09,5.45448182757927e-08,FALSE,"24.916881"," 1.839984","BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06000527",-2.05725621651643,5.30700512857654,90.0443706408569,1.85306554026595e-09,5.45448182757927e-08,FALSE,"50.55381","12.13871","BraA06000527","AT3G44620","AT3G44620","protein-tyrosine phosphatase","-","-"
"BraA01002010",-7.33148815524668,3.2702812965932,89.6727755795937,1.92589217578128e-09,5.64498004595855e-08,FALSE,"12.15210850"," 0.05928892","BraA01002010","AT1G56430","NAS4","nicotianamine synthase 4","-","-"
"BraA03001864",-4.38882614240923,6.53719211938936,89.4962137689114,1.9615800322846e-09,5.7388977152713e-08,FALSE,"140.714313","  6.655725","BraA03001864","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"BraA06003165",-1.87554480999206,5.46100108169601,89.3445224970588,1.99281494537774e-09,5.8194633098786e-08,FALSE,"51.39927","14.00115","BraA06003165","AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA03004471",-7.20061377123609,3.97046988015373,89.2885906569622,2.00446791923347e-09,5.84265278680274e-08,FALSE,"34.4636432"," 0.2186382","BraA03004471","AT2G07690","MCM5","Minichromosome maintenance (MCM2/3/5) family protein","-","YES"
"BraA05003842",-4.71028929311366,6.29550975123779,89.06601167715,2.05157933452045e-09,5.94693530853625e-08,FALSE,"118.673390","  4.511648","BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA04003312",-3.9760574375714,9.99995374768337,88.9874237976478,2.0684995738068e-09,5.97202074183988e-08,FALSE,"1163.67342","  73.90049","BraA04003312","AT2G46810","AT2G46810","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA05001136",-6.00423844906352,3.80733937068757,88.9700487149459,2.07226091454176e-09,5.97202074183988e-08,FALSE,"21.0718317"," 0.3091104","BraA05001136","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA10002437",-2.86592073533938,4.95675447951019,88.9555281858911,2.07541000367625e-09,5.97202074183988e-08,FALSE,"39.987778"," 5.465731","BraA10002437","AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA06001796",-1.92138144909628,4.11680499352511,88.8471437980132,2.09908035992639e-09,5.99628400458101e-08,FALSE,"21.429063"," 5.625827","BraA06001796","AT1G16080","AT1G16080","nuclear protein","-","YES"
"BraA05003728",-1.89459548165473,6.1615559127168,88.3970854262898,2.20055463498529e-09,6.24085224408442e-08,FALSE,"87.94420","23.62578","BraA05003728","AT3G13930","AT3G13930","Dihydrolipoamide acetyltransferase, long form protein","-","YES"
"BraA03001355",-1.87942474258372,6.21062689345462,88.2538778162472,2.23395156620121e-09,6.31281824991151e-08,FALSE," 93.32105"," 25.35190","BraA03001355","AT5G56360","PSL4","calmodulin-binding protein","-","-"
"BraA04000404",-4.17256946306964,5.3819463587177,88.1287997524773,2.26357127407894e-09,6.37363360536719e-08,FALSE,"52.695711"," 2.886552","BraA04000404","AT3G56650","PPD6","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","YES"
"BraA01003904",-6.40582497164488,6.0177642699406,88.0301725436745,2.28722800423105e-09,6.40586633213466e-08,FALSE," 91.718468","  1.047922","BraA01003904","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA08002908",-2.02078064703646,3.96926766876385,87.9224838031408,2.31336534795645e-09,6.46756138132052e-08,FALSE,"17.667485"," 4.325244","BraA08002908","AT1G24460","TNO1","TGN-related, localized SYP41 interacting protein","-","-"
"BraA09004220",-1.63532596968831,5.64471773429798,87.8968397667788,2.31963717863793e-09,6.4735973744257e-08,FALSE,"70.06283","22.55255","BraA09004220","AT1G70490","ARFA1D","Ras-related small GTP-binding family protein","-","-"
"BraA07003558",-7.96233372856446,8.78756060527422,87.8489485952979,2.33139956655016e-09,6.49490781902645e-08,FALSE,"649.310399","  2.566078","BraA07003558","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA03002964",-3.26577491326602,6.03422858332368,87.7963999560739,2.34438045632429e-09,6.51266701497897e-08,FALSE,"78.973413"," 8.184952","BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA01002956",-3.37979923645671,7.55041265616992,87.7671512373376,2.35163965153101e-09,6.51266701497897e-08,FALSE,"229.69677"," 22.02104","BraA01002956","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA06004308",-2.71412174852399,5.61608424558616,87.7563563332966,2.35432498826114e-09,6.51266701497897e-08,FALSE,"58.802293"," 8.917103","BraA06004308","AT3G26570","PHT2;1","phosphate transporter 2;1","-","-"
"BraA07000179",-2.47619008499931,4.73979663987645,87.7329688228303,2.36015429070608e-09,6.5173383395989e-08,FALSE,"32.882490"," 5.926136","BraA07000179","AT2G18950","HPT1","homogentisate phytyltransferase 1","-","YES"
"BraA01001824",-6.65461646475072,8.40561702222625,87.70106693819,2.3681310826851e-09,6.52791300200762e-08,FALSE,"532.775947","  5.260878","BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA06004423",-1.52170717134878,5.58970961660114,87.6835308148665,2.37252830957884e-09,6.5286006281068e-08,FALSE,"55.16621","19.21146","BraA06004423","AT2G03390","AT2G03390","uvrB/uvrC motif-containing protein","-","-"
"BraA02000298",-1.75184808425242,8.39938962097706,87.5782441996493,2.39911639232715e-09,6.58937604561845e-08,FALSE,"354.52835","105.25837","BraA02000298","AT5G08650","AT5G08650","Small GTP-binding protein","-","-"
"BraA01001614",-3.81889805659693,3.86106739967907,87.5630218867438,2.40298719833862e-09,6.58937604561845e-08,FALSE,"19.493467"," 1.369409","BraA01001614","AT4G24460","CLT2","CRT (chloroquine-resistance transporter)-like transporter 2","-","-"
"BraA09004198",-6.79122705942612,7.81207277787922,87.4971236014689,2.41982257581304e-09,6.62122523373088e-08,FALSE,"246.537428","  2.183593","BraA09004198","AT1G23740","AOR","Oxidoreductase, zinc-binding dehydrogenase family protein","-","-"
"BraA08000221",-3.45890805274955,5.15907376336664,87.427712984435,2.43769392505825e-09,6.63934752290856e-08,FALSE,"38.193768"," 3.491272","BraA08000221","AT1G52191","AT1G52191","Thioesterase superfamily protein","-","-"
"BraA08000492",-5.72694168099633,3.59318571810309,87.3597582399602,2.4553294053048e-09,6.6727339683494e-08,FALSE,"17.17698694"," 0.29679960","BraA08000492","AT1G47580","DYW1","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA03005826",-2.90738717213261,6.68814970786936,87.314299558521,2.46720409543593e-09,6.6727339683494e-08,FALSE,"143.14621"," 19.03353","BraA03005826","AT4G28640","IAA11","indole-3-acetic acid inducible 11","-","YES"
"BraA05003445",-7.42735044061421,5.04346952348998,87.2797933435995,2.47625943752005e-09,6.68547573697522e-08,FALSE,"61.9998555"," 0.3410037","BraA05003445","AT1G59660","AT1G59660","Nucleoporin autopeptidase","-","-"
"BraA02003538",-3.6575592267992,3.9777416409526,87.1644605941387,2.50678876712749e-09,6.74476157172423e-08,FALSE,"22.216572"," 1.726851","BraA02003538","AT2G03350","AT2G03350","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA10002256",-2.60099434313519,5.81059545592343,87.1043626100272,2.52285893349302e-09,6.75336728115309e-08,FALSE,"67.97570","11.20839","BraA10002256","AT5G14040","PHT3;1","phosphate transporter 3;1","-","-"
"BraA03006267",-4.26075291206903,7.76002741493446,86.9746267670129,2.55793310075108e-09,6.83563107059797e-08,FALSE,"319.84278"," 16.64221","BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA09000325",-2.08706942837256,8.89863201931753,86.9047875936673,2.57703320543899e-09,6.85181441590268e-08,FALSE,"533.8451","125.6229","BraA09000325","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA09003212",-4.47939612155472,5.92439373658376,86.8975891933654,2.5790106642282e-09,6.85181441590268e-08,FALSE,"82.258515"," 3.643525","BraA09003212","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07004156",-3.15777956504507,5.1973259030897,86.8913991118135,2.5807124479069e-09,6.85181441590268e-08,FALSE,"50.194297"," 5.607273","BraA07004156","AT1G80600","WIN1","HOPW1-1-interacting 1","-","YES"
"BraA03000600",-3.09141773995092,6.40322335643309,86.8322686952231,2.59703026473853e-09,6.88169299107482e-08,FALSE,"113.10852"," 13.22091","BraA03000600","AT5G13370","AT5G13370","Auxin-responsive GH3 family protein","-","-"
"BraA08002578",-1.51980296545993,7.2533914194047,86.6229722750933,2.65569501424992e-09,7.02531756710819e-08,FALSE,"166.43110"," 58.02311","BraA08002578","AT1G12800","AT1G12800","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA06003370",-3.62083398181795,6.28072362688093,86.5971826119335,2.66302277838418e-09,7.03288230398776e-08,FALSE,"107.212943","  8.660874","BraA06003370","AT5G65890","ACR1","ACT domain repeat 1","-","-"
"BraA05001010",-2.72061687248558,5.88499351338972,86.5349210385369,2.68080419574486e-09,7.05821111839933e-08,FALSE,"76.59788","11.59844","BraA05001010","AT2G36835","AT2G36835","hypothetical protein","-","-"
"BraA07000852",-2.12907491322985,8.12905000240085,86.4682182613391,2.69999720000772e-09,7.08299265468691e-08,FALSE,"318.10199"," 72.72011","BraA07000852","AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraA06003462",-3.70962989637562,2.97935751296635,86.3052229848113,2.74752830586884e-09,7.19568977277465e-08,FALSE," 8.6170250"," 0.6572832","BraA06003462","AT2G17640","ATSERAT3;1","Trimeric LpxA-like enzymes superfamily protein","-","-"
"BraA01002296",-2.43329286580423,5.95318741788058,86.2135262556532,2.77466694439968e-09,7.25469397090548e-08,FALSE,"82.10861","15.16970","BraA01002296","AT4G15520","AT4G15520","tRNA/rRNA methyltransferase (SpoU) family protein","-","-"
"BraA09003483",-2.58849651373434,4.49323503501711,86.1660546046336,2.78883097742658e-09,7.2576669729244e-08,FALSE,"29.815352"," 4.975841","BraA09003483","AT1G32520","AT1G32520","TLDc domain protein","-","-"
"BraA08000770",-2.35619258221884,8.3483873854512,86.1633613032761,2.78963692415455e-09,7.2576669729244e-08,FALSE,"381.28411"," 74.44099","BraA08000770","AT1G35680","RPL21C","Ribosomal protein L21","-","-"
"BraA07003883",-3.25712854583608,4.78504578499111,86.0608205206779,2.82051033665608e-09,7.32534748515862e-08,FALSE,"37.101199"," 3.843408","BraA07003883","AT1G76450","AT1G76450","Photosystem II reaction center PsbP family protein","-","-"
"BraA08002004",-2.95044746579783,4.67404742340337,86.043556191363,2.8257447650246e-09,7.32534748515862e-08,FALSE,"31.622423"," 4.052458","BraA08002004","AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA08000387",-4.84281312325836,4.79801398311986,86.015521370638,2.83426722900991e-09,7.32534748515862e-08,FALSE,"33.135610"," 1.105249","BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA03005055",-2.41663023220828,6.55907734328096,85.9536648610837,2.85317027701577e-09,7.36211478036529e-08,FALSE,"109.39779"," 20.49815","BraA03005055","AT4G17100","AT4G17100","poly(U)-specific endoribonuclease-B protein","-","-"
"BraA09000796",-1.88213283233945,4.77581089695428,85.9143426888937,2.86525811843727e-09,7.37223269567624e-08,FALSE,"33.746143"," 9.147638","BraA09000796","AT5G62790","DXR","1-deoxy-D-xylulose 5-phosphate reductoisomerase","-","YES"
"BraA09001751",-3.89864102242304,9.73880210003263,85.8778648226045,2.87652135894995e-09,7.38604342412271e-08,FALSE,"1221.41393","  81.85272","BraA09001751","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA10002282",-2.0171611414848,8.40719156593806,85.8380660470854,2.88886488440051e-09,7.40565688606906e-08,FALSE,"372.80097"," 92.09081","BraA10002282","AT5G13650","SVR3","elongation factor family protein","-","-"
"BraA10002910",-5.90711564551495,5.85768329037339,85.5034171377932,2.99496112433038e-09,7.65270910664938e-08,FALSE," 71.9093826","  1.1579764","BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA03005473",-2.02246978403592,4.60931195124966,85.3235827717734,3.05371785995598e-09,7.74892805741425e-08,FALSE,"31.825540"," 7.828234","BraA03005473","AT4G23710","VAG2","vacuolar ATP synthase subunit G2","-","-"
"BraA10000015",-1.56667743546708,5.35089396235559,85.3129443496799,3.0572327342149e-09,7.74892805741425e-08,FALSE,"46.83117","15.81568","BraA10000015","AT1G01970","AT1G01970","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA01004592",-3.36641682196764,7.62213525090836,85.1221557803053,3.12102014723722e-09,7.86055004974047e-08,FALSE,"268.94297"," 26.04910","BraA01004592","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA05003665",-4.72868397902078,3.16066841407521,85.1212048365123,3.12134167997586e-09,7.86055004974047e-08,FALSE,"11.9292602"," 0.4246105","BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA04000590",-3.39752699262675,9.64185230963477,85.0464586547709,3.14672775703743e-09,7.89944097221199e-08,FALSE," 947.52411","  89.88568","BraA04000590","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA04003220",-2.18171967767812,5.94072261412008,84.9432928023877,3.18213513932773e-09,7.96292640588529e-08,FALSE,"79.11072","17.42242","BraA04003220","AT2G45300","AT2G45300","RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta","-","-"
"BraA05001662",-2.70654942878853,3.92057883037178,84.9276578756212,3.1875388387604e-09,7.96378751144265e-08,FALSE,"16.870468"," 2.569525","BraA05001662","AT5G36120","CCB3","cofactor assembly, complex C (B6F)","-","YES"
"BraA07003789",-3.08595480994075,3.20025263796961,84.8385973365994,3.2185104265548e-09,8.00305752195459e-08,FALSE,"13.449055"," 1.562360","BraA07003789","AT1G75680","GH9B7","glycosyl hydrolase 9B7","-","-"
"BraA06000683",-7.95167251785471,2.70846918249282,84.7117776790001,3.2631786544903e-09,8.0758540914587e-08,FALSE,"10.98463612"," 0.03769371","BraA06000683","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA01002293",-1.48466367000313,7.05576765578094,84.6474937533987,3.28607746129103e-09,8.08537239590192e-08,FALSE,"155.47851"," 55.54689","BraA01002293","AT4G15545","AT4G15545","PH-response transcription factor","-","-"
"BraA08000217",-3.8742071105945,3.51322501449684,84.6257454537641,3.29386397097731e-09,8.08820887725163e-08,FALSE,"14.4251224"," 0.9592245","BraA08000217","AT1G52280","RABG3d","RAB GTPase homolog G3D","-","-"
"BraA08000596",-2.34909016210177,7.33432596204877,84.5080094344507,3.33636626322454e-09,8.16709253237237e-08,FALSE,"221.81903"," 43.50800","BraA08000596","AT4G13940","HOG1","S-adenosyl-L-homocysteine hydrolase","-","YES"
"BraA07000073",-1.57782352116425,4.3906461147915,84.4280302498537,3.36557811613931e-09,8.220441518188e-08,FALSE,"21.270882"," 7.110293","BraA07000073","AT2G20050","AT2G20050","protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein","-","-"
"BraA09001292",-1.91296642062451,5.27158681028847,84.4197852066137,3.36860532352685e-09,8.220441518188e-08,FALSE,"44.27684","11.76092","BraA09001292","AT4G29130","HXK1","hexokinase 1","-","YES"
"BraA10001970",-2.96050869106042,8.18243309834086,84.31981471338,3.40554627101951e-09,8.2773259565061e-08,FALSE,"421.93018"," 54.17125","BraA10001970","AT5G17920","ATMS1","Cobalamin-independent synthase family protein","-","-"
"BraA05000132",-2.61678656934516,7.75236978299157,84.3096803834076,3.40931558940988e-09,8.2773259565061e-08,FALSE,"295.47192"," 48.12570","BraA05000132","AT2G47400","CP12-1","CP12 domain-containing protein 1","-","YES"
"BraA04002705",-2.95344273456263,3.60774103680518,84.2858158448724,3.41820957543136e-09,8.2773259565061e-08,FALSE,"17.393564"," 2.221353","BraA04002705","AT2G37540","AT2G37540","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA07002302",-3.55921669519818,4.72980496854458,84.2334237356312,3.43782393111587e-09,8.29760537849665e-08,FALSE,"35.814496"," 3.026333","BraA07002302","AT3G61770","AT3G61770","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA01001297",-3.41382715978821,4.4300235913198,84.2156250534172,3.44451512929757e-09,8.29760537849665e-08,FALSE,"30.459689"," 2.802744","BraA01001297","AT4G21445","AT4G21445","receptor-interacting protein","-","-"
"BraA10002738",-1.77967713021662,9.13205208423825,84.2072438218244,3.44767084976926e-09,8.29760537849665e-08,FALSE,"682.2825","198.6853","BraA10002738","AT5G61410","RPE","D-ribulose-5-phosphate-3-epimerase","-","YES"
"BraA02002662",-7.1153361457325,4.1666287025402,84.0719892984763,3.49903389618501e-09,8.39554779359025e-08,FALSE,"14.93369567"," 0.09698263","BraA02002662","AT1G78090","TPPB","trehalose-6-phosphate phosphatase","-","-"
"BraA02001655",-2.89685842122911,5.11478080776945,83.9225304333171,3.556759674698e-09,8.52106503496904e-08,FALSE,"41.369330"," 5.522283","BraA02001655","AT5G52780","AT5G52780","transmembrane protein, putative (DUF3464)","-","-"
"BraA05004278",-3.20465066364719,4.1255128802653,83.8076936459459,3.60181608125206e-09,8.61589439497072e-08,FALSE,"20.031732"," 2.157632","BraA05004278","AT3G07270","AT3G07270","GTP cyclohydrolase I","-","-"
"BraA02000809",-2.04557909421452,7.71607011326287,83.6938098522385,3.64711156268522e-09,8.70296823696959e-08,FALSE,"291.61472"," 70.60112","BraA02000809","AT5G17920","ATMS1","Cobalamin-independent synthase family protein","-","-"
"BraA09006714",-1.84840157182962,5.26412410405422,83.6581877746997,3.66140644071408e-09,8.70727493498199e-08,FALSE,"49.67091","13.78064","BraA09006714","AT1G07250","UGT71C4","UDP-glucosyl transferase 71C4","-","-"
"BraA07000643",-7.00213705745922,5.47207769469217,83.6563517828355,3.66214485829611e-09,8.70727493498199e-08,FALSE,"70.2909648"," 0.5208831","BraA07000643","AT2G05790","AT2G05790","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA04003130",-1.94687167802459,6.79104507955933,83.5781051838884,3.69376572078353e-09,8.76921153018593e-08,FALSE,"123.07398"," 31.91960","BraA04003130","AT2G43560","AT2G43560","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA02001288",-1.49793403077296,3.87317927155865,83.3480337161406,3.78847253046587e-09,8.95353718161153e-08,FALSE,"19.275790"," 6.821017","BraA02001288","AT5G58030","AT5G58030","Transport protein particle (TRAPP) component","-","-"
"BraA07000735",-1.3224281134391,5.20145645602296,83.2305139374059,3.83786359199526e-09,9.02923138074619e-08,FALSE,"48.78463","19.49330","BraA07000735","AT3G25140","QUA1","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA07002705",-3.32077775154077,7.54579766628444,83.2150762050477,3.84440355171318e-09,9.02923138074619e-08,FALSE,"246.52761"," 24.63752","BraA07002705","AT1G73655","AT1G73655","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA02002897",-3.75600966012446,6.51953190612385,83.2038119135363,3.84918313626473e-09,9.02923138074619e-08,FALSE,"111.007441","  8.199645","BraA02002897","AT4G01150","AT4G01150","CURVATURE THYLAKOID 1A-like protein","-","-"
"BraA04003176",-2.15839876258147,5.23575484239327,83.1595803259687,3.86801370694837e-09,9.05990115288205e-08,FALSE,"40.115993"," 8.972428","BraA04003176","AT2G44210","AT2G44210","carboxyl-terminal peptidase (DUF239)","-","-"
"BraA08001465",-2.17959643010716,3.79167046549733,83.1444934339062,3.87445946981931e-09,9.0615144212416e-08,FALSE,"19.91504"," 4.39202","BraA08001465","AT4G20150","AT4G20150","excitatory amino acid transporter","-","-"
"BraA01001854",-8.58118478403599,3.41704717566397,83.0359855719782,3.92116384773744e-09,9.15713931207526e-08,FALSE,"16.84308491"," 0.03118331","BraA01001854","AT4G26790","AT4G26790","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA04001060",-2.59264780114556,9.71672280118473,82.9589992779599,3.95467136697736e-09,9.18040400570838e-08,FALSE,"1023.7698"," 169.6928","BraA04001060","AT5G36790","AT5G36790","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA04002099",-2.32519702304248,4.8990726275179,82.9511529625517,3.95810382472359e-09,9.18040400570838e-08,FALSE,"40.727110"," 8.108800","BraA04002099","AT2G28840","XBAT31","hypothetical protein","-","-"
"BraA10003046",-1.68778842949019,7.99032109096019,82.9328547282173,3.96612117146233e-09,9.18040400570838e-08,FALSE,"319.39664"," 99.11173","BraA10003046","AT5G03650","SBE2.2","starch branching enzyme 2.2","-","YES"
