"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA01000890",1.75995607101159,4.39743239979107,46.1807162274153,5.92995011508547e-07,4.30126335536614e-06,FALSE,"12.92606","43.82866","BraA01000890","AT4G29380","VPS15","protein kinase family protein / WD-40 repeat family protein","-","-"
"BraA02002932",1.54588483184432,6.94835117791129,46.1736866022225,5.93706450527526e-07,4.3044401341793e-06,FALSE," 83.74438","244.53735","BraA02002932","AT4G02350","SEC15B","exocyst complex component sec15B","-","-"
"BraA02000859",1.76635554837459,6.14836609982974,46.1494665605871,5.96164772666925e-07,4.31629876806688e-06,FALSE," 41.57767","141.50518","BraA02000859","AT5G18640","AT5G18640","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07002263",3.38554351977768,5.61632116818082,46.1347256378463,5.97666382871276e-07,4.32518108799719e-06,FALSE," 12.80943","134.08327","BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA05003867",1.79718704396584,5.04474393560547,46.0436479536754,6.07035816905198e-07,4.38417814668656e-06,FALSE,"22.39774","77.89110","BraA05003867","AT3G12500","HCHIB","basic chitinase","-","-"
"BraA01001789",1.80288397082176,3.43421162083473,46.021692460232,6.09318244944214e-07,4.39133204002835e-06,FALSE," 6.099827","21.318634","BraA01001789","AT4G26180","AT4G26180","Mitochondrial substrate carrier family protein","-","-"
"BraA10002906",2.68788761308477,5.95490858793969,46.0109666140268,6.10436661827658e-07,4.39737897353196e-06,FALSE," 24.44819","157.55110","BraA10002906","AT5G09620","AT5G09620","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA08000067",1.39679420584685,6.91534016538272,45.987265004521,6.12916021805413e-07,4.4071713948e-06,FALSE," 79.03652","208.11458","BraA08000067","AT1G55460","AT1G55460","DNA/RNA-binding protein Kin17, conserved region","-","-"
"BraA03001070",2.09359437226271,5.42621001095234,45.8359391845236,6.2900611373966e-07,4.51255981324624e-06,FALSE,"20.85284","88.99214","BraA03001070","AT5G22000","RHF2A","RING-H2 group F2A","-","-"
"BraA07002320",1.20872786234149,5.4705528656492,45.8073933455688,6.32092478252061e-07,4.53057177034947e-06,FALSE,"32.17061","74.36630","BraA07002320","AT3G62130","LCD","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA05004041",2.59151236304302,5.66567742357293,45.7794107993464,6.35133920613539e-07,4.54409450475323e-06,FALSE," 17.64700","106.33796","BraA05004041","AT3G10450","SCPL7","serine carboxypeptidase-like 7","-","-"
"BraA04001881",1.9545636804437,3.75259817163042,45.7621880607941,6.37013776729489e-07,4.54948676935075e-06,FALSE," 8.297179","32.167409","BraA04001881","AT2G25560","AT2G25560","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA01002740",1.47227786962731,5.13427018650386,45.7509943663105,6.3823880648116e-07,4.55388885494717e-06,FALSE,"24.93953","69.19770","BraA01002740","AT1G54440","AT1G54440","Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain-containing protein","-","YES"
"BraA06004383",2.06658038206351,5.26154583554973,45.7412496051748,6.39307350839273e-07,4.55738120571112e-06,FALSE,"20.92549","87.74616","BraA06004383","AT3G25585","AAPT2","aminoalcoholphosphotransferase","-","-"
"BraA01001198",3.89838061727133,3.94401417459895,45.7135272558919,6.4235784307785e-07,4.57705407426227e-06,FALSE," 2.763350","41.522302","BraA01001198","AT4G19960","KUP9","K  uptake permease 9","-","-"
"BraA06004870",1.53581867446845,5.46178512710164,45.669767014608,6.472053435976e-07,4.60742293452114e-06,FALSE,"30.51444","88.53830","BraA06004870","AT5G43810","AGO10","Stabilizer of iron transporter SufD / Polynucleotidyl transferase","-","YES"
"BraA10001830",1.02109052938096,5.79311957355385,45.6596037738281,6.48336847092825e-07,4.61339148880699e-06,FALSE,"43.71833","88.73045","BraA10001830","AT5G19450","CDPK19","calcium-dependent protein kinase 19","-","-"
"BraA02003781",2.05025886886465,4.78380223994332,45.6477208064805,6.49662539931301e-07,4.61863133206537e-06,FALSE,"15.44182","63.99870","BraA02003781","AT3G28740","CYP81D11","Cytochrome P450 superfamily protein","-","-"
"BraA07001474",1.05703592734998,5.78616489059126,45.5898821759553,6.56157364041475e-07,4.65610511433949e-06,FALSE,"42.64690","88.73436","BraA07001474","AT1G02090","FUS5","Proteasome component (PCI) domain protein","-","YES"
"BraA06001857",1.21040166921838,6.19526900622954,45.5855149855129,6.56650622699923e-07,4.65610511433949e-06,FALSE," 54.94557","127.17212","BraA06001857","AT1G16810","AT1G16810","7-dehydrocholesterol reductase-like protein","-","-"
"BraA01002094",1.5514948798562,5.14008422511839,45.5566571887082,6.59920155371136e-07,4.67257905782352e-06,FALSE,"26.39869","77.36000","BraA01002094","AT5G47390","AT5G47390","myb-like transcription factor family protein","YES","-"
"BraA09005521",5.90838682100482,3.12400047333449,45.551706790983,6.60482801645906e-07,4.67446011596518e-06,FALSE," 0.5196608","31.4423205","BraA09005521","AT3G62860","AT3G62860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03003237",2.21663167911025,6.30909826922852,45.5435337201748,6.61412867835633e-07,4.67875230334135e-06,FALSE," 37.52574","174.44658","BraA03003237","AT3G01590","AT3G01590","Galactose mutarotase-like superfamily protein","-","-"
"BraA05000977",2.30036625322165,5.72520873615154,45.5411554341527,6.61683775555136e-07,4.67875230334135e-06,FALSE," 27.20806","134.07192","BraA05000977","AT2G37280","ABCG33","pleiotropic drug resistance 5","-","-"
"BraA03000300",1.31026149974693,6.55227077311967,45.5375400642184,6.62095829053035e-07,4.67956369523789e-06,FALSE," 47.25272","117.19284","BraA03000300","AT5G07120","SNX2b","sorting nexin 2B","-","-"
"BraA03005283",1.75784111234917,3.76973953485214,45.5260124186298,6.63411529337135e-07,4.68465566252423e-06,FALSE," 8.744344","29.632474","BraA03005283","AT4G21160","ZAC","Calcium-dependent ARF-type GTPase activating protein family","-","-"
"BraA09004810",1.84870343186234,2.99333691657611,45.4630258771547,6.70650819656626e-07,4.73153021129327e-06,FALSE," 5.450924","19.685245","BraA09004810","AT3G54300","VAMP727","vesicle-associated membrane protein 727","-","-"
"BraA08001308",1.17038924604892,3.75660623150776,45.4167340267288,6.7602605045745e-07,4.76518138566962e-06,FALSE," 9.714522","21.884684","BraA08001308","AT4G17170","RABB1C","RAB GTPase homolog B1C","-","-"
"BraA03003188",1.25576510280051,4.54300125844478,45.402454219075,6.77693602161084e-07,4.77479735810898e-06,FALSE,"17.74331","42.38207","BraA03003188","AT4G00755","AT4G00755","F-box family protein","-","-"
"BraA02004140",1.14552605820358,4.49413264918942,45.3916053417532,6.78963488755897e-07,4.77955623951642e-06,FALSE,"18.50062","40.93270","BraA02004140","AT5G25150","TAF5","TBP-associated factor 5","-","-"
"BraA09004992",1.78826226458551,5.88545940869601,45.3914955772008,6.78976350162561e-07,4.77955623951642e-06,FALSE," 29.15287","100.76377","BraA09004992","AT3G56310","AT3G56310","Melibiase family protein","-","-"
"BraA03005197",1.58902410309693,3.99951400232925,45.3017906036023,6.89576392236967e-07,4.84983575237259e-06,FALSE,"11.128293","33.504068","BraA03005197","AT4G19130","AT4G19130","Replication factor-A protein 1-like protein","-","-"
"BraA05000400",2.31118541345635,6.26748572108712,45.2687073748565,6.9353097539995e-07,4.87329355035501e-06,FALSE," 33.92755","168.46374","BraA05000400","AT1G12980","ESR1","Integrase-type DNA-binding superfamily protein","YES","YES"
"BraA09004943",1.42245966073542,5.11818188193901,45.2353973903905,6.9753757825991e-07,4.89707470196743e-06,FALSE,"26.42419","70.84351","BraA09004943","AT3G55830","EPC1","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA10002656",1.16977620256755,6.63639012593879,45.2229566857613,6.99040421668726e-07,4.90543746636903e-06,FALSE," 73.76639","165.96083","BraA10002656","AT5G06140","SNX1","sorting nexin 1","-","-"
"BraA05000899",2.37958206523199,8.95228462803797,45.2180159942068,6.99638235668607e-07,4.90744466551866e-06,FALSE," 271.8675","1414.8648","BraA05000899","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA03003556",1.28657096494188,6.48834007375921,45.215311633121,6.99965693348518e-07,4.90755457162836e-06,FALSE," 61.50401","150.04928","BraA03003556","AT3G07560","PEX13","peroxin 13","-","-"
"BraA02000132",7.88463735223869,1.74702306572182,45.1948752444043,7.02445626474102e-07,4.92274895846053e-06,FALSE," 0.03228148"," 9.94424509","BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA01001228",2.03141847587282,3.47398307608149,45.1813738735429,7.04089240267729e-07,4.92987750970376e-06,FALSE," 6.083401","24.881027","BraA01001228","AT4G20380","LSD1","LSD1 zinc finger family protein","YES","YES"
"BraA10002370",1.63979872809105,3.88552888513813,45.1689319897744,7.05607576571897e-07,4.93831180757744e-06,FALSE," 9.658952","30.128559","BraA10002370","AT5G12310","AT5G12310","RING/U-box superfamily protein","-","-"
"BraA04002841",1.22505489370286,7.03030080412323,45.132423520836,7.10083439379038e-07,4.965893311245e-06,FALSE,"102.60984","239.89293","BraA04002841","AT2G39580","AT2G39580","zinc finger C3H1 domain protein","-","-"
"BraA09000417",2.65299751283409,4.15936270956704,45.0701462343179,7.17789882887911e-07,5.00576551025951e-06,FALSE," 6.597628","41.556770","BraA09000417","AT3G30390","AT3G30390","Transmembrane amino acid transporter family protein","-","-"
"BraA03006419",1.39547492969147,4.97747189734372,45.0345983059453,7.22229442534719e-07,5.03449575974158e-06,FALSE,"22.94713","60.39340","BraA03006419","AT4G36195","AT4G36195","Serine carboxypeptidase S28 family protein","-","-"
"BraA09003457",1.85715143571346,6.84601979173638,45.0262126444467,7.23281067432933e-07,5.03959451146275e-06,FALSE," 66.99884","242.76416","BraA09003457","AT1G32790","CID11","CTC-interacting domain 11","-","-"
"BraA03004425",1.72767697909937,7.45094235698174,44.9665179410423,7.30815496323338e-07,5.08758775414832e-06,FALSE,"104.6429","346.6105","BraA03004425","AT2G04350","LACS8","AMP-dependent synthetase and ligase family protein","-","-"
"BraA01000757",1.40594666874541,4.78985277330663,44.9113025894242,7.37860545116247e-07,5.12982552125871e-06,FALSE,"16.93616","44.90712","BraA01000757","AT4G30790","AT4G30790","autophagy-like protein","-","-"
"BraA07001799",1.05847146445074,5.96902067941118,44.8711988430836,7.43023736065519e-07,5.1588855781523e-06,FALSE," 50.04243","104.24613","BraA07001799","AT2G27100","SE","C2H2 zinc-finger protein SERRATE (SE)","-","YES"
"BraA04002587",1.74628311355779,4.78470100988847,44.8653874863474,7.43775175819155e-07,5.16182595564087e-06,FALSE,"14.22095","47.71671","BraA04002587","AT2G35760","AT2G35760","Uncharacterized protein family (UPF0497)","-","-"
"BraA06000993",1.41403598554397,4.5350797667021,44.8327331668678,7.48012944394301e-07,5.18666244262832e-06,FALSE,"16.81765","44.81616","BraA06000993","AT1G50030","TOR","target of rapamycin","-","YES"
"BraA03000543",1.93182634262958,2.91999950896234,44.8298567450658,7.48387492486391e-07,5.18679660090713e-06,FALSE," 4.688143","17.914201","BraA03000543","AT5G12120","AT5G12120","Ubiquitin-associated/translation elongation factor EF1B protein","-","-"
"BraA04000239",1.04395916973027,5.99208955047619,44.825131284651,7.49003252378813e-07,5.18679660090713e-06,FALSE," 48.71293","100.45279","BraA04000239","AT3G42170","DAYSLEEPER","BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER","-","-"
"BraA01000928",2.18407862503768,3.75705588850089,44.8143093890375,7.50415495038019e-07,5.19104930736964e-06,FALSE," 7.975972","36.309310","BraA01000928","AT4G28880","ckl3","casein kinase I-like 3","-","-"
"BraA07003158",1.696525504166,3.81800651390873,44.8115705417806,7.50773369598953e-07,5.19104930736964e-06,FALSE," 8.654297","28.074135","BraA07003158","AT1G67800","AT1G67800","Copine (Calcium-dependent phospholipid-binding protein) family","-","-"
"BraA09006183",2.09623175316297,2.28104728306146,44.8101870893639,7.50954210475265e-07,5.19104930736964e-06,FALSE," 2.478231","10.633524","BraA09006183","AT1G15880","GOS11","golgi snare 11","-","-"
"BraA10000283",1.05614705977651,6.8938155305191,44.7958911582778,7.52825707758202e-07,5.2017017735356e-06,FALSE," 93.10381","193.59989","BraA10000283","AT1G04300","AT1G04300","TRAF-like superfamily protein","-","YES"
"BraA07001696",1.70701831566872,5.69690890155323,44.7730692135,7.55823869350825e-07,5.21554919052257e-06,FALSE," 37.49733","122.45131","BraA07001696","AT5G66880","SNRK2.3","sucrose nonfermenting 1(SNF1)-related protein kinase 2.3","-","YES"
"BraA10002085",1.50422788728307,4.79940877512318,44.7169027828804,7.63257973163913e-07,5.25762822652079e-06,FALSE,"20.20996","57.36609","BraA10002085","AT5G16470","AT5G16470","zinc finger (C2H2 type) family protein","-","-"
"BraA01000370",2.19815665401138,5.40927966072458,44.7008914169503,7.65391742149514e-07,5.27002013186061e-06,FALSE," 20.10214"," 92.33747","BraA01000370","AT4G34890","XDH1","xanthine dehydrogenase 1","-","-"
"BraA06002609",1.03296309003449,5.17629720803823,44.6771481081142,7.68567859901298e-07,5.28726316208323e-06,FALSE,"26.95204","55.15647","BraA06002609","AT3G47120","AT3G47120","RNA recognition motif (RRM)-containing protein","-","-"
"BraA07002073",1.48323860762804,7.40338278876616,44.6697324188473,7.69562782346036e-07,5.29179475497012e-06,FALSE,"126.06513","352.43553","BraA07002073","AT3G57330","ACA11","autoinhibited Ca2 -ATPase 11","-","-"
"BraA09006872",1.62971843332137,5.36014820120133,44.6333262801005,7.74467541930312e-07,5.32087259274689e-06,FALSE,"29.04000","89.89112","BraA09006872","AT1G04140","AT1G04140","Transducin family protein / WD-40 repeat family protein","-","-"
"BraA01001550",4.62192708876495,5.4958171172139,44.6251910036339,7.75568192060237e-07,5.32610966100704e-06,FALSE,"  6.308636","155.710309","BraA01001550","AT4G23920","UGE2","UDP-D-glucose/UDP-D-galactose 4-epimerase 2","-","-"
"BraA07002563",3.23823271055449,1.60808843183606,44.6053603800856,7.78258276199806e-07,5.34225262424114e-06,FALSE,"0.9228812","8.8020531","BraA07002563","AT5G55230","MAP65-1","microtubule-associated proteins 65-1","-","-"
"BraA09000222",1.68216574493024,4.24304005415674,44.5958543070242,7.79551398090434e-07,5.34879642804858e-06,FALSE,"12.387398","39.790536","BraA09000222","AT4G02715","AT4G02715","flocculation FLO11-like protein","-","-"
"BraA09006385",2.6933215211729,2.93142534925767,44.5314516879659,7.88373901892136e-07,5.40461899642083e-06,FALSE," 3.441257","22.335970","BraA09006385","AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-"
"BraA02000002",1.09541560284391,5.14747286182711,44.4881292600146,7.94369657618045e-07,5.43388892260236e-06,FALSE,"28.72665","61.40794","BraA02000002","AT5G01010","AT5G01010","retinal-binding protein","-","-"
"BraA09004521",1.12481355675212,4.90924042330187,44.447265295812,8.00070608655882e-07,5.46338888513821e-06,FALSE,"23.70973","51.71536","BraA09004521","AT3G51120","AT3G51120","zinc finger CCCH domain-containing protein 44","YES","-"
"BraA03003691",2.23282367001287,2.32735338307142,44.4332359111301,8.02038096190516e-07,5.47444910409312e-06,FALSE," 2.266491","10.710811","BraA03003691","AT3G10572","APEM9","3-phosphoinositide-dependent protein kinase-1","-","-"
"BraA03003330",1.41424760196879,5.36232744665558,44.4132804898613,8.04845719010765e-07,5.48885252046336e-06,FALSE,"27.18071","72.49700","BraA03003330","AT3G03490","PEX19-1","peroxin 19-1","-","-"
"BraA05004014",1.57451292760647,3.91301823930623,44.3764507203873,8.10055565060768e-07,5.51244037788867e-06,FALSE,"10.42597","31.07074","BraA05004014","AT3G10770","AT3G10770","Single-stranded nucleic acid binding R3H protein","-","-"
"BraA03002763",1.00838087040578,6.38616154339404,44.3712410823918,8.10795461512859e-07,5.5144206111739e-06,FALSE," 65.77949","132.35486","BraA03002763","AT5G49980","AFB5","auxin F-box protein 5","-","-"
"BraA04002190",1.37459203932732,3.6308379432734,44.3633254470413,8.11921082249141e-07,5.51797833963795e-06,FALSE," 7.805444","20.253091","BraA04002190","AT2G30160","AT2G30160","Mitochondrial substrate carrier family protein","-","-"
"BraA09001691",1.3265562116526,4.40466468863584,44.3254044590069,8.17337139267242e-07,5.54999420710371e-06,FALSE,"16.14194","40.49521","BraA09001691","AT1G62310","AT1G62310","transcription factor jumonji (jmjC) domain-containing protein","-","-"
"BraA09006285",1.22750465812841,3.91508284759604,44.2673003778624,8.25712169672665e-07,5.59961635098998e-06,FALSE,"11.03187","25.85568","BraA09006285","AT1G14400","UBC1","ubiquitin carrier protein 1","-","YES"
"BraA08003648",1.33777255313695,6.25132465379031,44.2553885921642,8.27440609844342e-07,5.60892127431091e-06,FALSE," 51.66986","130.61369","BraA08003648","AT1G10320","AT1G10320","Zinc finger C-x8-C-x5-C-x3-H type family protein","YES","-"
"BraA09003291",5.88614596447902,3.3688252549455,44.208410596074,8.34295710335676e-07,5.65052258204972e-06,FALSE," 0.4174549","25.3712078","BraA09003291","AT3G01970","WRKY45","WRKY DNA-binding protein 45","YES","-"
"BraA03003693",1.14391175488239,5.71664805266236,44.1843368540251,8.37832486890935e-07,5.67203584673691e-06,FALSE,"40.63351","89.83192","BraA03003693","AT3G10640","VPS60.1","SNF7 family protein","-","-"
"BraA04002024",1.92119427710513,3.2697658817537,44.1599196968676,8.41436368427781e-07,5.68909297210192e-06,FALSE," 5.614478","21.333247","BraA04002024","AT2G28070","ABCG3","ABC-2 type transporter family protein","-","-"
"BraA08000149",3.67282069853491,3.30590214838016,44.1280965926273,8.46158651288141e-07,5.71611037393791e-06,FALSE," 2.164711","27.778073","BraA08000149","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA02003877",11.5167761476975,9.28952161913713,44.1187509141589,8.47550937781778e-07,5.72305952839347e-06,FALSE,"   0.5880364","1769.4111039","BraA02003877","AT5G48180","NSP5","nitrile specifier protein 5","-","-"
"BraA10002212",1.43264952398404,3.80849685709103,44.076894375929,8.53817199163977e-07,5.76209343261343e-06,FALSE,"10.546571","28.489608","BraA10002212","AT5G14670","ARFA1B","ADP-ribosylation factor A1B","-","-"
"BraA05000304",2.19543193346276,5.52786419343135,44.0230072776399,8.61958783649754e-07,5.80789009188661e-06,FALSE," 24.60923","112.66834","BraA05000304","AT2G41410","AT2G41410","Calcium-binding EF-hand family protein","-","-"
"BraA03003213",2.939032375776,4.34506838925867,43.9175087832013,8.78143503770395e-07,5.90682852536155e-06,FALSE," 7.305631","56.149037","BraA03003213","AT4G00355","ATI2","mesoderm induction early response protein","-","-"
"BraA05000211",1.24544059469344,5.37930543836915,43.9111276759637,8.79132979074945e-07,5.91095817626639e-06,FALSE,"31.20678","74.00840","BraA05000211","AT2G46560","AT2G46560","transducin family protein / WD-40 repeat family protein","-","-"
"BraA03004873",2.97913559898364,2.18806772560106,43.8768817463706,8.84464009102876e-07,5.93694303115736e-06,FALSE," 1.620564","12.875210","BraA03004873","AT3G51860","CAX3","cation exchanger 3","-","-"
"BraA01002335",1.44191320524075,5.43391121008067,43.8568705459995,8.87595389426959e-07,5.95259967174279e-06,FALSE,"30.25463","82.22315","BraA01002335","AT4G14990","AT4G14990","Topoisomerase II-associated protein PAT1","-","-"
"BraA03004893",1.00398058356796,5.28974321397322,43.8061339828112,8.95588852770921e-07,6.00067945413278e-06,FALSE,"32.17863","64.54447","BraA03004893","AT3G52250","AT3G52250","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA02003338",1.67033955594089,4.87633417720462,43.7697364910271,9.01371405463688e-07,6.02701186151166e-06,FALSE,"16.89836","53.83608","BraA02003338","AT2G01490","PAHX","phytanoyl-CoA dioxygenase (PhyH) family protein","-","-"
"BraA03002337",1.87934385525484,6.1082056355243,43.7515935116275,9.04268966658669e-07,6.03776922083818e-06,FALSE," 40.26944","148.19319","BraA03002337","AT2G42040","AT2G42040","WRC protein","-","-"
"BraA08000064",2.55529799664223,5.46834022539074,43.72433798191,9.08640911297137e-07,6.05504146647626e-06,FALSE," 22.226694","130.719745","BraA08000064","AT1G55510","BCDH BETA1","branched-chain alpha-keto acid decarboxylase E1 beta subunit","-","-"
"BraA10002056",1.1708973301275,8.36191096182743,43.6978668659689,9.12909030911928e-07,6.0809090759855e-06,FALSE,"236.3595","532.1834","BraA10002056","AT5G16780","DOT2","SART-1 family","-","YES"
"BraA01000843",2.34372048604382,4.42492637956463,43.6887715188278,9.14380561862718e-07,6.08813453626023e-06,FALSE,"10.63991","54.03232","BraA01000843","AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA09000736",1.80570100115829,2.5728166941143,43.5399005410847,9.38836377243094e-07,6.22463545821664e-06,FALSE," 3.769195","13.208700","BraA09000736","AT5G61190","AT5G61190","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein","-","-"
"BraA06004606",1.20889426758099,4.93126977771803,43.5338276959993,9.39848971923884e-07,6.22872539708713e-06,FALSE,"23.36832","54.05224","BraA06004606","AT5G47540","AT5G47540","Mo25 family protein","-","-"
"BraA06003154",1.2143156364287,4.19144713977496,43.4779557544384,9.49221035103243e-07,6.28290121636882e-06,FALSE,"13.44590","31.21074","BraA06003154","AT5G63880","VPS20.1","SNF7 family protein","-","YES"
"BraA06004367",1.25258632139376,5.36264525640834,43.4702055498476,9.50529071184156e-07,6.28689875811045e-06,FALSE,"33.19578","79.09760","BraA06004367","AT3G25800","PP2AA2","protein phosphatase 2A subunit A2","-","-"
"BraA03005699",1.12997994186245,6.76178305984076,43.4326856523149,9.56889229406615e-07,6.31782555663345e-06,FALSE," 83.77352","183.34961","BraA03005699","AT4G27000","ATRBP45C","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA09006750",2.24396802111851,2.88405952277163,43.4318122420931,9.57037834723696e-07,6.31782555663345e-06,FALSE," 4.213333","20.012039","BraA09006750","AT1G06700","AT1G06700","Protein kinase superfamily protein","-","-"
"BraA07001112",1.72175828442868,4.06397503332332,43.4138526126523,9.60099121521088e-07,6.33359604892788e-06,FALSE,"10.019465","33.074982","BraA07001112","AT1G28440","HSL1","HAESA-like 1","-","-"
"BraA03004874",1.26646087636246,6.12987155140412,43.3733462485175,9.67042728771203e-07,6.37139077055619e-06,FALSE," 52.13540","125.44095","BraA03004874","AT3G51880","HMGB1","high mobility group B1","-","-"
"BraA03000237",1.1909054415099,4.42403662263211,43.3644879221404,9.6856848625525e-07,6.37877321073541e-06,FALSE,"10.73425","24.52134","BraA03000237","AT5G05780","RPN8A","RP non-ATPase subunit 8A","-","YES"
"BraA03006410",1.45320776093042,3.8341766569178,43.3205041049017,9.76183104081918e-07,6.42623256304868e-06,FALSE," 9.690398","26.543280","BraA03006410","AT4G36020","CSDP1","cold shock domain protein 1","-","-"
"BraA09000116",1.2011580750346,5.19126674467648,43.3019349553865,9.79417366042179e-07,6.44482832002671e-06,FALSE,"27.71555","63.75264","BraA09000116","AT4G00800","SETH5","transducin family protein / WD-40 repeat family protein","-","-"
"BraA05004295",1.33741572382921,5.24432326529687,43.2781806099064,9.83571744160566e-07,6.46675825108075e-06,FALSE,"28.28163","71.48733","BraA05004295","AT3G07100","ERMO2","Sec23/Sec24 protein transport family protein","-","-"
"BraA04001734",2.20479367480159,4.16856489144169,43.2556266764213,9.87533913586391e-07,6.48738889810092e-06,FALSE," 8.850967","40.828472","BraA04001734","AT2G23780","AT2G23780","RING/U-box superfamily protein","-","-"
"BraA05000463",1.32895659673395,5.64305483843596,43.2162505720839,9.94492968691028e-07,6.52963721125538e-06,FALSE,"33.92291","85.25257","BraA05000463","AT3G05530","RPT5A","regulatory particle triple-A ATPase 5A","-","-"
"BraA01000269",2.06514966532132,4.41714578153498,43.2145495585731,9.94794792413622e-07,6.52963721125538e-06,FALSE,"10.49863","44.03547","BraA01000269","AT2G17990","AT2G17990","polyamine-modulated factor 1-binding protein","-","-"
"BraA02001942",8.41853693335991,1.87827375827799,47.5962625568122,9.95928319345791e-07,6.53435254126834e-06,FALSE," 0.02888677","14.29041818","BraA02001942","AT1G67600","AT1G67600","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA10001849",1.19303167858004,4.88949372769406,43.2031107172819,9.96827060508877e-07,6.53752413850405e-06,FALSE,"23.10845","52.85296","BraA10001849","AT5G19180","ECR1","E1 C-terminal related 1","-","YES"
"BraA03002441",3.83559839015915,5.88888006393758,43.1729644435429,1.00220461125637e-06,6.57005438616214e-06,FALSE," 16.04241","228.82048","BraA03002441","AT2G44130","AT2G44130","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA10001934",1.58162064985016,7.47439226834169,43.1574524531866,1.00498394977985e-06,6.5827912482459e-06,FALSE,"112.44892","336.60433","BraA10001934","AT5G16570","GLN1;4","glutamine synthetase 1;4","-","-"
"BraA04003254",2.21534651473167,8.07112182654295,43.1542498268046,1.00555881846523e-06,6.58381688961842e-06,FALSE,"121.8981","566.1881","BraA04003254","AT2G45820","AT2G45820","Remorin family protein","-","-"
"BraA05003392",1.12848190476421,5.53034022993199,43.1153431031784,1.01257115947179e-06,6.62697299379875e-06,FALSE,"37.04083","80.96477","BraA05003392","AT3G17740","AT3G17740","hypothetical protein","-","-"
"BraA06000718",1.27324796394418,6.21649398908866,43.0956998641421,1.01613172884267e-06,6.64199061959452e-06,FALSE," 50.36956","121.77359","BraA06000718","AT1G54080","UBP1A","oligouridylate-binding protein 1A","-","-"
"BraA02002503",3.10937939051951,3.60203942832951,43.0790207908018,1.01916569210837e-06,6.65905686749094e-06,FALSE," 3.905111","33.757291","BraA02002503","AT1G75800","AT1G75800","Pathogenesis-related thaumatin superfamily protein","-","-"
"BraA09005152",7.30180512469872,1.43040879459351,47.4410435778486,1.0197152508404e-06,6.65988300756343e-06,FALSE," 0.06051267","11.32559824","BraA09005152","AT3G58000","AT3G58000","VQ motif-containing protein","-","-"
"BraA08000700",1.04576794555713,5.04733187723494,43.0686938944243,1.0210491136146e-06,6.6658287218141e-06,FALSE,"28.15495","58.12108","BraA08000700","AT1G43710","EMB1075","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA09001368",1.40927893497215,6.47997948400925,43.05621115001,1.02333077077816e-06,6.67795453235828e-06,FALSE," 59.63398","158.41118","BraA09001368","AT1G63010","AT1G63010","Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein","-","-"
"BraA10002892",1.521302559493,4.23134025667635,43.0284471318043,1.02842550952036e-06,6.70564106041859e-06,FALSE,"14.035534","40.340510","BraA10002892","AT5G09330","NAC082","NAC domain containing protein 82","YES","-"
"BraA06002126",5.66460134899336,6.95050550339742,42.9932827554659,1.03491783319861e-06,6.73681004737226e-06,FALSE," 11.732873","596.000101","BraA06002126","AT1G19540","AT1G19540","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA07001856",5.23405867165488,3.34969380724819,42.9572935479373,1.04160859813639e-06,6.7747600556474e-06,FALSE," 0.7696911","29.4983173","BraA07001856","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA08000670",2.24069121561497,4.04722400293433,42.8799736048438,1.0561427328996e-06,6.85512850137719e-06,FALSE," 8.847636","41.864680","BraA08000670","AT4G13030","AT4G13030","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA10000522",3.99471249526177,8.15753981050183,42.8764067288752,1.05681851037936e-06,6.85668728498394e-06,FALSE," 57.86992","922.47752","BraA10000522","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
