"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03004240",-6.93214344275311,2.26503983942762,59.0842318211728,7.91196040047971e-08,5.71782629492886e-07,FALSE,"16.8494381"," 0.1267003","BraA03004240","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA07004153",-2.1810888020787,4.016346115152,59.0689284063117,7.9293247529359e-08,5.72774536995003e-07,FALSE,"34.317764"," 7.568415","BraA07004153","AT1G80630","AT1G80630","RNI-like superfamily protein","-","-"
"BraA01002792",-1.76878262644837,6.13346751960964,59.0104022630604,7.99611570284174e-08,5.77069514730532e-07,FALSE,"167.21626"," 49.09366","BraA01002792","AT3G44880","ACD1","Pheophorbide a oxygenase family protein with Rieske 2Fe-2S domain-containing protein","-","YES"
"BraA01000370",-2.18194052893292,5.40927966072458,58.9663240307446,8.04682199290266e-08,5.80462778039816e-07,FALSE,"114.12013"," 25.15618","BraA01000370","AT4G34890","XDH1","xanthine dehydrogenase 1","-","-"
"BraA03002353",-2.28489698139047,4.39487780319487,58.8641763685385,8.16567772682223e-08,5.87421240494433e-07,FALSE,"51.762726","10.581925","BraA03002353","AT2G42580","TTL3","tetratricopetide-repeat thioredoxin-like 3","-","-"
"BraA03003529",-1.39513492632889,5.1248055367919,58.815664115719,8.22279192997292e-08,5.90989703094857e-07,FALSE,"61.07800","23.21107","BraA03003529","AT4G33690","AT4G33690","G patch domain protein","-","-"
"BraA10002398",-1.42438172382454,4.53405707206745,58.7941795703459,8.24822456021497e-08,5.92547031391071e-07,FALSE,"42.76131","15.93127","BraA10002398","AT5G11960","AT5G11960","magnesium transporter, putative (DUF803)","-","-"
"BraA03004874",-1.2792369261264,6.12987155140412,58.7305276082561,8.32407649687597e-08,5.9717850529092e-07,FALSE,"108.14051"," 44.55371","BraA03004874","AT3G51880","HMGB1","high mobility group B1","-","-"
"BraA05001737",-1.4340820678015,4.98536112765588,58.6975024099277,8.36372988531829e-08,5.99229444984036e-07,FALSE,"58.32167","21.59596","BraA05001737","AT3G52560","UEV1D-4","ubiquitin E2 variant 1D-4","-","-"
"BraA10003039",-2.50292249109532,5.02708124183502,58.6972068338167,8.36408570921173e-08,5.99229444984036e-07,FALSE,"90.20574","15.90310","BraA10003039","AT5G03730","CTR1","Protein kinase superfamily protein","-","YES"
"BraA01002436",-2.03907881593499,4.04159699428067,58.5685237907426,8.52057217817269e-08,6.09608209474719e-07,FALSE,"34.057016"," 8.267095","BraA01002436","AT3G51000","AT3G51000","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03006434",-3.75826631704716,5.53925840528392,58.5413401406659,8.55403446412765e-08,6.11446423548453e-07,FALSE,"170.957560"," 12.615031","BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA05004295",-1.35074977573526,5.24432326529687,58.5177352248336,8.58320727546489e-08,6.1269697286085e-07,FALSE,"64.83349","25.43496","BraA05004295","AT3G07100","ERMO2","Sec23/Sec24 protein transport family protein","-","-"
"BraA10001830",-1.0014240659712,5.79311957355385,58.5028858180368,8.60161472176631e-08,6.13732618860389e-07,FALSE,"90.47774","45.19291","BraA10001830","AT5G19450","CDPK19","calcium-dependent protein kinase 19","-","-"
"BraA03004979",-1.54738588187683,7.14594504126158,58.4196103708315,8.70564162968071e-08,6.19750335826207e-07,FALSE,"259.54257"," 88.79225","BraA03004979","AT4G16143","IMPA-2","importin alpha isoform 2","-","-"
"BraA06001804",-2.12281715590567,3.37927483947755,58.3111132490288,8.84323099115874e-08,6.28408378333357e-07,FALSE,"20.919447"," 4.801768","BraA06001804","AT1G16240","SYP51","syntaxin of plants 51","-","-"
"BraA06004678",-3.43884162922344,5.31671570278984,58.2963742983247,8.86210358738471e-08,6.29465299934275e-07,FALSE,"101.449694","  9.341359","BraA06004678","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA06002313",-3.26174914639504,7.14369930844424,58.1415926759686,9.06295930623344e-08,6.42861556918046e-07,FALSE,"417.88330"," 43.55817","BraA06002313","AT1G21400","AT1G21400","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA03005072",-1.45716495220369,3.83006930858411,58.0359776966664,9.20284952128514e-08,6.51609768173766e-07,FALSE,"26.033917"," 9.484649","BraA03005072","AT4G17510","UCH3","ubiquitin C-terminal hydrolase 3","-","-"
"BraA01003158",-1.34058653110511,5.20512599090558,57.989388923318,9.2653019690667e-08,6.55736749069739e-07,FALSE,"65.00150","25.66180","BraA01003158","AT1G61620","AT1G61620","phosphoinositide binding protein","-","-"
"BraA03006029",-1.25086226155906,5.20591437018753,57.8343098575092,9.47652625873966e-08,6.70384374438482e-07,FALSE,"57.66652","24.22243","BraA03006029","AT4G31160","DCAF1","DDB1-CUL4 associated factor 1","-","YES"
"BraA03005613",-1.52631200106845,4.37205633359276,57.7975556389936,9.5273503626109e-08,6.73465703464787e-07,FALSE,"39.44767","13.67772","BraA03005613","AT4G25610","AT4G25610","C2H2-like zinc finger protein","YES","-"
"BraA09004227",-1.82270695845032,4.99680515307418,57.7935409237555,9.5329198686121e-08,6.73465703464787e-07,FALSE,"81.33593","23.00181","BraA09004227","AT1G23440","AT1G23440","Peptidase C15, pyroglutamyl peptidase I-like protein","-","-"
"BraA09004982",-1.37214724330359,5.26301441638683,57.7544171586292,9.58738080737599e-08,6.76705712592368e-07,FALSE,"66.48888","25.71202","BraA09004982","AT3G56190","ALPHA-SNAP2","alpha-soluble NSF attachment protein 2","-","-"
"BraA02003068",-2.06076237332563,3.43879279488721,57.7393348959136,9.60846577297086e-08,6.77586251194271e-07,FALSE,"26.646097"," 6.394413","BraA02003068","AT4G12040","SAP7","A20/AN1-like zinc finger family protein","-","-"
"BraA01000633",-2.58554697573213,3.07886068830533,57.7084750197222,9.65176498855072e-08,6.80030353266734e-07,FALSE,"19.903407"," 3.313480","BraA01000633","AT4G32150","VAMP711","vesicle-associated membrane protein 711","-","-"
"BraA09004164",-1.53203521205376,5.00219474123259,57.5858888336012,9.82587020267544e-08,6.91368784041625e-07,FALSE,"65.13737","22.49213","BraA09004164","AT1G27190","AT1G27190","Leucine-rich repeat protein kinase family protein","-","-"
"BraA05003885",-1.91166262610828,4.47764854597305,57.5509508871537,9.87611416917256e-08,6.94283327480018e-07,FALSE,"48.45144","12.87808","BraA05003885","AT3G12170","AT3G12170","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA09000340",-1.93289746724391,3.57122687704908,57.5458998099689,9.88340114818925e-08,6.94485419966513e-07,FALSE,"25.470222"," 6.665846","BraA09000340","AT3G27520","AT3G27520","cryptic loci regulator","-","-"
"BraA01002295",-5.25218389986633,9.42912529079947,57.4764481774663,9.98419075841462e-08,7.00941848962739e-07,FALSE,"3034.88243","  79.62233","BraA01002295","AT4G15530","PPDK","pyruvate orthophosphate dikinase","-","-"
"BraA08003703",-1.79663750251932,5.00114985914353,57.4532832534277,1.00180560965734e-07,7.03005809006089e-07,FALSE,"59.00719","17.01193","BraA08003703","AT1G09430","ACLA-3","ATP-citrate lyase A-3","-","-"
"BraA10000108",-6.38503900443788,4.05508195465504,75.8721166668642,1.01205635563943e-07,7.09882666567053e-07,FALSE,"34.2721066"," 0.3891133","BraA10000108","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA02000333",-1.56431727904804,5.5453904563649,57.3696044315903,1.01414317576444e-07,7.11029558420146e-07,FALSE,"93.15205","31.50194","BraA02000333","AT5G09670","AT5G09670","loricrin-like protein","-","-"
"BraA03005017",-1.26886084499523,4.63569141414343,57.3063727534923,1.02357552322821e-07,7.17323185022799e-07,FALSE,"43.36869","17.97461","BraA03005017","AT4G16535","#N/A","#N/A","-","-"
"BraA08001308",-1.14210009588944,3.75660623150776,57.2896729205536,1.02608254027276e-07,7.18440355155391e-07,FALSE,"20.924832"," 9.497903","BraA08001308","AT4G17170","RABB1C","RAB GTPase homolog B1C","-","-"
"BraA09003159",-2.86552303583306,2.79929737765415,57.2742769836922,1.02839972510624e-07,7.19742626641714e-07,FALSE,"19.795092"," 2.708091","BraA09003159","AT4G05150","AT4G05150","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA03001850",-2.52711864047935,7.09910022512452,57.2603301951008,1.03050371285084e-07,7.20894597345431e-07,FALSE,"420.44400"," 72.93813","BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA10000528",-1.67359657420426,6.98663611283398,57.1834840056264,1.04218079406823e-07,7.28092574284685e-07,FALSE,"245.32962"," 76.86801","BraA10000528","AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA08003859",-2.21306744812714,2.98557789658411,57.13256293096,1.04999760989602e-07,7.3322814462127e-07,FALSE,"20.481772"," 4.412595","BraA08003859","AT1G06110","SKIP16","SKP1/ASK-interacting protein 16","-","-"
"BraA03000088",-1.72107992348751,5.94539609593206,57.0861122318013,1.05718376831843e-07,7.36612329054099e-07,FALSE,"141.49834"," 42.91779","BraA03000088","AT5G03340","AtCDC48C","ATPase, AAA-type, CDC48 protein","-","-"
"BraA09006272",-1.765523111245,3.99251895355027,57.0678167147925,1.06002883156353e-07,7.3826786764646e-07,FALSE,"36.520292","10.736218","BraA09006272","AT1G14580","AT1G14580","C2H2-like zinc finger protein","YES","-"
"BraA08001068",-1.97988582291337,5.46251497168373,57.0500050895891,1.06280664055504e-07,7.39875122615496e-07,FALSE,"103.73101"," 26.31655","BraA08001068","AT2G04690","AT2G04690","Pyridoxamine 5'-phosphate oxidase family protein","-","-"
"BraA01000422",-1.53142888564888,3.56171356105329,57.0306611792806,1.06583237892397e-07,7.40953343471276e-07,FALSE,"23.036999"," 7.979359","BraA01000422","AT4G34280","AT4G34280","transducin family protein / WD-40 repeat family protein","-","-"
"BraA03006432",-2.25116181450144,3.43125122407834,57.0250667239622,1.0667091971448e-07,7.40953343471276e-07,FALSE,"24.380188"," 5.134473","BraA03006432","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA07003453",-2.11046181450474,4.18751681760008,56.9803521205821,1.07374554304835e-07,7.45183194337785e-07,FALSE,"48.476936","11.233560","BraA07003453","AT1G71240","AT1G71240","chromosome-partitioning protein, putative (DUF639)","-","-"
"BraA03000163",-1.28156194486313,4.54789897463437,56.9481374589548,1.07884613292605e-07,7.48393042408817e-07,FALSE,"53.942438","22.181236","BraA03000163","AT5G04320","AT5G04320","Shugoshin C terminus","-","-"
"BraA09004809",-1.50719587610035,3.56081050375972,56.9060960708894,1.08554223758555e-07,7.52043786073792e-07,FALSE,"21.750582"," 7.632538","BraA09004809","AT3G54290","AT3G54290","hemerythrin HHE cation-binding domain protein","-","-"
"BraA08001169",-2.35770395398936,5.77658176426555,56.8314856638113,1.09753719840281e-07,7.59684938560257e-07,FALSE,"148.38650"," 28.95533","BraA08001169","AT4G14950","KMS1","SNARE associated Golgi protein family","-","-"
"BraA05003415",-1.56724432899337,3.95233316039412,56.8272075319666,1.09822933690726e-07,7.59829879688801e-07,FALSE,"30.108036","10.155327","BraA05003415","AT3G17440","NPSN13","Putative plant snare 13","-","-"
"BraA06003704",-3.06386339140739,5.60924915948881,56.7922915381585,1.1038959919108e-07,7.62744640591574e-07,FALSE,"142.89197"," 17.07737","BraA06003704","AT5G25350","EBF2","EIN3-binding F box protein 2","-","-"
"BraA06003918",-1.48888864772855,5.19362312266932,56.759507838959,1.1092455167662e-07,7.65432899338012e-07,FALSE,"65.49256","23.33635","BraA06003918","AT5G49570","PNG1","peptide-N-glycanase 1","-","-"
"BraA07003166",-1.11350647026192,4.40419354046543,56.7429590314455,1.11195658375334e-07,7.66967424552044e-07,FALSE,"30.55024","14.11852","BraA07003166","AT1G67930","AT1G67930","Golgi transport complex protein-like protein","-","-"
"BraA03001585",-5.16648895063919,3.62113326015072,56.6005972103067,1.13557825676964e-07,7.81206370697293e-07,FALSE,"37.7997577"," 1.0372228","BraA03001585","AT5G52120","PP2-A14","phloem protein 2-A14","-","-"
"BraA07000988",-8.78406979782264,3.27025169779742,56.5530007972542,1.14359696340224e-07,7.85692544912758e-07,FALSE,"49.23955068"," 0.09703432","BraA07000988","AT1G30720","AT1G30720","FAD-binding Berberine family protein","-","-"
"BraA05000821",-2.38052303899876,3.88749194544035,56.5104371157505,1.15081991826843e-07,7.89965351659181e-07,FALSE,"39.669872"," 7.615495","BraA05000821","AT2G39300","AT2G39300","CAP-gly domain linker","-","-"
"BraA03003691",-2.18079429331756,2.32735338307142,56.4953300067378,1.15339546520531e-07,7.91361104879781e-07,FALSE,"11.457676"," 2.517439","BraA03003691","AT3G10572","APEM9","3-phosphoinositide-dependent protein kinase-1","-","-"
"BraA07003925",-2.71585142948972,6.01221870440072,56.4711320939433,1.15753392453434e-07,7.92581679627596e-07,FALSE,"221.64775"," 33.74507","BraA07003925","AT1G77000","SKP2B","RNI-like superfamily protein","-","-"
"BraA07002156",-1.3085253995989,3.94331644615029,56.4356357824393,1.16363391963015e-07,7.96330343259936e-07,FALSE,"26.68570","10.78701","BraA07002156","AT3G58580","AT3G58580","DNAse I-like superfamily protein","-","-"
"BraA07002990",-1.64239689484409,5.75282784522379,56.4102437578151,1.16801893323867e-07,7.98983833514847e-07,FALSE,"121.40881"," 38.87677","BraA07002990","AT1G67310","AT1G67310","Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain","YES","-"
"BraA09003000",-1.93775834764818,2.68647626299495,56.4054305951466,1.1688521531336e-07,7.99206467868064e-07,FALSE,"14.823900"," 3.873249","BraA09003000","AT4G12040","SAP7","A20/AN1-like zinc finger family protein","-","-"
"BraA10002498",-6.99149511637617,4.01732949965864,56.3774079438118,1.17371607595598e-07,8.02183718434523e-07,FALSE,"67.0637054"," 0.4982911","BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA05004715",-2.17227049292136,5.24819539460479,56.3703037444829,1.17495265122787e-07,8.0249016164415e-07,FALSE,"93.75362","20.77537","BraA05004715","AT3G01490","AT3G01490","Protein kinase superfamily protein","-","-"
"BraA10001067",-1.230336976433,4.11023896723511,56.3689747805779,1.17518413125144e-07,8.0249016164415e-07,FALSE,"30.14633","12.85405","BraA10001067","AT5G55130","CNX5","co-factor for nitrate, reductase and xanthine dehydrogenase 5","-","-"
"BraA03002867",-1.08787050924269,4.34466467904146,56.3597795097464,1.17678712929374e-07,8.02888141095945e-07,FALSE,"36.26767","17.07128","BraA03002867","AT4G10170","AT4G10170","SNARE-like superfamily protein","-","-"
"BraA07003944",-1.0378750476066,6.73904043694372,56.279764546854,1.19083673291232e-07,8.11418622339388e-07,FALSE,"160.43205"," 78.14229","BraA07003944","AT1G77300","EFS","histone-lysine N-methyltransferase","-","-"
"BraA06002993",-2.88641424789335,3.89505374681873,56.2001958509819,1.20498889780782e-07,8.18581150258742e-07,FALSE,"41.627207"," 5.634579","BraA06002993","AT5G62290","AT5G62290","nucleotide-sensitive chloride conductance regulator (ICln) family protein","-","-"
"BraA06004710",-2.60839583421154,6.66679164524924,56.1710968255119,1.21021002857773e-07,8.21773332606274e-07,FALSE,"310.17719"," 50.85879","BraA06004710","AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase","-","-"
"BraA03001790",-1.30955134728572,5.08171723419444,56.111668920078,1.22094948567763e-07,8.28351073472665e-07,FALSE,"57.78762","23.30547","BraA03001790","AT2G31970","RAD50","DNA repair-recombination protein (RAD50)","-","-"
"BraA06000651",-1.39576976158995,6.77036010032371,56.0101378692796,1.23953793667115e-07,8.39876329022984e-07,FALSE,"190.13319"," 72.28045","BraA06000651","AT1G55860","UPL1","LOW protein: E3 ubiquitin ligase-like protein","-","-"
"BraA05004331",-2.64437105805662,7.21973414108867,55.8974718129652,1.26052565009416e-07,8.53362311074495e-07,FALSE,"312.77185"," 50.02323","BraA05004331","AT3G06580","GALK","Mevalonate/galactokinase family protein","-","-"
"BraA06001857",-1.15888979360549,6.19526900622954,55.8160909417582,1.27592557838243e-07,8.61934274838601e-07,FALSE,"133.97961"," 60.00154","BraA06001857","AT1G16810","AT1G16810","7-dehydrocholesterol reductase-like protein","-","-"
"BraA01002268",-1.02931902721425,5.57600698284742,55.7726593719993,1.28422782145528e-07,8.67170566696957e-07,FALSE,"74.60312","36.54092","BraA01002268","AT5G20660","AT5G20660","Zn-dependent exopeptidases superfamily protein","-","-"
"BraA07002263",-3.17976492917884,5.61632116818082,55.5717887560101,1.32339668515658e-07,8.91324938997199e-07,FALSE,"170.93013"," 18.84412","BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA01003403",-1.25395275033193,5.97278092566576,55.545833160606,1.32855188901923e-07,8.94414317072826e-07,FALSE,"109.90250"," 46.09254","BraA01003403","AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-"
"BraA08002925",-1.65122904377034,5.12460422140826,55.5240627583931,1.33289267353038e-07,8.96569687237958e-07,FALSE,"67.36729","21.44533","BraA08002925","AT1G25260","AT1G25260","Ribosomal protein L10 family protein","-","-"
"BraA06001615",-1.64025061848368,4.7061319647701,55.5057905512719,1.33654785168276e-07,8.98644305232234e-07,FALSE,"45.05361","14.44172","BraA06001615","AT1G14290","SBH2","sphingoid base hydroxylase 2","-","-"
"BraA08002401",-1.89802401577617,5.46289891102643,55.4041977851639,1.35707014695096e-07,9.11443211848574e-07,FALSE,"99.72055","26.74027","BraA08002401","AT4G37820","AT4G37820","transmembrane protein","-","-"
"BraA07004121",-1.59757685801517,3.53569210567517,55.3379471727605,1.37063744188781e-07,9.19600738930695e-07,FALSE,"20.472860"," 6.745341","BraA07004121","AT1G79630","AT1G79630","Protein phosphatase 2C family protein","-","-"
"BraA05004067",-1.31054372643106,4.09162854076025,55.3058410272212,1.37726533661217e-07,9.23260493964038e-07,FALSE,"29.19693","11.77327","BraA05004067","AT3G10210","AT3G10210","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein","-","-"
"BraA03004194",-2.74197721411745,4.48308960906184,55.1912000041788,1.40121716912677e-07,9.37320792267546e-07,FALSE,"78.133201","11.667917","BraA03004194","AT3G20250","PUM5","pumilio 5","-","-"
"BraA05003057",-2.40057732155923,3.77141579096273,55.1379556589819,1.41249505266478e-07,9.44062510783169e-07,FALSE,"35.959919"," 6.802923","BraA05003057","AT3G19910","AT3G19910","RING/U-box superfamily protein","-","-"
"BraA04001529",-1.2341690111756,5.63570559103128,55.053740155089,1.43053493910126e-07,9.54498513838653e-07,FALSE,"81.04536","34.42910","BraA04001529","AT2G21290","AT2G21290","30S ribosomal protein S31","-","-"
"BraA02002992",-1.31214440365136,4.41336591433851,55.0035933692282,1.44139574386102e-07,9.60930495907347e-07,FALSE,"34.37830","13.83912","BraA02002992","AT4G03080","BSL1","BRI1 suppressor 1 (BSU1)-like 1","-","-"
"BraA03002718",-2.16994656495153,2.71292487411553,54.9897953211299,1.4443998236799e-07,9.62118206716956e-07,FALSE,"13.502763"," 2.991210","BraA03002718","AT1G32960","SBT3.3","Subtilase family protein","-","-"
"BraA10001900",-1.20185248101927,5.28456671672813,54.7132670572156,1.50606213054453e-07,9.97702775032442e-07,FALSE,"71.24946","30.95327","BraA10001900","AT5G18610","AT5G18610","Protein kinase superfamily protein","-","-"
"BraA09004810",-1.76966510883542,2.99333691657611,54.6992739912422,1.50925753468939e-07,9.99398973328187e-07,FALSE,"15.386235"," 4.510705","BraA09004810","AT3G54300","VAMP727","vesicle-associated membrane protein 727","-","-"
"BraA10002656",-1.11336190540269,6.63639012593879,54.6959735004558,1.51001229563349e-07,9.99478281466407e-07,FALSE,"164.13829"," 75.85982","BraA10002656","AT5G06140","SNX1","sorting nexin 1","-","-"
"BraA02002362",-1.80322269156828,3.91692676441293,54.5584638975236,1.54182562909348e-07,1.0175402684248e-06,FALSE,"27.505044"," 7.876387","BraA02002362","AT1G73200","AT1G73200","testis-expressed sequence 2-like protein (DUF2404)","-","-"
"BraA04002430",-1.53802610126296,4.70848562394758,54.4129781387084,1.57627899242274e-07,1.03766755921096e-06,FALSE,"50.27226","17.31253","BraA04002430","AT2G33340","MAC3B","MOS4-associated complex 3B","-","-"
"BraA01001993",-1.45464797750878,3.4251760862391,54.36187717394,1.58857831079752e-07,1.04489020526339e-06,FALSE,"18.622996"," 6.798571","BraA01001993","AT1G56440","TPR5","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA04000012",-1.56380664917988,5.37963893030988,54.3421612791425,1.59335150792641e-07,1.04737212886083e-06,FALSE,"63.82835","21.58619","BraA04000012","AT3G63260","ATMRK1","Protein kinase superfamily protein","-","-"
"BraA05000537",-1.1661995286302,7.53079758895537,54.3265327426445,1.59714623302825e-07,1.04921042186414e-06,FALSE,"271.5568","120.9999","BraA05000537","AT2G43970","LARP6b","RNA-binding protein","-","-"
"BraA03002713",-1.03294927656828,4.99318308943237,54.2981399849026,1.60406535666612e-07,1.05331617496557e-06,FALSE,"48.29506","23.60577","BraA03002713","AT4G00060","MEE44","Nucleotidyltransferase family protein","-","-"
"BraA10001047",-2.42569274853687,5.71687217794651,54.2906890616575,1.6058864869408e-07,1.05407228125305e-06,FALSE,"119.91929"," 22.29513","BraA10001047","AT5G54910","AT5G54910","DEA(D/H)-box RNA helicase family protein","-","-"
"BraA03004643",-2.95798418352259,5.7563291143439,54.137695011454,1.6437818683433e-07,1.07670106565641e-06,FALSE,"168.03619"," 21.63138","BraA03004643","AT5G23050","AAE17","acyl-activating enzyme 17","-","-"
"BraA06004704",-3.85233428510406,3.1831704919572,54.1312187017799,1.64540729037084e-07,1.07731741890337e-06,FALSE,"30.430784"," 2.090282","BraA06004704","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA05002410",-3.51229325711115,2.59169421424531,54.1123476677319,1.65015350318022e-07,1.07997572307928e-06,FALSE," 9.3712030"," 0.8067085","BraA05002410","AT1G32190","AT1G32190","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05001419",-1.53643820114496,5.59444406187098,54.0789815457109,1.65858178972579e-07,1.08458983673801e-06,FALSE,"90.79690","31.28780","BraA05001419","AT2G31740","AT2G31740","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02000379",-1.35287577581583,4.33811133325078,54.0711430073144,1.66056858345862e-07,1.0850641920554e-06,FALSE,"37.12262","14.54344","BraA02000379","AT5G10630","AT5G10630","Translation elongation factor EF1A/initiation factor IF2gamma family protein","-","-"
"BraA06004382",-2.84917827794143,4.88781100964866,54.0518748863129,1.6654633745299e-07,1.08761271655585e-06,FALSE,"95.453536","13.231091","BraA06004382","AT3G25590","AT3G25590","micronuclear linker histone polyprotein-like protein","-","-"
"BraA06002233",-2.30682885462974,3.80010309801156,54.0471761991167,1.66665938521773e-07,1.08761271655585e-06,FALSE,"24.821834"," 4.990920","BraA06002233","AT1G20650","ASG5","Protein kinase superfamily protein","-","-"
"BraA03002217",-1.22219484383882,4.87390693212982,54.009738142897,1.67622233287609e-07,1.09249439004015e-06,FALSE,"53.76600","23.05948","BraA03002217","AT2G39840","TOPP4","type one serine/threonine protein phosphatase 4","-","-"
"BraA01002410",-1.22862799892416,4.14319855357061,53.9993703328262,1.67888115295195e-07,1.09377439352085e-06,FALSE,"29.06593","12.40666","BraA01002410","AT3G51460","RHD4","Phosphoinositide phosphatase family protein","-","-"
"BraA05000977",-2.16112875573368,5.72520873615154,53.8248224919503,1.72433880205266e-07,1.12060663684182e-06,FALSE,"106.48706"," 23.81438","BraA05000977","AT2G37280","ABCG33","pleiotropic drug resistance 5","-","-"
"BraA04000888",-1.29270885815756,4.2810432025854,53.7816035411348,1.73579977875011e-07,1.12665932031038e-06,FALSE,"33.33038","13.61252","BraA04000888","AT4G13730","AT4G13730","Ypt/Rab-GAP domain of gyp1p superfamily protein","-","-"
"BraA02002625",-1.87332621487324,2.88457524937274,53.7378255951996,1.74749343124482e-07,1.13284788335228e-06,FALSE,"13.477087"," 3.678483","BraA02002625","AT1G77600","AT1G77600","ARM repeat superfamily protein","-","-"
"BraA02003134",-1.59164396146217,7.54440447454302,53.7083639579324,1.7554111884414e-07,1.13704411959126e-06,FALSE,"343.2118","113.8923","BraA02003134","AT5G37830","OXP1","oxoprolinase 1","-","-"
"BraA02000345",-1.19668339876422,5.07018956558218,53.6924898435027,1.75969347916317e-07,1.13888056587287e-06,FALSE,"59.47138","25.94836","BraA02000345","AT5G09900","EMB2107","26S proteasome regulatory subunit, putative (RPN5)","-","-"
"BraA03003330",-1.34316947172085,5.36232744665558,53.6884699440144,1.76077971031915e-07,1.13911519278354e-06,FALSE,"82.49576","32.52261","BraA03003330","AT3G03490","PEX19-1","peroxin 19-1","-","-"
"BraA06003552",-1.37113739426891,3.71052048905165,53.6645838242033,1.76724910827835e-07,1.14283077092446e-06,FALSE,"22.427963"," 8.669372","BraA06003552","AT5G23710","AT5G23710","DNA binding / DNA-directed RNA polymerase","-","-"
"BraA09003136",-2.16706127304325,3.32259429870634,53.6221084764529,1.77881716957295e-07,1.14842421038057e-06,FALSE,"24.326759"," 5.410849","BraA09003136","AT4G05060","AT4G05060","PapD-like superfamily protein","-","-"
"BraA06003856",-1.22824419677628,5.47003981355759,53.6140614912384,1.78101800393547e-07,1.14937365239624e-06,FALSE,"84.67387","36.16365","BraA06003856","AT5G27320","GID1C","alpha/beta-Hydrolases superfamily protein","-","YES"
"BraA01001789",-1.67700725644932,3.43421162083473,53.6083646428165,1.78257786935404e-07,1.14990883867347e-06,FALSE,"23.513901"," 7.358751","BraA01001789","AT4G26180","AT4G26180","Mitochondrial substrate carrier family protein","-","-"
"BraA07001251",-2.2749041907343,5.0524995709345,53.5763730369106,1.79136517641338e-07,1.15463095318372e-06,FALSE,"70.79686","14.61830","BraA07001251","AT1G25520","AT1G25520","Uncharacterized protein family (UPF0016)","-","-"
"BraA07002377",-1.78028380013651,4.15028251720568,53.5637919650695,1.79483377292971e-07,1.15639310625926e-06,FALSE,"38.818976","11.297749","BraA07002377","AT1G79880","La2","RNA recognition motif (RRM)-containing protein","-","-"
"BraA04002679",-2.81349256478421,4.72137609791453,53.5537062369012,1.79761967457917e-07,1.15771414393929e-06,FALSE,"84.728267","12.038293","BraA04002679","AT2G37110","AT2G37110","PLAC8 family protein","-","-"
"BraA06004571",-1.07029754883764,6.10841209973228,53.5232164550019,1.80607024039039e-07,1.16148255605403e-06,FALSE,"110.21843"," 52.50259","BraA06004571","AT2G01130","AT2G01130","DEA(D/H)-box RNA helicase family protein","-","-"
"BraA05000849",-1.3546312215016,6.16233071920096,53.5219482189315,1.80642267930132e-07,1.16148255605403e-06,FALSE,"127.36293"," 49.80958","BraA05000849","AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA08003648",-1.27203557314007,6.25132465379031,53.5016334261278,1.81207829581743e-07,1.16416785208843e-06,FALSE,"140.61279"," 58.20082","BraA08003648","AT1G10320","AT1G10320","Zinc finger C-x8-C-x5-C-x3-H type family protein","YES","-"
"BraA06004666",-1.59115699782973,3.90182741431857,53.4272277446396,1.8329576310867e-07,1.17710131021235e-06,FALSE,"25.627807"," 8.506795","BraA06004666","AT5G46850","AT5G46850","phosphatidylinositol-glycan biosynthesis class X-like protein","-","-"
"BraA08001583",-3.01905781674218,4.75730792036668,53.3203983092524,1.86339402439696e-07,1.19567150199789e-06,FALSE,"93.237130","11.484588","BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
