"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA07003954",3.16076719535648,6.69003864567519,92.9097821461231,1.38240239894962e-09,2.06638307307379e-08,FALSE," 16.87859","149.26143","BraA07003954","AT1G77490","TAPX","thylakoidal ascorbate peroxidase","-","YES"
"BraA09001777",1.71329918178437,7.11978769411727,92.8737968603013,1.38743562415266e-09,2.0719389681369e-08,FALSE," 57.64842","188.89762","BraA09001777","AT1G60810","ACLA-2","ATP-citrate lyase A-2","-","-"
"BraA03001565",1.81336182137556,5.36608139491063,92.7918060864601,1.39897809854801e-09,2.08324647787566e-08,FALSE,"15.71000","55.17776","BraA03001565","AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA04003220",1.96328337732157,5.94072261412008,92.7450961792619,1.40560042107765e-09,2.09112954893782e-08,FALSE,"19.54125","75.91999","BraA04003220","AT2G45300","AT2G45300","RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta","-","-"
"BraA09005523",3.02588876380638,3.22205626574275,92.6827800865859,1.41448839284615e-09,2.10236518445688e-08,FALSE," 1.865100","14.669693","BraA09005523","AT2G26340","AT2G26340","hypothetical protein","-","-"
"BraA05001005",7.84560198351551,6.37979523464461,92.613616661793,1.42442451996713e-09,2.11513603247949e-08,FALSE,"  0.8200789","184.3996687","BraA05001005","AT2G36885","AT2G36885","translation initiation factor","-","-"
"BraA08001086",3.58801573943259,8.02762215200631,92.5577643716239,1.43250368776114e-09,2.12512799673519e-08,FALSE," 25.54673","304.69719","BraA08001086","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA02002473",4.11760383550436,7.45750648583084,92.5285681391803,1.43674679313623e-09,2.12838799594751e-08,FALSE," 17.55110","300.21725","BraA02002473","AT1G75460","AT1G75460","ATP-dependent protease La (LON) domain protein","-","-"
"BraA03002417",3.16144182442543,6.47389121896409,92.5147631522413,1.43875783207633e-09,2.12838799594751e-08,FALSE," 16.36328","144.75756","BraA03002417","AT2G43710","SSI2","Plant stearoyl-acyl-carrier-protein desaturase family protein","-","-"
"BraA07002364",2.86235282584156,7.35236866378705,92.4586244748237,1.44696738044025e-09,2.13611615123133e-08,FALSE," 30.19046","218.34654","BraA07002364","AT3G63410","APG1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02003648",5.43735783576795,4.54697483749993,92.4478061577582,1.44855525821886e-09,2.13611615123133e-08,FALSE," 0.8204821","34.7520166","BraA02003648","AT3G26690","NUDX13","nudix hydrolase homolog 13","-","-"
"BraA04000752",4.35814981166429,9.11424971917811,92.4419850099189,1.44941045077195e-09,2.13611615123133e-08,FALSE," 38.64526","789.42868","BraA04000752","AT3G52150","PSRP2","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES"
"BraA01003578",3.96236236195626,5.26897036744011,92.3330841624514,1.46551074193626e-09,2.15782404846368e-08,FALSE," 3.813301","56.733630","BraA01003578","AT3G19800","AT3G19800","E3 ubiquitin-protein ligase, putative (DUF177)","-","-"
"BraA08000860",1.73503251503464,5.63532086898524,92.2200077467719,1.48243418776956e-09,2.17887717990507e-08,FALSE,"22.85070","76.16930","BraA08000860","AT1G32200","ATS1","phospholipid/glycerol acyltransferase family protein","-","-"
"BraA03004466",3.14669937515599,6.2682854573808,92.219054181089,1.48257780157454e-09,2.17887717990507e-08,FALSE," 12.81350","111.54876","BraA03004466","AT2G05620","PGR5","proton gradient regulation 5","-","YES"
"BraA09003837",3.43716635842093,6.291580768278,92.2083716548812,1.48418769977821e-09,2.1792084323236e-08,FALSE," 10.40075","110.90666","BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA07003928",2.26705457317254,5.69825867958009,92.0419553330173,1.50951405407225e-09,2.21432909702677e-08,FALSE,"15.25409","73.28753","BraA07003928","AT1G77090","AT1G77090","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA04000186",5.23074320576345,3.56280495043241,91.9690732202296,1.52075323150715e-09,2.22873890725536e-08,FALSE," 0.47511146","18.33833402","BraA04000186","AT3G60440","AT3G60440","Phosphoglycerate mutase family protein","-","-"
"BraA05002485",4.74062583504818,5.52281126093314,91.8488288032938,1.53949537693208e-09,2.252012753988e-08,FALSE,"  3.183617"," 82.692497","BraA05002485","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA09006751",3.70022827333461,9.56407836615311,91.8079592257288,1.54592261241357e-09,2.25931494144751e-08,FALSE,"  77.24379","1001.52415","BraA09006751","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-"
"BraA03000494",3.61761430950886,2.37376735618524,101.201165784308,1.56217834802817e-09,2.2773137440181e-08,FALSE,"0.3025052","3.8122050","BraA03000494","AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-"
"BraA08003076",3.12595276046504,7.6815767705977,91.7028995453932,1.56257868077481e-09,2.2773137440181e-08,FALSE," 28.98185","251.41863","BraA08003076","AT1G22740","RABG3B","RAB GTPase homolog G3B","-","-"
"BraA03000615",3.43625144558965,10.2143240858987,91.5173457259924,1.5924743956898e-09,2.31231983285586e-08,FALSE," 156.6373","1693.4896","BraA03000615","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA06003369",4.39503880408091,5.94633821088168,91.4699261575265,1.60021374763541e-09,2.32075402190052e-08,FALSE,"  5.626939","119.913728","BraA06003369","AT5G65880","AT5G65880","transmembrane protein","-","-"
"BraA05001818",4.55991410608149,5.88591567522117,91.4548900012624,1.60267632443354e-09,2.32075402190052e-08,FALSE," 3.023988","69.447279","BraA05001818","AT4G14070","AAE15","acyl-activating enzyme 15","-","-"
"BraA06000226",2.68841843860009,5.15674386686963,91.4081065124101,1.61036475222478e-09,2.32908956576434e-08,FALSE," 6.102534","38.815711","BraA06000226","AT5G45480","AT5G45480","transmembrane protein, putative (DUF594)","-","-"
"BraA10000595",2.73752282603732,9.49621125357584,91.3927212508787,1.61290192292448e-09,2.32908956576434e-08,FALSE," 164.8543","1098.9578","BraA10000595","AT1G07320","RPL4","ribosomal protein L4","-","YES"
"BraA01000367",5.39274139898828,7.18946401001297,91.2957977158917,1.62898568705173e-09,2.35015900221762e-08,FALSE,"  2.495731","107.149641","BraA01000367","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA08000539",1.30088218265014,6.65729153606526,91.284530043087,1.63086675176012e-09,2.3507181934711e-08,FALSE," 52.22987","128.65756","BraA08000539","AT1G45230","AT1G45230","DCL protein (DUF3223)","-","-"
"BraA02000332",2.87823901644131,8.57993802469632,91.231752202493,1.6397091351324e-09,2.3613011698979e-08,FALSE," 79.91701","586.77852","BraA02000332","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA09001292",1.70903701583899,5.27158681028847,91.0420986237364,1.67191602639127e-09,2.39795478397787e-08,FALSE,"13.61846","44.71935","BraA09001292","AT4G29130","HXK1","hexokinase 1","-","YES"
"BraA02000080",6.69111094551812,3.46846918190894,91.0370708858353,1.6727791313899e-09,2.39795478397787e-08,FALSE," 0.27936707","20.71199166","BraA02000080","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA08003974",3.47448252350703,6.42733717705514,90.9129491640213,1.6942411533369e-09,2.41990524079155e-08,FALSE," 10.93848","119.22941","BraA08003974","AT1G03630","POR C","protochlorophyllide oxidoreductase C","-","YES"
"BraA05002974",2.39550671332178,5.74033863466358,90.8697263220536,1.7017849287747e-09,2.42847640787977e-08,FALSE,"11.24559","58.36121","BraA05002974","AT1G50900","GDC1","Ankyrin repeat family protein","-","YES"
"BraA01000375",2.89117337266746,7.88121288276608,90.8257871852195,1.70949113597045e-09,2.43726363045063e-08,FALSE," 45.21621","334.78726","BraA01000375","AT4G34830","MRL1","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA08000890",4.0494406239526,5.49927559547944,90.7685947766217,1.71957858560104e-09,2.44854086279915e-08,FALSE," 3.501494","54.655951","BraA08000890","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA01000618",1.66236031155519,3.9060005405488,90.7633199671587,1.7205121945717e-09,2.44854086279915e-08,FALSE," 5.872290","18.696026","BraA01000618","AT4G32300","SD2-5","S-domain-2 5","-","-"
"BraA07000236",4.90478449764233,5.51507858077766,90.7443889093874,1.7238674128138e-09,2.45028443723632e-08,FALSE," 1.948039","53.010192","BraA07000236","AT2G18328","RL4","RAD-like 4","YES","-"
"BraA09001123",10.0651895081761,2.59191155451306,105.950758773361,1.72485079825784e-09,2.45028443723632e-08,FALSE," 0.000000","13.000783","BraA09001123","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA03001254",4.33543883384918,6.45376525408792,90.5443235728344,1.75976342791546e-09,2.49313018500355e-08,FALSE,"  7.858892","154.769999","BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA03005253",2.43897124513708,5.49136152417927,90.3788730465766,1.79006243160622e-09,2.53377542027715e-08,FALSE,"10.16086","54.93311","BraA03005253","AT4G20270","BAM3","Leucine-rich receptor-like protein kinase family protein","-","YES"
"BraA02003931",3.81468883034664,5.74890764171883,90.356128063558,1.79427184462942e-09,2.53580601874265e-08,FALSE,"  5.501268"," 76.788384","BraA02003931","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA03003039",2.42387676514974,3.69898645721321,90.3537146458834,1.7947191263528e-09,2.53580601874265e-08,FALSE," 3.802896","20.454897","BraA03003039","AT4G02980","ABP1","endoplasmic reticulum auxin binding protein 1","-","-"
"BraA05000177",2.75026323456659,3.9629235449038,90.3402377365536,1.79721904652993e-09,2.53706078855436e-08,FALSE," 3.510841","23.230941","BraA05000177","AT2G46915","AT2G46915","DUF3754 family protein, putative (DUF3754)","-","-"
"BraA02002662",5.35924025813789,4.1666287025402,90.3308149888156,1.79896918059676e-09,2.53725581564454e-08,FALSE," 0.43631323","17.18420557","BraA02002662","AT1G78090","TPPB","trehalose-6-phosphate phosphatase","-","-"
"BraA06001935",4.33806031321813,5.88409141282195,90.2228576378837,1.81915329214912e-09,2.56342639377145e-08,FALSE," 4.488237","86.652769","BraA06001935","AT1G17650","GLYR2","glyoxylate reductase 2","-","-"
"BraA01001644",2.48027144242726,4.73651090931214,90.1871390537594,1.82588542757773e-09,2.5706115053733e-08,FALSE," 7.576184","42.223413","BraA01001644","AT4G24750","AT4G24750","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA02000521",1.57205026038004,4.85201825259654,90.1296403589529,1.83677953207022e-09,2.58167256940266e-08,FALSE,"13.22867","39.40694","BraA02000521","AT5G13410","AT5G13410","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA10002552",2.79687285718541,5.46931272966304,90.1283626683103,1.8370224127897e-09,2.58167256940266e-08,FALSE," 7.328856","50.969775","BraA10002552","AT5G10030","TGA4","TGACG motif-binding factor 4","YES","-"
"BraA02001817",1.102056995531,4.81453590830885,90.0008428785525,1.86143950203655e-09,2.60899891024536e-08,FALSE,"14.31958","30.77512","BraA02001817","AT1G65410","ABCI13","non-intrinsic ABC protein 11","-","-"
"BraA07003034",12.196282054211,4.63636541060248,104.943119079399,1.8718464109869e-09,2.62125111289447e-08,FALSE," 0.00000000","57.03379078","BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA08000597",4.31930943419347,7.82738361701363,89.8729188575616,1.88628863200903e-09,2.63912738380641e-08,FALSE," 17.16009","338.85053","BraA08000597","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA02001794",2.30226632005297,4.97099375253901,89.8587923942379,1.88905470199211e-09,2.64065017845079e-08,FALSE," 8.590686","41.831355","BraA02001794","AT1G64980","CDI","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA05000809",3.36605230621965,5.37199978019978,89.730450226897,1.91438791134264e-09,2.67368817431528e-08,FALSE," 6.720100","67.946497","BraA05000809","AT2G39450","MTP11","Cation efflux family protein","-","-"
"BraA07002703",4.92978936174164,3.49960680732808,89.6613006186441,1.92819001195412e-09,2.69057719753173e-08,FALSE," 0.5374276","14.7446547","BraA07002703","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA01004403",1.00526242616573,5.89103240719199,89.5989755730941,1.94072259726093e-09,2.70288939024228e-08,FALSE,"32.81303","65.86962","BraA01004403","AT3G09250","AT3G09250","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA02000559",7.86630211515918,4.52512106659152,89.591829916403,1.94216512094283e-09,2.70288939024228e-08,FALSE," 0.26034176","71.10931908","BraA02000559","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA06002247",1.83255549963683,6.665096034508,89.5590536858248,1.94879673659609e-09,2.70972267085004e-08,FALSE," 32.89540","116.79420","BraA06002247","AT1G20830","MCD1","multiple chloroplast division site 1","-","-"
"BraA04001292",2.3158954459208,4.13546508251131,89.5225811710655,1.95620514983564e-09,2.71522654836094e-08,FALSE," 4.919639","24.308937","BraA04001292","AT5G39760","HB23","homeobox protein 23","YES","-"
"BraSca000184",2.35111930485276,4.17328109458805,89.451658909137,1.97069884331844e-09,2.7281266309439e-08,FALSE," 4.559680","23.275075","BraSca000184","AT5G51040","SDHAF2","succinate dehydrogenase assembly factor","-","-"
"BraA08000596",2.07671707508453,7.33432596204877,89.4146888020048,1.97830028317291e-09,2.73384077762437e-08,FALSE," 39.57832","166.69325","BraA08000596","AT4G13940","HOG1","S-adenosyl-L-homocysteine hydrolase","-","YES"
"BraA03000427",3.83698462328366,5.84190207776591,89.29734997818,2.00263810325438e-09,2.76020348031733e-08,FALSE,"  7.278797","101.735204","BraA03000427","AT5G09870","CESA5","cellulose synthase 5","-","-"
"BraA07000870",3.24923647147831,5.70600089861263,89.2432877346146,2.01396070048237e-09,2.77054369746899e-08,FALSE," 7.000286","64.972946","BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA05004187",2.9689181683555,6.98538773043883,89.2375508652192,2.01516628444232e-09,2.77054369746899e-08,FALSE," 20.50297","160.15346","BraA05004187","AT3G08740","AT3G08740","elongation factor P (EF-P) family protein","-","-"
"BraA01002630",2.88755184711913,7.37272029797989,89.2279714402276,2.01718111645455e-09,2.77054369746899e-08,FALSE," 29.09283","214.17238","BraA01002630","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA01001052",4.20038047909486,5.0125873501578,89.172707042651,2.02884764064706e-09,2.7814315153386e-08,FALSE," 3.447358","61.008411","BraA01001052","AT4G18370","DEG5","DEGP protease 5","-","-"
"BraA05003247",4.75936333587204,4.92247644310904,89.1653339416207,2.03040966399241e-09,2.7814315153386e-08,FALSE," 1.321319","32.073578","BraA05003247","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraSca000325",1.43691720778784,5.49518333800557,89.1146983551255,2.04117239006964e-09,2.79374377562575e-08,FALSE,"19.97984","53.95417","BraSca000325","AT5G49950","AT5G49950","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05000715",1.99477581502318,6.75164259784875,89.0719274323053,2.05031175080346e-09,2.80381467920474e-08,FALSE," 33.84337","134.43045","BraA05000715","AT2G45990","AT2G45990","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA06001784",1.79078514944777,3.97438545025608,89.0512332461388,2.0547496673022e-09,2.80744442390075e-08,FALSE," 5.910358","20.417472","BraA06001784","AT1G15950","CCR1","cinnamoyl coa reductase 1","-","-"
"BraA10002278",3.33300307910238,5.69336527137464,89.0211424713931,2.06122133258112e-09,2.81140587303525e-08,FALSE," 6.960175","68.639648","BraA10002278","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA08002092",3.0612195670203,9.73618464042419,89.0055384765759,2.06458602112259e-09,2.81194778887896e-08,FALSE," 118.4383"," 987.6756","BraA08002092","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA01001824",5.50791497419799,8.40561702222625,89.0009759679446,2.06557096157470e-09,2.81194778887896e-08,FALSE,"  8.731586","387.993907","BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA09003607",2.69975300630895,10.1175935909138,88.9202719630917,2.08307772955875e-09,2.82895974661387e-08,FALSE," 187.3195","1215.9837","BraA09003607","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA09002432",3.27283959980391,7.71098700762971,88.8639490086645,2.09539109438917e-09,2.84078000221237e-08,FALSE," 34.67682","333.79258","BraA09002432","AT1G79850","RPS17","ribosomal protein S17","-","YES"
"BraA03000344",3.5829052305245,6.61445929256685,88.749167769279,2.1207301169711e-09,2.87265852333262e-08,FALSE," 13.181907","155.204745","BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA03002947",2.43194192287313,7.56495472689059,88.7295524014995,2.12509359845167e-09,2.87609400168782e-08,FALSE," 49.29744","265.64349","BraA03002947","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA07004037",2.38087825044342,7.35729288354538,88.6493335487441,2.14304022770768e-09,2.89789116702053e-08,FALSE," 51.41171","267.76754","BraA07004037","AT1G78510","SPS1","solanesyl diphosphate synthase 1","-","-"
"BraA07001400",2.4405788314858,6.70721556934211,88.6154648201166,2.15066674018549e-09,2.90570768158967e-08,FALSE," 16.32739"," 88.13909","BraA07001400","AT1G23090","AST91","sulfate transporter 91","-","-"
"BraA05001598",3.91671916281154,9.15505523516489,88.5579606918919,2.16368304905496e-09,2.9142091738525e-08,FALSE," 56.66883","852.59293","BraA05001598","AT2G29630","THIC","thiaminC","-","-"
"BraSca000524",2.83902681690506,7.52433368821726,88.52719888515,2.17068123129003e-09,2.91561216088554e-08,FALSE," 37.98941","270.77660","BraSca000524","AT4G10060","AT4G10060","Beta-glucosidase, GBA2 type family protein","-","-"
"BraA05004474",2.10364192157701,6.4222468405917,88.5066247798152,2.17537547411332e-09,2.91655962202245e-08,FALSE," 18.44618"," 79.02380","BraA05004474","AT3G05030","NHX2","sodium hydrogen exchanger 2","-","YES"
"BraA05003251",4.24179815373009,5.52483885361285,88.4036149071072,2.19904490218219e-09,2.94578440513598e-08,FALSE," 2.580202","46.154238","BraA05003251","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01004592",2.91297398611891,7.62213525090836,88.3578263512651,2.20965580597249e-09,2.95748149540876e-08,FALSE," 36.06709","270.46668","BraA01004592","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA09003862",5.18930550382362,2.60450280398542,88.2123894962212,2.24372947234645e-09,2.99768812735623e-08,FALSE," 0.3230760"," 9.5063065","BraA09003862","AT1G28580","AT1G28580","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA07003190",1.99969449899835,4.67059820626291,88.2052814737373,2.24540934063087e-09,2.99768812735623e-08,FALSE," 8.35962","33.40062","BraA07003190","AT1G68260","AT1G68260","Thioesterase superfamily protein","-","-"
"BraA02003699",3.35056502443852,7.33383296626499,88.1726710259612,2.25313383448928e-09,2.99782980176343e-08,FALSE," 21.47962","217.76072","BraA02003699","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA02000880",3.87919029728596,6.78330644742071,88.1315251420019,2.26292134735035e-09,3.00830929115663e-08,FALSE,"  9.32573","136.24238","BraA02000880","AT5G19190","AT5G19190","hypothetical protein","-","-"
"BraA04002094",1.24922585642873,10.32871153998,88.036074693481,2.28580478461447e-09,3.03360601263336e-08,FALSE," 724.7710","1722.8722","BraA04002094","AT2G28800","ALB3","63 kDa inner membrane family protein","-","-"
"BraA08000635",1.88448725786351,7.12388954414908,88.0026772185309,2.29387081097334e-09,3.04008615707211e-08,FALSE," 57.80567","213.40310","BraA08000635","AT4G13430","IIL1","isopropyl malate isomerase large subunit 1","-","-"
"BraA08003838",3.12178250001171,9.51425114904412,87.9918934831384,2.29648185562817e-09,3.04008615707211e-08,FALSE,"  98.04582"," 852.45129","BraA08003838","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-"
"BraA04000177",4.81499477487999,4.45716274571713,87.931696106377,2.31111676971817e-09,3.05688890381211e-08,FALSE," 1.321848","35.255920","BraA04000177","AT2G28580","AT2G28580","transmembrane protein, putative (DUF247)","-","-"
"BraA03001226",5.93042555731627,4.08102838726354,87.9190788593544,2.31419704257809e-09,3.05839306886475e-08,FALSE," 0.5301502","30.3761010","BraA03001226","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein","-","-"
"BraA07001963",6.48875023225949,8.26918556757627,87.8953447872092,2.32000337916069e-09,3.06349439496554e-08,FALSE,"  6.83240","594.50429","BraA07001963","AT3G54600","DJ1F","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA05001819",5.18758300379231,4.43680817735894,87.8578960627919,2.32919709712628e-09,3.06514002333467e-08,FALSE," 0.7335235","27.4590090","BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA01000535",1.71732673361755,4.97797688436271,87.8470225403407,2.33187397166285e-09,3.06514002333467e-08,FALSE,"13.70805","44.83231","BraA01000535","AT4G33030","SQD1","sulfoquinovosyldiacylglycerol 1","-","-"
"BraA07000879",5.82124983054863,3.25433917619285,87.7708488249607,2.35072060604084e-09,3.08336186159024e-08,FALSE," 0.2786683","15.0563854","BraA07000879","AT3G23760","AT3G23760","transferring glycosyl group transferase","-","-"
"BraA06004929",10.1123920699977,2.93071467417995,102.137125308101,2.35897209385974e-09,3.0916087225106e-08,FALSE," 0.0000000","13.4501531","BraA06004929","AT5G42760","AT5G42760","Leucine carboxyl methyltransferase","-","-"
"BraA05000075",1.41755485147419,5.75839766233612,87.6909986960408,2.37065463627859e-09,3.1017542788882e-08,FALSE,"26.23157","70.11716","BraA05000075","AT2G48120","PAC","pale cress protein (PAC)","-","YES"
"BraA08003979",4.27795751363764,3.53444724163564,87.3150632333447,2.46700409430255e-09,3.22246011986075e-08,FALSE," 0.9589391","18.1354444","BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA08000671",2.58573579686495,4.12370771362684,87.2451630143509,2.4853836612639e-09,3.24377602224658e-08,FALSE," 4.323280","25.895553","BraA08000671","AT4G13010","AT4G13010","Oxidoreductase, zinc-binding dehydrogenase family protein","-","-"
"BraA06002206",4.90450948293815,8.84412818082599,87.2355485520704,2.48792330367335e-09,3.24440039766516e-08,FALSE," 19.88079","590.53219","BraA06002206","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA08003271",4.68934924577659,3.96833793616296,87.184217993034,2.50152996489142e-09,3.25674786165352e-08,FALSE," 1.0874277","24.2454337","BraA08003271","AT1G18810","AT1G18810","phytochrome kinase substrate-like protein","-","-"
"BraA09005096",1.87699814055658,4.27049239965574,87.1407731607879,2.51310945739187e-09,3.26911924457422e-08,FALSE," 6.804119","24.889385","BraA09005096","AT3G57430","OTP84","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06001811",2.01887694587555,6.24997332886736,87.1211944056738,2.51834686839637e-09,3.27322706098752e-08,FALSE," 31.45872","127.51035","BraA06001811","AT1G16320","AT1G16320","plant/protein (DUF2358)","-","-"
"BraA04002794",2.61336236981752,4.85047977256183,87.1022304326666,2.5234311283233e-09,3.27712920460468e-08,FALSE," 7.291741","44.028090","BraA04002794","AT2G26900","BASS2","Sodium Bile acid symporter family","-","-"
"BraA03000965",1.8300778313225,4.97795834268883,87.0091521137829,2.54854771725112e-09,3.30701904942561e-08,FALSE,"11.117139","39.641075","BraA03000965","AT5G19370","AT5G19370","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein","-","-"
"BraA09002744",3.25967614834934,5.41257202584097,86.9500552419725,2.56463550067234e-09,3.32515344156364e-08,FALSE," 5.965751","55.873367","BraA09002744","AT4G11010","NDPK3","nucleoside diphosphate kinase 3","-","-"
"BraA03004456",4.96927641228606,10.0377113553005,86.8799199077281,2.58387155217827e-09,3.34183551612868e-08,FALSE,"  47.50582","1480.33461","BraA03004456","AT2G05100","LHCB2.1","photosystem II light harvesting complex protein 2.1","-","-"
"BraA05002595",3.34817271674312,6.78770246022756,86.8138836638591,2.60212667197132e-09,3.35788177469916e-08,FALSE," 19.14229","195.52381","BraA05002595","AT3G21760","HYR1","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA10000380",2.26044111764536,10.2290020064097,86.8118957632423,2.60267837683163e-09,3.35788177469916e-08,FALSE," 369.3291","1769.1988","BraA10000380","AT1G05190","emb2394","Ribosomal protein L6 family","-","-"
"BraA09001287",3.15581416843358,5.10705638978796,86.7835792831712,2.61055090117835e-09,3.3625262835145e-08,FALSE," 6.376817","56.893329","BraA09001287","AT2G20610","SUR1","Tyrosine transaminase family protein","-","-"
"BraA01001854",6.1927945548355,3.41704717566397,86.7715232939407,2.61391054531044e-09,3.36410073452055e-08,FALSE," 0.19551414","15.41510859","BraA01001854","AT4G26790","AT4G26790","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA02000894",5.12707933415979,3.44917669559763,86.6729772264841,2.64154915382348e-09,3.39137402846373e-08,FALSE," 0.5588419","16.4798831","BraA02000894","AT5G19370","AT5G19370","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein","-","-"
"BraA02002714",2.1571240669952,10.8505904873905,86.6729182354254,2.64156579345396e-09,3.39137402846373e-08,FALSE," 491.4625","2191.9280","BraA02002714","AT1G79040","PSBR","photosystem II subunit R","-","-"
"BraA01004714",2.76883513496936,6.37635305462953,86.6315706014173,2.65325679385206e-09,3.40360732968472e-08,FALSE," 17.45676","117.61919","BraA01004714","AT3G02730","TRXF1","thioredoxin F-type 1","-","-"
"BraA03001714",7.23859326414883,2.62339929985217,95.0674537923575,2.7091770643155e-09,3.4696864924594e-08,FALSE,"0.0643874","9.5028191","BraA03001714","AT2G30540","AT2G30540","Thioredoxin superfamily protein","-","-"
"BraA07001497",2.74544065260263,8.3373174647941,86.4199701414984,2.71397309683375e-09,3.47300297107018e-08,FALSE," 52.39709","350.97586","BraA07001497","AT1G21500","AT1G21500","hypothetical protein","-","-"
"BraA02001692",2.62668526002533,6.74990917295564,86.3820050124906,2.72502559766663e-09,3.48431380237796e-08,FALSE," 21.87009","134.78675","BraA02001692","AT5G52060","BAG1","BCL-2-associated athanogene 1","-","-"
"BraA06001510",4.86253011427802,2.83070597040847,86.3020799313948,2.74845373917364e-09,3.50780289390651e-08,FALSE," 0.3447764","10.9306144","BraA06001510","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA06002322",5.78599598935779,7.61255934463835,86.2965532915937,2.75008181136e-09,3.50780289390651e-08,FALSE,"  4.357213","227.469662","BraA06002322","AT1G21500","AT1G21500","hypothetical protein","-","-"
"BraA04003250",2.8695806158739,5.87410374236191,86.0942127681029,2.81041589615974e-09,3.57606679107149e-08,FALSE,"10.48560","75.59961","BraA04003250","AT2G45770","CPFTSY","signal recognition particle receptor protein, chloroplast (FTSY)","-","-"
"BraA03000418",1.8114427563141,6.75958096636203,86.0443202696826,2.82551287857326e-09,3.59237259359799e-08,FALSE," 42.01400","147.37899","BraA03000418","AT5G09650","PPa6","pyrophosphorylase 6","-","-"
