"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.D_Avg_CPM","phyB.D_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA09002571",-1.56664995259935,7.74049278331841,73.6815974420264,1.15764054333196e-08,1.14311556788238e-07,"BraA09002571",-1.51268402614953,7.74049278331841,51.6967345345283,2.40040734057626e-07,2.04893771912529e-06,"419.3691","418.0127","141.5530","146.5166","AT3G25840","AT3G25840","Protein kinase superfamily protein","-","-","Both_sig"
"BraA07000528",-1.49425597339947,3.81539375547832,73.6349635577185,1.16420979547822e-08,1.14744284162976e-07,"BraA07000528",-2.00798851788818,3.81539375547832,96.9130461356281,9.29106773864973e-10,3.05305649700098e-08,"26.915654","30.306371"," 9.546060"," 7.518732","AT4G34110","PAB2","poly(A) binding protein 2","-","-","Both_sig"
"BraA05004722",-3.73494624100622,4.23241784494966,73.6282615421578,1.16515722304177e-08,1.14748915931407e-07,"BraA05004722",-3.52291218060388,4.23241784494966,50.177738769707,3.0577899656016e-07,2.4821874192145e-06,"65.501714","57.178862"," 4.918459"," 4.963889","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-","Both_sig"
"BraA04001984",-1.449018181854,7.96949004408554,73.6170593324734,1.16674268924471e-08,1.14748915931407e-07,"BraA04001984",-1.39493595084452,7.96949004408554,51.3165036306459,2.54913455514386e-07,2.15138755485064e-06,"494.0574","456.3140","180.9531","173.5159","AT2G27285","AT2G27285","nuclear speckle splicing regulatory-like protein (DUF2040)","-","-","Both_sig"
"BraA03000975",-2.28788780136463,3.6494351911849,73.6069559307864,1.16817464976047e-08,1.14775711530772e-07,"BraA03000975",-2.43709122121836,3.6494351911849,62.5679227222342,4.85417079417322e-08,5.84133396791181e-07,"31.733382","36.572458"," 6.507743"," 6.734795","AT5G19630","AT5G19630","alpha/beta-Hydrolases superfamily protein","-","-","Both_sig"
"BraA07000682",-1.33761907511811,5.33497574422487,73.5556926203677,1.17546970697753e-08,1.15420419138031e-07,"BraA07000682",-1.48158223978635,5.33497574422487,67.1937058344196,2.61557921542385e-08,3.56668980439095e-07,"75.97142","74.10412","30.05412","26.55381","AT2G04280","AT2G04280","calcium ion-binding protein","-","-","Both_sig"
"BraA10003068",-3.30300026802734,5.25192723027491,73.4299272030823,1.19357734168788e-08,1.17052382293877e-07,"BraA10003068",-2.03844155912057,5.25192723027491,23.3286385577099,6.94046825282245e-05,0.000230816160116002,"130.508163"," 90.708566"," 13.205601"," 22.111634","AT5G03230","AT5G03230","senescence regulator (Protein of unknown function, DUF584)","-","-","Both_sig"
"BraA08003854",-1.28147020902568,6.57241715615558,73.2300149612096,1.22298733707514e-08,1.19712815208724e-07,"BraA08003854",-1.50228721656448,6.57241715615558,74.7598891092345,1.01644100569914e-08,1.75425234974829e-07,"174.64018","206.43228"," 71.85820"," 72.87167","AT1G06230","GTE4","global transcription factor group E4","-","-","Both_sig"
"BraA04003311",-4.54118452308887,8.92130787488398,73.0393636274432,1.25176956319125e-08,1.22302004498016e-07,"BraA04003311",-4.275276745035,8.92130787488398,49.8381627729989,3.23007716277867e-07,2.60591566079632e-06,"1712.08835","1750.34594","  73.52748","  90.36632","AT2G46800","ZAT","zinc transporter","-","-","Both_sig"
"BraA02004208",-1.05855304392616,6.10557315758095,73.0026036853568,1.25740330471638e-08,1.22628398144526e-07,"BraA02004208",-0.900608739213757,6.10557315758095,40.0057665548939,1.78951940221174e-06,1.04632375151607e-05,"105.85777","114.27721"," 50.82574"," 61.22254","AT5G23630","PDR2","phosphate deficiency response 2","-","-","Both_sig"
"BraA07000240",-1.91448620962625,5.48973023391796,72.9791946634931,1.2610052682128e-08,1.22899213137272e-07,"BraA07000240",-2.25516565812096,5.48973023391796,74.6386401227924,1.03134225855286e-08,1.7683362908085e-07," 86.05609","114.49679"," 22.82074"," 23.96276","AT2G18280","TLP2","tubby like protein 2","-","-","Both_sig"
"BraA07000550",-1.35902929465642,4.72239936099689,72.9663469037412,1.26298692569053e-08,1.23016177044363e-07,"BraA07000550",-1.36808160429027,4.72239936099689,55.6234587691181,1.31319876419791e-07,1.27198452606001e-06,"48.47499","49.95645","18.90325","19.37416","AT5G51340","AT5G51340","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","Both_sig"
"BraA07002105",-1.65006928345612,5.82417444996587,72.9525973169587,1.26511143071012e-08,1.23146901171164e-07,"BraA07002105",-1.52093773705463,5.82417444996587,46.8388115777242,5.3032282066483e-07,3.85555713499511e-06,"123.44561","110.40545"," 39.32515"," 38.47153","AT3G57910","AT3G57910","D111/G-patch domain-containing protein","-","-","Both_sig"
"BraA06002253",-2.62510252033451,3.17844555026808,72.8952595098213,1.27401287681995e-08,1.23936728560853e-07,"BraA06002253",-2.60348953152836,3.17844555026808,54.6900807634165,1.51136087517535e-07,1.41960777394685e-06,"22.482666","25.186050"," 3.640041"," 4.129150","AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","Both_sig"
"BraA08000528",-1.52101510478417,4.67876633586364,72.7564144320334,1.29585112575337e-08,1.25983302775528e-07,"BraA08000528",-1.81532134055888,4.67876633586364,76.7434385429649,8.03144033403872e-09,1.4648304850263e-07,"51.52147","60.19521","17.96527","17.10085","AT1G45976","SBP1","S-ribonuclease binding protein 1","-","-","Both_sig"
"BraA08003327",-1.76820124134796,3.86491169274406,72.7326825678728,1.29962432317812e-08,1.26194243348696e-07,"BraA08003327",-2.02007129654203,3.86491169274406,70.9956253139234,1.61107185014343e-08,2.46474354247438e-07,"26.917689","33.989508"," 7.915805"," 8.361365","AT1G17780","AT1G17780","transmembrane protein","-","-","Both_sig"
"BraA06000925",-1.65730829372636,3.68540293878293,72.7086938220586,1.30345049641482e-08,1.26409801685578e-07,"BraA06000925",-1.43432316691332,3.68540293878293,41.6344472133763,1.32336080227261e-06,8.15571614243183e-06,"25.669402","24.031019"," 8.125831"," 8.884338","AT1G51130","AT1G51130","Nse4, component of Smc5/6 DNA repair complex","-","-","Both_sig"
"BraA01002122",-1.83017719000377,6.06796680640176,72.6126989942031,1.31888446779131e-08,1.27827841890611e-07,"BraA01002122",-1.55095419414574,6.06796680640176,39.7416717730489,1.88068396861232e-06,1.09031181090085e-05,"152.95074","123.00953"," 43.02313"," 41.99223","AT4G17080","AT4G17080","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-","Both_sig"
"BraA03000652",-1.52894249359484,3.98586522806228,72.5407407840795,1.3305840272975e-08,1.28730021168361e-07,"BraA03000652",-1.59574540673567,3.98586522806228,59.588004039916,7.36278953785217e-08,8.05667652341183e-07,"30.551216","34.158120","10.595654","11.281043","AT5G14170","CHC1","SWIB/MDM2 domain superfamily protein","-","YES","Both_sig"
"BraA08003505",-2.43880275525088,5.30030475474154,72.4272456421506,1.34926679960317e-08,1.3029116212119e-07,"BraA08003505",-2.97220918799692,5.30030475474154,77.6577804859333,7.21661892671406e-09,1.35548427096037e-07," 92.16847","128.11001"," 17.01461"," 16.33142","AT1G12780","UGE1","UDP-D-glucose/UDP-D-galactose 4-epimerase 1","-","-","Both_sig"
"BraA08002394",-2.47928866558991,3.86823806087473,72.3560833238212,1.36112628459401e-08,1.31355780009256e-07,"BraA08002394",-2.85488493792773,3.86823806087473,69.95802748855,1.83519266708484e-08,2.72251956455376e-07,"38.434199","41.871227"," 6.897792"," 5.780855","AT2G02760","UBC2","ubiquiting-conjugating enzyme 2","-","-","Both_sig"
"BraA08002607",-1.55513886892169,5.77051962442647,72.3493426535425,1.3622555019956e-08,1.31384200989036e-07,"BraA08002607",-1.99870947579122,5.77051962442647,87.2983543725169,2.47138405473213e-09,6.23894296474106e-08,"108.23505","124.12979"," 36.83484"," 31.06341","AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-","Both_sig"
"BraA07000778",-1.59109517551717,4.74310593633462,72.305607480008,1.36960692013793e-08,1.31850843565572e-07,"BraA07000778",-1.72663497476233,4.74310593633462,63.6459856238169,4.19018610839024e-08,5.24272888283484e-07,"50.07979","54.54787","16.63050","16.49535","AT3G24740","AT3G24740","cellulose synthase, putative (DUF1644)","-","-","Both_sig"
"BraA07000141",-2.46881451618029,7.66694349758896,72.159104653305,1.39454819308648e-08,1.3392427430861e-07,"BraA07000141",-2.34217552520481,7.66694349758896,49.1939687770908,3.58662532520312e-07,2.83401017162134e-06,"549.95278","507.05330"," 99.31412","100.00712","AT2G28910","CXIP4","CAX interacting protein 4","-","-","Both_sig"
"BraA09000840",-1.29148449153202,5.58248908871716,72.1373964051448,1.39828568645491e-08,1.34161202188e-07,"BraA09000840",-1.20545791256356,5.58248908871716,47.6499827938313,4.62791773184605e-07,3.46873452853604e-06,"78.26021","94.65802","31.95368","41.05706","AT5G63460","AT5G63460","SAP domain-containing protein","-","-","Both_sig"
"BraA03004559",-2.27315401944995,6.32936578658673,72.0474406457439,1.41388969293e-08,1.35368757705098e-07,"BraA03004559",-2.54914545011818,6.32936578658673,66.5894942747321,2.83035257869507e-08,3.78824401264119e-07,"195.15746","214.32291"," 40.37451"," 36.63252","AT2G15970","COR413-PM1","cold regulated 413 plasma membrane 1","-","-","Both_sig"
"BraA02000250",-4.0072687060682,5.57468977521476,71.9998731096035,1.42221728811587e-08,1.36083283373519e-07,"BraA02000250",-4.04107137681728,5.57468977521476,54.3776248472353,1.58477697695981e-07,1.4803792057773e-06,"168.729168","131.554336"," 10.480184","  8.004449","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES","Both_sig"
"BraA04000197",-2.03462270005185,4.89980098595484,71.7073942093554,1.47460694923781e-08,1.40328375943187e-07,"BraA04000197",-1.74720575676692,4.89980098595484,40.5917722505887,1.60392475020596e-06,9.544716660961e-06,"67.30920","62.11384","16.42088","18.46084","AT3G60300","AT3G60300","RWD domain-containing protein","-","-","Both_sig"
"BraA02001244",-1.7471537940462,5.92936323400158,71.5541635613139,1.50288796999122e-08,1.42654288937428e-07,"BraA02001244",-1.85954786984343,5.92936323400158,60.5169831742135,6.45559452423724e-08,7.28394679652288e-07,"135.63847","147.67675"," 40.40093"," 40.65980","AT5G58720","AT5G58720","smr (Small MutS Related) domain-containing protein","-","-","Both_sig"
"BraA01001916",-3.1739982717984,5.04497219778079,71.419365310345,1.52825457855131e-08,1.44646584885133e-07,"BraA01001916",-2.54030225393042,5.04497219778079,36.1341137818812,3.79177175806728e-06,1.96259412929888e-05,"107.09705"," 74.24920"," 11.87240"," 12.75677","AT4G27450","AT4G27450","aluminum induced protein with YGL and LRDR motifs","-","-","Both_sig"
"BraA01000922",-1.64101938342641,4.21980482287184,71.37531974729,1.53664368770883e-08,1.45353194979189e-07,"BraA01000922",-1.73750314143133,4.21980482287184,59.5356929327446,7.4178399029513e-08,8.09135000188467e-07,"37.38333","33.69532","11.98648","10.09882","AT4G28980","CAK1AT","CDK-activating kinase 1AT","-","-","Both_sig"
"BraA08002894",-2.33730469558796,3.75930106514503,71.3062844647433,1.54989327666485e-08,1.46430493245527e-07,"BraA08002894",-2.67328781363864,3.75930106514503,68.1553825279804,2.3093851551828e-08,3.23972569898193e-07,"35.084576","35.200943"," 6.952432"," 5.478051","AT1G27310","NTF2A","nuclear transport factor 2A","-","-","Both_sig"
"BraA03002581",-1.32116549067743,4.88002312916623,71.2667703911197,1.5575328228859e-08,1.46975819138034e-07,"BraA03002581",-1.23460568705889,4.88002312916623,47.1057596771747,5.06985844018311e-07,3.7254702076789e-06,"49.34548","50.55927","19.73553","21.47597","AT2G47420","DIM1A","Ribosomal RNA adenine dimethylase family protein","-","-","Both_sig"
"BraA02002932",-1.67023505596746,6.94835117791129,71.2572942219524,1.55937099581281e-08,1.47061111288757e-07,"BraA02002932",-1.58887845246896,6.94835117791129,48.6528843171025,3.91924457521064e-07,3.03139604981894e-06,"237.61234","244.53735"," 74.66770"," 81.26681","AT4G02350","SEC15B","exocyst complex component sec15B","-","-","Both_sig"
"BraA02001423",-1.53801246456075,5.80524907279866,71.1624401115492,1.57790107379054e-08,1.48719538332114e-07,"BraA02001423",-1.49446175409694,5.80524907279866,50.3909408160167,2.95473939995873e-07,2.41723483135917e-06,"112.99612"," 90.12354"," 38.92147"," 31.96417","AT5G55850","NOI","RPM1-interacting protein 4 (RIN4) family protein","-","-","Both_sig"
"BraA06001007",-1.49283979512704,3.79512220951706,71.1301325135497,1.58426697929274e-08,1.49230175069226e-07,"BraA06001007",-1.85315584702204,3.79512220951706,80.8070662772647,5.02943304474832e-09,1.03752655470955e-07,"28.685313","32.594706","10.192093"," 9.037855","AT1G49590","AT1G49590","C2H2 and C2HC zinc fingers superfamily protein","-","-","Both_sig"
"BraA03000426",-1.42222533957255,6.96855697591722,71.1243072945851,1.58541774955057e-08,1.49249254652667e-07,"BraA03000426",-1.17481281552719,6.96855697591722,36.8822967252851,3.26691651707049e-06,1.72786512025166e-05,"217.60482","211.79897"," 81.19609"," 93.79721","AT5G09850","AT5G09850","Transcription elongation factor (TFIIS) family protein","-","-","Both_sig"
"BraA01002169",-2.11664828657341,3.68250008262602,71.0306309104892,1.60404875775364e-08,1.50822744605988e-07,"BraA01002169",-2.51267069473521,3.68250008262602,71.882379825105,1.44301595557797e-08,2.28042882939732e-07,"30.946415","25.966203"," 7.139035"," 4.541444","AT4G16680","AT4G16680","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","Both_sig"
"BraA03001517",-1.18350363490903,6.90234731742265,70.9983248250306,1.61052906640861e-08,1.5134165674789e-07,"BraA03001517",-1.23446496551646,6.90234731742265,57.8820936829804,9.41089028476709e-08,9.75806410291397e-07,"206.11484","227.61893"," 90.73314"," 96.74101","AT5G53440","AT5G53440","LOW protein: zinc finger CCCH domain protein","-","-","Both_sig"
"BraA07004130",-1.37047377468836,6.96750940390127,70.6710748680092,1.67779968765828e-08,1.57006938666714e-07,"BraA07004130",-1.30088056108114,6.96750940390127,48.0131884838297,4.35635984950078e-07,3.30453513403096e-06,"216.32517","242.34981"," 83.64260"," 98.35399","AT1G80930","AT1G80930","MIF4G domain-containing protein / MA3 domain-containing protein","-","-","Both_sig"
"BraA03004778",-2.27648112503818,3.83404913543555,70.6079704225868,1.69111943117111e-08,1.57877935033412e-07,"BraA03004778",-2.14792957322069,3.83404913543555,48.0859890804563,4.30404074349518e-07,3.2711540947665e-06,"30.252319","30.608374"," 6.240150"," 6.882959","AT5G67500","VDAC2","voltage dependent anion channel 2","-","YES","Both_sig"
"BraA07002315",-8.54284485058005,1.69871497137163,76.6996676426739,1.71241225664781e-08,1.59676356158984e-07,"BraA07002315",-5.39286172849816,1.69871497137163,37.2925330650948,4.43251426210328e-06,2.23901715293664e-05,"13.86522021"," 9.45533173"," 0.02459945"," 0.22383616","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES","Both_sig"
"BraA05000690",-3.26326103570393,4.81715664038009,70.455914219739,1.72368893601458e-08,1.60632704871933e-07,"BraA05000690",-3.75677996075594,4.81715664038009,66.9271045425598,2.70807991399258e-08,3.66825971138066e-07,"79.322877","88.691224"," 8.251534"," 6.549632","AT2G45750","AT2G45750","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","Both_sig"
"BraA01000920",-2.73076176082323,3.04947616196765,70.3034828359444,1.75702393974846e-08,1.63214628045464e-07,"BraA01000920",-3.32282168346188,3.04947616196765,75.280957781217,9.55012965510695e-09,1.66917471440137e-07,"19.555214","26.215195"," 2.940727"," 2.595577","AT4G29000","AT4G29000","Tesmin/TSO1-like CXC domain-containing protein","YES","-","Both_sig"
"BraA03006111",-1.55474519937812,4.6774381906884,70.2657844107159,1.76537575091856e-08,1.63555550171046e-07,"BraA03006111",-1.99184121397403,4.6774381906884,84.2558433557705,3.42941563495634e-09,7.90322139007508e-08,"51.40536","55.27964","17.49187","13.89985","AT4G32160","AT4G32160","Phox (PX) domain-containing protein","-","-","Both_sig"
"BraA04002795",-2.34614687630668,2.47825251710556,70.2458105015496,1.76981829636951e-08,1.63798963236103e-07,"BraA04002795",-1.48997755915045,2.47825251710556,22.8392523828084,7.88289072368333e-05,0.000256724977330316,"11.670396"," 9.428932"," 2.284162"," 3.348313","AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","Both_sig"
"BraA01000519",-4.02511075919408,8.26908612176699,70.2443091685074,1.77015270943209e-08,1.63798963236103e-07,"BraA01000519",-4.76011783830906,8.26908612176699,68.5581794795893,2.19290773619805e-08,3.11930909850065e-07,"1213.45195","1037.97966","  74.50768","  38.31078","AT4G33150","AT4G33150","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme","-","-","Both_sig"
"BraA10001619",-1.81267843588329,4.43992811705407,70.2258081164428,1.77427934967067e-08,1.63988003310724e-07,"BraA10001619",-2.35804305654241,4.43992811705407,85.5506265152908,2.97974086362343e-09,7.14956115753549e-08,"47.000338","48.618628","13.382956"," 9.483889","AT3G28030","UVH3","5'-3' exonuclease family protein","-","-","Both_sig"
"BraA08002805",-2.47895242114483,4.12101998402123,70.2129983628954,1.77714267461749e-08,1.64079927808738e-07,"BraA08002805",-1.85536791237016,4.12101998402123,31.1249395212551,1.08437521895803e-05,4.73849693126024e-05,"46.555924","40.059852"," 8.346801","11.060503","AT1G28670","ARAB-1","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-","Both_sig"
"BraA09006385",-3.01965318171159,2.93142534925767,70.2120323347851,1.77735881139707e-08,1.64079927808738e-07,"BraA09006385",-2.92081953813954,2.93142534925767,51.1125664117032,2.63300666525715e-07,2.20143429763962e-06,"17.835397","22.335970"," 2.189657"," 2.927085","AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-","Both_sig"
"BraA05000304",-2.4245176023059,5.52786419343135,70.2029429853858,1.77939383935993e-08,1.64171506632622e-07,"BraA05000304",-2.48837373780697,5.52786419343135,55.1613949462131,1.40751818334872e-07,1.34268704278235e-06,"123.28355","112.66834"," 22.95104"," 20.09563","AT2G41410","AT2G41410","Calcium-binding EF-hand family protein","-","-","Both_sig"
"BraA08003211",-1.61344060483285,4.47507076919698,70.1330907195493,1.7951179083102e-08,1.65041798345809e-07,"BraA08003211",-1.2915267290576,4.47507076919698,34.4276505494637,5.36592011751061e-06,2.62378324478462e-05,"37.75856","33.50602","12.33692","13.66202","AT1G19910","AVA-P2","ATPase, F0/V0 complex, subunit C protein","-","-","Both_sig"
"BraA08001561",-3.20879371799747,3.72151073086688,70.0230896064213,1.82018655037562e-08,1.67248898440819e-07,"BraA08001561",-3.20017663159148,3.72151073086688,52.1726374899672,2.2274014268556e-07,1.93270664050205e-06,"38.706267","34.742248"," 4.189498"," 3.778071","AT4G20930","AT4G20930","6-phosphogluconate dehydrogenase family protein","-","-","Both_sig"
"BraA06004471",-2.0821188170994,5.29247473534855,69.8048579872521,1.87105349331224e-08,1.71622272638314e-07,"BraA06004471",-2.08431355968909,5.29247473534855,52.2615983291007,2.19659035471711e-07,1.91335540582442e-06,"107.36998"," 84.06568"," 25.35932"," 19.79520","AT2G02370","AT2G02370","SNARE associated Golgi protein family","-","-","Both_sig"
"BraA02001226",-3.85373787921985,5.36821160477302,69.7704841638431,1.87920542366737e-08,1.72269617754947e-07,"BraA02001226",-3.60448023360008,5.36821160477302,47.0780725313188,5.09353612952023e-07,3.73461209420537e-06,"111.546959","106.030289","  7.705697","  8.737777","AT5G59010","BSK5","kinase with tetratricopeptide repeat domain-containing protein","-","YES","Both_sig"
"BraA06000377",-1.54850907809816,4.74469606101781,69.6876174964003,1.89901676115955e-08,1.73984422704606e-07,"BraA06000377",-1.63219300246606,4.74469606101781,57.7467003731621,9.59816256637699e-08,9.89358734739842e-07,"49.33836","45.29053","16.85074","14.62584","AT1G05440","AT1G05440","C-8 sterol isomerase","-","-","Both_sig"
"BraA10002970",-1.4980888167191,5.66960170905636,69.6616766754216,1.90526510427704e-08,1.74353911286748e-07,"BraA10002970",-1.5279300496189,5.66960170905636,54.3605879459159,1.58888995627628e-07,1.48334092003491e-06,"100.33936","101.39620"," 35.53400"," 35.15437","AT5G04490","VTE5","phytol kinase 1 VTE5","-","-","Both_sig"
"BraA03002555",-3.9126005295525,6.88135525966823,69.576205901039,1.9260109213301e-08,1.76149981997303e-07,"BraA03002555",-4.06391144397162,6.88135525966823,55.6535862924087,1.30729203768424e-07,1.26782357813616e-06,"337.81015","409.46908"," 22.41432"," 24.47032","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-","Both_sig"
"BraA05003060",-1.58132842492545,3.76131018580133,69.3956912493285,1.97063727302753e-08,1.79709331850831e-07,"BraA05003060",-1.0088788682333,3.76131018580133,21.5649949995576,0.000110578113227375,0.000342820465274549,"30.691110","19.514258","10.266874"," 9.686132","AT5G50960","NBP35","nucleotide binding protein 35","-","-","Both_sig"
"BraA03006419",-1.50854326073506,4.97747189734372,69.3372163615493,1.98533318311847e-08,1.80944668803038e-07,"BraA03006419",-1.60699236286322,4.97747189734372,58.8663430320739,8.16313695685752e-08,8.71310123913406e-07,"57.91920","60.39340","20.36927","19.83055","AT4G36195","AT4G36195","Serine carboxypeptidase S28 family protein","-","-","Both_sig"
"BraA08002864",-1.24626974909618,5.35496907543905,69.1225489914776,2.04031291531673e-08,1.85525853767102e-07,"BraA08002864",-1.43971293577327,5.35496907543905,68.7729243931393,2.13343091918214e-08,3.05552344567124e-07,"68.14677","77.06373","28.72576","28.41544","AT1G27752","AT1G27752","Ubiquitin system component Cue protein","-","-","Both_sig"
"BraA05000604",-2.02870700736492,7.13715480741981,69.075335654014,2.05262558506678e-08,1.86430044483273e-07,"BraA05000604",-1.94779074913412,7.13715480741981,48.0092317993968,4.3592231076915e-07,3.30511424446359e-06,"337.91668","290.13316"," 82.78823"," 75.19229","AT2G44730","AT2G44730","Alcohol dehydrogenase transcription factor Myb/SANT-like family protein","YES","-","Both_sig"
"BraA05003135",-1.36342244801615,7.03825351520419,69.0195430090089,2.06727979433643e-08,1.87544576154786e-07,"BraA05003135",-1.63161152016848,7.03825351520419,73.0619248259701,1.24832547126148e-08,2.04380026008271e-07,"259.70786","266.76394","100.95842"," 86.08369","AT3G19190","ATG2","autophagy 2","-","YES","Both_sig"
"BraA02000242",-7.32624805402354,2.59540282621074,68.9948484944876,2.07380218206468e-08,1.88027916737892e-07,"BraA02000242",-3.42356335961773,2.59540282621074,20.6184597097075,0.000143149265371376,0.000428603659301019,"17.82451389","17.91692997"," 0.09567083"," 1.71281535","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-","Both_sig"
"BraA04002702",-1.59937371819095,6.14744758000799,68.9548140200161,2.08442375675798e-08,1.88773474864043e-07,"BraA04002702",-1.36366736076174,6.14744758000799,38.193511331215,2.5277250343622e-06,1.40043618588036e-05,"126.40981","128.87094"," 41.71962"," 50.05726","AT2G37480","AT2G37480","hypothetical protein","-","-","Both_sig"
"BraA02003437",-1.96214729076217,3.4581759311619,68.9322641011822,2.09043250132286e-08,1.8920878419104e-07,"BraA02003437",-2.42195120816793,3.4581759311619,77.6816992520445,7.19654676204343e-09,1.3533291043556e-07,"21.308393","29.326763"," 5.457879"," 5.440753","AT1G22930","AT1G22930","T-complex protein 11","-","-","Both_sig"
"BraA04002438",-1.97962833292225,2.86876213549833,68.9115060502612,2.09598041471e-08,1.89601906480088e-07,"BraA04002438",-2.71371424657187,2.86876213549833,91.8124035799983,1.54522227346308e-09,4.38141622372928e-08,"16.022610","19.140447"," 4.050348"," 2.934903","AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","Both_sig"
"BraA09006331",-1.64005963657823,4.0918001790392,68.8446490480026,2.11395799774092e-08,1.91008604388302e-07,"BraA09006331",-1.5082860881918,4.0918001790392,44.2011319773398,8.35363328949902e-07,5.57144864308113e-06,"36.310978","34.620028","11.640645","12.145468","AT1G13790","FDM4","XH/XS domain-containing protein","-","-","Both_sig"
"BraA03005080",-1.48713123568785,6.28893644173297,68.798334274221,2.12651005061622e-08,1.91737044879894e-07,"BraA03005080",-1.39959239233459,6.28893644173297,45.9937191978781,6.12239783900498e-07,4.33108053869386e-06,"150.38493","154.96439"," 53.63129"," 58.75821","AT4G17620","AT4G17620","glycine-rich protein","-","-","Both_sig"
"BraA03003801",-1.62247688234074,3.81907230335864,68.7421081627866,2.14185716370544e-08,1.92865170232973e-07,"BraA03003801",-1.29018125929177,3.81907230335864,33.1144076415176,7.06142021668007e-06,3.29097774601941e-05,"28.027060","22.146501"," 9.105940"," 9.028756","AT3G12650","AT3G12650","transmembrane protein","-","-","Both_sig"
"BraA03001098",-2.07854157688913,4.11572150577225,68.7314280006334,2.14478592819843e-08,1.92908174341962e-07,"BraA03001098",-1.63207336040275,4.11572150577225,33.0044405538333,7.22784054766163e-06,3.352589110611e-05,"37.029165","34.060317"," 8.752763","10.980038","AT5G22480","AT5G22480","ZPR1 zinc-finger domain protein","-","-","Both_sig"
"BraA03003073",-1.12886820125639,7.03736478119353,68.7218918656313,2.14740464915803e-08,1.93033404784394e-07,"BraA03003073",-1.36541333733836,7.03736478119353,74.6681266327487,1.02769671394883e-08,1.76663751258876e-07,"218.25378","255.04965"," 99.81316"," 98.98490","AT4G02570","CUL1","cullin 1","-","YES","Both_sig"
"BraA03000873",-1.76971679201652,7.5170357259579,68.6792457867487,2.15915828013457e-08,1.93868518706892e-07,"BraA03000873",-1.52752975401451,7.5170357259579,38.9174810297509,2.19921448286219e-06,1.24848908260668e-05,"398.42118","326.42803","116.83740","113.23472","AT5G17910","AT5G17910","cardiomyopathy-associated protein","-","-","Both_sig"
"BraA03001997",-2.52210502258083,2.72142095224002,68.5569216634753,2.19326136967843e-08,1.96482264989975e-07,"BraA03001997",-2.83373577535211,2.72142095224002,62.8931614320957,4.64255383988222e-08,5.6471249953436e-07,"15.810621","14.871008"," 2.741052"," 2.071200","AT2G48010","RKF3","receptor-like kinase in in flowers 3","-","-","Both_sig"
"BraA05003623",-2.13151883826498,3.54630258130746,68.5310134668536,2.20055922623743e-08,1.96911894377357e-07,"BraA05003623",-2.80770751722109,3.54630258130746,84.5030946507462,3.33815338904547e-09,7.73822302556343e-08,"25.019534","28.428189"," 5.692316"," 4.063693","AT3G14890","AT3G14890","phosphoesterase","-","-","Both_sig"
"BraA03004204",-1.53506077554927,5.70832439208686,68.4814102145762,2.21460525459932e-08,1.97943706458792e-07,"BraA03004204",-1.68643288919373,5.70832439208686,61.5994190120058,5.5488896167363e-08,6.49847638150516e-07,"105.19935","112.75505"," 36.26733"," 35.02830","AT3G20550","DDL","SMAD/FHA domain-containing protein","-","-","Both_sig"
"BraA06004665",-1.02243911981979,3.90396696029075,68.1478232483053,2.3116343487851e-08,2.0524569386143e-07,"BraA06004665",-1.3744655500252,3.90396696029075,91.2252665731493,1.64079932362916e-09,4.54360060622108e-08,"24.48346","26.31051","12.05573","10.12220","AT5G46860","VAM3","Syntaxin/t-SNARE family protein","-","YES","Both_sig"
"BraA05003188",-1.37334109210953,4.53527827809614,68.095572367502,2.32724634472432e-08,2.06254828074104e-07,"BraA05003188",-1.07674940433131,4.53527827809614,31.9111861714194,9.1352461129458e-06,4.09188314791596e-05,"40.77922","35.17607","15.72471","16.64597","AT2G36300","AT2G36300","Integral membrane Yip1 family protein","-","-","Both_sig"
