"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA05003445","AT1G59660","AT1G59660","Nucleoporin autopeptidase","-","-"
"BraA03005827","AT4G28700","AMT1;4","ammonium transporter 1;4","-","-"
"BraA04001002","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07000905","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35","-","-"
"BraA09005513","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA05000398","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-"
"BraA05003995","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA01001614","AT4G24460","CLT2","CRT (chloroquine-resistance transporter)-like transporter 2","-","-"
"BraA05000422","AT2G42890","ML2","MEI2-like 2","-","-"
"BraA09004668","AT3G52720","ACA1","alpha carbonic anhydrase 1","-","-"
"BraA06004294","AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA09003212","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03002593","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA10001880","AT5G18840","AT5G18840","Major facilitator superfamily protein","-","-"
"BraA05001347","AT2G32290","BAM6","beta-amylase 6","-","-"
"BraA02001011","AT5G21100","AT5G21100","Plant L-ascorbate oxidase","-","-"
"BraA06004547","AT2G01520","MLP328","MLP-like protein 328","-","-"
"BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA10003139","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-"
"BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA02000573","AT5G14200","IMD1","isopropylmalate dehydrogenase 1","-","-"
"BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA07003365","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA06004285","AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA02001054","AT5G22390","AT5G22390","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA04000451","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA09000349","AT3G27850","RPL12-C","ribosomal protein L12-C","-","YES"
"BraA04002971","AT2G41120","AT2G41120","DUF309 domain protein","-","-"
"BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA03003342","AT3G03780","MS2","methionine synthase 2","-","-"
"BraA07002768","AT1G72030","AT1G72030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA05000201","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA01000519","AT4G33150","AT4G33150","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme","-","-"
"BraA04001183","AT5G38530","TSBtype2","tryptophan synthase beta type 2","-","-"
"BraA10002294","AT5G13500","AT5G13500","Hyp O-arabinosyltransferase-like protein","-","-"
"BraA04003299","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA06004501","AT2G01830","WOL","CHASE domain containing histidine kinase protein","-","YES"
"BraA05003365","AT3G18000","XPL1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA09006894","AT1G03930","ADK1","dual specificity kinase 1","-","-"
"BraA02000920","AT5G19730","AT5G19730","Pectin lyase-like superfamily protein","-","-"
"BraA09001072","AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA09004320","AT1G22690","AT1G22690","Gibberellin-regulated family protein","-","YES"
"BraA03005327","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA02000361","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA03000494","AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-"
"BraA06003888","AT5G28500","AT5G28500","rubisco accumulation factor-like protein","-","-"
"BraA02003648","AT3G26690","NUDX13","nudix hydrolase homolog 13","-","-"
"BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA02001948","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA07003558","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA05000899","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA08001518","AT2G33530","scpl46","serine carboxypeptidase-like 46","-","-"
"BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA09006975","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA06000753","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA04000940","AT4G13150","AT4G13150","transmembrane protein","-","-"
"BraA01004308","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA07001963","AT3G54600","DJ1F","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA06004330","AT3G26220","CYP71B3","cytochrome P450, family 71, subfamily B, polypeptide 3","-","-"
"BraA06002805","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA07002705","AT1G73655","AT1G73655","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA08000895","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA02000548","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA04002068","AT2G28570","AT2G28570","hypothetical protein","-","-"
"BraA04002408","AT2G32960","PFA-DSP2","Phosphotyrosine protein phosphatases superfamily protein","-","-"
"BraA05003496","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA03005913","AT4G29905","AT4G29905","hypothetical protein","-","-"
"BraA04000032","AT3G63140","CSP41A","chloroplast stem-loop binding protein of 41 kDa","-","YES"
"BraA07001594","AT1G20020","FNR2","ferredoxin-NADP[ ]-oxidoreductase 2","-","-"
"BraA04000537","AT3G54750","AT3G54750","downstream neighbor of Son","-","-"
"BraA09001425","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA06004703","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA07004172","AT1G80380","AT1G80380","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03004466","AT2G05620","PGR5","proton gradient regulation 5","-","YES"
"BraA03003240","AT3G01550","PPT2","phosphoenolpyruvate (pep)/phosphate translocator 2","-","-"
"BraA02000250","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA04003296","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA06000683","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA06002664","AT3G46520","ACT12","actin-12","-","-"
"BraA01001570","AT4G24130","AT4G24130","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA08000804","AT1G34060","AT1G34060","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA06002313","AT1G21400","AT1G21400","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA08001744","AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA02000080","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA03004408","AT3G25180","CYP82G1","cytochrome P450, family 82, subfamily G, polypeptide 1","-","-"
"BraA08000597","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA08000121","AT1G54100","ALDH7B4","aldehyde dehydrogenase 7B4","-","-"
"BraA03002992","AT4G04830","MSRB5","methionine sulfoxide reductase B5","-","-"
"BraA05001005","AT2G36885","AT2G36885","translation initiation factor","-","-"
"BraA06003050","AT5G62730","AT5G62730","Major facilitator superfamily protein","-","-"
"BraA04000752","AT3G52150","PSRP2","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES"
"BraA07000643","AT2G05790","AT2G05790","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA01004689","AT3G03090","VGT1","vacuolar glucose transporter 1","-","-"
"BraA07002912","AT1G68660","AT1G68660","Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein","-","-"
"BraA07001988","AT3G55110","ABCG18","ABC-2 type transporter family protein","-","-"
"BraA03002236","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA02003699","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA05003665","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA07002527","AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA03000197","AT5G04950","NAS1","nicotianamine synthase 1","-","-"
"BraA09002744","AT4G11010","NDPK3","nucleoside diphosphate kinase 3","-","-"
"BraA08000995","AT5G40850","UPM1","urophorphyrin methylase 1","-","-"
"BraA05001630","AT2G29300","AT2G29300","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA03004213","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA02004104","AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA03003597","AT3G10050","OMR1","L-O-methylthreonine resistant 1","-","-"
"BraA05001136","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA03000090","AT5G03300","ADK2","adenosine kinase 2","-","-"
"BraA08003195","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA04002850","AT2G39730","RCA","rubisco activase","-","YES"
"BraA09001751","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA07000744","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA10001898","AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05004000","AT3G10940","LSF2","dual specificity protein phosphatase (DsPTP1) family protein","-","-"
"BraA08000217","AT1G52280","RABG3d","RAB GTPase homolog G3D","-","-"
"BraA04003331","AT2G47910","CRR6","chlororespiratory reduction 6","-","-"
"BraA10001688","AT5G21170","AKINBETA1","5'-AMP-activated protein kinase beta-2 subunit protein","-","-"
"BraA05001283","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA07003782","AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA01002566","AT3G48530","KING1","SNF1-related protein kinase regulatory subunit gamma 1","-","-"
"BraA09000246","AT4G03070","AOP1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA04000740","AT3G52370","FLA15","FASCICLIN-like arabinogalactan protein 15 precursor","-","-"
"BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA10002414","AT5G11740","AGP15","arabinogalactan protein 15","-","-"
"BraA03002090","AT2G37970","SOUL-1","SOUL heme-binding family protein","-","-"
"BraA09005075","AT3G55870","AT3G55870","ADC synthase superfamily protein","-","-"
"BraA03004928","AT4G15480","UGT84A1","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA08002249","AT4G24690","NBR1","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein","-","-"
"BraA09002136","AT4G13440","AT4G13440","Calcium-binding EF-hand family protein","-","-"
"BraA01003250","AT3G23810","SAHH2","S-adenosyl-l-homocysteine (SAH) hydrolase 2","-","YES"
"BraA08000867","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA08000720","AT1G42970","GAPB","glyceraldehyde-3-phosphate dehydrogenase B subunit","-","-"
"BraA01001583","AT4G24220","VEP1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA03005224","AT4G19860","AT4G19860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09006753","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA08001605","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA05002427","AT1G32080","LrgB","membrane protein","-","-"
"BraA09004066","AT1G25560","TEM1","AP2/B3 transcription factor family protein","YES","YES"
"BraA07000248","AT2G18230","PPa2","pyrophosphorylase 2","-","-"
"BraA07004166","AT1G15690","AVP1","Inorganic H pyrophosphatase family protein","-","YES"
"BraA03002417","AT2G43710","SSI2","Plant stearoyl-acyl-carrier-protein desaturase family protein","-","-"
"BraA08003717","AT1G09210","CRT1b","calreticulin 1b","-","YES"
"BraA01002771","AT3G45050","AT3G45050","transmembrane protein","-","-"
"BraA07002290","AT3G61610","AT3G61610","Galactose mutarotase-like superfamily protein","-","-"
"BraA08000973","AT5G41050","AT5G41050","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA07003770","AT1G75350","emb2184","Ribosomal protein L31","-","-"
"BraA06000894","AT1G51630","MSR2","O-fucosyltransferase family protein","-","-"
"BraA10000777","AT5G51700","PBS2","cysteine and histidine-rich domain-containing protein RAR1","-","-"
"BraA05002595","AT3G21760","HYR1","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA04000504","AT3G55240","AT3G55240","Plant protein 1589 of unknown function","-","-"
"BraA09003862","AT1G28580","AT1G28580","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA06004929","AT5G42760","AT5G42760","Leucine carboxyl methyltransferase","-","-"
"BraA09004513","AT3G51000","AT3G51000","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03006540","AT4G37800","XTH7","xyloglucan endotransglucosylase/hydrolase 7","-","-"
"BraA03004647","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA09004421","AT3G50060","MYB77","myb domain protein 77","YES","-"
"BraA05002716","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA07000879","AT3G23760","AT3G23760","transferring glycosyl group transferase","-","-"
"BraA04002114","AT2G29090","CYP707A2","cytochrome P450, family 707, subfamily A, polypeptide 2","-","-"
"BraA05003073","AT3G19710","BCAT4","branched-chain aminotransferase4","-","-"
"BraA07003954","AT1G77490","TAPX","thylakoidal ascorbate peroxidase","-","YES"
"BraA09001671","AT1G62540","FMO GS-OX2","flavin-monooxygenase glucosinolate S-oxygenase 2","-","-"
"BraA05000373","AT1G75350","emb2184","Ribosomal protein L31","-","-"
"BraA06001935","AT1G17650","GLYR2","glyoxylate reductase 2","-","-"
"BraA07001735","AT5G66530","AT5G66530","Galactose mutarotase-like superfamily protein","-","-"
"BraA04002234","AT2G30695","AT2G30695","bacterial trigger factor","-","-"
"BraA01000786","AT4G30530","GGP1","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA05002593","AT3G21780","UGT71B6","UDP-glucosyl transferase 71B6","-","-"
"BraA09000476","AT5G49450","bZIP1","basic leucine-zipper 1","YES","-"
"BraA09005866","AT2G21530","AT2G21530","SMAD/FHA domain-containing protein","-","-"
"BraA02001944","AT5G36910","THI2.2","thionin 2.2","-","-"
"BraA07003407","AT1G70760","NdhL","inorganic carbon transport protein-like protein","-","-"
"BraA04001511","AT2G21140","PRP2","proline-rich protein 2","-","-"
"BraA06001231","AT1G08650","PPCK1","phosphoenolpyruvate carboxylase kinase 1","-","-"
"BraA05001417","AT2G31790","AT2G31790","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA09002415","AT5G47720","AACT1","Thiolase family protein","-","YES"
"BraA04002675","AT2G37040","PAL1","PHE ammonia lyase 1","-","YES"
"BraA05000496","AT2G43400","ETFQO","electron-transfer flavoprotein:ubiquinone oxidoreductase","-","-"
"BraA01001854","AT4G26790","AT4G26790","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA09004600","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA02001476","AT3G02020","AK3","aspartate kinase 3","-","-"
"BraA04001173","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA03004166","AT3G19710","BCAT4","branched-chain aminotransferase4","-","-"
"BraA09000475","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA06000355","AT5G43750","PnsB5","NAD(P)H dehydrogenase 18","-","-"
"BraA09003434","AT1G32990","PRPL11","plastid ribosomal protein l11","-","-"
"BraA02002124","AT1G69870","NRT1.7","nitrate transporter 1.7","-","-"
"BraA08001197","AT4G15510","PPD1","Photosystem II reaction center PsbP family protein","-","-"
"BraA01003578","AT3G19800","AT3G19800","E3 ubiquitin-protein ligase, putative (DUF177)","-","-"
"BraA06002309","AT1G21350","AT1G21350","Thioredoxin superfamily protein","-","-"
"BraA09004991","AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA09004014","AT1G25220","ASB1","anthranilate synthase beta subunit 1","-","-"
"BraA05001016","AT2G36750","UGT73C1","UDP-glucosyl transferase 73C1","-","-"
"BraA02003538","AT2G03350","AT2G03350","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA09005433","AT3G61870","AT3G61870","plant/protein","-","-"
"BraA09006556","AT1G10360","GSTU18","glutathione S-transferase TAU 18","-","-"
"BraA07000021","AT2G20610","SUR1","Tyrosine transaminase family protein","-","-"
"BraA07002692","AT1G73885","AT1G73885","AT-rich interactive domain protein","-","-"
"BraA03002938","AT4G12030","BAT5","bile acid transporter 5","-","-"
"BraA03005580","AT4G25290","AT4G25290","DNA photolyase","-","-"
"BraA05001380","AT2G32150","AT2G32150","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA03001042","AT5G20790","AT5G20790","transmembrane protein","-","-"
"BraA05000690","AT2G45750","AT2G45750","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA03002555","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA05001818","AT4G14070","AAE15","acyl-activating enzyme 15","-","-"
"BraA06002840","AT3G48270","CYP71A26","cytochrome P450, family 71, subfamily A, polypeptide 26","-","-"
"BraA03003821","AT3G13040","AT3G13040","myb-like HTH transcriptional regulator family protein","YES","-"
"BraA06003101","AT5G63310","NDPK2","nucleoside diphosphate kinase 2","-","-"
"BraA07003392","AT1G70580","AOAT2","alanine-2-oxoglutarate aminotransferase 2","-","-"
"BraA02001296","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA03004533","AT2G15220","AT2G15220","Plant basic secretory protein (BSP) family protein","-","-"
"BraA06001821","AT1G16410","CYP79F1","cytochrome p450 79f1","-","-"
"BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA06002584","AT3G47490","AT3G47490","HNH endonuclease","-","-"
"BraA05002607","AT3G21690","AT3G21690","MATE efflux family protein","-","-"
"BraA07001318","AT1G27120","AT1G27120","Galactosyltransferase family protein","-","-"
"BraA09006514","AT1G10760","SEX1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein","-","YES"
"BraA03003037","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA03000691","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA10001401","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA02004236","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA06005005","AT4G38420","sks9","SKU5 similar 9","-","-"
"BraA05004621","AT3G02830","ZFN1","zinc finger protein 1","YES","-"
"BraA06001282","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA07000486","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA06001727","AT1G15390","PDF1A","peptide deformylase 1A","-","-"
"BraA02000387","AT5G10770","AT5G10770","Eukaryotic aspartyl protease family protein","-","-"
"BraA09002432","AT1G79850","RPS17","ribosomal protein S17","-","YES"
"BraA03001380","AT2G20515","AT2G20515","pollen Ole e I family allergen protein","-","-"
"BraA03001714","AT2G30540","AT2G30540","Thioredoxin superfamily protein","-","-"
"BraA03005505","AT4G24130","AT4G24130","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA03003341","AT3G03770","AT3G03770","Leucine-rich repeat protein kinase family protein","-","-"
"BraA09006453","AT1G12020","AT1G12020","hypothetical protein","-","-"
"BraA09000417","AT3G30390","AT3G30390","Transmembrane amino acid transporter family protein","-","-"
"BraA08003271","AT1G18810","AT1G18810","phytochrome kinase substrate-like protein","-","-"
"BraA05004063","AT3G10260","AT3G10260","Reticulon family protein","-","-"
"BraA10001458","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA01000576","AT4G32710","PERK14","Protein kinase superfamily protein","-","-"
"BraA09004782","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA09001586","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA05004393","AT3G05960","STP6","sugar transporter 6","-","-"
"BraA06003872","AT5G28050","AT5G28050","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA01000367","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA02000954","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA03006411","AT4G36040","J11","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA02001544","AT5G54080","HGO","homogentisate 1,2-dioxygenase","-","-"
"BraA02000405","AT5G11090","AT5G11090","serine-rich protein-like protein","-","-"
"BraSca000426","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA09002580","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA09004772","AT3G53900","UPP","uracil phosphoribosyltransferase","-","-"
"BraA07003413","AT1G70820","AT1G70820","phosphoglucomutase, putative / glucose phosphomutase","-","-"
"BraA05000507","AT2G43520","TI2","trypsin inhibitor protein 2","-","-"
"BraA01003362","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA03001587","AT5G52100","CRR1","Dihydrodipicolinate reductase, bacterial/plant","-","YES"
"BraA05004722","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-"
"BraA02000792","AT5G17670","AT5G17670","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA02001836","AT1G65560","AT1G65560","Zinc-binding dehydrogenase family protein","-","-"
"BraA03004471","AT2G07690","MCM5","Minichromosome maintenance (MCM2/3/5) family protein","-","YES"
"BraA09000960","AT5G67370","CGLD27","DUF1230 family protein (DUF1230)","-","-"
"BraA03005400","AT4G22890","PGR5-LIKE A","PGR5-LIKE A","-","-"
"BraA07003625","AT1G73630","AT1G73630","EF hand calcium-binding protein family","-","-"
"BraA09005327","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES"
"BraA07001730","AT5G66560","AT5G66560","Phototropic-responsive NPH3 family protein","-","-"
"BraA08000890","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA02002695","AT1G78630","emb1473","Ribosomal protein L13 family protein","-","-"
"BraA06003067","AT5G62920","ARR6","response regulator 6","-","YES"
"BraA04001703","AT2G23200","AT2G23200","Protein kinase superfamily protein","-","-"
"BraA03002521","AT2G45790","PMM","phosphomannomutase","-","-"
"BraA09000746","AT5G61420","MYB28","myb domain protein 28","YES","-"
"BraA10002815","AT5G07990","TT7","Cytochrome P450 superfamily protein","-","-"
"BraA01002141","AT4G16980","AT4G16980","arabinogalactan-protein family","-","-"
"BraA06000517","AT3G44990","XTH31","xyloglucan endo-transglycosylase-related 8","-","-"
"BraA05001640","AT5G37300","WSD1","O-acyltransferase (WSD1-like) family protein","-","-"
"BraA09006603","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA05000283","AT2G41050","AT2G41050","PQ-loop repeat family protein / transmembrane family protein","-","-"
"BraA04002150","AT3G62460","AT3G62460","Putative endonuclease or glycosyl hydrolase","-","-"
"BraA02000880","AT5G19190","AT5G19190","hypothetical protein","-","-"
"BraA09000099","AT1G64780","AMT1;2","ammonium transporter 1;2","-","-"
"BraA09001078","AT2G14750","APK","APS kinase","-","-"
"BraA01002730","AT3G43720","LTPG2","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA05001651","AT3G47290","PLC8","phosphatidylinositol-speciwc phospholipase C8","-","-"
"BraA05002213","AT1G35670","CDPK2","calcium-dependent protein kinase 2","-","-"
"BraA06000854","AT1G52230","PSAH2","photosystem I subunit H2","-","-"
"BraA03005014","AT4G16520","ATG8F","Ubiquitin-like superfamily protein","-","-"
"BraA08001745","AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA08003166","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA02000842","AT5G18430","AT5G18430","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA04001797","AT2G24395","AT2G24395","chaperone protein dnaJ-like protein","-","-"
"BraA10000314","AT1G04570","AT1G04570","Major facilitator superfamily protein","-","-"
"BraA08002068","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA03005107","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA10002871","AT5G08640","FLS1","flavonol synthase 1","-","-"
"BraA03003442","AT3G05910","AT3G05910","Pectinacetylesterase family protein","-","-"
"BraA03001284","AT5G57760","AT5G57760","hypothetical protein","-","YES"
"BraA03004219","AT3G21055","PSBTN","photosystem II subunit T","-","-"
"BraA08000435","AT1G48350","EMB3105","Ribosomal L18p/L5e family protein","-","-"
"BraA06004124","AT3G29035","NAC3","NAC domain containing protein 3","YES","YES"
"BraA08002250","AT4G24660","HB22","homeobox protein 22","YES","-"
"BraA01000296","AT4G35770","SEN1","Rhodanese/Cell cycle control phosphatase superfamily protein","-","YES"
"BraA03005407",NA,NA,NA,NA,NA
"BraA01001905","AT4G27360","AT4G27360","Dynein light chain type 1 family protein","-","-"
"BraA03001333","AT5G56850","AT5G56850","hypothetical protein","-","-"
"BraA03004649","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA09000352","AT3G28040","AT3G28040","Leucine-rich receptor-like protein kinase family protein","-","-"
"BraA09002139","AT5G44130","FLA13","FASCICLIN-like arabinogalactan protein 13 precursor","-","-"
"BraA06001276","AT1G09310","AT1G09310","plant/protein (Protein of unknown function, DUF538)","-","-"
"BraA06001719","AT1G15330","AT1G15330","Cystathionine beta-synthase (CBS) protein","-","-"
"BraA10000980","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA09003712","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA05004590","AT3G03190","GSTF11","glutathione S-transferase F11","-","-"
"BraA07000830","AT3G23940","AT3G23940","dehydratase family","-","-"
"BraA01001750","AT4G25830","AT4G25830","Uncharacterized protein family (UPF0497)","-","-"
"BraA04000177","AT2G28580","AT2G28580","transmembrane protein, putative (DUF247)","-","-"
"BraA09000860","AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA01002476","AT3G50560","AT3G50560","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA09001533","AT1G64390","GH9C2","glycosyl hydrolase 9C2","-","-"
"BraA08002407","AT4G37925","NdhM","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex","-","-"
