"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA10000462","AT1G05880","ARI12","RING/U-box superfamily protein","-","-"
"BraA09004085","AT1G26420","AT1G26420","FAD-binding Berberine family protein","-","-"
"BraA08002427","AT1G26290","AT1G26290","hypothetical protein","-","-"
"BraA03000752","AT5G15830","bZIP3","basic leucine-zipper 3","YES","-"
"BraA08001724","AT4G34030","MCCB","3-methylcrotonyl-CoA carboxylase","-","-"
"BraA06002134","AT1G19670","CLH1","chlorophyllase 1","-","-"
"BraA07002440","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA10000106","AT1G02310","MAN1","Glycosyl hydrolase superfamily protein","-","-"
"BraA03004917","AT4G15280","UGT71B5","UDP-glucosyl transferase 71B5","-","-"
"BraA04000209","AT3G60130","BGLU16","beta glucosidase 16","-","-"
"BraA01000624","AT4G32280","IAA29","indole-3-acetic acid inducible 29","-","YES"
"BraA01000945","AT4G28720","YUC8","Flavin-binding monooxygenase family protein","-","YES"
"BraA09004647","AT3G52450","PUB22","plant U-box 22","-","-"
"BraA06005002","AT4G38540","AT4G38540","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA03002777","AT5G50260","CEP1","Cysteine proteinases superfamily protein","-","-"
"BraA10001730","AT5G20740","AT5G20740","Plant invertase/pectin methylesterase inhibitor superfamily protein","-","-"
"BraA02001060","AT5G22500","FAR1","fatty acid reductase 1","-","-"
"BraA09000120","AT4G01460","AT4G01460","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA05003973","AT3G11280","AT3G11280","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA07001098","AT1G29000","AT1G29000","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA01000842","AT4G29905","AT4G29905","hypothetical protein","-","-"
"BraA04002870","AT2G40000","HSPRO2","ortholog of sugar beet HS1 PRO-1 2","-","-"
"BraA05003746","AT3G13750","BGAL1","beta galactosidase 1","-","-"
"BraA02000051","AT5G02190","PCS1","Eukaryotic aspartyl protease family protein","-","-"
"BraA09006670","AT1G07900","LBD1","LOB domain-containing protein 1","YES","-"
"BraA04000417","AT3G56400","WRKY70","WRKY DNA-binding protein 70","YES","YES"
"BraA04001670","AT2G22860","PSK2","phytosulfokine 2 precursor","-","-"
"BraA03004821","AT3G50890","HB28","homeobox protein 28","YES","-"
"BraA05001202","AT2G34180","CIPK13","CBL-interacting protein kinase 13","-","-"
"BraA03001473","AT5G54300","AT5G54300","cotton fiber-like protein (DUF761)","-","-"
"BraA02001686","AT5G52300","LTI65","CAP160 protein","-","YES"
"BraA09006550","AT1G10460","GLP7","germin-like protein 7","-","-"
"BraA03004522","AT2G14580","PRB1","basic pathogenesis-related protein 1","-","-"
"BraA09004987","AT3G56220","AT3G56220","transcription regulator","-","-"
"BraA05003564","AT3G15500","NAC3","NAC domain containing protein 3","YES","-"
"BraA03002955","AT4G12520","AT4G12520","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA08003153",NA,NA,NA,NA,NA
"BraA01001519","AT4G23600","CORI3","Tyrosine transaminase family protein","-","YES"
"BraA03002626","AT5G52940","AT5G52940","hypothetical protein (DUF295)","-","-"
"BraA01000130","AT4G37770","ACS8","1-amino-cyclopropane-1-carboxylate synthase 8","-","-"
