"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA06000947",-3.01672994947762,5.87830929458432,152.296884770109,1.10007208078305e-11,5.90960223601542e-10,"BraA06000947",-2.80301208224354,5.87830929458432,101.761801782391,5.8435168312853e-10,2.42683258375806e-08,"76.494313","74.643149"," 9.574181","10.684209","AT1G50900","GDC1","Ankyrin repeat family protein","-","YES","Both_sig"
"BraA10003046",-2.00199828544999,7.99032109096019,152.120292981872,1.11308614754419e-11,5.93763425381607e-10,"BraA10003046",-1.68778842949019,7.99032109096019,82.9328547282173,3.96612117146233e-09,9.18040400570838e-08,"316.19499","319.39664"," 78.98392"," 99.11173","AT5G03650","SBE2.2","starch branching enzyme 2.2","-","YES","Both_sig"
"BraA09003620",-3.29385729516187,6.12723103414901,152.078607378779,1.11618253534848e-11,5.93763425381607e-10,"BraA09003620",-3.10143468251832,6.12723103414901,105.145746151735,4.273152907229e-10,2.00286262678454e-08," 68.157395"," 76.751443","  7.059098","  8.912872","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-","Both_sig"
"BraA02003984",-2.50169396962626,3.15414044097838,152.022304811841,1.12037952565653e-11,5.93763425381607e-10,"BraA02003984",-1.6345562719911,3.15414044097838,53.7606283021192,1.74139188983249e-07,1.62957837966488e-06,"12.661355","11.066289"," 2.248081"," 3.551359","AT5G28840","GME","GDP-D-mannose 3',5'-epimerase","-","-","Both_sig"
"BraA09002255",-6.92687590216838,7.2685569028201,151.662026704454,1.14764506499152e-11,6.06172259159952e-10,"BraA09002255",-7.41145078967848,7.2685569028201,125.628650791524,7.55331157778366e-11,6.39188839969434e-09,"211.410680","228.326162","  1.875534","  1.291994","AT5G45680","FKBP13","FK506-binding protein 13","-","YES","Both_sig"
"BraA02001778",-3.47598695716983,5.01566305399314,151.599416209269,1.15245646163955e-11,6.06677749371457e-10,"BraA02001778",-3.24983310536703,5.01566305399314,103.145942241122,5.13608425071662e-10,2.22705140788649e-08,"46.380910","43.648603"," 4.198006"," 4.548669","AT5G50420","AT5G50420","O-fucosyltransferase family protein","-","-","Both_sig"
"BraA08003752",-1.99654519094293,6.48888586048888,151.306084614751,1.17529161326838e-11,6.14587707403467e-10,"BraA08003752",-2.32094825964854,6.48888586048888,150.812487423713,1.21483401230961e-11,2.22342876206433e-09,"101.18620","118.79920"," 25.44239"," 23.75974","AT1G08540","SIG2","RNApolymerase sigma subunit 2","-","-","Both_sig"
"BraA03003212",-1.61193073499491,5.48580508529516,151.05504857685,1.19522465706934e-11,6.22941592790442e-10,"BraA03003212",-1.66776805084792,5.48580508529516,122.705273565136,9.52608532584428e-11,7.31417478189214e-09,"47.66988","55.94127","15.61075","17.58879","AT4G00370","ANTR2","Major facilitator superfamily protein","-","-","Both_sig"
"BraA06003957",-3.36022260804181,7.3873138023165,150.852532138565,1.21157274183216e-11,6.26433892166595e-10,"BraA06003957",-3.35162362144007,7.3873138023165,113.304677064822,2.07664010708083e-10,1.21060426983157e-08,"202.94841","225.37494"," 19.80856"," 22.04589","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-","Both_sig"
"BraA10000741",-1.55394466789425,8.22110222716338,150.827073118681,1.21364504010781e-11,6.26433892166595e-10,"BraA10000741",-1.39258202925474,8.22110222716338,91.7105479530964,1.5613595532011e-09,4.86649492423471e-08,"370.7009","323.6227","126.2798","123.2516","AT1G44920","AT1G44920","transmembrane protein","-","-","Both_sig"
"BraA02002820",-2.4200388910004,5.05359169875032,150.775621915739,1.21784479671524e-11,6.26433892166595e-10,"BraA02002820",-2.22246056166437,5.05359169875032,98.135387194392,8.25147700873392e-10,3.04878516707681e-08,"47.892608","45.565470"," 8.996340"," 9.732685","AT1G80380","AT1G80380","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","Both_sig"
"BraA09001531",-2.91688979049589,5.00111330395616,150.563501639795,1.23532677689628e-11,6.31324926695433e-10,"BraA09001531",-2.38970387502074,5.00111330395616,81.6417768059088,4.57891360006036e-09,1.02520768228947e-07,"40.484348","40.080280"," 5.455182"," 7.609010","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-","Both_sig"
"BraA04001060",-3.08470110650008,9.71672280118473,150.035520016492,1.2800356055411e-11,6.49071597787641e-10,"BraA04001060",-2.59264780114556,9.71672280118473,82.9589992779599,3.95467136697736e-09,9.18040400570838e-08," 987.8716","1023.7698"," 116.5628"," 169.6928","AT5G36790","AT5G36790","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-","Both_sig"
"BraA02000298",-2.00288631892939,8.39938962097706,150.001755482016,1.28295394028273e-11,6.49071597787641e-10,"BraA02000298",-1.75184808425242,8.39938962097706,87.5782441996493,2.39911639232715e-09,6.58937604561845e-08,"390.27615","354.52835"," 97.35411","105.25837","AT5G08650","AT5G08650","Small GTP-binding protein","-","-","Both_sig"
"BraA03000494",-4.74670375198489,2.37376735618524,170.612398627637,1.28533193136395e-11,6.49071597787641e-10,"BraA03000494",-9.15234524778849,2.37376735618524,202.72876280402,2.46602256649566e-12,8.48730995916923e-10,"8.3412309","6.9041929","0.3025052","0.0000000","AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-","Both_sig"
"BraA04000590",-4.02457370359868,9.64185230963477,149.959725051635,1.28659681391197e-11,6.49071597787641e-10,"BraA04000590",-3.39752699262675,9.64185230963477,85.0464586547709,3.14672775703743e-09,7.89944097221199e-08,"1235.89456"," 947.52411","  76.11552","  89.88568","AT3G54050","HCEF1","high cyclic electron flow 1","-","-","Both_sig"
"BraA09003212",-5.55496659740616,5.92439373658376,149.665093804384,1.31245079096341e-11,6.57897307317329e-10,"BraA09003212",-4.47939612155472,5.92439373658376,86.8975891933654,2.5790106642282e-09,6.85181441590268e-08,"76.392727","82.258515"," 1.806110"," 3.643525","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein","-","-","Both_sig"
"BraA04002015",-2.74349585934668,5.15342355613038,149.596768774183,1.31852659248895e-11,6.58844716373845e-10,"BraA04002015",-2.45725728347333,5.15342355613038,94.1389501662072,1.22184627890921e-09,4.10937188675874e-08,"48.227986","54.345281"," 7.161575"," 9.861663","AT2G27860","AXS1","UDP-D-apiose/UDP-D-xylose synthase 1","-","-","Both_sig"
"BraA03004049",-3.94146803773039,6.98228525712599,149.489344780676,1.3281411339677e-11,6.61548780020623e-10,"BraA03004049",-4.46170075518372,6.98228525712599,136.025693107716,3.42942645350395e-11,4.05858438933475e-09,"170.773944","160.171356"," 11.067041","  7.250466","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-","Both_sig"
"BraA03001813",-4.28681485492333,5.44770872256631,149.184443629632,1.35584729017419e-11,6.73218812218981e-10,"BraA03001813",-3.92949716622153,5.44770872256631,101.127082850631,6.20273726384488e-10,2.47794630794209e-08,"50.598266","54.266744"," 2.667466"," 3.521632","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-","Both_sig"
"BraA01003682",-1.72089361126586,7.97883808022437,148.851981987944,1.38677512495347e-11,6.82120014586488e-10,"BraA01003682",-1.66598486771751,7.97883808022437,105.149014734484,4.27187857151169e-10,2.00286262678454e-08,"283.15441","290.49305"," 85.88038"," 91.54348","AT3G19170","PREP1","presequence protease 1","-","-","Both_sig"
"BraA03000839",-2.70879926088297,6.89605569823168,148.653473976839,1.405606457237e-11,6.89228836040821e-10,"BraA03000839",-2.73913448932817,6.89605569823168,114.641971703212,1.85270095682307e-10,1.14442053054028e-08,"126.77487","161.18519"," 19.35322"," 24.11693","AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-","Both_sig"
"BraA01000417",-1.92558694897343,5.68961425832901,148.500069435312,1.42034932954883e-11,6.94294982829151e-10,"BraA01000417",-1.44158845499859,5.68961425832901,65.2325087955579,3.38591285699932e-08,4.51646342111604e-07,"61.40875","64.60998","16.15199","23.76296","AT4G34350","HDR","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","-","YES","Both_sig"
"BraA08003837",-4.04400366275067,5.79950150758294,148.452999131283,1.42490660870862e-11,6.94366254522406e-10,"BraA08003837",-4.41531267227681,5.79950150758294,129.609253287494,5.54724793892398e-11,5.20377755480332e-09,"61.182452","68.674643"," 3.756430"," 3.199347","AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-","Both_sig"
"BraA09004319",-1.74046143223324,5.23397612777486,147.913488947538,1.47829083171128e-11,7.1815112649125e-10,"BraA09004319",-1.64171921716952,5.23397612777486,101.512298570966,5.98195398607282e-10,2.4591355379517e-08,"38.01343","46.94978","11.42694","15.04755","AT1G22700","AT1G22700","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","Both_sig"
"BraA10000920",-3.59510887719741,8.52895715044097,147.868489851966,1.48284063602069e-11,7.1815112649125e-10,"BraA10000920",-2.85948048556582,8.52895715044097,75.0164937186929,9.85670320468171e-09,1.82308470554278e-07,"561.07507","474.84045"," 46.40135"," 65.37451","AT5G53490","AT5G53490","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","Both_sig"
"BraA06003776",-3.07324326894214,5.12558609874399,147.779675234371,1.49186527373498e-11,7.1878076772303e-10,"BraA06003776",-3.11017525788646,5.12558609874399,114.364136242479,1.89697226905723e-10,1.14442053054028e-08,"42.516340","43.831805"," 5.023669"," 5.069716","AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","Both_sig"
"BraA03005154",-3.01494382927643,5.33303791062339,147.765865166589,1.49327389482485e-11,7.1878076772303e-10,"BraA03005154",-2.85245747669312,5.33303791062339,100.493738286708,6.58521478829154e-10,2.5657674020122e-08,"63.290414","49.233162"," 7.850262"," 6.808944","AT4G18520","AT4G18520","Pentatricopeptide repeat (PPR) superfamily protein","-","-","Both_sig"
"BraA09003505",-5.20570539739194,5.7533051950574,147.454545928858,1.52541477610925e-11,7.32013066340231e-10,"BraA09003505",-4.76905929702252,5.7533051950574,100.493155465575,6.58557833807452e-10,2.5657674020122e-08,"73.598557","67.718573"," 2.221197"," 2.462245","AT1G32220","AT1G32220","NAD(P)-binding Rossmann-fold superfamily protein","-","-","Both_sig"
"BraA10002002",-3.96025692712036,5.31669490652178,147.388670596028,1.53231167060463e-11,7.33087711103855e-10,"BraA10002002",-1.71829670960917,5.31669490652178,25.4824714623388,4.02872382246435e-05,0.000140790659337453,"83.13697","40.07091"," 5.41197","12.14236","AT5G17520","RCP1","root cap 1 (RCP1)","-","-","Both_sig"
"BraA09000325",-2.37606273069803,8.89863201931753,147.001904896177,1.57349393546744e-11,7.50508925583561e-10,"BraA09000325",-2.08706942837256,8.89863201931753,86.9047875936673,2.57703320543899e-09,6.85181441590268e-08,"704.1999","533.8451","135.7022","125.6229","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-","Both_sig"
"BraA10001805",-2.3562411530235,6.72071676875903,146.511306722393,1.6274706497737e-11,7.71577952633677e-10,"BraA10001805",-2.26341682907064,6.72071676875903,102.555812243975,5.42562220669292e-10,2.32063297644963e-08,"141.30415","136.71860"," 27.65352"," 28.44815","AT5G19760","AT5G19760","Mitochondrial substrate carrier family protein","-","-","Both_sig"
"BraA09004860",-2.82826349856981,3.75191683820095,145.900377743,1.69751558162803e-11,8.01250231273093e-10,"BraA09004860",-2.71864045524584,3.75191683820095,107.326673912352,3.50792506357804e-10,1.78688480584849e-08,"16.264654","20.286708"," 2.330761"," 3.075035","AT3G54900","CXIP1","CAX interacting protein 1","-","-","Both_sig"
"BraA07000779",-1.93836133224896,6.87063517096445,145.877182366348,1.70023873726311e-11,8.01250231273093e-10,"BraA07000779",-2.1460685419907,6.87063517096445,133.068847883692,4.26965723792494e-11,4.5717282261863e-09,"125.67638","162.74869"," 32.85254"," 36.76749","AT3G25530","GLYR1","glyoxylate reductase 1","-","-","Both_sig"
"BraA09004859",-4.68881769625229,10.7317275151378,145.728486696788,1.71780883248557e-11,8.07113761890234e-10,"BraA09004859",-3.82392413805044,10.7317275151378,78.9765759684127,6.19540932399778e-09,1.28989077724504e-07,"2919.3623","2040.4737"," 113.3622"," 144.0306","AT3G54890","LHCA1","chlorophyll a-b binding protein 6","-","YES","Both_sig"
"BraA04002262",-2.31163821333893,6.9951605869474,145.623928919976,1.73028158708515e-11,8.08149322870038e-10,"BraA04002262",-2.23934969556658,6.9951605869474,103.354722914442,5.03770509623005e-10,2.19594117599575e-08,"153.43455","154.08036"," 30.87785"," 32.62010","AT2G31040","AT2G31040","ATP synthase protein I-like protein","-","-","Both_sig"
"BraA09006906",-2.13212446671227,5.73995531242552,144.94841101758,1.8132738749921e-11,8.41915362606951e-10,"BraA09006906",-2.27962807939826,5.73995531242552,124.396364499925,8.32477057479146e-11,6.65136491610241e-09,"57.85656","68.72561","13.22021","14.15738","AT1G03680","THM1","thioredoxin M-type 1","-","YES","Both_sig"
"BraA04001703",-6.97423263249588,2.95711495589204,144.764006073949,1.83667362382851e-11,8.50271848207671e-10,"BraA04001703",-5.6957835865543,2.95711495589204,94.1612160533032,1.21913149468659e-09,4.10902135468244e-08,"10.9435049","10.3693212"," 0.0725083"," 0.1778668","AT2G23200","AT2G23200","Protein kinase superfamily protein","-","-","Both_sig"
"BraA02004127",-4.64627103391071,3.00407431329257,144.594231070882,1.85850712728031e-11,8.53010750795163e-10,"BraA02004127",-4.19240986922256,3.00407431329257,99.0342137451385,7.56782168001972e-10,2.84262875450632e-08," 9.9854807"," 9.8547290"," 0.4201939"," 0.5089274","AT4G11900","AT4G11900","S-locus lectin protein kinase family protein","-","-","Both_sig"
"BraA07003472",-2.37801834545213,7.55567620237211,144.516285830253,1.86862537183961e-11,8.54075026061103e-10,"BraA07003472",-2.18667558062923,7.55567620237211,93.3255968049511,1.32565985519509e-09,4.33802206253028e-08,"231.68903","238.65331"," 44.66044"," 52.38808","AT1G71500","AT1G71500","Rieske (2Fe-2S) domain-containing protein","-","-","Both_sig"
"BraA06003370",-4.21441854320457,6.28072362688093,144.490241305426,1.87201959333596e-11,8.54075026061103e-10,"BraA06003370",-3.62083398181795,6.28072362688093,86.5971826119335,2.66302277838418e-09,7.03288230398776e-08,"105.035967","107.212943","  5.773537","  8.660874","AT5G65890","ACR1","ACT domain repeat 1","-","-","Both_sig"
"BraA09004941",-3.05429828517401,9.02503029013618,144.369372265832,1.88785960098542e-11,8.58812431199725e-10,"BraA09004941",-2.58534734291175,9.02503029013618,80.8191250821819,5.02259171767129e-09,1.09799435605758e-07,"710.32164","678.91146"," 85.62007","113.09178","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES","Both_sig"
"BraA01000191",-2.19946614372034,4.98141777362337,144.085735334889,1.92560512022124e-11,8.69534575987849e-10,"BraA01000191",-2.02109489952691,4.98141777362337,93.7752799348362,1.26712930089883e-09,4.23257781916403e-08,"38.037781","37.546057"," 8.260951"," 9.265619","AT4G37040","MAP1D","methionine aminopeptidase 1D","-","-","Both_sig"
"BraA09005882",-2.02816382295354,7.73870274702467,144.047716787673,1.93072649927321e-11,8.69534575987849e-10,"BraA09005882",-1.9631196387083,7.73870274702467,101.838404416725,5.8017150322898e-10,2.42201237472879e-08,"278.49070","258.88024"," 68.30888"," 66.36624","AT2G21380","AT2G21380","Kinesin motor family protein","-","-","Both_sig"
"BraA09002725",-1.96433418161412,6.38289232654062,144.026975840484,1.9335266937468e-11,8.69534575987849e-10,"BraA09002725",-2.31751009623362,6.38289232654062,147.653353845581,1.50480397687409e-11,2.41689944857125e-09," 89.12609","106.15223"," 22.89140"," 21.27476","AT4G11175","AT4G11175","Nucleic acid-binding, OB-fold-like protein","-","-","Both_sig"
"BraA07003735",-2.49802946201969,5.61219297954003,143.773521659199,1.96810367609074e-11,8.79565662674025e-10,"BraA07003735",-1.99683026986122,5.61219297954003,72.7256862940587,1.30073895767561e-08,2.24245686679235e-07,"71.01559","76.99220","12.58517","19.26342","AT1G74960","FAB1","fatty acid biosynthesis 1","-","-","Both_sig"
"BraA10000072",-7.30155269589079,5.15299548791108,143.74094453995,1.97259643534899e-11,8.79565662674025e-10,"BraA10000072",-9.25662871421769,5.15299548791108,113.479963841112,2.04568062280952e-10,1.19698933096735e-08,"80.55438734","46.13208797"," 0.50194735"," 0.05621122","AT1G01190","CYP78A8","cytochrome P450, family 78, subfamily A, polypeptide 8","-","-","Both_sig"
"BraA09005866",-4.03533750257165,7.06366239584707,143.507378523867,2.00513599016272e-11,8.91549166247494e-10,"BraA09005866",-3.18012020269736,7.06366239584707,73.2173560119504,1.22487597612004e-08,2.14694296927945e-07,"185.19156","167.10019"," 11.42495"," 18.37234","AT2G21530","AT2G21530","SMAD/FHA domain-containing protein","-","-","Both_sig"
"BraA05004631",-3.98198255175734,4.25468501297655,143.311392888698,2.03289001752516e-11,9.01343348615382e-10,"BraA05004631",-3.82823229297001,4.25468501297655,104.761742168549,4.4257795926727e-10,2.05242144640537e-08,"28.844573","30.380795"," 1.861683"," 2.093289","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-","Both_sig"
"BraA03004593",-2.22449261282472,5.76475324006077,142.99930136791,2.07795116455089e-11,9.16161101681539e-10,"BraA03004593",-2.18573631020823,5.76475324006077,105.354953188015,4.19241486170034e-10,1.98163993763254e-08,"58.13561","67.73549","12.44859","14.86380","AT4G35000","APX3","ascorbate peroxidase 3","-","-","Both_sig"
"BraA08003599",-2.93868015765984,8.16245608698593,142.862380576515,2.09806178217694e-11,9.19309951024014e-10,"BraA08003599",-1.99233295968081,8.16245608698593,53.1353735016023,1.91741611708924e-07,1.76595258531215e-06,"424.47658","335.41271"," 55.47032"," 84.27246","AT1G11310","MLO2","Seven transmembrane MLO family protein","-","-","Both_sig"
"BraA02003133",-2.54811288073037,7.95529220083821,142.831579229697,2.10261488163053e-11,9.19309951024014e-10,"BraA02003133",-1.76136599744101,7.95529220083821,54.2375677686259,1.6189355103149e-07,1.53784218058881e-06,"363.01814","275.75881"," 62.11013"," 81.30168","AT4G25070","AT4G25070","caldesmon-like protein","-","-","Both_sig"
"BraA10000296",-3.20397790568928,6.72670231523367,142.072614179097,2.21826627726007e-11,9.61859812784396e-10,"BraA10000296",-2.66952502979214,6.72670231523367,78.3362772076201,6.67011347212065e-09,1.35467852969263e-07,"137.38636","136.42223"," 15.03249"," 21.39607","AT1G04420","AT1G04420","NAD(P)-linked oxidoreductase superfamily protein","-","-","Both_sig"
"BraA09001727",-3.21709249049243,10.4187157174615,141.956990446622,2.23648356986644e-11,9.67094818398292e-10,"BraA09001727",-1.8339950636864,10.4187157174615,38.570908712739,2.35028260902544e-06,1.31217109204494e-05,"2238.1152","1620.4227"," 240.7486"," 454.4602","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-","Both_sig"
"BraA10000786",-3.51607102026655,7.48626693398459,141.603653885973,2.29316856045457e-11,9.84705431848833e-10,"BraA10000786",-2.87725054118029,7.48626693398459,75.7543907603404,9.02686806195071e-09,1.70159165622879e-07,"252.70462","231.64935"," 22.22145"," 31.48114","AT5G51820","PGM","phosphoglucomutase","-","YES","Both_sig"
"BraA07003883",-3.82639741715575,4.78504578499111,141.377794458634,2.33021913492717e-11,9.96531293568153e-10,"BraA07003883",-3.25712854583608,4.78504578499111,86.0608205206779,2.82051033665608e-09,7.32534748515862e-08,"33.032939","37.101199"," 2.470702"," 3.843408","AT1G76450","AT1G76450","Photosystem II reaction center PsbP family protein","-","-","Both_sig"
"BraA09004320",-7.26109443222665,4.00904693313834,141.304030697006,2.34245998970549e-11,9.96531293568153e-10,"BraA09004320",-7.45292423419204,4.00904693313834,96.1387206428973,1.00227355712993e-09,3.50573017538334e-08,"32.35317941","18.84792526"," 0.19823237"," 0.09354992","AT1G22690","AT1G22690","Gibberellin-regulated family protein","-","YES","Both_sig"
"BraA10003139",-3.49905354337573,4.90482646450708,141.303520054652,2.34254497217419e-11,9.96531293568153e-10,"BraA10003139",-3.27319357284124,4.90482646450708,95.7425114881645,1.0421130519238e-09,3.61296463376226e-08,"43.762526","35.803329"," 3.994695"," 3.688048","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-","Both_sig"
"BraA02004542",-3.02889243648107,9.82637274789064,141.131064653875,2.3714379217514e-11,1.00610331235491e-09,"BraA02004542",-2.43466927721444,9.82637274789064,71.8759781594496,1.44415863230066e-08,2.42335361113138e-07,"1333.1365","1185.5148"," 163.4515"," 219.2456","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES","Both_sig"
"BraA04000940",-6.4212095653943,3.33256687881119,140.936891431481,2.40443348527029e-11,1.01735975962781e-09,"BraA04000940",-4.07749630781633,3.33256687881119,66.6185211994033,2.81960770884411e-08,3.95197019921695e-07,"14.0478056","13.5339411"," 0.1705720"," 0.7802927","AT4G13150","AT4G13150","transmembrane protein","-","-","Both_sig"
"BraA10003140",-3.67217866497175,7.65978541389426,140.878447513329,2.41446215232117e-11,1.0185471021207e-09,"BraA10003140",-2.85836406321643,7.65978541389426,69.110835762542,2.04336008215116e-08,3.12257162068537e-07,"324.06692","259.32785"," 25.50011"," 35.69479","AT5G02160","AT5G02160","transmembrane protein","-","YES","Both_sig"
"BraA09000816",-3.86573869716011,3.54104456819746,140.845233126585,2.42018180554729e-11,1.0185471021207e-09,"BraA09000816",-4.22352098277007,3.54104456819746,122.450049153641,9.72319975802473e-11,7.32263943499087e-09,"15.5409518","15.4191923"," 1.1270546"," 0.8327309","AT5G63060","AT5G63060","Sec14p-like phosphatidylinositol transfer family protein","-","-","Both_sig"
"BraA08001186",-1.98287557615189,7.14559488014144,140.787194092562,2.43021172330061e-11,1.02004086732671e-09,"BraA08001186",-1.67485469581606,7.14559488014144,77.0598447371099,7.73869181903365e-09,1.50729668135232e-07,"183.59855","162.12617"," 46.51201"," 50.75545","AT4G15110","CYP97B3","cytochrome P450, family 97, subfamily B, polypeptide 3","-","-","Both_sig"
"BraA10001035",-3.8652493527778,11.4852018130302,140.486321107709,2.482935453523e-11,1.03664201693506e-09,"BraA10001035",-2.82068239685366,11.4852018130302,61.6502533039965,5.50985620319985e-08,6.65959495072308e-07,"3878.7279","4686.0628"," 266.1847"," 663.2257","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-","Both_sig"
"BraA07001594",-5.58527675610275,11.1041506397478,140.07769159198,2.5565413213291e-11,1.0645492168709e-09,"BraA07001594",-4.35992361268098,11.1041506397478,72.1146045195996,1.40222146276584e-08,2.37181976693622e-07,"3295.82874","2791.98171","  68.91237"," 135.92798","AT1G20020","FNR2","ferredoxin-NADP[ ]-oxidoreductase 2","-","-","Both_sig"
"BraA05003365",-5.56860772917181,5.43903457968176,139.987581915376,2.5730895586148e-11,1.06861291959359e-09,"BraA05003365",-5.30365105876655,5.43903457968176,101.47047522262,6.0055064072149e-10,2.4591355379517e-08,"74.890496","77.337644"," 1.693614"," 1.922829","AT3G18000","XPL1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","Both_sig"
"BraA10000880",-2.46722883694837,4.82443191422577,139.94813409093,2.58037055834614e-11,1.06881664706232e-09,"BraA10000880",-2.68259702133551,4.82443191422577,123.971132690081,8.61051350236823e-11,6.81052676016462e-09,"33.402983","38.198722"," 6.018856"," 5.936269","AT5G52960","AT5G52960","tRNA dimethylallyltransferase","-","-","Both_sig"
"BraA08000770",-2.62943475962562,8.3483873854512,139.844716717927,2.59956505681192e-11,1.07394104971705e-09,"BraA08000770",-2.35619258221884,8.3483873854512,86.1633613032761,2.78963692415455e-09,7.2576669729244e-08,"416.29876","381.28411"," 67.28812"," 74.44099","AT1G35680","RPL21C","Ribosomal protein L21","-","-","Both_sig"
"BraA01000207",-1.75649508284298,7.65722501245036,139.795968791777,2.60866651515704e-11,1.07487986776366e-09,"BraA01000207",-1.43815742564299,7.65722501245036,71.7242457607629,1.47153220542669e-08,2.45564736475721e-07,"241.91751","223.17313"," 71.62107"," 82.36352","AT4G37200","HCF164","Thioredoxin superfamily protein","-","-","Both_sig"
"BraA06001604",-4.82979232067971,5.43124598016744,139.729123177135,2.62120321080242e-11,1.07594383407443e-09,"BraA06001604",-4.4767473387244,5.43124598016744,97.4402843555236,8.8261747677948e-10,3.1936549619561e-08,"49.041412","50.024754"," 1.887441"," 2.234677","AT1G14150","PnsL2","PsbQ-like 2","-","-","Both_sig"
"BraA06000074",-5.55734446619176,9.17983972051532,139.709371173031,2.62492015428577e-11,1.07594383407443e-09,"BraA06000074",-5.33361790647749,9.17983972051532,99.010345332109,7.58515931952132e-10,2.84262875450632e-08,"837.22399","765.44078"," 18.03350"," 18.94987","AT3G26060","PRXQ","Thioredoxin superfamily protein","-","YES","Both_sig"
"BraA03005832",-3.20877378707741,6.53119296376492,139.367444509598,2.69017983684492e-11,1.09698006818495e-09,"BraA03005832",-2.46530450514956,6.53119296376492,66.5845271157896,2.83219572089332e-08,3.96255650194318e-07,"115.67059","103.39866"," 12.66743"," 18.68915","AT3G24430","HCF101","ATP binding protein","-","YES","Both_sig"
"BraA09000870",-2.62023384563522,6.52255254336985,138.869192188235,2.78845145605846e-11,1.13119138964846e-09,"BraA09000870",-2.24482101578736,6.52255254336985,79.1962344188183,6.04111969500524e-09,1.26957918477147e-07,"126.56930","114.86621"," 20.66785"," 24.23546","AT5G64290","DIT2.1","dicarboxylate transport 2.1","-","-","Both_sig"
"BraA03006093",-2.87659630806876,6.41759522081026,138.649434678004,2.83302805454974e-11,1.1463203490646e-09,"BraA03006093",-2.65690485093119,6.41759522081026,91.6054346334546,1.57820510150503e-09,4.89959532498799e-08,"109.11501","126.37822"," 14.96187"," 20.00612","AT4G31850","PGR3","proton gradient regulation 3","-","-","Both_sig"
"BraA09003486",-4.56833691045815,8.09949138660744,138.598345340364,2.84350175788007e-11,1.14644505468038e-09,"BraA09003486",-4.29348657551974,8.09949138660744,94.9465574980051,1.12744679290222e-09,3.84946041654683e-08,"349.92207","349.09113"," 14.93371"," 17.74956","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-","Both_sig"
"BraA04000191",-3.24181811794686,6.0553411774328,138.576935026726,2.84790353481595e-11,1.14644505468038e-09,"BraA04000191",-2.81582152947452,6.0553411774328,82.597761819204,4.11610511609086e-09,9.4031196701408e-08,"85.413630","82.209793"," 9.115042","11.633718","AT3G60370","AT3G60370","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-","Both_sig"
"BraA03005569",-5.25837385194191,4.2176314839537,138.517824011789,2.86009472337398e-11,1.14841558535476e-09,"BraA03005569",-5.76384284346705,4.2176314839537,112.140462960796,2.29564074781797e-10,1.29510341830304e-08,"21.6465755","18.2617532"," 0.5789631"," 0.3413074","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-","Both_sig"
"BraA01001297",-4.05969033745434,4.4300235913198,138.397016645363,2.88518698731557e-11,1.15261023300373e-09,"BraA01001297",-3.41382715978821,4.4300235913198,84.2156250534172,3.44451512929757e-09,8.29760537849665e-08,"25.362881","30.459689"," 1.553110"," 2.802744","AT4G21445","AT4G21445","receptor-interacting protein","-","-","Both_sig"
"BraA01001123",-1.68745969986822,6.05576402291328,138.131945362747,2.94108553879351e-11,1.17196674381291e-09,"BraA01001123",-1.94215071301395,6.05576402291328,135.557845560092,3.54944816841974e-11,4.13839364229087e-09,"77.63367","77.06366","24.14878","20.04022","AT4G18975","AT4G18975","Pentatricopeptide repeat (PPR) superfamily protein","-","-","Both_sig"
