"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA06001664",2.80049217478101,8.88445785364537,98.8393435191396,7.71064145139561e-10,1.39500570626399e-08,"BraA06001664",2.94673680040336,8.88445785364537,81.1223600125333,4.85383808359673e-09,1.06760433677674e-07," 194.8243"," 179.5052","1357.6641","1383.9704","AT1G14740","TTA1","class I heat shock protein, putative (DUF1423)","-","-","Both_sig"
"BraA08003515",2.12990174527592,5.50246935666881,98.8122963921612,7.73069450381686e-10,1.39595626518548e-08,"BraA08003515",2.39474951767082,5.50246935666881,92.4896683349501,1.44242135071633e-09,4.60245023054811e-08," 24.64139"," 20.53508","107.92977","108.00035","AT1G12580","PEPKR1","phosphoenolpyruvate carboxylase-related kinase 1","-","-","Both_sig"
"BraA03006410",1.94839190952657,3.8341766569178,98.8083391660254,7.73363318450915e-10,1.39595626518548e-08,"BraA03006410",1.45320776093042,3.8341766569178,43.3205041049017,9.76183104081918e-07,6.42623256304868e-06," 8.206547"," 9.690398","31.790913","26.543280","AT4G36020","CSDP1","cold shock domain protein 1","-","-","Both_sig"
"BraA04000006",2.22751947640956,5.88423623556806,98.7861374136244,7.75014297378848e-10,1.39709224758928e-08,"BraA04000006",2.5175003511409,5.88423623556806,93.424475197692,1.31254243268227e-09,4.31303087482649e-08," 29.04611"," 29.50587","136.15227","169.01574","AT3G63340","AT3G63340","kinase superfamily protein","-","-","Both_sig"
"BraA01004308",4.76915150907065,4.15840376804767,98.7760207444368,7.75767868102308e-10,1.39709224758928e-08,"BraA01004308",4.71552402395746,4.15840376804767,74.5322935067675,1.04460751483031e-08,1.89491488319899e-07," 2.278667"," 2.292526","65.125490","60.496708","AT3G10985","SAG20","senescence associated gene 20","-","YES","Both_sig"
"BraA08002129",1.7704674418522,6.68279033462175,98.6964283555251,7.81724386576543e-10,1.40480022133414e-08,"BraA08002129",2.09985651114405,6.68279033462175,102.195365289916,5.6111600859664e-10,2.37418440196535e-08," 66.68323"," 54.43258","227.36061","233.36673","AT4G28260","AT4G28260","acyl-UDP-N-acetylglucosamine O-acyltransferase","-","-","Both_sig"
"BraA09004304",1.4038704072661,6.01842952796118,98.5303035526479,7.94317489599856e-10,1.42560516377443e-08,"BraA09004304",1.79607027561298,6.01842952796118,119.137756553414,1.27260103499896e-10,8.74704816195791e-09," 43.40976"," 41.90892","114.92643","145.56970","AT1G22860","AT1G22860","Vacuolar sorting protein 39","-","-","Both_sig"
"BraA08003859",3.10635747521715,2.98557789658411,98.5093362398702,7.95922516296244e-10,1.4268588162304e-08,"BraA08003859",2.93380201303014,2.98557789658411,70.920188997058,1.62632029675656e-08,2.63831794771563e-07," 2.478321"," 2.948094","20.481772","22.634368","AT1G06110","SKIP16","SKP1/ASK-interacting protein 16","-","-","Both_sig"
"BraA06003335",1.73760061867875,4.3104775769731,98.1184089533246,8.26501976197517e-10,1.47328891340305e-08,"BraA06003335",2.13712449652721,4.3104775769731,110.598096734079,2.62528048096227e-10,1.42982404049641e-08,"11.594541","11.352068","38.863458","49.958202","AT5G65540","AT5G65540","transcription initiation factor TFIID subunit","-","-","Both_sig"
"BraA06004920",1.96127987927976,5.42399920176509,98.1057316707733,8.27514758498396e-10,1.47342559940778e-08,"BraA06004920",2.11684206707544,5.42399920176509,85.9104461392814,2.86645896426548e-09,7.37223269567624e-08," 23.76399"," 23.67602"," 92.02373","102.68937","AT5G42940","AT5G42940","RING/U-box superfamily protein","-","-","Both_sig"
"BraA09004600",4.52206719961029,8.76699744624796,97.8393203218176,8.49113127338367e-10,1.50846959642279e-08,"BraA09004600",4.59330919866406,8.76699744624796,75.3355815086,9.48810828828639e-09,1.76953283594506e-07,"  65.02769","  65.07916","1493.30622","1571.27219","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-","Both_sig"
"BraA03006213",1.75742495907097,7.41329405723801,97.8005898145168,8.52303724356514e-10,1.50951614954843e-08,"BraA03006213",1.912038916152,7.41329405723801,86.0296037782223,2.82998275319336e-09,7.32534748515862e-08,"121.10277"," 90.25055","409.52265","339.66441","AT4G33740","AT4G33740","myb-like protein X","-","-","Both_sig"
"BraA03004086",2.15558845123529,3.80808349014584,97.748672177398,8.56601115607154e-10,1.51493275951198e-08,"BraA03004086",1.98367953693644,3.80808349014584,64.4586045298798,3.75501948258086e-08,4.88059509957249e-07," 6.574323"," 7.966376","29.730904","31.553692","AT3G18030","HAL3A","HAL3-like protein A","-","-","Both_sig"
"BraA10002977",1.57908445622852,4.83928908082797,97.530917163509,8.74883524730054e-10,1.54070994999158e-08,"BraA10002977",1.14947097419352,4.83928908082797,40.2251305593528,1.71744428475529e-06,1.00903312838437e-05,"17.33904","21.32011","51.79396","47.29611","AT5G04410","NAC2","NAC domain containing protein 2","YES","YES","Both_sig"
"BraA10002833",1.45352322090092,6.1478621949534,97.4607782239138,8.80862202031716e-10,1.54568239241686e-08,"BraA10002833",1.61890154615224,6.1478621949534,90.3598349107322,1.79358508580403e-09,5.33667849726945e-08," 48.68473"," 47.09443","133.33908","144.65335","AT5G23090","NF-YB13","nuclear factor Y, subunit B13","YES","-","Both_sig"
"BraA03003783",2.63205110552959,5.72092239195079,97.2813904731172,8.96356172309031e-10,1.56588747526572e-08,"BraA03003783",2.963035890691,5.72092239195079,90.3813028033443,1.78961339121974e-09,5.33667849726945e-08," 23.78330"," 17.90849","147.44495","139.60983","AT3G12400","ELC","Ubiquitin-conjugating enzyme/RWD-like protein","-","-","Both_sig"
"BraA08002431",4.00418717104648,5.25198005790734,96.8305164384165,9.36621592113518e-10,1.62543480998508e-08,"BraA08002431",3.44340388377857,5.25198005790734,58.6818883489887,8.38254912141588e-08,9.25904022253235e-07,"  6.483896"," 14.295755","105.119363","155.505674","AT4G40060","HB16","homeobox protein 16","YES","YES","Both_sig"
"BraA09005726",2.85375475152295,5.85960236718623,96.8132141755325,9.38205422722568e-10,1.62636050150366e-08,"BraA09005726",2.46586562910346,5.85960236718623,56.5682959029383,1.14101346380321e-07,1.16318341452477e-06," 20.59795"," 26.40846","148.93610","145.92109","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-","Both_sig"
"BraA03005093",3.00364861568977,5.04706308564907,96.6446669674382,9.53787167017166e-10,1.6464107583489e-08,"BraA03005093",3.74799138666842,5.04706308564907,106.295650646895,3.84930209495677e-10,1.8993108142514e-08," 11.891726","  7.757158"," 95.484656","104.257983","AT4G17730","SYP23","syntaxin of plants 23","-","YES","Both_sig"
"BraA03001234",1.5526014249485,4.01695397359162,96.6100617913528,9.5702097798726e-10,1.64981380256459e-08,"BraA03001234",1.47392533558747,4.01695397359162,67.1554608241699,2.62863526638928e-08,3.76818935272927e-07,"10.05770","11.51096","29.57856","32.00313","AT5G58470","TAF15b","TBP-associated factor 15B","-","-","Both_sig"
"BraA03002359",1.88619411024621,5.95577147485471,96.5160580295418,9.65865787993024e-10,1.65968640862557e-08,"BraA03002359",2.39088867186854,5.95577147485471,112.514711641937,2.22262186096425e-10,1.26753869897019e-08," 40.50874"," 28.10603","149.82356","147.47167","AT2G42780","AT2G42780","transcription elongation factor B polypeptide","-","-","Both_sig"
"BraA05004722",4.54346888333936,4.23241784494966,96.4399414688595,9.73092658207667e-10,1.66664618500421e-08,"BraA05004722",3.86273079332254,4.23241784494966,58.0967836416115,9.12202599900856e-08,9.84357630491091e-07," 2.818485"," 3.914402","65.501714","57.178862","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-","Both_sig"
"BraA08000821",2.0890606361117,4.5863279429414,96.350860868229,9.81625078132393e-10,1.67943247063086e-08,"BraA08000821",2.48513430238477,4.5863279429414,101.276341811827,6.116157600249e-10,2.4637112873194e-08,"12.93832","11.78309","54.69703","66.01611","AT1G33050","AT1G33050","hypothetical protein","-","-","Both_sig"
"BraA05002303",1.77094726500596,7.40950254628089,95.9396886838314,1.02207569721748e-09,1.73356373644431e-08,"BraA05002303",1.9593722162129,7.40950254628089,87.1154403713671,2.51988835370206e-09,6.75336728115309e-08,"117.85393"," 90.41152","402.06688","351.67141","AT1G33520","MOS2","D111/G-patch domain-containing protein","-","-","Both_sig"
"BraA03000922",2.06012786716146,5.45809596256193,95.924035429046,1.02365100462029e-09,1.73436671826947e-08,"BraA03000922",2.16412245417783,5.45809596256193,79.4475979177637,5.8696634197539e-09,1.24100635207108e-07,"23.87477","22.22445","99.65320","99.62000","AT5G18650","AT5G18650","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-","Both_sig"
"BraA02000495",1.34021701741477,7.64662523123457,95.8981404320213,1.02626281083816e-09,1.73692221963361e-08,"BraA02000495",1.32409444858811,7.64662523123457,70.3662251862268,1.7432188466492e-08,2.76595409740508e-07,"142.7269","141.2593","361.4491","353.6969","AT5G13010","EMB3011","RNA helicase family protein","-","-","Both_sig"
"BraA05000912",2.08557316772231,4.90536346134986,95.82826039833,1.03334720491651e-09,1.74703383516496e-08,"BraA05000912",2.12799688979294,4.90536346134986,76.1161219384689,8.64806262187381e-09,1.64198438683105e-07,"15.01854","18.20776","63.77483","79.60531","AT2G38000","AT2G38000","chaperone protein dnaJ-like protein","-","-","Both_sig"
"BraA09003235",4.77173378654989,4.94564211361735,95.7278147276062,1.04362354879842e-09,1.75685932172055e-08,"BraA09003235",3.16495483396011,4.94564211361735,37.5565601141107,2.86113172684406e-06,1.53490843151076e-05,"  4.910544","  7.312123","132.009122"," 65.598735","AT1G34630","AT1G34630","transmembrane protein","-","-","Both_sig"
"BraA09004227",2.41489197794788,4.99680515307418,95.6900032842385,1.04752065748991e-09,1.75884423471395e-08,"BraA09004227",2.12656760103883,4.99680515307418,57.3436740612852,1.01799976819449e-07,1.06893371256713e-06,"15.27877","14.48993","81.33593","63.36100","AT1G23440","AT1G23440","Peptidase C15, pyroglutamyl peptidase I-like protein","-","-","Both_sig"
"BraA04002068",5.30838498939287,3.4487148229478,95.6838635586084,1.04815495054745e-09,1.75884423471395e-08,"BraA04002068",4.17891883074491,3.4487148229478,55.3633215593401,1.3654237498547e-07,1.34701348620344e-06," 1.0105470"," 2.1986502","37.6014457","40.2012936","AT2G28570","AT2G28570","hypothetical protein","-","-","Both_sig"
"BraA08002926",2.18473337243466,5.46791209933144,95.5881523048985,1.0580969841892e-09,1.76736912091356e-08,"BraA08002926",2.26325259567309,5.46791209933144,77.1034252020579,7.69928659908058e-09,1.50355795371623e-07," 23.24094"," 22.22467","105.81425","106.73412","AT1G68140","AT1G68140","zinc finger/BTB domain protein, putative (DUF1644)","-","-","Both_sig"
"BraA06000197",2.90473240058002,5.07654958782037,95.4182334757208,1.07600064720211e-09,1.79409429946623e-08,"BraA06000197",2.69195060528068,5.07654958782037,63.4010516470292,4.3318753862767e-08,5.48983241384825e-07,"12.47948","13.47692","93.62347","87.11750","AT5G45900","APG7","ThiF family protein","-","YES","Both_sig"
"BraA01004074",1.15053270715757,5.73268457175659,95.3890672417518,1.07910673432087e-09,1.79736931197994e-08,"BraA01004074",1.3997557177395,5.73268457175659,105.624341973725,4.09088268970262e-10,1.95122707684604e-08," 38.09482"," 39.07788"," 84.57384","103.11092","AT3G14010","CID4","CTC-interacting domain 4","-","-","Both_sig"
"BraA03003073",1.33817857281731,7.03736478119353,95.3763622599879,1.08046280827585e-09,1.79772564505939e-08,"BraA03003073",1.37343964871419,7.03736478119353,75.5246565541073,9.27678275722896e-09,1.73829238808076e-07," 86.33969"," 98.43383","218.25378","255.04965","AT4G02570","CUL1","cullin 1","-","YES","Both_sig"
"BraA06004710",3.55222299679801,6.66679164524924,95.2076991659965,1.09864165357909e-09,1.82015207589839e-08,"BraA06004710",3.53794134883584,6.66679164524924,71.2538962755104,1.56003069827017e-08,2.56850242581301e-07," 26.38156"," 25.07350","310.17719","291.52266","AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase","-","-","Both_sig"
"BraA03005074",2.48539494734444,6.21537426958931,95.1977585226278,1.09972339528549e-09,1.82015207589839e-08,"BraA03005074",2.42984477321923,6.21537426958931,68.9976978113097,2.07304847240987e-08,3.15263603437017e-07," 31.97945"," 35.36000","179.48791","190.61062","AT5G47200","RAB1A","RAB GTPase homolog 1A","-","-","Both_sig"
"BraA07003489",1.91978647515412,4.35421531805155,95.1667073193259,1.10310984830495e-09,1.82383918196638e-08,"BraA07003489",1.84202775581291,4.35421531805155,67.1068341275557,2.64533775076303e-08,3.77494253826021e-07,"12.09159","12.71139","45.94540","45.61813","AT1G71790","CPB","Subunits of heterodimeric actin filament capping protein Capz superfamily","-","-","Both_sig"
"BraA05001520",1.51618504416342,4.25749883417128,95.0022758650471,1.12123264117443e-09,1.8460462104692e-08,"BraA05001520",1.40264479832332,4.25749883417128,62.7900853526185,4.70851469682882e-08,5.82641677107592e-07,"11.46341","13.67340","32.80269","36.18048","AT2G30580","DRIP2","DREB2A-interacting protein 2","-","-","Both_sig"
"BraA03004213",3.46005992808688,6.91668003577569,94.880840789805,1.13482416414579e-09,1.86257897222677e-08,"BraA03004213",3.15000851771362,6.91668003577569,61.1038322502122,5.94556969674558e-08,7.12201423339234e-07," 29.22121"," 47.55135","323.08281","422.22788","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES","Both_sig"
"BraA04002679",4.02546306145952,4.72137609791453,94.7325882448201,1.1516603373945e-09,1.88824309485307e-08,"BraA04002679",3.40682575991797,4.72137609791453,55.3269380103918,1.37290622698035e-07,1.35075614979935e-06," 5.155528"," 6.905563","84.728267","73.503374","AT2G37110","AT2G37110","PLAC8 family protein","-","-","Both_sig"
"BraA08000528",1.76015839304129,4.67876633586364,94.6326960278979,1.16315742161007e-09,1.90510903393783e-08,"BraA08000528",1.88046720030028,4.67876633586364,81.9962855223806,4.40100827920248e-09,9.91013881468483e-08,"15.27780","16.34158","51.52147","60.19521","AT1G45976","SBP1","S-ribonuclease binding protein 1","-","-","Both_sig"
"BraA02003851",2.42224658076066,4.49516127727551,94.520942922954,1.17616759218073e-09,1.92241722751035e-08,"BraA02003851",2.74549810231443,4.49516127727551,89.8734262314363,1.88618936619346e-09,5.53892175818752e-08,"10.659300"," 8.266143","56.954685","55.591687","AT3G30380","AT3G30380","alpha/beta-Hydrolases superfamily protein","-","-","Both_sig"
"BraA09001506",1.8287279238331,6.02406273874001,94.4797703217175,1.18100063680344e-09,1.9282330475007e-08,"BraA09001506",2.05618797445781,6.02406273874001,88.9811931887111,2.0698475162884e-09,5.97202074183988e-08," 36.40823"," 38.24337","129.33270","159.09209","AT1G58030","CAT2","cationic amino acid transporter 2","-","-","Both_sig"
"BraA10002487",1.84804581240298,7.83187839584271,94.4144787172296,1.18870917823681e-09,1.93688224279994e-08,"BraA10002487",1.77956726649825,7.83187839584271,66.1025115246655,3.01741340067717e-08,4.14072248706701e-07,"127.1152","159.5624","457.7512","547.8382","AT5G10860","CBSX3","Cystathionine beta-synthase (CBS) family protein","-","-","Both_sig"
"BraA03001850",3.37254430638926,7.09910022512452,94.4033234346988,1.19003166585631e-09,1.93703189457893e-08,"BraA03001850",3.06908850142683,7.09910022512452,60.428458071029,6.53657328164703e-08,7.67230898233589e-07," 40.54317"," 43.18067","420.44400","362.53602","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES","Both_sig"
"BraA01003329",1.94209074307758,4.97537401842183,94.2393745990608,1.20965370330223e-09,1.96693691012161e-08,"BraA01003329",2.04725162612325,4.97537401842183,78.1120443374995,6.84558038609803e-09,1.37963425450938e-07,"19.99016","14.11023","76.88498","58.39164","AT3G23100","XRCC4","DNA ligase IV-binding protein","-","YES","Both_sig"
"BraA07001379",2.8644958350601,3.48499739717011,94.1892593253222,1.21572161787869e-09,1.97009653057744e-08,"BraA07001379",2.51169399111528,3.48499739717011,57.4522432381122,1.00195794437125e-07,1.05419906713927e-06," 3.984747"," 4.571168","29.287756","26.132589","AT1G23440","AT1G23440","Peptidase C15, pyroglutamyl peptidase I-like protein","-","-","Both_sig"
"BraA08002607",1.79289051459376,5.77051962442647,94.1861601113143,1.21609795214125e-09,1.97009653057744e-08,"BraA08002607",2.05960162219092,5.77051962442647,92.3210529607439,1.46730136071394e-09,4.62832132617983e-08," 31.18124"," 29.76449","108.23505","124.12979","AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-","Both_sig"
"BraA05000552",1.24725608750314,4.69319791804347,93.9330886683692,1.24725942452156e-09,2.00728757671029e-08,"BraA05000552",1.4310091989787,4.69319791804347,93.4282308737073,1.31204698395756e-09,4.31303087482649e-08,"19.01761","19.32569","45.16677","52.13226","AT2G44150","ASHH3","histone-lysine N-methyltransferase ASHH3","-","-","Both_sig"
"BraA02000212",3.69901626312936,4.89054605427127,93.5829686805547,1.2918095412014e-09,2.06637014009248e-08,"BraA02000212",3.31994006843538,4.89054605427127,59.939841714249,7.00386457703759e-08,8.0881018666597e-07,"  6.791549"," 10.131249"," 90.586861","101.294476","AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-","Both_sig"
"BraA06004202",3.18745087879335,4.22278392667776,93.5464512679859,1.2965547277768e-09,2.07048143829683e-08,"BraA06004202",3.11297619502353,4.22278392667776,68.9560548619703,2.08409366199855e-08,3.161945078586e-07," 6.078617"," 6.117331","55.061864","53.095658","AT3G27870","AT3G27870","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","-","-","Both_sig"
"BraA09005327",4.4518217317408,4.35460128350426,93.2785145502091,1.3319558782771e-09,2.10936474911888e-08,"BraA09005327",2.23537344976322,4.35460128350426,22.7983621495132,7.9677218535873e-05,0.000250458155753253," 3.208651","12.242430","70.547328","57.647542","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES","Both_sig"
"BraA10002178",3.18755246952489,3.94901624764427,93.277572376955,1.33208220040546e-09,2.10936474911888e-08,"BraA10002178",2.34238685490059,3.94901624764427,41.6158713210534,1.32786468572767e-06,8.20596393928288e-06," 4.963400"," 6.928136","45.419222","35.226951","AT5G15260","AT5G15260","ribosomal protein L34e superfamily protein","-","-","Both_sig"
"BraA09000199",1.62298606501451,4.55173428423067,93.207773595652,1.34147678314965e-09,2.12209493133423e-08,"BraA09000199",1.78698165935675,4.55173428423067,85.6735824184029,2.94049296843475e-09,7.52574948344114e-08,"13.96820","15.20719","43.08632","52.49744","AT1G02840","SR34","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES","Both_sig"
"BraA08003854",1.45126442743373,6.57241715615558,92.7663317067232,1.40258553067857e-09,2.21209381291389e-08,"BraA08003854",1.91921728889965,6.57241715615558,118.83206094894,1.3050210285002e-10,8.78334261085023e-09," 63.91321"," 54.57227","174.64018","206.43228","AT1G06230","GTE4","global transcription factor group E4","-","-","Both_sig"
"BraA10000186",1.64408730459466,6.82664264009537,92.5532330821309,1.4331613293471e-09,2.24377078758824e-08,"BraA10000186",1.95795698772083,6.82664264009537,96.6786722738704,9.50620972996549e-10,3.36242114943049e-08," 77.66382"," 60.46912","242.89926","234.96137","AT1G03270","AT1G03270","CBS domain protein with a domain protein (DUF21)","-","-","Both_sig"
"BraA06004665",1.20627311253058,3.90396696029075,92.5528786347954,1.43321278533324e-09,2.24377078758824e-08,"BraA06004665",1.2522232306391,3.90396696029075,76.3163753913346,8.44581117123888e-09,1.61527421428068e-07,"10.61153","11.04164","24.48346","26.31051","AT5G46860","VAM3","Syntaxin/t-SNARE family protein","-","YES","Both_sig"
"BraA03000167",1.73784826303839,5.67313018278108,92.342081733128,1.46417317366797e-09,2.28858845616026e-08,"BraA03000167",1.5380573248214,5.67313018278108,54.5860156484727,1.53539355621951e-07,1.47270533667855e-06," 36.54976"," 22.53111","121.89802"," 65.43696","AT5G04410","NAC2","NAC domain containing protein 2","YES","YES","Both_sig"
"BraA08003944",1.510827825123,6.71326183031227,92.2611230436335,1.47625628040671e-09,2.30518589817476e-08,"BraA08003944",1.51371661345304,6.71326183031227,69.6225188713373,1.91473935529057e-08,2.9751231443508e-07," 73.68716"," 67.69722","210.08770","193.30439","AT1G04300","AT1G04300","TRAF-like superfamily protein","-","YES","Both_sig"
"BraA10002932",1.61292404709544,5.16425852586106,92.2211986701193,1.48225484742641e-09,2.31093021600722e-08,"BraA10002932",1.62021661008161,5.16425852586106,70.4475425550871,1.72550178048348e-08,2.7485483808499e-07,"23.41307","22.80955","71.65121","70.16885","AT5G04920","AT5G04920","EAP30/Vps36 family protein","-","-","Both_sig"
"BraA09002668",1.18246836813149,5.59149321705249,92.2171053369942,1.48287135842903e-09,2.31093021600722e-08,"BraA09002668",1.28049632102857,5.59149321705249,81.5102571938665,4.64688910675519e-09,1.03747566723868e-07,"35.24128","35.55292","79.89266","86.39724","AT4G11740","SAY1","Ubiquitin-like superfamily protein","-","-","Both_sig"
"BraA03005592",2.26602508648391,4.88815707183259,92.1990895831797,1.48558808598379e-09,2.31287403297575e-08,"BraA03005592",2.29750092158867,4.88815707183259,71.725899671906,1.47123080739933e-08,2.45564736475721e-07,"15.47220","13.93892","74.17111","68.61314","AT4G25390","AT4G25390","Protein kinase superfamily protein","-","-","Both_sig"
"BraA08001602",1.83194156463343,4.78868463652943,92.1489197632262,1.49318209438415e-09,2.32239981873582e-08,"BraA08001602",2.16225971787507,4.78868463652943,95.023219529279,1.11890646778103e-09,3.8286060441029e-08,"16.62485","13.69117","59.41584","61.34258","AT4G22740","AT4G22740","glycine-rich protein","-","-","Both_sig"
"BraA03003226",2.8764501017102,2.82328688955518,92.0939640482723,1.50154894963607e-09,2.33310764731211e-08,"BraA03003226",2.35848943612639,2.82328688955518,50.4282898119098,2.93707848418655e-07,2.47782476551239e-06," 2.668538"," 3.288960","19.174896","16.904946","AT3G01750","AT3G01750","Ankyrin repeat family protein","-","-","Both_sig"
"BraA01002168",5.03263046342607,4.87457835050276,91.9726249054675,1.52020342289061e-09,2.35743860850229e-08,"BraA01002168",3.9711488197275,4.87457835050276,50.3397242528717,2.97914565199497e-07,2.500401003707e-06," 2.583474"," 5.567372","85.866702","87.448605","AT4G16690","MES16","methyl esterase 16","-","-","Both_sig"
"BraA03003581",2.49627780989048,4.72548741503224,91.9285752914314,1.52703769570735e-09,2.36337987516555e-08,"BraA03003581",2.61039187828929,4.72548741503224,75.6573403386517,9.13153991297753e-09,1.71516036074303e-07,"13.464304","11.324676","75.610882","69.194532","AT3G07880","SCN1","Immunoglobulin E-set superfamily protein","-","-","Both_sig"
"BraA08002894",2.73003036635534,3.75930106514503,91.8936596066987,1.53247855715535e-09,2.367967686552e-08,"BraA08002894",2.54936614825833,3.75930106514503,62.7256870613346,4.75024106283913e-08,5.87343239034469e-07," 5.269681"," 5.998820","35.084576","35.200943","AT1G27310","NTF2A","nuclear transport factor 2A","-","-","Both_sig"
"BraA08001963",1.72734234463947,5.95735484878341,91.8808179634547,1.53448494597426e-09,2.367967686552e-08,"BraA08001963",1.77057524607002,5.95735484878341,72.4169435934286,1.35097670585602e-08,2.30183345007536e-07," 43.67057"," 34.54972","144.44449","117.93856","AT4G29940","PRHA","pathogenesis related homeodomain protein A","YES","-","Both_sig"
"BraA09000045",2.33956824519408,4.08356810395173,91.8806239966779,1.53451527336915e-09,2.367967686552e-08,"BraA09000045",2.19514692149388,4.08356810395173,62.5086874909866,4.89382869024318e-08,6.01787996753342e-07," 7.474484"," 8.497231","38.355944","38.961575","AT4G00550","DGD2","digalactosyl diacylglycerol deficient 2","-","-","Both_sig"
"BraA09006605",1.34737658431862,5.71748962247502,91.8050040432876,1.54638847932434e-09,2.38178231795318e-08,"BraA09006605",1.53628552702496,5.71748962247502,88.9193624218725,2.08327594855547e-09,5.98371595442758e-08," 40.72356"," 31.86713","103.69659"," 92.46243","AT1G09320","AT1G09320","agenet domain-containing protein","-","-","Both_sig"
"BraA02002177",3.13156874845176,2.93740602026862,91.7324092290741,1.55788064127814e-09,2.39697373350127e-08,"BraA02002177",2.48082026494444,2.93740602026862,49.8378987166312,3.2302151704974e-07,2.66237397274419e-06," 1.792549"," 4.790583","16.144281","26.785314","AT1G70660","MMZ2","MMS ZWEI homologue 2","-","-","Both_sig"
"BraA03004223",2.03861810471818,4.04754506910971,91.1482884456582,1.6537991098952e-09,2.52622970195154e-08,"BraA03004223",2.3341597302986,4.04754506910971,88.8481479835944,2.09885971190707e-09,5.99628400458101e-08," 9.407997"," 7.797890","38.832211","39.335739","AT1G51550","AT1G51550","Kelch repeat-containing F-box family protein","-","-","Both_sig"
"BraA06002654",5.89813386475789,3.63722722209629,91.142809653309,1.65472860401019e-09,2.52622970195154e-08,"BraA06002654",4.42317451382208,3.63722722209629,49.8012352993435,3.24943947359825e-07,2.67559268501359e-06," 0.8364459"," 1.8464139","45.2987623","40.0469275","AT3G46640","PCL1","Homeodomain-like superfamily protein","YES","YES","Both_sig"
"BraA04003105",1.69142662210451,7.72527055464509,91.0783729177901,1.66570318459263e-09,2.54052016719845e-08,"BraA04003105",2.05473833995298,7.72527055464509,98.5789072856575,7.90610427411439e-10,2.93495474704152e-08,"142.3280","117.3073","459.8016","487.4136","AT2G43160","AT2G43160","ENTH/VHS family protein","-","-","Both_sig"
"BraA09000438",1.5106327001905,5.7421026102031,90.8255597043547,1.70953113089948e-09,2.59980869568675e-08,"BraA09000438",1.61899682693813,5.7421026102031,78.5121365270769,6.53591831848497e-09,1.33329010748713e-07," 35.43064"," 37.34478","100.74636","114.72050","AT5G48385","AT5G48385","FRIGIDA-like protein","-","-","Both_sig"
"BraA10001640",1.73462505467267,3.69889379265928,90.8030058705174,1.71350152173145e-09,2.60333146255339e-08,"BraA10001640",2.00289715243854,3.69889379265928,91.669781736187,1.56786948104539e-09,4.87712759518861e-08," 7.623822"," 7.259820","25.295863","29.136351","AT5G22350","ELM1","fission ELM1-like protein (DUF1022)","-","-","Both_sig"
"BraA10001074",1.2410105901774,4.9213303423609,90.7900901502871,1.71577972289333e-09,2.60427896223154e-08,"BraA10001074",1.01818996737923,4.9213303423609,47.0338919536912,5.13156804644617e-07,3.84440176349656e-06,"20.26653","24.44178","48.01308","49.51800","AT5G55210","AT5G55210","hypothetical protein","-","YES","Both_sig"
"BraA06004382",3.92424067624823,4.88781100964866,90.6870002204116,1.73408211982325e-09,2.62699254725871e-08,"BraA06004382",3.42745318970547,4.88781100964866,55.2545730888789,1.3879212500384e-07,1.36111404832426e-06," 6.111351"," 7.780028","95.453536","83.775633","AT3G25590","AT3G25590","micronuclear linker histone polyprotein-like protein","-","-","Both_sig"
"BraA03001800",1.29274643552253,6.89035146213945,90.4837262295546,1.77079548722103e-09,2.67488684921872e-08,"BraA03001800",1.28150311244473,6.89035146213945,66.9315565739619,2.70650636117086e-08,3.83097213352782e-07," 85.66939"," 85.92082","209.97978","208.87237","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-","Both_sig"
"BraA10001896",2.38470315514583,6.12984341700137,89.9198526901529,1.87713017326145e-09,2.80589068633762e-08,"BraA10001896",2.50604285288434,6.12984341700137,74.1673349822623,1.09155949854367e-08,1.95908169978076e-07," 32.20166"," 30.29468","168.45869","172.10564","AT5G18650","AT5G18650","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-","Both_sig"
"BraA06000847",2.17724102788573,5.88907417910864,89.8193109999959,1.89680885540228e-09,2.8252992154982e-08,"BraA06000847",2.3834419975095,5.88907417910864,80.0221174248801,5.49730123012122e-09,1.18368702273745e-07," 30.96870"," 28.67676","140.28525","149.67975","AT1G52320","AT1G52320","kinesin-like protein","-","-","Both_sig"
