"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA01000335",-1.17625634189394,3.42644397472907,26.0495341824926,3.50604193852057e-05,0.000106064001753438,"BraA01000335",-0.471916053827221,3.42644397472907,3.28637876980343,0.0828017798361642,0.114797852076211,"14.605129","11.422756"," 6.460822"," 8.251351","AT4G35290","GLUR2","glutamate receptor 2","-","-","WT_sig"
"BraA02003627",-3.24135608288962,4.21796933035563,26.0374442732165,3.51638246860816e-05,0.000106335946312954,"BraA02003627",-1.55329874686398,4.21796933035563,5.7878342575396,0.0244856578325818,0.0389375888345967,"15.237794","16.434935"," 1.726588"," 5.512366","AT3G26280","CYP71B4","cytochrome P450, family 71, subfamily B, polypeptide 4","-","-","WT_sig"
"BraA09005381",-2.54731342380867,2.74356671031242,26.0278013702934,3.52465385916042e-05,0.00010654513490145,"BraA09005381",-1.37962547213024,2.74356671031242,6.27501662480119,0.0196947248499541,0.0319846233118322,"10.089115"," 6.128673"," 1.789874"," 2.376486","AT3G61210","AT3G61210","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","WT_sig"
"BraA02002705",-1.22490687347682,2.95092792824635,25.9692283482025,3.57535312957551e-05,0.000107875438035264,"BraA02002705",-0.795395119060473,2.95092792824635,8.49280630893032,0.00775951033099554,0.0139582505839851," 8.839926"," 7.639632"," 3.743022"," 4.412869","AT1G16890","UBC36","ubiquitin-conjugating enzyme 36","-","-","WT_sig"
"BraA03000667",-1.05828584703874,3.90035651049227,25.8629300691242,3.66940091814989e-05,0.000110138006200761,"BraA03000667",-0.126155628001534,3.90035651049227,0.28475172181848,0.598673241639713,0.652209082461869,"18.727498","12.762324"," 8.961965","11.698068","AT5G14480","AT5G14480","beta-1,4-N-acetylglucosaminyltransferase family protein","-","-","WT_sig"
"BraA10002027",-1.28747882051187,6.38173094404816,25.5400152465288,3.97200230159293e-05,0.000118094666088161,"BraA10002027",-0.886276420524418,6.38173094404816,9.27607131624011,0.00569822131092308,0.0105666827796806," 95.31319"," 82.66038"," 39.10818"," 44.67684","AT5G17230","PSY","PHYTOENE SYNTHASE","-","-","WT_sig"
"BraA02003760",-1.71940791252882,3.04549824411028,25.495811314455,4.0154965412966e-05,0.000119222396760024,"BraA02003760",-1.13495452748476,3.04549824411028,8.5138601340272,0.00769440626425162,0.0138585598580296,"13.832046"," 7.848979"," 4.251915"," 3.567102","AT3G28200","AT3G28200","Peroxidase superfamily protein","-","-","WT_sig"
"BraA02000904",-1.47078292664314,5.53759736270988,25.349372871793,4.16332709149755e-05,0.000123062475906425,"BraA02000904",-0.944604117132172,5.53759736270988,8.15701681882574,0.0088842575873948,0.0157510942132906,"58.30644","60.18049","21.04372","31.19084","AT5G19530","ACL5","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","YES","WT_sig"
"BraA01001766",-1.08763409702432,5.50587025218184,25.0176332077404,4.52060340651759e-05,0.000132468465253443,"BraA01001766",-0.116311291227132,5.50587025218184,0.221524887043246,0.642270172483719,0.691946099582049,"61.15440","47.40084","28.72380","43.70380","AT4G25970","PSD3","phosphatidylserine decarboxylase 3","-","-","WT_sig"
"BraA06001301",-1.13312002446999,3.17306388473817,25.0026613240738,4.53749612961206e-05,0.000132825346996641,"BraA06001301",-0.217971105703565,3.17306388473817,0.729591523455549,0.401739041791927,0.463532394936962,"12.215773"," 9.621555"," 5.585530"," 8.267640","AT1G09560","GLP5","germin-like protein 5","-","-","WT_sig"
"BraA07003255",-2.17420952884442,2.40236767941904,24.9747383457664,4.56918536418154e-05,0.000133653554417799,"BraA07003255",-0.180082970694898,2.40236767941904,0.139590632891532,0.712076645172143,0.754804121153581,"10.976793"," 4.366814"," 2.428567"," 3.851961","AT1G69040","ACR4","ACT domain repeat 4","-","-","WT_sig"
"BraA09000032",-1.41819445940923,4.25074035949479,24.9540727849562,4.59279337681349e-05,0.000134294199797593,"BraA09000032",-0.831903224314201,4.25074035949479,6.56459038825236,0.0173462763101363,0.0284881457764551,"28.66318","18.50629","10.64459","10.41515","AT4G00330","CRCK2","calmodulin-binding receptor-like cytoplasmic kinase 2","-","-","WT_sig"
"BraA10001497",-1.55883764087699,3.33513796754738,24.6748535941098,4.92512586659974e-05,0.000142960293160347,"BraA10001497",-1.05871842285002,3.33513796754738,8.97625683111887,0.00640590831250626,0.0117278075984745,"11.719268","10.453968"," 4.014110"," 5.012202","AT5G59730","EXO70H7","exocyst subunit exo70 family protein H7","-","YES","WT_sig"
"BraA09005728",-1.36238259410111,5.10678716951314,24.6511292176504,4.95454659519703e-05,0.000143776849941743,"BraA09005728",-0.693512300274812,5.10678716951314,4.97540724931131,0.0356493966601402,0.0542956657231262,"47.31155","37.86131","18.52691","23.43664","AT2G23755","AT2G23755","transmembrane family 220 helix protein","-","-","WT_sig"
"BraA09002684",-1.314821470539,7.4162334609337,24.5095098925389,5.13419720899537e-05,0.000148486927732612,"BraA09002684",-0.822963388587072,7.4162334609337,7.3454209835781,0.0124213770375667,0.0211593587198376,"210.70263","146.42231"," 84.71761"," 82.78013","AT4G11570","AT4G11570","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-","WT_sig"
"BraSca000437",-2.13465058196474,2.89133688622766,24.307228579193,5.40321064460626e-05,0.000155534995512258,"BraSca000437",-1.26052083298177,2.89133688622766,6.84439809890052,0.0153686543212644,0.0255900369212632,"10.924073"," 8.014076"," 2.491777"," 3.326972","AT1G44760","AT1G44760","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-","WT_sig"
"BraA07003590",-2.4935666061105,2.80794956741969,23.8184614904193,6.11871810075773e-05,0.000173435301469344,"BraA07003590",-1.64204479779141,2.80794956741969,8.4071535756789,0.00803069508172135,0.0143967130508308," 8.585625"," 6.994625"," 1.466438"," 2.248660","AT1G73050","AT1G73050","Glucose-methanol-choline (GMC) oxidoreductase family protein","-","-","WT_sig"
"BraA04003255",-1.46506092967352,4.15558348080197,23.6875969189617,6.32735743041335e-05,0.000178833912649858,"BraA04003255",-0.931211845848008,4.15558348080197,7.51575537776507,0.0115664629599355,0.0198729534973677,"21.475775","20.866594"," 7.726719","10.946576","AT2G45830","DTA2","downstream target of AGL15 2","-","-","WT_sig"
"BraA03000328",-1.14204633389812,5.19178259276644,23.6670778573245,6.3607678799986e-05,0.000179681418577132,"BraA03000328",-0.803707871687207,5.19178259276644,8.73200026188484,0.007054129664713,0.0128049822307211,"59.12370","25.61451","26.79724","14.62826","AT5G07740","AT5G07740","actin binding protein","-","-","WT_sig"
"BraA03004608",-1.01066890849769,4.107169041162,23.5142227561354,6.61578460238353e-05,0.000185917603359252,"BraA03004608",-0.653479943304918,4.107169041162,7.50705203667344,0.0116085340572795,0.0199365331218309,"23.76840","17.80269","11.74526","11.30614","AT2G16920","UBC23","ubiquitin-conjugating enzyme 23","-","-","WT_sig"
"BraA06004234",-1.63215545652147,4.42678951006641,23.4173716851132,6.78311422916278e-05,0.000190110786978316,"BraA06004234",-0.616583763255625,4.42678951006641,2.61146558962578,0.119595695841159,0.159731544551536,"32.05575","19.47205","10.26360","12.73620","AT4G27710","CYP709B3","cytochrome P450, family 709, subfamily B, polypeptide 3","-","-","WT_sig"
"BraA10001710",-1.16172528448742,7.82448960135812,23.1845647140016,7.20448991140672e-05,0.000200209518371366,"BraA10001710",-0.58380809512296,7.82448960135812,4.4829921385221,0.0451479492434916,0.0670784142998449,"266.8299","218.3714","119.2319","145.7138","AT5G20960","AO1","aldehyde oxidase 1","-","-","WT_sig"
"BraA09004555",-1.45500763610618,3.42868162622457,23.1157216887396,7.33449144746381e-05,0.000203355461305409,"BraA09004555",-0.82252723280209,3.42868162622457,5.96641199292707,0.022593388485699,0.0362175307836747,"12.208274","12.658104"," 4.501476"," 7.114425","AT5G67385","AT5G67385","Phototropic-responsive NPH3 family protein","-","-","WT_sig"
"BraA01004693",-1.72782707130356,2.74201707882744,22.8139097544459,7.93535015621012e-05,0.000218055885926584,"BraA01004693",-1.12208763268482,2.74201707882744,7.91705562549091,0.00979790956367549,0.0171851010176345,"7.755509","8.394482","2.336410","3.835950","AT3G03010","AT3G03010","Peptidyl-tRNA hydrolase II (PTH2) family protein","-","-","WT_sig"
"BraA10001828",-1.04383567408322,4.27091946170586,22.8001614045976,7.96396827523571e-05,0.000218765899916597,"BraA10001828",-0.566021481290397,4.27091946170586,5.15837488219134,0.0327096868826116,0.0503521243552379,"25.35864","18.64261","12.34490","12.57273","AT5G19460","NUDT20","nudix hydrolase homolog 20","-","-","WT_sig"
"BraA05000418",-1.0463742209985,3.10682420810497,22.6113543431157,8.36856200067347e-05,0.000228642884725916,"BraA05000418",-0.486167405950368,3.10682420810497,3.87779494291196,0.0609698072397961,0.0874728617222123," 9.345472"," 9.120886"," 4.498518"," 6.490488","AT2G42670","AT2G42670","2-aminoethanethiol dioxygenase, putative (DUF1637)","-","-","WT_sig"
"BraA06003480",-1.29350319669479,3.77213298524014,22.5795024465165,8.43899733184122e-05,0.000230247561107958,"BraA06003480",-0.830593732651583,3.77213298524014,7.31273108001781,0.0125933064403979,0.0213943489877888,"16.487946","15.485407"," 6.810620"," 8.666791","AT2G17450","RHA3A","RING-H2 finger A3A","-","-","WT_sig"
"BraA03000009",-1.42168386238644,5.00203188565221,22.5276173020278,8.55511892309479e-05,0.000232931278065234,"BraA03000009",-1.03086043874198,5.00203188565221,9.05797879250188,0.00620388759363516,0.0113996253471652,"39.53773","28.20865","14.92000","13.78411","AT5G01920","STN8","Protein kinase superfamily protein","-","-","WT_sig"
"BraA06002352",-1.4170170887984,4.37249178060746,22.5266636610981,8.55726943548004e-05,0.000232949534615109,"BraA06002352",-0.623827531002703,4.37249178060746,3.44560060167251,0.0761502966467987,0.106514322333654,"32.29534","26.48074","12.09768","17.16171","AT1G21730","AT1G21730","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","WT_sig"
"BraA03006447",-1.18169544445931,3.92185303574359,22.3972032945039,8.85474657257135e-05,0.000239803356937841,"BraA03006447",-0.170393644613232,3.92185303574359,0.361664377453254,0.553407685625593,0.609945712681443,"21.769930","13.689866"," 9.656442","12.144856","AT4G36650","PBRP","plant-specific TFIIB-related protein","-","-","WT_sig"
"BraA06004986",-3.30732468743927,3.65953884438727,22.3763132112305,8.90379464209391e-05,0.000240965831613752,"BraA06004986",-2.26813203244704,3.65953884438727,9.07748624645472,0.00615670658158236,0.0113221826842045,"21.807180","16.803719"," 2.343096"," 3.435391","AT4G38860","AT4G38860","SAUR-like auxin-responsive protein family","-","-","WT_sig"
"BraA07002139",-2.78162904676434,3.48941006370512,22.1930182512885,9.34706353879262e-05,0.00025119136093665,"BraA07002139",-1.01321018163253,3.48941006370512,2.41253774687517,0.13388690100671,0.176556620462937,"20.779781"," 7.412375"," 3.053374"," 3.653669","AT1G56170","NF-YC2","nuclear factor Y, subunit C2","YES","-","WT_sig"
"BraA06002042",-1.8179299281047,2.98246842357602,22.1908493374612,9.35245045434522e-05,0.000251293223201423,"BraA06002042",-1.20907532820952,2.98246842357602,7.91346707860931,0.00981233648379131,0.017208487605,"11.955192","11.161384"," 3.395481"," 4.815313","AT1G18690","XXT4","Galactosyl transferase GMA12/MNN10 family protein","-","-","WT_sig"
"BraA10001912",-1.79266682209548,2.89252030685068,22.1641938488774,9.41893128132238e-05,0.000252777456722957,"BraA10001912",-1.20651549206762,2.89252030685068,8.01199831414077,0.00942458231582408,0.0165987384638101," 9.942282"," 7.750940"," 2.892287"," 3.323982","AT5G18500","AT5G18500","Protein kinase superfamily protein","-","-","WT_sig"
"BraA02003513",-1.93840585468826,3.60769025675945,22.0026691576478,9.83295688982309e-05,0.000262768661198328,"BraA02003513",-1.15344466032093,3.60769025675945,6.45218373168377,0.0182188520816568,0.0298092236762243,"14.724660","14.931721"," 3.978031"," 6.691029","AT2G02950","PKS1","phytochrome kinase substrate 1","-","-","WT_sig"
"BraA03000897",-1.45311324095156,3.1655357072088,21.9695935240165,9.92015836777264e-05,0.000264964012741798,"BraA03000897",-0.660041775227132,3.1655357072088,3.56818317082836,0.0714453411719322,0.100766099466507,"11.890077"," 8.628625"," 4.356456"," 5.439792","AT5G18320","AT5G18320","ARM repeat superfamily protein","-","-","WT_sig"
"BraA01004266",-2.09325973394529,3.33685103808596,21.9558725887329,9.95657941563583e-05,0.00026582222225515,"BraA01004266",-0.873692538469418,3.33685103808596,3.00254747967415,0.0963920566647344,0.131326146620178,"15.358881"," 6.507528"," 3.739279"," 3.559490","AT3G11660","NHL1","NDR1/HIN1-like 1","-","-","WT_sig"
"BraA06003421",-2.40174925440175,7.83873079100809,21.8964257032154,0.000101160667582593,0.000269647571168502,"BraA06003421",-1.16318816590485,7.83873079100809,4.17960396577647,0.0524084856024872,0.0766146153416131,"326.97868","325.80323"," 61.99328","145.39745","AT2G18300","HBI1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES","WT_sig"
"BraA05001146",-1.46281211726207,5.96723706179818,21.8406854519003,0.000102681394552986,0.00027328460437335,"BraA05001146",-0.473863688225577,5.96723706179818,1.78214674852603,0.194823200027719,0.245951008055525,"108.96686"," 64.07653"," 39.50086"," 46.14253","AT1G75780","TUB1","tubulin beta-1 chain","-","-","WT_sig"
"BraA01002194",-1.68570419047389,3.27518344216023,21.774895226311,0.000104508416775319,0.000277537114905267,"BraA01002194",-1.19249194659073,3.27518344216023,8.23393415530753,0.00861159667373652,0.0153108021737956,"19.149025","10.435808"," 5.955513"," 4.531267","AT4G16480","INT4","inositol transporter 4","-","-","WT_sig"
"BraA05002962",-2.31936402374214,2.58907290836367,21.707222642576,0.000106424712523216,0.000281912651483578,"BraA05002962",-1.15514176356509,2.58907290836367,4.5739089744614,0.0431984956030157,0.064443590256039,"7.658046","6.404900","1.592888","2.857853","AT3G20640","AT3G20640","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-","WT_sig"
"BraA02001413",-3.09224048112838,2.81136264120248,21.5753908511064,0.000110268625035555,0.00029076848298474,"BraA02001413",-2.0922156364586,2.81136264120248,7.69743818354297,0.0107255561140906,0.0185937005794211,"14.269464"," 6.019471"," 1.657229"," 1.361684","AT5G56100","AT5G56100","glycine-rich protein / oleosin","-","-","WT_sig"
"BraA03003305",-1.06387857667759,2.98502966589749,21.5585818909612,0.000110769505428679,0.000291947758782218,"BraA03003305",-0.125225504588986,2.98502966589749,0.235547474572169,0.631986722949816,0.682551877005652," 9.036029"," 6.693530"," 4.353633"," 6.146534","AT3G02600","LPP3","lipid phosphate phosphatase 3","-","-","WT_sig"
"BraA09001736",-1.92813110548136,4.26351106986129,21.542904913287,0.000111238888182357,0.00029298863788325,"BraA09001736",-1.05120782297437,4.26351106986129,5.09680985439288,0.0336674010457361,0.0516596697660252,"25.541371","18.118860"," 6.683181"," 8.707526","AT1G61260","AT1G61260","cotton fiber (DUF761)","-","-","WT_sig"
"BraA09005062",-1.82882755317255,4.93417256028701,21.4118727207879,0.000115247901389164,0.000302182570025895,"BraA09005062",-0.743318464835488,4.93417256028701,2.88675071442105,0.10266674948177,0.139056418280963,"33.374467","39.534498"," 9.268351","23.608381","AT3G57040","ARR9","response regulator 9","-","-","WT_sig"
"BraA06000820",-1.93889664278457,5.54536844383911,21.3277451138086,0.000117904629338988,0.000308583117026218,"BraA06000820",-1.06101269262762,5.54536844383911,4.99953699087782,0.0352452720339769,0.0537402481657267,"59.98636","32.25334","15.71642","15.48558","AT1G52770","AT1G52770","Phototropic-responsive NPH3 family protein","-","YES","WT_sig"
"BraA01002613",-2.30500943651792,4.05530202164494,21.2772447923497,0.000119531402368152,0.000312477042563479,"BraA01002613",-1.1914868426471,4.05530202164494,4.46149294170622,0.0456233061317819,0.0676890082359102,"31.597814","14.776288"," 6.288225"," 6.478927","AT3G48100","RR5","response regulator 5","-","YES","WT_sig"
"BraA06004908",-2.25585910678861,4.08564785722038,21.2369825500177,0.00012084589043973,0.000315546502243091,"BraA06004908",-1.38146980173818,4.08564785722038,6.52121834750623,0.017677345194635,0.028992540727681,"13.928757","10.663550"," 2.956417"," 4.078397","AT5G43150","AT5G43150","elongation factor","-","-","WT_sig"
"BraA10001989",-2.34000429851579,3.30695466427479,21.1871372977512,0.000122495099715492,0.000319058889545232,"BraA10001989",-0.967677456012086,3.30695466427479,3.34445347870254,0.08030122983719,0.111764201754122," 7.861648"," 8.062981"," 1.617652"," 4.078537","AT5G17700","AT5G17700","MATE efflux family protein","-","-","WT_sig"
"BraA06001197",-1.1567943427844,4.16599845382325,21.1665789397478,0.000123182431758664,0.000320530910213486,"BraA06001197",-0.786375125745669,4.16599845382325,7.59591263780945,0.0111868089378399,0.0193112933408204,"23.44968","23.17740","10.48909","13.45302","AT1G08260","TIL1","DNA polymerase epsilon catalytic subunit","-","YES","WT_sig"
"BraA05004210",-1.62418303787477,2.86914851349364,21.0055662497426,0.000128713163810015,0.000333488921542326,"BraA05004210",-1.12042071962847,2.86914851349364,7.86561386056995,0.0100069751318665,0.0175092177937187,"10.759428"," 8.412017"," 3.480617"," 3.853655","AT3G07990","SCPL27","serine carboxypeptidase-like 27","-","-","WT_sig"
"BraA07002261",-1.17105509607639,3.12599427330822,20.8136803728878,0.000135660209041211,0.000348678733905281,"BraA07002261",-0.753380783508651,3.12599427330822,6.84200049938998,0.0153845007063605,0.0256110038200015," 9.701451","10.513446"," 4.286955"," 6.239780","AT3G60910","AT3G60910","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","WT_sig"
"BraA05001204",-1.46002973476414,3.01960102863443,20.7794044387618,0.000136943597402373,0.000351458050401656,"BraA05001204",-1.03620176986198,3.01960102863443,8.26594531460988,0.00850084978404823,0.0151357907695945,"10.527890","10.480171"," 3.768336"," 5.109302","AT2G34160","AT2G34160","Alba DNA/RNA-binding protein","-","-","WT_sig"
"BraA08001353",-1.8056989078884,6.22435995897466,20.7367879243588,0.000138557755803142,0.000355263005719819,"BraA08001353",0.170002811374031,6.22435995897466,0.146250422653536,0.705621417636923,0.749000534187364,"147.03264"," 54.05038"," 42.09799"," 60.76673","AT4G17940","AT4G17940","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","WT_sig"
"BraA06004189",-1.44954537400038,4.38440379693645,20.511946441933,0.000147424289130795,0.000375600244564376,"BraA06004189",-0.744443304380845,4.38440379693645,4.26401921667697,0.0502638416238989,0.0737809257819798,"28.68727","22.87552","10.55709","13.61144","AT3G28040","AT3G28040","Leucine-rich receptor-like protein kinase family protein","-","-","WT_sig"
"BraA02002115",-1.47782923522867,4.53642528510415,20.4667678232021,0.000149279414619259,0.000379528022307728,"BraA02002115",-0.361757242815206,4.53642528510415,1.0010021483602,0.327377238530709,0.387499177344179,"23.053974","26.301728"," 8.268228","20.525043","AT1G69760","AT1G69760","suppressor SRP40-like protein","-","-","WT_sig"
"BraA08003641",-2.75509689181193,3.84930909405396,20.3265345162042,0.000155201521496923,0.000393060651385609,"BraA08003641",-2.040976475227,3.84930909405396,8.51169305601156,0.00770107960740822,0.0138689923364537,"20.709011","10.976720"," 2.969022"," 2.673219","AT1G10470","ARR4","response regulator 4","-","YES","WT_sig"
"BraA08002996",-2.6345714816233,2.42065718927107,20.2870924856681,0.000156912939241768,0.000397011680383449,"BraA08002996",-1.81909748316792,2.42065718927107,8.40590451662214,0.00803472614260676,0.0144022992238504," 7.9531905","10.9716716"," 1.2629570"," 3.0803157","AT1G26840","ORC6","origin recognition complex protein 6","-","-","WT_sig"
"BraA03002082",-2.0338565943818,3.96246053846354,20.2717689589103,0.000157583373717936,0.000398579833250895,"BraA03002082",-1.45121295760239,3.96246053846354,8.08386706600727,0.0091524115288389,0.0161773113378915,"22.095296","14.403349"," 5.533733"," 5.216575","AT2G37860","LCD1","reticulata-like protein, putative (DUF3411)","-","YES","WT_sig"
"BraA04000891",-1.16890866705264,3.57098828967841,20.2476757286333,0.000158643818752771,0.000400939901600612,"BraA04000891",-0.593082781566064,3.57098828967841,4.0409129378562,0.0561608270507581,0.0813820123162339,"17.097966","12.732356"," 7.529113"," 8.423341","AT4G13720","AT4G13720","Inosine triphosphate pyrophosphatase family protein","-","-","WT_sig"
"BraA10003064",-3.44130984235245,2.49959090951595,20.2407149662067,0.000158951636920667,0.000401524436708603,"BraA10003064",-1.61811349722844,2.49959090951595,4.43762863704997,0.0461575761384703,0.0683906587085644,"5.1237613","5.6885555","0.4217953","1.8366172","AT5G03260","LAC11","laccase 11","-","YES","WT_sig"
"BraA05002723",-4.44052369487144,3.11627482852534,20.1692748897439,0.000162148732659019,0.000408290041921766,"BraA05002723",-1.85018268489633,3.11627482852534,2.82205424346653,0.106378933661749,0.143540884340843,"20.6024670"," 3.4188624"," 0.9549963"," 0.9437333","AT5G38520","AT5G38520","alpha/beta-Hydrolases superfamily protein","-","-","WT_sig"
"BraA07000238",-1.02020690215836,7.73310773268188,20.1304353991704,0.000163916225218841,0.00041227890459325,"BraA07000238",-0.603215078434619,7.73310773268188,5.36086313209982,0.0297683406584463,0.0463089229061024,"259.5896","260.0561","128.0584","171.1740","AT2G18300","HBI1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES","WT_sig"
"BraA02000581",-1.72744900524869,3.8719292665381,20.0655868689366,0.000166914284613471,0.000418748938446929,"BraA02000581",-1.06877221285902,3.8719292665381,5.98003431122545,0.0224558635388241,0.0360227570425084,"25.127048","15.097953"," 7.743675"," 7.153491","AT5G14370","AT5G14370","CCT motif family protein","-","-","WT_sig"
"BraA08002231",-1.43267404610811,3.89377913002496,20.043143258926,0.000167965764130063,0.00042098425595656,"BraA08002231",-0.696140710757148,3.89377913002496,3.65861096132847,0.0681872562214114,0.096603727536005,"24.737492","15.213203"," 9.150525"," 9.402158","AT4G25300","AT4G25300","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-","WT_sig"
"BraA02000350",-1.10190168675779,5.83985558651079,19.9677669545863,0.000171550285413888,0.000429284815964164,"BraA02000350",-0.433980250557503,5.83985558651079,2.38845404427825,0.135750752611352,0.178715025602433,"71.24805","65.93570","33.10745","48.83608","AT5G10030","TGA4","TGACG motif-binding factor 4","YES","-","WT_sig"
"BraA06000682",-1.11475450605914,5.94083427765213,19.9131983938846,0.000174197278337813,0.000435285785209903,"BraA06000682",-0.359961417034045,5.94083427765213,1.5962999789507,0.218962450869644,0.272642115076987,"94.75155","61.81197","43.84212","48.15157","AT1G55340","AT1G55340","hypothetical protein (DUF1639)","-","-","WT_sig"
"BraA03001020",-1.08915674550573,3.36826670837745,19.8373844976335,0.000177948963636697,0.000443533917282914,"BraA03001020",-0.754029956893497,3.36826670837745,7.25911971144348,0.0128809920146101,0.0218453630330743,"13.226421"," 9.304266"," 6.196202"," 5.526945","AT5G20360","Phox3","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-","WT_sig"
"BraA07002854",-1.58723780755359,4.00259948291666,19.8263590108628,0.000178501858202367,0.000444640083810131,"BraA07002854",-1.13651816929469,4.00259948291666,7.64342574353112,0.0109682766053214,0.0189673339670138,"26.921525","15.209476"," 8.825228"," 6.920975","AT1G69890","AT1G69890","actin cross-linking protein (DUF569)","-","-","WT_sig"
"BraA02003720",-1.03916403809417,5.43230877777184,19.6599355419988,0.000187078859026746,0.000463719880485195,"BraA02003720",-0.420229977123767,5.43230877777184,2.48354716607455,0.128565344348296,0.170352598707145,"52.13327","45.52138","25.42479","34.00176","AT3G27390","AT3G27390","transmembrane protein","-","-","WT_sig"
"BraA10002712",-1.0083784835535,6.69414302327498,19.6473850304433,0.000187743650542203,0.000465221199548848,"BraA10002712",-0.305393657112848,6.69414302327498,1.3801570597093,0.251977344625996,0.308359773317772,"151.49388","117.94215"," 75.26017"," 95.42475","AT5G06690","WCRKC1","WCRKC thioredoxin 1","-","-","WT_sig"
"BraA03002424",-2.19945458851681,4.90734735323103,19.6450958861686,0.0001878651821736,0.000465375821122516,"BraA03002424",-1.23561840723928,4.90734735323103,5.10222853557598,0.0335818593709033,0.0515434877131173,"43.489515","39.559589"," 9.748407","16.726245","AT2G43800","AT2G43800","Actin-binding FH2 (formin homology 2) family protein","-","-","WT_sig"
"BraA09006351",-1.16784320379564,5.12412175910605,19.6339124267705,0.000188460150296203,0.000466629348067049,"BraA09006351",-0.781431710997824,5.12412175910605,6.77909807014895,0.015806773240509,0.0262307444180929,"43.86704","41.94197","19.45307","24.38382","AT1G13560","AAPT1","aminoalcoholphosphotransferase 1","-","-","WT_sig"
"BraA03003926",-1.11332998577439,4.37271837097627,19.6137129671746,0.000189539985627555,0.000469081662543666,"BraA03003926",-0.334897995069291,4.37271837097627,1.38989106382762,0.250358904101605,0.306569873234734,"25.03204","21.82699","11.58255","17.28186","AT3G15030","TCP4","TCP family transcription factor 4","YES","YES","WT_sig"
"BraA07001927",-1.2788025852702,5.40562354495168,19.5333860258166,0.000193901344851961,0.000478415406886671,"BraA07001927",-0.753201569122623,5.40562354495168,5.22548787667393,0.0317002466256046,0.0489418226470836,"52.25883","42.24026","21.60032","25.02141","AT2G28890","PLL4","poltergeist like 4","-","YES","WT_sig"
"BraA06004843",-1.21791540514766,6.67561397633743,19.4902187551676,0.00019629019066354,0.000483658046500332,"BraA06004843",-0.231831253942005,6.67561397633743,0.547055392902082,0.466933068150433,0.527869460079568,"135.37628"," 99.27659"," 58.34928"," 84.53111","AT5G44190","GLK2","GOLDEN2-like 2","YES","YES","WT_sig"
"BraA01001137",-1.21296443530475,3.89183658742585,19.3448570411016,0.000204573194590867,0.000501476729926842,"BraA01001137",-0.830396597618055,3.89183658742585,7.11484632405531,0.0136919194161349,0.0230690228655495,"17.649063","17.740697"," 7.613435"," 9.975213","AT4G19180","AT4G19180","GDA1/CD39 nucleoside phosphatase family protein","-","-","WT_sig"
"BraA02001153",-2.33608751633617,3.15200988222268,19.281292492664,0.000208314260095143,0.000509536356472037,"BraA02001153",-1.14286085188243,3.15200988222268,3.57409965644101,0.0712268126513172,0.100511926764545,"18.134570"," 6.434428"," 3.574348"," 2.895141","AT5G59850","AT5G59850","Ribosomal protein S8 family protein","-","-","WT_sig"
"BraSca000396",-2.73275222700637,3.33654032763265,19.2308539621869,0.000211335853217985,0.00051628532200079,"BraSca000396",-1.28753087081698,3.33654032763265,4.02381133836248,0.0566442558510822,0.0819919612926278,"10.185241","14.231157"," 1.565634"," 5.773631","AT1G43790","TED6","tracheary element differentiation-related 6","-","-","WT_sig"
"BraA07002517",-1.29476691696421,4.10371303361308,18.993692251704,0.000226198170679791,0.00054884526075226,"BraA07002517",-0.952741164642121,4.10371303361308,7.97803626121762,0.0095562928169527,0.0168081404557867,"20.699090","18.440048"," 8.540253"," 9.511287","AT1G78020","AT1G78020","senescence-associated family protein, putative (DUF581)","-","-","WT_sig"
"BraA09003242",-1.54453007524746,3.51737066226395,18.8799916554465,0.000233724244866003,0.000565363395449652,"BraA09003242",-0.996255182734044,3.51737066226395,6.219556600729,0.0201836433549086,0.0327010341128422,"15.865290","13.919262"," 5.401803"," 6.952569","AT1G34430","EMB3003","2-oxoacid dehydrogenases acyltransferase family protein","-","-","WT_sig"
"BraA08002069",-1.41415217762639,5.89103277367857,18.8697381946802,0.000234416238658948,0.00056651490810561,"BraA08002069",-1.14167672329547,5.89103277367857,9.39636715163105,0.00543881829356989,0.0101238174007557,"89.37554","73.59915","33.75490","33.31975","AT1G55340","AT1G55340","hypothetical protein (DUF1639)","-","-","WT_sig"
