"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06002590",3.58078170889768,6.08408447323017,99.1492685994369,8.14202908696342e-09,1.84881630176705e-07,"BraA06002590","AT3G47430","PEX11B","peroxin 11B","-","-"
"BraA09000144",5.95972008900089,3.37349053952031,98.8904071504592,8.30955873588848e-09,1.87872437166582e-07,"BraA09000144","AT4G01883","AT4G01883","Polyketide cyclase / dehydrase and lipid transport protein","-","-"
"BraA02003931",4.6001681520707,5.75405087246498,98.6427753125478,8.47340672505884e-09,1.89362264198429e-07,"BraA02003931","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA05001614",4.98313363498356,3.99322397930914,98.5917681632599,8.50759943671571e-09,1.89362264198429e-07,"BraA05001614","AT2G29450","GSTU5","glutathione S-transferase tau 5","-","-"
"BraA03005831",4.40434078955164,7.32236634537654,98.4078673705768,8.63215449019846e-09,1.91588897249479e-07,"BraA03005831","AT4G28740","AT4G28740","LOW PSII ACCUMULATION-like protein","-","-"
"BraA10000984",4.26590644999021,3.56426753327284,98.3876586137927,8.64596470078102e-09,1.91623803565479e-07,"BraA10000984","AT5G54180","PTAC15","plastid transcriptionally active 15","-","-"
"BraA01004770",3.11855027010292,6.02941070243896,98.0162650951744,8.90418202385945e-09,1.96241188133687e-07,"BraA01004770","AT3G01060","AT3G01060","lysine-tRNA ligase","-","-"
"BraA01002956",3.61337246556226,7.55710230397732,97.9908157690191,8.92218682708237e-09,1.96362981693662e-07,"BraA01002956","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA01001161",3.5805361963736,3.436094540335,97.9702300893679,8.93678026666248e-09,1.9640946127961e-07,"BraA01001161","AT4G19450","AT4G19450","Major facilitator superfamily protein","-","-"
"BraA09005047",3.0020375904847,5.87848871193899,97.9415577951611,8.95715055563756e-09,1.96582595737117e-07,"BraA09005047","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA05003814",3.42579346929376,4.99077216857374,97.8941799584705,8.9909232190238e-09,1.97048980187407e-07,"BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA04001167",4.59107212126308,11.8931266265422,97.7320719613557,9.10755286832414e-09,1.99050627688817e-07,"BraA04001167","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA09004180",5.38315496511665,4.66785053901551,97.6002120033674,9.20365885693324e-09,2.00593872261359e-07,"BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA10003007",4.75136021477313,11.1462488407566,97.5180866117193,9.26408421448807e-09,2.01353079004398e-07,"BraA10003007","AT5G04140","GLU1","glutamate synthase 1","-","-"
"BraA03005543",3.59469759106124,7.73140163813118,97.3457256922766,9.39233858663556e-09,2.03450727379192e-07,"BraA03005543","AT4G24770","RBP31","31-kDa RNA binding protein","-","YES"
"BraA01001964",-3.83985709803468,5.7206577030584,97.3363355011901,9.39938223212206e-09,2.03450727379192e-07,"BraA01001964","AT4G27740","AT4G27740","Yippee family putative zinc-binding protein","-","-"
"BraA06001804",-3.53760695447906,3.37161835673281,97.0573108242798,9.61137864737385e-09,2.06870071515874e-07,"BraA06001804","AT1G16240","SYP51","syntaxin of plants 51","-","-"
"BraA04000590",3.44180327828592,9.64956104085773,96.9476646155084,9.69613270278434e-09,2.0787240355724e-07,"BraA04000590","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA08000387",5.19401297078746,4.8045565036801,96.8809241602294,9.74812736244205e-09,2.08702764864474e-07,"BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA05004539",-4.20220897723718,6.47255937137853,96.8621842156244,9.76278242825791e-09,2.08732533004166e-07,"BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA05001010",3.01594116019874,5.89175957821864,96.7351995015391,9.86273376900482e-09,2.10298073968916e-07,"BraA05001010","AT2G36835","AT2G36835","hypothetical protein","-","-"
"BraA09000816",3.97077375299006,3.54643269203177,96.611465018821,9.96122002186822e-09,2.110284615146e-07,"BraA09000816","AT5G63060","AT5G63060","Sec14p-like phosphatidylinositol transfer family protein","-","-"
"BraA03004311",5.40620289659878,3.49597404165016,96.5019724693657,1.00492809593055e-08,2.12527853336648e-07,"BraA03004311","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA04001575",5.49417881404684,5.7878297151026,96.4459359736961,1.00946829747381e-08,2.12650510429022e-07,"BraA04001575","AT2G21960","AT2G21960","transmembrane protein","-","-"
"BraA05000177",3.20819818087565,3.96874067665663,95.7722345578175,1.06587214778286e-08,2.21566236691032e-07,"BraA05000177","AT2G46915","AT2G46915","DUF3754 family protein, putative (DUF3754)","-","-"
"BraA06000074",5.28954978745508,9.18729037987494,95.7198110256549,1.07040567502954e-08,2.21784872256813e-07,"BraA06000074","AT3G26060","PRXQ","Thioredoxin superfamily protein","-","YES"
"BraA04000874",4.39223826312041,7.59405566399957,95.4735422143004,1.09199100204892e-08,2.24328595407856e-07,"BraA04000874","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA10003124",3.82137997729035,3.6171607759056,94.999855499702,1.13488051319988e-08,2.31638927791851e-07,"BraA10003124","AT5G02400","PLL2","pol-like 2","-","-"
"BraA07001589",6.51719115756833,3.17724635669767,94.8746991492894,1.14652253213759e-08,2.33398170319755e-07,"BraA07001589","AT1G20070","AT1G20070","hypothetical protein","-","-"
"BraA07000699",3.66205934027766,6.07385207231541,94.4932919607961,1.18282606080531e-08,2.39639852259797e-07,"BraA07000699","AT2G04039","AT2G04039","DUF2996 family protein","-","-"
"BraA04002028",-5.2177598638503,4.64735331649333,94.4886562944004,1.18327507121163e-08,2.39639852259797e-07,"BraA04002028","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA04001955",3.07503340734964,6.1281292187954,94.3783972108703,1.19401069947817e-08,2.41193226790609e-07,"BraA04001955","AT2G26910","ABCG32","pleiotropic drug resistance 4","-","-"
"BraA01000075",3.62542769085316,6.46896426477488,94.263071017155,1.20535546210953e-08,2.42550812682297e-07,"BraA01000075","AT4G39710","PnsL4","FK506-binding protein 16-2","-","-"
"BraA03004811",-6.55711101141612,4.0435488518202,94.0164776460561,1.23001654993787e-08,2.46567394010474e-07,"BraA03004811","AT3G50770","CML41","calmodulin-like 41","-","-"
"BraA08000675",3.00210501570777,5.64838906709005,93.9533279798044,1.23642164694258e-08,2.47264242215774e-07,"BraA08000675","AT4G12980","AT4G12980","Auxin-responsive family protein","-","-"
"BraA08000572",5.8124252847287,10.3499034557448,93.7616063708042,1.25609526619904e-08,2.49885146762428e-07,"BraA08000572","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA08003664",-8.20245962059024,6.33361439650268,93.4239640496639,1.29159268644256e-08,2.55012578592974e-07,"BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA05004714",3.4412975863737,8.00815205578713,93.3926062665339,1.29494550540237e-08,2.55354166328467e-07,"BraA05004714","AT3G01480","CYP38","cyclophilin 38","-","-"
"BraA02004397",4.98437813581836,4.69110842973226,93.2266921526091,1.31284676478254e-08,2.57272187927997e-07,"BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA01002939",-4.28231673582819,6.16453273822098,93.0712830257538,1.32986391309062e-08,2.59315223499306e-07,"BraA01002939","AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA07003458",3.73231177360193,4.30096419733608,93.0201977835216,1.33551102904239e-08,2.60094078626374e-07,"BraA07003458","AT5G26780","SHM2","serine hydroxymethyltransferase 2","-","-"
"BraA10001774",-7.81804880263441,8.5537767505854,92.9882967807615,1.33905095360035e-08,2.60461134806614e-07,"BraA10001774","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA04000404",4.31232804839248,5.38839661385549,92.9362275403123,1.34485125012517e-08,2.60944257360909e-07,"BraA04000404","AT3G56650","PPD6","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","YES"
"BraA01001670",4.63710001380085,7.31588988668252,92.9152733327444,1.34719332322987e-08,2.61076775053514e-07,"BraA01001670","AT4G25050","ACP4","acyl carrier protein 4","-","-"
"BraA01004729",3.02264044466087,2.98644136097691,92.8544460614268,1.35401772334476e-08,2.61146613133767e-07,"BraA01004729","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA07001570",5.44120984426046,5.89470895738591,92.3063037461436,1.41727552778077e-08,2.69350817695146e-07,"BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA02001088",5.76117199174537,6.31251409296083,92.0526176566054,1.44765627969558e-08,2.72910070635439e-07,"BraA02001088","AT5G22860","AT5G22860","Serine carboxypeptidase S28 family protein","-","-"
"BraA06003370",3.93754336903761,6.28711073940446,91.9774682464083,1.45679416902439e-08,2.73231383119997e-07,"BraA06003370","AT5G65890","ACR1","ACT domain repeat 1","-","-"
"BraA02002146",7.53392481063527,5.39015614891136,91.8314020241804,1.47473892629418e-08,2.75729009099234e-07,"BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA09001606",4.16907684927018,4.0774143451664,91.6903573447588,1.49229978537377e-08,2.78232576097649e-07,"BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA05003842",4.56804437825271,6.30222827148059,91.5195853026156,1.5138730975178e-08,2.81920793639529e-07,"BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA09003486",4.43525242080277,8.10656417880423,91.3964345578018,1.52964522590952e-08,2.83515868962452e-07,"BraA09003486","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA06001393",3.88573458096792,3.85922791060254,91.2858950729882,1.54395758109494e-08,2.85496081035371e-07,"BraA06001393","AT1G10470","ARR4","response regulator 4","-","YES"
"BraA07000236",5.81517608772069,5.52202525979047,91.1668526357789,1.55953725533307e-08,2.87665166165003e-07,"BraA07000236","AT2G18328","RL4","RAD-like 4","YES","-"
"BraA07000495",3.45190177039821,5.85319100610614,90.806503060485,1.60777118970832e-08,2.9452721119034e-07,"BraA07000495","AT2G15820","OTP51","endonuclease","-","-"
"BraA01003904",6.47901347321389,6.02568133588673,90.6547932758564,1.62857121824512e-08,2.96954770455449e-07,"BraA01003904","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA10003061",3.82203740382308,5.30572932603905,90.5426592444518,1.64413714991561e-08,2.99446090174445e-07,"BraA10003061","AT5G03300","ADK2","adenosine kinase 2","-","-"
"BraA09005931",6.73905967038307,5.80128079008562,90.2777108471245,1.68157602528866e-08,3.0485346006846e-07,"BraA09005931","AT5G36160","AT5G36160","Tyrosine transaminase family protein","-","-"
"BraA03005961",4.23873824847331,3.71598734926869,90.2271057833387,1.68883389074511e-08,3.05114696954823e-07,"BraA03005961","AT4G30470","AT4G30470","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08002654",-4.49068868894327,6.78724555359194,90.1202736484278,1.70427035075458e-08,3.06846661778879e-07,"BraA08002654","AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA03002118",-4.39659276231078,6.38015534342043,89.9879094104612,1.72361355476677e-08,3.08777831671783e-07,"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA05004631",3.57605290066561,4.26169254656954,89.9786569300834,1.72497475772968e-08,3.08777831671783e-07,"BraA05004631","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA05003840",3.68189520163227,6.98625107865769,89.8491525907391,1.74415284000709e-08,3.11179014629837e-07,"BraA05003840","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA03000658",3.25904608541169,6.58637606295543,89.6601260196499,1.77257151785765e-08,3.14528098062314e-07,"BraA03000658","AT5G14320","EMB3137","Ribosomal protein S13/S18 family","-","-"
"BraA02003490",3.48655800843822,4.06006114726741,89.2620049664385,1.83412179423488e-08,3.22117640112501e-07,"BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA08000492",5.05632603082275,3.59925560524862,89.1997817416795,1.84395418106609e-08,3.23483422444326e-07,"BraA08000492","AT1G47580","DYW1","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA03002738",5.06143141315411,6.72464212285919,89.0724386047852,1.86425951956002e-08,3.26317995548348e-07,"BraA03002738","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA08000943",6.54245666802352,6.36737651416088,88.9465590308977,1.88457559107679e-08,3.2914185905865e-07,"BraA08000943","AT4G14040","SBP2","selenium-binding protein 2","-","-"
"BraA07003717",4.97257294539665,4.32904106294168,88.8701632512324,1.89702503982329e-08,3.30678467818064e-07,"BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA10002800",4.68843147533824,6.14239586367836,88.7658707822089,1.91416808960763e-08,3.32465221391454e-07,"BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA05003445",5.99309368493636,5.05421319999664,88.6802583227219,1.9283691196211e-08,3.3419401394667e-07,"BraA05003445","AT1G59660","AT1G59660","Nucleoporin autopeptidase","-","-"
"BraA03005827",6.16102690440637,3.40931660400578,88.6480265135044,1.93374585089702e-08,3.34757147521623e-07,"BraA03005827","AT4G28700","AMT1;4","ammonium transporter 1;4","-","-"
"BraA04001002",5.02518800225895,10.3645582468955,88.6108265425445,1.93997202960741e-08,3.35097693281034e-07,"BraA04001002","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA08002956",3.67360452914604,4.19004759585244,88.0547366522635,2.03574648782942e-08,3.49340313331338e-07,"BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07000905",-3.76078005119426,6.66006162335347,88.0113910375108,2.04342940369591e-08,3.4953747626838e-07,"BraA07000905","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35","-","-"
"BraA09005513",5.05305447273076,4.1855197317386,87.8658543083761,2.06946176491119e-08,3.52435609660634e-07,"BraA09005513","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA05000398",4.64309813437123,6.28305884304993,87.5482610229746,2.12755736540428e-08,3.58461602150963e-07,"BraA05000398","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-"
"BraA05003995",-3.98061156872664,5.51179077934103,87.5478946409526,2.12762542201957e-08,3.58461602150963e-07,"BraA05003995","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA01001614",3.67174703554588,3.86797995389023,87.4001925861117,2.15525933853955e-08,3.61954759351743e-07,"BraA01001614","AT4G24460","CLT2","CRT (chloroquine-resistance transporter)-like transporter 2","-","-"
"BraA05000422",-3.91688659964568,4.6790948361039,87.0542600350995,2.22155249367282e-08,3.71107749898467e-07,"BraA05000422","AT2G42890","ML2","MEI2-like 2","-","-"
"BraA09004668",6.49125111567031,6.69223199599381,87.0096973843152,2.23025557492335e-08,3.71604617796039e-07,"BraA09004668","AT3G52720","ACA1","alpha carbonic anhydrase 1","-","-"
"BraA06004294",3.11107881294399,6.0171921037951,86.8455315832776,2.26264504941457e-08,3.75443510318929e-07,"BraA06004294","AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA09003212",4.25530525704681,5.93139086157049,86.5477589271095,2.32273519338002e-08,3.82728387466262e-07,"BraA09003212","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06004627",3.25883880027505,6.41823961324404,86.4803583896731,2.33658095775499e-08,3.84607091540089e-07,"BraA06004627","AT5G47190","AT5G47190","Ribosomal protein L19 family protein","-","-"
"BraA03002593",4.76900372225785,2.87554873233765,86.4145698661235,2.35018393984332e-08,3.86441948561906e-07,"BraA03002593","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA09005643",-3.43238584161137,7.163630957947,86.3748531853894,2.35843861203329e-08,3.86469870070053e-07,"BraA09005643","AT2G25070","AT2G25070","Protein phosphatase 2C family protein","-","-"
"BraA07003034",9.32413090276077,4.64179490384671,108.752933188903,2.37301959838846e-08,3.86962035235657e-07,"BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA10001880",-10.3872979896447,5.58387673327449,86.2302532739467,2.38876499349442e-08,3.88723949716942e-07,"BraA10001880","AT5G18840","AT5G18840","Major facilitator superfamily protein","-","-"
"BraA01004592",3.33301803369769,7.62918733243413,86.2079731459681,2.39347607186047e-08,3.89088217632194e-07,"BraA01004592","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA05001347",5.38223375775619,3.69158717187717,86.1273372618277,2.4106126989579e-08,3.90708631450667e-07,"BraA05001347","AT2G32290","BAM6","beta-amylase 6","-","-"
"BraA02001011",4.36965547603963,3.18802675941668,85.9067406922915,2.45819326153866e-08,3.97555284312151e-07,"BraA02001011","AT5G21100","AT5G21100","Plant L-ascorbate oxidase","-","-"
"BraA06004547",4.46209204334184,5.55008582551105,85.7762314327835,2.48683290019606e-08,4.01774153156932e-07,"BraA06004547","AT2G01520","MLP328","MLP-like protein 328","-","-"
"BraA03006267",4.29910746936669,7.7668808995103,85.332403660381,2.5870343680182e-08,4.12455609449538e-07,"BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA10003139",3.12374773769728,4.91042913615582,85.2591642111201,2.60399606024739e-08,4.14322366067269e-07,"BraA10003139","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-"
"BraA09003837",3.35041301290365,6.29759589130845,85.1984015092174,2.61816190639118e-08,4.16155512716884e-07,"BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA02000573",9.25770366955869,7.38704898560457,85.1194939627772,2.63668570452874e-08,4.17833698353114e-07,"BraA02000573","AT5G14200","IMD1","isopropylmalate dehydrogenase 1","-","-"
"BraA05000790",3.27597002992077,8.77940417001267,84.9004165834789,2.68888160921329e-08,4.25248653292265e-07,"BraA05000790","AT2G39730","RCA","rubisco activase","-","YES"
"BraA01003458",-3.38014386791938,3.8622114546825,84.8055163658354,2.71184692051362e-08,4.28450031538176e-07,"BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA07003365",3.31295426283102,4.79389976364118,84.6925422651186,2.73947020212458e-08,4.29793650056155e-07,"BraA07003365","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA06004285",-3.91846521805116,6.82876085995286,84.6733418731345,2.74419585323163e-08,4.30106234526424e-07,"BraA06004285","AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA02001054",3.64839620497003,6.50092141788508,84.6001934134368,2.76228239020328e-08,4.32510205892924e-07,"BraA02001054","AT5G22390","AT5G22390","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA10000778",4.50541985490862,6.55600057869007,84.5218389653034,2.78180299767617e-08,4.34701608455136e-07,"BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA04000451",4.00191142119913,8.63958500750148,84.3072686482067,2.83604735003533e-08,4.42266594391007e-07,"BraA04000451","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA09000349",5.56710552438009,5.23762013408627,84.285472754575,2.84162278771718e-08,4.42266594391007e-07,"BraA09000349","AT3G27850","RPL12-C","ribosomal protein L12-C","-","YES"
"BraA04002971",5.80743290555717,3.36763371214401,84.2661634538684,2.8465723099734e-08,4.42266594391007e-07,"BraA04002971","AT2G41120","AT2G41120","DUF309 domain protein","-","-"
"BraA07001531",3.59936510965859,5.26299375983298,84.1110477910865,2.88668171411198e-08,4.4665509786889e-07,"BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA03003342",6.18445338688514,7.84477914367322,84.087601272924,2.89279882843156e-08,4.4716190927504e-07,"BraA03003342","AT3G03780","MS2","methionine synthase 2","-","-"
"BraA07002768",3.33748665315117,5.45357249385291,83.9042463886693,2.94113452379602e-08,4.51969656898966e-07,"BraA07002768","AT1G72030","AT1G72030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA03000503",-3.95231832906192,7.60854054565938,83.8903398122554,2.94483694945662e-08,4.52097114503896e-07,"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA09001551",4.60742046188561,5.42439981419288,82.9979919743169,3.19358401982063e-08,4.84144876068377e-07,"BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA05000201",8.59343638167583,3.97799692499362,82.9165163672205,3.21743270372703e-08,4.8625035708938e-07,"BraA05000201","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA01000519",-4.79104083703979,8.25646460812603,82.9083542889336,3.21983268992841e-08,4.8625035708938e-07,"BraA01000519","AT4G33150","AT4G33150","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme","-","-"
"BraA04001183",6.32155030663846,3.45629554580554,82.8724412709829,3.23041621537384e-08,4.87380916252375e-07,"BraA04001183","AT5G38530","TSBtype2","tryptophan synthase beta type 2","-","-"
"BraA10002294",3.48098780380628,8.69146605328037,82.8568074533122,3.23503553748709e-08,4.87610337336176e-07,"BraA10002294","AT5G13500","AT5G13500","Hyp O-arabinosyltransferase-like protein","-","-"
"BraA04003299",7.32560557989177,6.81797765473511,82.6461340435515,3.29800330497177e-08,4.95676981920113e-07,"BraA04003299","AT2G46650","CB5-C","cytochrome B5 isoform C","-","-"
"BraA06004501",4.2202381849527,4.99532100926875,82.6244071348751,3.30457419161209e-08,4.96190643885571e-07,"BraA06004501","AT2G01830","WOL","CHASE domain containing histidine kinase protein","-","YES"
"BraA05003365",4.63419749610713,5.44702312887657,82.5964676172356,3.31304532185117e-08,4.96920948533738e-07,"BraA05003365","AT3G18000","XPL1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA09006894",4.17181792338022,3.76591119591262,82.3360238864771,3.39318017965961e-08,5.04202864089931e-07,"BraA09006894","AT1G03930","ADK1","dual specificity kinase 1","-","-"
"BraA02000920",4.64700469756964,3.0891218685354,81.7414413257065,3.58430799269434e-08,5.27620865977906e-07,"BraA02000920","AT5G19730","AT5G19730","Pectin lyase-like superfamily protein","-","-"
"BraA09001072",-3.45985321641775,6.82227277793371,81.6331613537827,3.62038440592065e-08,5.31440009436262e-07,"BraA09001072","AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA09004320",6.45069869703165,4.01482041705531,81.5339935973949,3.65377855988138e-08,5.3486780130514e-07,"BraA09004320","AT1G22690","AT1G22690","Gibberellin-regulated family protein","-","YES"
"BraA03005327",-3.90500613263348,3.06025952450739,81.4901989638542,3.66863481783319e-08,5.35729928983183e-07,"BraA03005327","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA02000361",4.64713247691104,6.57515761375828,81.4516982062629,3.68175063062935e-08,5.36941871395583e-07,"BraA02000361","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA03000494",7.40118122554668,2.38124922974916,93.430437624631,3.72811995315811e-08,5.43200885026815e-07,"BraA03000494","AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-"
"BraA06003888",4.03650481750509,8.83070094282875,80.9773431858071,3.84768832985579e-08,5.58038926807472e-07,"BraA06003888","AT5G28500","AT5G28500","rubisco accumulation factor-like protein","-","-"
"BraA02003648",4.98098300189509,4.55388279038664,80.8698506687958,3.88643390888698e-08,5.62104080792698e-07,"BraA02003648","AT3G26690","NUDX13","nudix hydrolase homolog 13","-","-"
"BraA01000493",3.13607789090236,4.60207717181187,80.7823317257535,3.91829985497671e-08,5.65673087320308e-07,"BraA01000493","AT4G33470","HDA14","histone deacetylase 14","-","-"
"BraA09001641",3.49638455188784,4.95343370372527,80.7578838834441,3.92725312138152e-08,5.66445968084872e-07,"BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA02001948",3.77989653069108,8.76082333365794,80.744172980843,3.93228424872309e-08,5.66652243021122e-07,"BraA02001948","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA07003558",7.19347498180775,8.79733097495604,80.6681767340096,3.96030057732259e-08,5.70167336548474e-07,"BraA07003558","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA05000899",-3.42385908705813,8.94170169781526,80.4903895929575,4.02671168178983e-08,5.77614722193662e-07,"BraA05000899","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA08001518",6.21714952022071,3.25990318270902,80.4304272740939,4.04938808406084e-08,5.78757228799105e-07,"BraA08001518","AT2G33530","scpl46","serine carboxypeptidase-like 46","-","-"
"BraA03000344",3.70869503943838,6.62136669602958,80.1166465921913,4.17038762428479e-08,5.92285375954381e-07,"BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA09006975",-4.31707116927513,6.20923685132622,80.0679309739571,4.18953053001581e-08,5.94467560147239e-07,"BraA09006975","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA09005427",3.04972740984844,4.13290533257918,80.0142416117938,4.21074089135054e-08,5.95910394580806e-07,"BraA09005427","AT3G61770","AT3G61770","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA10002589",6.27436901193323,5.06147953044879,80.013436838197,4.21105972784607e-08,5.95910394580806e-07,"BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA06000753",-4.39392820646703,5.79839370965239,79.5234189675961,4.41026401003866e-08,6.19089335075542e-07,"BraA06000753","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA04000940",4.07078733663576,3.33738335234729,79.2163136387436,4.54042927562178e-08,6.34531039797374e-07,"BraA04000940","AT4G13150","AT4G13150","transmembrane protein","-","-"
"BraA01004308",-4.10166139552826,4.14531284851091,79.1869687141257,4.55308842836333e-08,6.35735576829861e-07,"BraA01004308","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA07001963",6.04569506943537,8.27480744446008,79.0934099235129,4.59371109346908e-08,6.39704758998491e-07,"BraA07001963","AT3G54600","DJ1F","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA06004330",3.17026814008567,4.23344021862686,79.0058875606357,4.63207710512405e-08,6.4390782090311e-07,"BraA06004330","AT3G26220","CYP71B3","cytochrome P450, family 71, subfamily B, polypeptide 3","-","-"
"BraA04002664",3.76778138830844,8.0413135971015,78.9629291500716,4.65103818281802e-08,6.45666400656899e-07,"BraA04002664","AT2G36830","GAMMA-TIP","gamma tonoplast intrinsic protein","-","-"
"BraA06002805",3.86655416841051,3.88090862762716,78.9574240683373,4.65347424678744e-08,6.45666400656899e-07,"BraA06002805","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA07002705",3.23369220551048,7.55260999762581,78.9493782980453,4.65703714251131e-08,6.45666400656899e-07,"BraA07002705","AT1G73655","AT1G73655","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01000079",4.45972601712375,5.90510318328378,78.8323877594048,4.70918732810137e-08,6.51175499077356e-07,"BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
