"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA02000616",3.08835291160836,5.20616232245914,129.328163012128,9.88442368161426e-10,2.05199592419369e-08,"BraA02000616","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA07000870",3.3264094313997,5.71202904513505,129.122075302632,1.00124421574235e-09,2.06801624338884e-08,"BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA07001735",4.02965413276333,4.11677618303269,129.042586296618,1.00623101633893e-09,2.07251980014521e-08,"BraA07001735","AT5G66530","AT5G66530","Galactose mutarotase-like superfamily protein","-","-"
"BraA10002589",7.438098796362,5.06147953044879,128.98625739225,1.0097815319178e-09,2.07711401127562e-08,"BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA04001575",5.61092046913441,5.7878297151026,128.686097285568,1.02893709161453e-09,2.10756869501752e-08,"BraA04001575","AT2G21960","AT2G21960","transmembrane protein","-","-"
"BraA02001049",4.19790021495694,5.71497460865344,128.65362337782,1.03103355681174e-09,2.10756869501752e-08,"BraA02001049","AT5G22300","NIT4","nitrilase 4","-","-"
"BraA05003840",3.8898530052451,6.98625107865769,128.590903268313,1.03509609833799e-09,2.11261636879982e-08,"BraA05003840","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA04001167",4.50837494558753,11.8931266265422,128.340054962826,1.0515226615314e-09,2.13231451054873e-08,"BraA04001167","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA03003893",6.67744315355864,4.95033033828283,127.39123500092,1.11632313198539e-09,2.234918677471e-08,"BraA03003893","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA02002146",6.98196472590871,5.39015614891136,127.363698981697,1.11826874924457e-09,2.23596912809563e-08,"BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA05004010",3.19057222162585,3.40883194187966,127.255361629962,1.12596016006675e-09,2.24564120137014e-08,"BraA05004010","AT3G10840","AT3G10840","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09006919",5.81743335033165,4.55840433459273,127.089446137528,1.13785335045724e-09,2.26648864845509e-08,"BraA09006919","AT1G03055","D27","beta-carotene isomerase D27-like protein","-","-"
"BraA05001598",4.0775197900459,9.1627796436264,126.729923954148,1.16410585068849e-09,2.31000878517454e-08,"BraA05001598","AT2G29630","THIC","thiaminC","-","-"
"BraA03004049",3.82699743704892,6.98901306663253,126.637916541766,1.17093179169928e-09,2.31770851247546e-08,"BraA03004049","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA03004213",-3.69704045718535,6.90534219485205,126.574250729761,1.17568108798263e-09,2.32353662564622e-08,"BraA03004213","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA03004313",8.2501963988869,8.05309975761479,126.347306857293,1.1927851586157e-09,2.34914483804465e-08,"BraA03004313","AT3G22890","APS1","ATP sulfurylase 1","-","-"
"BraA07001570",5.62032880598418,5.89470895738591,125.989602894584,1.22030749367048e-09,2.39322680389742e-08,"BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA02003648",5.3906450337852,4.55388279038664,125.977494914433,1.22125134947231e-09,2.39322680389742e-08,"BraA02003648","AT3G26690","NUDX13","nudix hydrolase homolog 13","-","-"
"BraA09002136",4.05990919766672,4.31450417583514,125.88436973919,1.22853788357446e-09,2.4045114596925e-08,"BraA09002136","AT4G13440","AT4G13440","Calcium-binding EF-hand family protein","-","-"
"BraA08000827",6.04330347558265,7.64207647461643,125.715901993108,1.24184242897126e-09,2.4246614733507e-08,"BraA08000827","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA03001380",5.25811436763601,4.79445017532745,125.246228180467,1.27978607446384e-09,2.48933419873461e-08,"BraA03001380","AT2G20515","AT2G20515","pollen Ole e I family allergen protein","-","-"
"BraA03002593",5.53987520758523,2.87554873233765,125.201970372054,1.28342733255175e-09,2.49106947101877e-08,"BraA03002593","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA06001664",-3.16816042758987,8.87379875696461,124.882460017919,1.3100582365644e-09,2.52018049029063e-08,"BraA06001664","AT1G14740","TTA1","class I heat shock protein, putative (DUF1423)","-","-"
"BraA01000367",5.3089431108561,7.1975640474264,124.073831284928,1.38023773376803e-09,2.61714860233865e-08,"BraA01000367","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA05003814",3.34531613714098,4.99077216857374,124.030459928359,1.38411801544083e-09,2.61874628722986e-08,"BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA09004332",3.12167620394045,3.38729261152569,124.025150431668,1.38459386818457e-09,2.61874628722986e-08,"BraA09004332","AT1G22540","AT1G22540","Major facilitator superfamily protein","-","-"
"BraA01004000",3.99215563950653,4.67056021350156,123.786191491746,1.40619913622367e-09,2.64722278597869e-08,"BraA01004000","AT3G15190","PRPS20","chloroplast 30S ribosomal protein S20","-","YES"
"BraA09001551",5.08820080662418,5.42439981419288,123.784217518206,1.4063791618443e-09,2.64722278597869e-08,"BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA02004397",5.20090772486169,4.69110842973226,123.733528849051,1.41101071834829e-09,2.65276758230929e-08,"BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA07003294",6.49670674743468,5.96950718223303,123.626442781537,1.42085119254731e-09,2.66808047326067e-08,"BraA07003294","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA02001778",3.20962322596954,5.02297875367502,123.483129053075,1.43414007450463e-09,2.68342784927524e-08,"BraA02001778","AT5G50420","AT5G50420","O-fucosyltransferase family protein","-","-"
"BraA02002473",4.27254014592353,7.46240405486254,122.560642301217,1.52305140409229e-09,2.81961610527015e-08,"BraA02002473","AT1G75460","AT1G75460","ATP-dependent protease La (LON) domain protein","-","-"
"BraA06003172",3.21118754170925,9.42286065392983,122.387608415707,1.54040082415351e-09,2.84504077099526e-08,"BraA06003172","AT5G64040","PSAN","photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putative (PSAN)","-","-"
"BraA07003217",4.04617646864445,9.24201045604871,122.045485509638,1.57535318407519e-09,2.89599973184664e-08,"BraA07003217","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA07003717",5.11687922280245,4.32904106294168,121.894795901321,1.59102648595154e-09,2.91284347497807e-08,"BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA01001614",3.79465410281652,3.86797995389023,121.825062804824,1.59833794813405e-09,2.91520353639761e-08,"BraA01001614","AT4G24460","CLT2","CRT (chloroquine-resistance transporter)-like transporter 2","-","-"
"BraA08000920",3.37813307319787,7.5219841652922,121.820976275647,1.59876757238888e-09,2.91520353639761e-08,"BraA08000920","AT5G33320","CUE1","Glucose-6-phosphate/phosphate translocator-like protein","-","YES"
"BraA04000504",-7.78279336170911,2.93722175852799,121.560214115432,1.62644872199179e-09,2.95199505066468e-08,"BraA04000504","AT3G55240","AT3G55240","Plant protein 1589 of unknown function","-","-"
"BraA03000197",5.56462730306947,6.95722109364943,121.094470443454,1.6772224407082e-09,3.02210574271958e-08,"BraA03000197","AT5G04950","NAS1","nicotianamine synthase 1","-","-"
"BraA05000484",5.79214498987562,5.27926956942802,121.082766111774,1.67852085608599e-09,3.02210574271958e-08,"BraA05000484","AT4G04020","FIB","fibrillin","-","YES"
"BraA03002020",3.40228358159406,3.02755204946344,120.79930899832,1.71030911685189e-09,3.06880550316776e-08,"BraA03002020","AT2G36870","XTH32","xyloglucan endotransglucosylase/hydrolase 32","-","-"
"BraA10000778",4.79584686700885,6.55600057869007,120.677341544568,1.72419218699502e-09,3.09019228411772e-08,"BraA10000778","AT5G51720","NEET","2 iron, 2 sulfur cluster binding protein","-","YES"
"BraA07003886",-3.13257724293074,7.81480316231106,120.443144057823,1.75120184665381e-09,3.12082811539574e-08,"BraA07003886","AT1G76490","HMG1","hydroxy methylglutaryl CoA reductase 1","-","YES"
"BraA04000032",6.56342577956181,9.06304469186587,120.069441198671,1.79527792197838e-09,3.17421273935413e-08,"BraA04000032","AT3G63140","CSP41A","chloroplast stem-loop binding protein of 41 kDa","-","YES"
"BraA09004900",3.68759522473,3.40918696490028,119.917936066745,1.81349653668349e-09,3.19734329984632e-08,"BraA09004900","AT3G55350","AT3G55350","PIF / Ping-Pong family of plant transposase","-","-"
"BraA10001401",5.54290875968826,5.06588099142612,119.833779486289,1.82370498028066e-09,3.20646051058061e-08,"BraA10001401","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA08002054",4.1299069092945,4.21195301708212,119.588012739481,1.85388399488488e-09,3.24779479347881e-08,"BraA08002054","AT1G55210","AT1G55210","Disease resistance-responsive (dirigent-like protein) family protein","-","-"
"BraA02000548",3.73671854956131,4.21537825629979,119.563266255113,1.85695332167864e-09,3.24779479347881e-08,"BraA02000548","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA08000804",4.69720567080934,6.88239715637873,119.558590597264,1.85753388035773e-09,3.24779479347881e-08,"BraA08000804","AT1G34060","AT1G34060","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA04000451",4.22203845106619,8.63958500750148,119.217069416058,1.90048882289139e-09,3.30454056541646e-08,"BraA04000451","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA04001703",6.77753401162242,2.96339222210576,119.060996592543,1.92048487755943e-09,3.31487333941837e-08,"BraA04001703","AT2G23200","AT2G23200","Protein kinase superfamily protein","-","-"
"BraA09003837",3.47932334093823,6.29759589130845,119.055625007776,1.92117722772595e-09,3.31487333941837e-08,"BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA03001723",4.20588689520824,9.28903348735325,119.02791133805,1.92475367930783e-09,3.31740677958248e-08,"BraA03001723","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA07000744",6.54580948505963,5.2298386725429,118.979471680857,1.93102257303577e-09,3.3209367441848e-08,"BraA07000744","AT4G22100","BGLU3","beta glucosidase 2","-","-"
"BraA03004443",3.28024986093091,3.48385508521186,118.842504756587,1.94887127883982e-09,3.3443226220091e-08,"BraA03004443","AT2G04850","AT2G04850","Auxin-responsive family protein","-","-"
"BraA07001963",6.70608165735601,8.27480744446008,118.737315836636,1.96270314161596e-09,3.36072868731977e-08,"BraA07001963","AT3G54600","DJ1F","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA06002805",4.29097918460661,3.88090862762716,118.587246257165,1.98262551261404e-09,3.3894352834801e-08,"BraA06002805","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA09005931",6.77121304199122,5.80128079008562,118.578631195746,1.98377598886958e-09,3.3894352834801e-08,"BraA09005931","AT5G36160","AT5G36160","Tyrosine transaminase family protein","-","-"
"BraA07002705",3.51659339730566,7.55260999762581,118.429232858732,2.00384525710106e-09,3.40891988818836e-08,"BraA07002705","AT1G73655","AT1G73655","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA06004854",5.06739170424307,3.85203266373758,118.291388379321,2.0225624015513e-09,3.42493197055768e-08,"BraA06004854","AT5G44030","CESA4","cellulose synthase A4","-","YES"
"BraA01000079",4.99201979734078,5.90510318328378,118.279834570179,2.02414001818673e-09,3.42493197055768e-08,"BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA09001641",3.76946083378544,4.95343370372527,118.132824714825,2.04433315274296e-09,3.44823370367651e-08,"BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraSca000426",4.09056024213748,9.92068963649748,118.082019352814,2.05136361302466e-09,3.45613038699744e-08,"BraSca000426","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA02002760",-3.42780657994562,5.81980566347679,117.769739626587,2.09517058581824e-09,3.5203519187432e-08,"BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA05000809",3.4945244500992,5.37658096231664,117.610683140866,2.11788139616501e-09,3.54919932375426e-08,"BraA05000809","AT2G39450","MTP11","Cation efflux family protein","-","-"
"BraA08000387",4.89330936329854,4.8045565036801,117.562950851791,2.12475000740585e-09,3.55314198900515e-08,"BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA06002840",5.86029531538433,3.56178454326794,117.320690340468,2.15999417353635e-09,3.58919411982766e-08,"BraA06002840","AT3G48270","CYP71A26","cytochrome P450, family 71, subfamily A, polypeptide 26","-","-"
"BraA05001818",4.57478687239542,5.89212968953931,117.120672503751,2.18958197037414e-09,3.63069145266676e-08,"BraA05001818","AT4G14070","AAE15","acyl-activating enzyme 15","-","-"
"BraA03004576",3.11353481262771,5.7641705605367,116.980890542709,2.21052619729218e-09,3.65386977317119e-08,"BraA03004576","AT2G16430","PAP10","purple acid phosphatase 10","-","-"
"BraA05000723",3.12502637414922,7.67716986163972,116.937352832455,2.21709499015369e-09,3.65704473428286e-08,"BraA05000723","AT2G46100","AT2G46100","Nuclear transport factor 2 (NTF2) family protein","-","-"
"BraA08000720",5.79410086088457,10.3992782867063,116.825437622485,2.23407990317904e-09,3.6812022362749e-08,"BraA08000720","AT1G42970","GAPB","glyceraldehyde-3-phosphate dehydrogenase B subunit","-","-"
"BraA01001570",4.37598470552278,5.29281318940044,116.637647396095,2.26290535181561e-09,3.71423431161645e-08,"BraA01001570","AT4G24130","AT4G24130","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA03006540",5.61881087812661,4.60943684619157,116.327308136796,2.3114506101757e-09,3.78327896660392e-08,"BraA03006540","AT4G37800","XTH7","xyloglucan endotransglucosylase/hydrolase 7","-","-"
"BraA03001585",-5.08413474669423,3.61217833335423,116.278422611652,2.31920240979695e-09,3.78971641958098e-08,"BraA03001585","AT5G52120","PP2-A14","phloem protein 2-A14","-","-"
"BraA03005580",4.08068779456167,5.68368532633782,115.936032783177,2.37431067802586e-09,3.86371797615459e-08,"BraA03005580","AT4G25290","AT4G25290","DNA photolyase","-","-"
"BraA02003490",3.52314626535853,4.06006114726741,115.822345230794,2.39292894296682e-09,3.88197214912639e-08,"BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA09001606",3.97425878519441,4.0774143451664,115.798546372281,2.39684687780501e-09,3.88432363224919e-08,"BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA10003139",3.19884872749087,4.91042913615582,115.705144228753,2.41229231385351e-09,3.90131879247675e-08,"BraA10003139","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-"
"BraA07003034",12.1774694639828,4.64179490384671,151.203822916691,2.46034233044495e-09,3.96273765730622e-08,"BraA07003034","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA04001511",9.67788527459321,4.91848553935796,115.396536543406,2.4641156625244e-09,3.96475706191042e-08,"BraA04001511","AT2G21140","PRP2","proline-rich protein 2","-","-"
"BraA09000499",3.0071516654533,5.39254490994053,115.170522256395,2.50285295566853e-09,4.01477004183487e-08,"BraA09000499","AT5G28910","AT5G28910","alpha-(1,6)-fucosyltransferase","-","-"
"BraA06000854",4.51207120586527,8.11444530185364,114.883004440507,2.55311130360479e-09,4.07875730695685e-08,"BraA06000854","AT1G52230","PSAH2","photosystem I subunit H2","-","-"
"BraA09005327",-4.22583973096681,4.34132698926829,114.818119994384,2.5646073701114e-09,4.09296770548408e-08,"BraA09005327","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES"
"BraA02002662",5.37961296403532,4.17575017584584,114.782768113822,2.57089508976684e-09,4.09884550481976e-08,"BraA02002662","AT1G78090","TPPB","trehalose-6-phosphate phosphatase","-","-"
"BraA03002738",5.03964546418869,6.72464212285919,114.627505553698,2.59871348158872e-09,4.13481853855209e-08,"BraA03002738","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA08003195",3.70388815366814,10.1817877676649,114.26774841566,2.66446350619575e-09,4.20541602141387e-08,"BraA08003195","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA01000943",3.26850065159355,8.83213855457703,114.231247115147,2.67123703266149e-09,4.21188235931476e-08,"BraA01000943","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA07000905",-3.72460262468315,6.66006162335347,114.208795487234,2.67541285697676e-09,4.21424391565428e-08,"BraA07000905","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35","-","-"
"BraA08002407",6.03208424150849,7.96757180618835,113.951552644879,2.72377837863199e-09,4.2861376566153e-08,"BraA08002407","AT4G37925","NdhM","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex","-","-"
"BraA09000036",3.12467584416968,5.69289413465983,113.92159614879,2.72947342550124e-09,4.28883846225742e-08,"BraA09000036","AT4G00370","ANTR2","Major facilitator superfamily protein","-","-"
"BraA03001683",-3.76033697028992,6.72223584480142,113.913863170417,2.73094569088837e-09,4.28883846225742e-08,"BraA03001683","AT2G30070","KT1","potassium transporter 1","-","-"
"BraA02004434",3.58533933897283,3.5967686585027,113.781028909357,2.7563737722975e-09,4.31585051550979e-08,"BraA02004434","AT5G64550","AT5G64550","loricrin-like protein","-","-"
"BraA04003331",4.96141194596554,4.71388476665628,113.76529007001,2.75940397803187e-09,4.3163002980427e-08,"BraA04003331","AT2G47910","CRR6","chlororespiratory reduction 6","-","-"
"BraA09001831",3.14529050222842,5.82509036204007,113.552806719171,2.8006773169661e-09,4.37651025419847e-08,"BraA09001831","AT1G60000","AT1G60000","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA05004590",4.4665027625503,4.1044433124886,113.454023474996,2.82009808201099e-09,4.39812323275768e-08,"BraA05004590","AT3G03190","GSTF11","glutathione S-transferase F11","-","-"
"BraA10002800",4.59056048210142,6.14239586367836,113.263516738209,2.85797499790314e-09,4.4439816765814e-08,"BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA07003365",3.31675691777169,4.79389976364118,113.120670280976,2.88674630479693e-09,4.47545220219552e-08,"BraA07003365","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA04002971",6.67264732401689,3.36763371214401,113.013760727931,2.90848966746592e-09,4.50472376055548e-08,"BraA04002971","AT2G41120","AT2G41120","DUF309 domain protein","-","-"
"BraA05003842",4.37906461968849,6.30222827148059,112.80262019304,2.95196742065141e-09,4.56308048441755e-08,"BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA02000842",3.99873032725814,3.46742531503867,112.679069613282,2.97774289501648e-09,4.59840649617069e-08,"BraA02000842","AT5G18430","AT5G18430","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA08003979",4.26429030536235,3.54085128564974,111.583087161118,3.21764410142247e-09,4.86386624207339e-08,"BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA03004456",5.19324342442252,10.0456477671225,111.477909997161,3.24177148600165e-09,4.88625633177413e-08,"BraA03004456","AT2G05100","LHCB2.1","photosystem II light harvesting complex protein 2.1","-","-"
"BraA07000694",5.55937576463591,8.70151910755318,111.125155735458,3.32416971341304e-09,4.97572831270923e-08,"BraA07000694","AT5G48300","ADG1","ADP glucose pyrophosphorylase 1","-","-"
"BraA09005575",3.16165724124541,3.32175159772062,110.620009024322,3.44624003500262e-09,5.12442793751103e-08,"BraA09005575","AT2G26340","AT2G26340","hypothetical protein","-","-"
"BraA02002658",3.30675910635645,5.93295437068855,110.608071652496,3.4491842661978e-09,5.12442793751103e-08,"BraA02002658","AT1G78020","AT1G78020","senescence-associated family protein, putative (DUF581)","-","-"
"BraA09004668",6.43664320282972,6.69223199599381,110.570768586221,3.45840268787285e-09,5.12442793751103e-08,"BraA09004668","AT3G52720","ACA1","alpha carbonic anhydrase 1","-","-"
"BraA02001054",3.63204939254871,6.50092141788508,110.522940821528,3.47026201120649e-09,5.13716302994781e-08,"BraA02001054","AT5G22390","AT5G22390","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA05002716",9.54244791998911,2.52288630291418,143.666451851918,3.51389418307258e-09,5.1919848699371e-08,"BraA05002716","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA05004631",3.4952404898641,4.26169254656954,110.205044155484,3.55024340438358e-09,5.22681306878809e-08,"BraA05004631","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA02000573",9.07821018118717,7.38704898560457,110.125700018201,3.570523535852e-09,5.24120880225439e-08,"BraA02000573","AT5G14200","IMD1","isopropylmalate dehydrogenase 1","-","-"
"BraA01003143",3.83294683594004,9.90309208014825,110.107605559243,3.57516640320772e-09,5.24313313335291e-08,"BraA01003143","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-"
"BraA07002052",3.25509948302494,9.76741875760954,109.977998016799,3.60861895317361e-09,5.28726516267597e-08,"BraA07002052","AT3G56940","CRD1","dicarboxylate diiron protein, putative (Crd1)","-","-"
"BraA06002958",3.99683368673536,4.54143169610846,109.422175122053,3.7560722000716e-09,5.46767364850386e-08,"BraA06002958","AT5G62070","IQD23","IQ-domain 23","-","-"
"BraA01003610",3.06930933899619,4.24858338175419,109.19696663113,3.81771014841575e-09,5.52604541366377e-08,"BraA01003610","AT3G19390","AT3G19390","Granulin repeat cysteine protease family protein","-","-"
"BraA06000717",-3.33415060987522,6.20267278479552,108.966489174091,3.88195431705168e-09,5.59399570816165e-08,"BraA06000717","AT1G54095","AT1G54095","DUF1677 family protein, putative (DUF1677)","-","-"
"BraA07000517",3.20082887643943,5.45242307750262,108.897641450453,3.90137716761385e-09,5.61684090663967e-08,"BraA07000517","AT2G15620","NIR1","nitrite reductase 1","-","-"
"BraA08003664",-7.48355254774334,6.33361439650268,108.778437455752,3.93526164438284e-09,5.66044581681978e-08,"BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA09001751",4.00807405372238,9.7464935551004,108.734884336386,3.94772322395146e-09,5.67318471708677e-08,"BraA09001751","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA10000108",-6.45509365692978,4.0427812384688,212.551778065589,3.97028658631274e-09,5.68800232328571e-08,"BraA10000108","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA06002493",4.43542389878721,5.47742814126057,108.055633712713,4.14784867817839e-09,5.90683681446291e-08,"BraA06002493","AT3G48420","AT3G48420","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA05003995",-3.7886952715158,5.51179077934103,108.017338842561,4.15946199094326e-09,5.91267334141672e-08,"BraA05003995","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA03004811",-5.78646003136797,4.0435488518202,107.915192670164,4.19061569628004e-09,5.93551112481212e-08,"BraA03004811","AT3G50770","CML41","calmodulin-like 41","-","-"
"BraA03001254",4.44778762006153,6.46044648676815,107.876364050532,4.20252592498636e-09,5.9470276938476e-08,"BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA09004180",4.52894938660804,4.66785053901551,107.54850937876,4.30460225223368e-09,6.06420958291398e-08,"BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA09004421",4.55855326562959,5.10979193251689,107.521451808547,4.31314862218272e-09,6.07081455444251e-08,"BraA09004421","AT3G50060","MYB77","myb domain protein 77","YES","-"
"BraA03005170",3.68942320427069,3.8749853471344,107.495443450571,4.32138133670932e-09,6.0715407780766e-08,"BraA03005170","AT4G18780","IRX1","cellulose synthase family protein","-","YES"
"BraA03000344",3.71247118642269,6.62136669602958,107.357061219597,4.36547920241222e-09,6.122565127376e-08,"BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA07003348",3.47284294055154,7.55262441513402,107.317961291106,4.37802935614626e-09,6.12924109860476e-08,"BraA07003348","AT1G24180","IAR4","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA07003458",3.46302791215871,4.30096419733608,107.16567931961,4.42729122393644e-09,6.19269819554346e-08,"BraA07003458","AT5G26780","SHM2","serine hydroxymethyltransferase 2","-","-"
"BraA03004466",3.24717127731368,6.27335333002885,107.124672451466,4.44066145683481e-09,6.1974106191477e-08,"BraA03004466","AT2G05620","PGR5","proton gradient regulation 5","-","YES"
"BraA10001389",-3.68083401636104,3.38740628239519,107.107091465713,4.44640742786026e-09,6.1974106191477e-08,"BraA10001389","AT5G58570","AT5G58570","transmembrane protein","-","-"
"BraA06004294",3.00492770616933,6.0171921037951,106.855724589868,4.52946988653128e-09,6.30758744552709e-08,"BraA06004294","AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA10002843",3.23422850244187,5.80850995875635,106.818672507383,4.54185843116739e-09,6.31924706214413e-08,"BraA10002843","AT5G08280","HEMC","hydroxymethylbilane synthase","-","YES"
"BraA09004782",3.56038618206247,10.5751160530357,106.727885378868,4.57237275703208e-09,6.35608283610043e-08,"BraA09004782","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA04000666",9.79727037942035,3.18786088825957,176.964580614256,4.59859429784909e-09,6.37002463652758e-08,"BraA04000666","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA05001819",5.24662976688684,4.44143611374394,106.365776465476,4.69636364135974e-09,6.46004255724285e-08,"BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA07003558",7.18730386153622,8.79733097495604,106.365610319773,4.69642138121875e-09,6.46004255724285e-08,"BraA07003558","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA03003342",6.01453900010416,7.84477914367322,106.340525102859,4.70514817538344e-09,6.46639403387196e-08,"BraA03003342","AT3G03780","MS2","methionine synthase 2","-","-"
"BraA03002118",-4.07105494913326,6.38015534342043,105.564334525351,4.98427112700408e-09,6.76725543179778e-08,"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA01003458",-3.23918840031218,3.8622114546825,105.444445676196,5.02899959995909e-09,6.81622202454404e-08,"BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA10001806",3.09915969750416,3.98538345779268,105.230066023002,5.11009536165882e-09,6.90235713399684e-08,"BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA06004703",-3.81556749576894,5.77657237271142,105.160789193922,5.13661082377185e-09,6.92628174146306e-08,"BraA06004703","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA09000246",10.1210860822366,7.25692031695019,104.966689645646,5.21171826301349e-09,7.00355239852949e-08,"BraA09000246","AT4G03070","AOP1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA05003496",6.60043758042727,5.78782778927682,104.873164631173,5.24834240679717e-09,7.04675052161777e-08,"BraA05003496","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA03006267",4.14128527134864,7.7668808995103,104.811964860804,5.27246259384602e-09,7.06634799672475e-08,"BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
