"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA10002178",3.22516556114434,3.94213738037108,113.334413683545,2.84381358793818e-09,4.73547625606298e-08,"BraA10002178","AT5G15260","AT5G15260","ribosomal protein L34e superfamily protein","-","-"
"BraA09004670",-4.02823684475191,4.86611969543533,113.255964737617,2.85948808784158e-09,4.75654382138214e-08,"BraA09004670","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA03001589",-3.06710745917026,5.49751909425855,113.140093341259,2.88281541514583e-09,4.77394851356138e-08,"BraA03001589","AT5G52060","BAG1","BCL-2-associated athanogene 1","-","-"
"BraA09005327",4.3300201708537,4.34132698926829,112.976857143925,2.91603728647807e-09,4.814425899804e-08,"BraA09005327","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES"
"BraA05004722",4.43106689245403,4.22323838639196,112.552795642929,3.00434480372722e-09,4.93490290516196e-08,"BraA05004722","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-"
"BraA07002703",-4.53659997174053,3.50496939081785,111.855399014588,3.15609686931690e-09,5.16261334049591e-08,"BraA07002703","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA08003076",-3.41846741734394,7.68840266247555,111.613185194339,3.21077639794771e-09,5.23030821926554e-08,"BraA08003076","AT1G22740","RABG3B","RAB GTPase homolog G3B","-","-"
"BraA08003195",-3.61470575480641,10.1817877676649,111.32637536289,3.27688683763923e-09,5.31051403471585e-08,"BraA08003195","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA08000890",-4.33233870870216,5.50706879559041,111.14562898316,3.31932445945399e-09,5.37375408374157e-08,"BraA08000890","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA01004000",-3.76355824828221,4.67056021350156,110.992272133272,3.3558097035623e-09,5.42723756374681e-08,"BraA01004000","AT3G15190","PRPS20","chloroplast 30S ribosomal protein S20","-","YES"
"BraA01001784",-3.45903091714141,4.72540815936903,110.719526050111,3.42180339968892e-09,5.5056746725465e-08,"BraA01001784","AT4G26130","AT4G26130","cotton fiber protein","-","-"
"BraA08003859",3.1335285482033,2.97724351359579,110.366206482416,3.50944300804024e-09,5.62941846835078e-08,"BraA08003859","AT1G06110","SKIP16","SKP1/ASK-interacting protein 16","-","-"
"BraA06000911",-3.92790112403311,7.70428957667591,110.227493537787,3.54452862534937e-09,5.66260938563428e-08,"BraA06000911","AT1G51400","AT1G51400","Photosystem II 5 kD protein","-","-"
"BraA05003247",-5.56149426687321,4.92909185712758,110.030817785448,3.59494408377939e-09,5.70543765226746e-08,"BraA05003247","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01004639",3.32265277139291,4.91004821880427,109.968229085984,3.61115441659201e-09,5.72257058403745e-08,"BraA01004639","AT3G03720","CAT4","cationic amino acid transporter 4","-","-"
"BraA09003712",-4.41002018477543,8.6276240664264,109.728629382409,3.67396390869396e-09,5.79874584425358e-08,"BraA09003712","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA06000683",-8.14969967900327,2.71376843394559,109.561251764343,3.71855976425244e-09,5.83728873562956e-08,"BraA06000683","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA08000827",-5.51339599820332,7.64207647461643,109.553495095217,3.72064095185336e-09,5.83728873562956e-08,"BraA08000827","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA02002760",3.31438084996521,5.81980566347679,109.343068454888,3.77759643101408e-09,5.90310401573363e-08,"BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA07001373",6.2701356109475,2.93858924211487,109.305511152291,3.7878633223488e-09,5.90649110997077e-08,"BraA07001373","AT1G23550","SRO2","similar to RCD one 2","-","-"
"BraA04003012",-6.30190100464439,6.36002866237767,109.21535764947,3.81263480645428e-09,5.92842107849451e-08,"BraA04003012","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA02003166",-4.57659757087188,6.26808390899809,109.178205344428,3.82289539749147e-09,5.93850759870936e-08,"BraA02003166","AT5G46800","BOU","Mitochondrial substrate carrier family protein","-","YES"
"BraA05003985",-3.77950707123974,6.41051748939958,108.930084197658,3.89221124141816e-09,6.03579506765674e-08,"BraA05003985","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA05003251",-5.19626155004294,5.53158245710524,108.926597361754,3.89319521712735e-09,6.03579506765674e-08,"BraA05003251","AT3G18890","Tic62","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08000121",6.35088189374803,7.83368658743764,108.873788511484,3.90813152398249e-09,6.05298795879808e-08,"BraA08000121","AT1G54100","ALDH7B4","aldehyde dehydrogenase 7B4","-","-"
"BraA03001219",7.89637227209584,4.56580313782059,108.636998591319,3.97589073712783e-09,6.12777831924031e-08,"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA04003296",4.25758366734353,8.81826487564138,108.578821114979,3.99273743591791e-09,6.14171224746865e-08,"BraA04003296","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA07003717",-4.80948042877886,4.32904106294168,107.885712111288,4.19965508729344e-09,6.42857708693089e-08,"BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA08000387",-4.6714826994896,4.8045565036801,107.35023221926,4.36766827042271e-09,6.65340057147839e-08,"BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA05000422",3.83947074584695,4.6790948361039,107.261380068136,4.3962615258364e-09,6.67756480410826e-08,"BraA05000422","AT2G42890","ML2","MEI2-like 2","-","-"
"BraA02000361",-4.6804306779385,6.57515761375828,106.882955803128,4.52038889860143e-09,6.846279086467e-08,"BraA02000361","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA09000349",-5.46344857389986,5.23762013408627,106.705519903635,4.57992485481262e-09,6.91647768861146e-08,"BraA09000349","AT3G27850","RPL12-C","ribosomal protein L12-C","-","YES"
"BraA09001551",-4.68966289358275,5.42439981419288,106.638998986063,4.6024687318025e-09,6.94385886516243e-08,"BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA09006753",5.65763179278271,9.24291788011929,106.340228412302,4.70525149744589e-09,7.07180874534942e-08,"BraA09006753","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA05003814",-3.08415197435972,4.99077216857374,106.142646658603,4.77462141187485e-09,7.15043311990419e-08,"BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA09006751",-4.02570092424464,9.57080011407129,106.126375119601,4.78038463760812e-09,7.15058295222446e-08,"BraA09006751","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-"
"BraA06004294",-3.00248917833649,6.0171921037951,106.074322897331,4.79887294157498e-09,7.16186093762258e-08,"BraA06004294","AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA08002407",-5.76184729254423,7.96757180618835,106.066725435129,4.80157809430085e-09,7.16186093762258e-08,"BraA08002407","AT4G37925","NdhM","subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex","-","-"
"BraA08000720",-5.43477631887263,10.3992782867063,106.047504972711,4.80842929000163e-09,7.16528819199485e-08,"BraA08000720","AT1G42970","GAPB","glyceraldehyde-3-phosphate dehydrogenase B subunit","-","-"
"BraA03000615",-3.6345083744143,10.2211246403406,105.990654168949,4.82875750638664e-09,7.18877276447494e-08,"BraA03000615","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA09001017",-4.6702245815743,10.6591030911877,105.904429276545,4.85977126806121e-09,7.22128051692268e-08,"BraA09001017","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA02000280",-3.25187652962872,6.04289405595107,105.738536060752,4.92006404011973e-09,7.27909493181185e-08,"BraA02000280","AT5G08280","HEMC","hydroxymethylbilane synthase","-","YES"
"BraA07002052",-3.18547756103214,9.76741875760954,105.684948291151,4.93971712671054e-09,7.29872194421756e-08,"BraA07002052","AT3G56940","CRD1","dicarboxylate diiron protein, putative (Crd1)","-","-"
"BraA08002092",-3.4950708250566,9.74384884782225,105.576805561663,4.97964379819809e-09,7.33704820303794e-08,"BraA08002092","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA07003984",-5.04404102894962,4.6450795306998,105.534364012983,4.99541108788918e-09,7.3533946565972e-08,"BraA07003984","AT1G77990","AST56","STAS domain / Sulfate transporter family","-","-"
"BraA03001226",-4.5669040154874,4.08742867285621,105.265257632825,5.09668408708614e-09,7.48147582037197e-08,"BraA03001226","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein","-","-"
"BraA03000344",-3.65047141563429,6.62136669602958,105.081402179072,5.16718377067054e-09,7.55676615383565e-08,"BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA08002801",3.44754272340988,4.43642679417166,104.942410601345,5.22119854504586e-09,7.62867040899179e-08,"BraA08002801","AT1G28960","NUDX15","nudix hydrolase homolog 15","-","-"
"BraA06001262",3.23361802512644,3.12347336980958,104.883025957737,5.24446730366045e-09,7.63340283176408e-08,"BraA06001262","AT1G09140","SR30","SERINE-ARGININE PROTEIN 30","-","-"
"BraA02002473",-3.86568350563165,7.46240405486254,104.422012315298,5.42907055949751e-09,7.80199582869888e-08,"BraA02002473","AT1G75460","AT1G75460","ATP-dependent protease La (LON) domain protein","-","-"
"BraA07001149",-4.81109917313059,3.80191070106859,104.388378220115,5.44281817997268e-09,7.81461559124545e-08,"BraA07001149","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraSca000955",-4.25350096762942,4.61514332582752,104.306648750702,5.47638556558167e-09,7.83875654442528e-08,"BraSca000955","AT4G19810","ChiC","Glycosyl hydrolase family protein with chitinase insertion domain-containing protein","-","-"
"BraA09004782",-3.52572971738367,10.5751160530357,104.201630435023,5.51985563154889e-09,7.88207334102117e-08,"BraA09004782","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA03005918",-3.83074778862721,6.02179227763065,104.165825719403,5.53476361925887e-09,7.89024450191349e-08,"BraA03005918","AT4G30020","AT4G30020","PA-domain containing subtilase family protein","-","-"
"BraA03004219",-5.45187188190392,8.51843217949035,104.16161609175,5.53651931211111e-09,7.89024450191349e-08,"BraA03004219","AT3G21055","PSBTN","photosystem II subunit T","-","-"
"BraA09003837",-3.20894241883075,6.29759589130845,103.75494560827,5.70907716145706e-09,8.05722315808864e-08,"BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA07002962",-4.94796303300498,11.8278227485322,103.72351193117,5.72266145422823e-09,8.06915776377558e-08,"BraA07002962","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA01001750",-5.89385245156479,5.63024195366687,103.692010238324,5.73631112681504e-09,8.0811631057799e-08,"BraA01001750","AT4G25830","AT4G25830","Uncharacterized protein family (UPF0497)","-","-"
"BraA06003050",-8.8954455410749,3.47292991928407,121.451786712671,5.75441825997464e-09,8.09942090688381e-08,"BraA06003050","AT5G62730","AT5G62730","Major facilitator superfamily protein","-","-"
"BraA09001751",-3.90164424468627,9.7464935551004,103.61221625366,5.77104773862765e-09,8.10477741176452e-08,"BraA09001751","AT1G60950","FED A","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA02000264",-5.76021005289488,3.51103811229778,103.398328469412,5.8653159456772e-09,8.19858165483732e-08,"BraA02000264","AT5G07870","AT5G07870","HXXXD-type acyl-transferase family protein","-","-"
"BraA10000049",3.02709398881686,7.67915349493167,103.395554031499,5.86654991315888e-09,8.19858165483732e-08,"BraA10000049","AT1G01490","AT1G01490","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA05001819",-5.17395214656085,4.44143611374394,103.358711442167,5.8829634721398e-09,8.21422477352191e-08,"BraA05001819","AT5G18475","AT5G18475","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA08003838",-3.60581718505991,9.52141630317903,103.301051296585,5.90875371755981e-09,8.24292096626961e-08,"BraA08003838","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-"
"BraA02002146",-6.15184347573081,5.39015614891136,103.166716089189,5.96932713640077e-09,8.30106018457175e-08,"BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA09003910",-3.05144909891108,3.31612502763141,102.517246812796,6.27206608229541e-09,8.6469815268971e-08,"BraA09003910","AT1G28110","SCPL45","serine carboxypeptidase-like 45","-","-"
"BraA08002719",-4.95992281987857,7.37683036744462,102.504292170345,6.27827546134399e-09,8.6469815268971e-08,"BraA08002719","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA05004041",3.35238981564519,5.6600120186386,102.483031040656,6.28848106725828e-09,8.6469815268971e-08,"BraA05004041","AT3G10450","SCPL7","serine carboxypeptidase-like 7","-","-"
"BraA01001824",-6.11152773917944,8.41471993119623,102.453262863991,6.30280110024846e-09,8.6469815268971e-08,"BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA05000785",-6.41103681221219,3.92235485702681,102.371145702055,6.34249160830684e-09,8.69385435089865e-08,"BraA05000785","AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein","-","YES"
"BraA03004443",-3.04967968938581,3.48385508521186,102.286550099164,6.38367024747879e-09,8.74268363919289e-08,"BraA03004443","AT2G04850","AT2G04850","Auxin-responsive family protein","-","-"
"BraA04001735",5.19278591641875,7.04289251770206,102.092349874377,6.47932784616833e-09,8.84290572309669e-08,"BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA06004501",-4.09421215214809,4.99532100926875,101.943296541122,6.55382630333142e-09,8.92136770841031e-08,"BraA06004501","AT2G01830","WOL","CHASE domain containing histidine kinase protein","-","YES"
"BraA10002800",-4.3171172781806,6.14239586367836,101.816857520691,6.61776728462855e-09,8.99284853116709e-08,"BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA05004278",-3.02821647892218,4.13318640382129,101.741086005277,6.65641688646579e-09,9.03756480806088e-08,"BraA05004278","AT3G07270","AT3G07270","GTP cyclohydrolase I","-","-"
"BraA05003083",-3.14224248938749,4.39964192016929,101.566001478687,6.74668565155442e-09,9.13647550885202e-08,"BraA05003083","AT3G19620","AT3G19620","Glycosyl hydrolase family protein","-","-"
"BraA08002046",3.30199351843056,4.81256884801881,101.416945803844,6.82460565539548e-09,9.22611637399512e-08,"BraA08002046","AT1G54290","AT1G54290","Translation initiation factor SUI1 family protein","-","-"
"BraA03006267",-4.05764941556271,7.7668808995103,101.117967516491,6.98392674728836e-09,9.39308301669484e-08,"BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA05004440",8.43488776002369,3.78787488123093,101.060039580879,7.01527049031318e-09,9.42718159142342e-08,"BraA05004440","AT3G05400","AT3G05400","Major facilitator superfamily protein","-","-"
"BraA07002218",-7.01612741468512,8.33091642828536,100.901853760158,7.10165982033527e-09,9.52700076153418e-08,"BraA07002218","AT3G59960","ASHH4","histone-lysine N-methyltransferase ASHH4","-","-"
"BraA09000270",-4.35207951746744,4.96895988632162,100.626881138767,7.25465264340046e-09,9.68271535170057e-08,"BraA09000270","AT4G03400","DFL2","Auxin-responsive GH3 family protein","-","-"
"BraA09006187",-3.97706243361498,9.1929494608354,100.55092886962,7.29755393106386e-09,9.72329671318818e-08,"BraA09006187","AT1G15820","LHCB6","light harvesting complex photosystem II subunit 6","-","YES"
"BraA09001606",-3.69739084559604,4.0774143451664,100.457299295496,7.35082799055187e-09,9.77790610814237e-08,"BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA06002840",-5.40393698148733,3.56178454326794,100.374433115695,7.3983379097228e-09,9.82449327826143e-08,"BraA06002840","AT3G48270","CYP71A26","cytochrome P450, family 71, subfamily A, polypeptide 26","-","-"
"BraA07003033",-7.74318018706329,4.04781548462979,100.242180457215,7.47487006844216e-09,9.90105685159982e-08,"BraA07003033","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA09003522",-4.98153048737912,9.59081029644648,100.1910554096,7.50469024524475e-09,9.9117167000798e-08,"BraA09003522","AT1G32060","PRK","phosphoribulokinase","-","-"
"BraA10001452",-3.09887937090078,4.5596604319399,100.030520252874,7.599188327362e-09,1.00067638091522e-07,"BraA10001452","AT5G59080","AT5G59080","hypothetical protein","-","-"
"BraA09004900",-3.35046246753079,3.40918696490028,99.6477024803701,7.82990463248569e-09,1.02482915015225e-07,"BraA09004900","AT3G55350","AT3G55350","PIF / Ping-Pong family of plant transposase","-","-"
"BraA05002427",-6.60537333596388,7.05692531562392,99.5892421301392,7.86581666272126e-09,1.02658202125379e-07,"BraA05002427","AT1G32080","LrgB","membrane protein","-","-"
"BraA03000503",3.75001703876435,7.60854054565938,99.5862190693383,7.86767868347781e-09,1.02658202125379e-07,"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA01001448",4.52238149202381,3.38217987786709,99.5480996622435,7.89119991863355e-09,1.02859447897031e-07,"BraA01001448","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA04001173",-4.64223606894302,11.9094838426104,99.4200982810691,7.97075466103812e-09,1.03745074727954e-07,"BraA04001173","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA03005913",-3.95711509498716,5.1654661177124,99.3333059882649,8.02520346600108e-09,1.04156668360855e-07,"BraA03005913","AT4G29905","AT4G29905","hypothetical protein","-","-"
"BraA10002096",3.10862329737179,2.89198247416727,99.3275111513261,8.02885350290527e-09,1.04156668360855e-07,"BraA10002096","AT5G16200","AT5G16200","50S ribosomal protein-like protein","-","-"
"BraA06004703",3.72178459982583,5.77657237271142,99.2398514647535,8.08429362488889e-09,1.04789492982909e-07,"BraA06004703","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA06000855",-3.50026360767807,6.22500723685913,99.1695779201378,8.12904471170611e-09,1.05282837517208e-07,"BraA06000855","AT1G52220","AT1G52220","CURVATURE THYLAKOID protein","-","-"
"BraA04000032",-5.7740462064773,9.06304469186587,99.0714918600593,8.19196737417158e-09,1.05923417091178e-07,"BraA04000032","AT3G63140","CSP41A","chloroplast stem-loop binding protein of 41 kDa","-","YES"
"BraA08001424",3.43419093902349,6.08390000659371,98.9216652949974,8.2891275362101e-09,1.0682859206372e-07,"BraA08001424","AT4G19160","AT4G19160","transglutaminase family protein","-","-"
"BraA06001935",-4.37079322417565,5.88964298198484,98.9062806504428,8.29917639764608e-09,1.06870572662323e-07,"BraA06001935","AT1G17650","GLYR2","glyoxylate reductase 2","-","-"
"BraA04001468",-3.23602710417371,4.02187976165999,98.6974251820835,8.43694120417739e-09,1.08378536154233e-07,"BraA04001468","AT5G39210","CRR7","chlororespiratory reduction 7","-","-"
"BraA07002538",-7.78344600309904,8.02406654699303,98.6456787772556,8.47146497500537e-09,1.08586665933297e-07,"BraA07002538","AT1G77530","AT1G77530","O-methyltransferase family protein","-","-"
"BraA03001904",-4.37433447430151,11.1146703717752,98.6204218641986,8.4883725860765e-09,1.0868432141131e-07,"BraA03001904","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA10001806",-3.0077530343028,3.98538345779268,98.6043295609762,8.49916470199736e-09,1.08734029065553e-07,"BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA09001425",-3.24081694652075,6.03486976213192,98.4592908209014,8.59712310150436e-09,1.09630736730367e-07,"BraA09001425","AT1G64680","AT1G64680","beta-carotene isomerase D27","-","-"
"BraA05000945",-3.17383938503353,3.56901171821834,98.2357013981465,8.75059747802387e-09,1.11183837672363e-07,"BraA05000945","AT2G37660","AT2G37660","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02002177",3.1678776345686,2.92835565020105,98.2289805160805,8.75525759094405e-09,1.11183837672363e-07,"BraA02002177","AT1G70660","MMZ2","MMS ZWEI homologue 2","-","-"
"BraA09005783",-6.51965357519233,5.99157084660319,97.9327274877688,8.96343443669217e-09,1.13019714980599e-07,"BraA09005783","AT5G43745","AT5G43745","ion channel POLLUX-like protein, putative (DUF1012)","-","-"
"BraA05003842",-4.01284457866581,6.30222827148059,97.8538442451572,9.01978735837149e-09,1.13405374472282e-07,"BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA05000908",-4.94047247627204,3.90635768407908,97.7822447372126,9.07127735663305e-09,1.1387717917414e-07,"BraA05000908","AT2G38080","IRX12","Laccase/Diphenol oxidase family protein","-","YES"
"BraA02001859",-3.29172032525292,4.16925138993227,97.601155614461,9.20296712249184e-09,1.15392741545443e-07,"BraA02001859","AT1G66190","AT1G66190","hypothetical protein","-","-"
"BraA05001651",-4.28417461588447,7.15433429285683,97.4616061315586,9.30589623842299e-09,1.16590432490306e-07,"BraA05001651","AT3G47290","PLC8","phosphatidylinositol-speciwc phospholipase C8","-","-"
"BraA10001898",3.10865157844052,4.83291935511088,97.0251883353582,9.63612317223755e-09,1.20249035874964e-07,"BraA10001898","AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05004311",4.08093210779347,5.76245421735492,96.9910998825474,9.66245944013906e-09,1.20482140847883e-07,"BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA02003699",-3.38357923655695,7.34039291932772,96.8757807877761,9.7521471658717e-09,1.21312085219097e-07,"BraA02003699","AT3G27160","GHS1","Ribosomal protein S21 family protein","-","-"
"BraA09000556",3.11792720831403,3.68755671570808,96.7978832617026,9.81325338190548e-09,1.21879522665876e-07,"BraA09000556","AT5G27920","AT5G27920","F-box family protein","-","-"
"BraA09001641",-3.35828170610754,4.95343370372527,96.7755137477841,9.83087942519373e-09,1.22002144033792e-07,"BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA03006434",4.45492246224946,5.52837452316151,96.5777265613918,9.98826305641634e-09,1.23662712396355e-07,"BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA10002318",7.67777201094128,5.17350891870349,96.5585971398866,1.00036324077985e-08,1.23755628592073e-07,"BraA10002318","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA","-","-"
"BraA01003791",3.09788552693995,6.77323641619303,96.4115826468249,1.01226293046583e-08,1.24989499816116e-07,"BraA01003791","AT3G17810","PYD1","pyrimidine 1","-","-"
"BraA07002302",-3.02165268012602,4.73735644425797,96.1614229870039,1.03287409853396e-08,1.26978959488519e-07,"BraA07002302","AT3G61770","AT3G61770","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA10002589",-6.33943531109226,5.06147953044879,96.0462145482796,1.04252260631976e-08,1.27865438293435e-07,"BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA03002118",3.88431362659406,6.38015534342043,96.0173441598404,1.04495609211461e-08,1.28064089295292e-07,"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA08002767",-4.80223947519609,5.9027063621737,96.0017954021675,1.04626930789997e-08,1.28125243806334e-07,"BraA08002767","AT1G29660","AT1G29660","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA03004240",7.9648120915092,2.25324857951386,95.9752823915361,1.04851276676668e-08,1.28300131398448e-07,"BraA03004240","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA07001531",-3.31268872860956,5.26299375983298,95.794498894278,1.06395320168599e-08,1.29828383836238e-07,"BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraSca000119",-4.90071990396767,3.0869309931395,95.7904448251821,1.06430233317709e-08,1.29828383836238e-07,"BraSca000119","AT1G61520","LHCA3","PSI type III chlorophyll a/b-binding protein","-","-"
"BraA01003829",-4.42075011560437,5.94339406465718,95.6972208710408,1.07236583811201e-08,1.30710680313947e-07,"BraA01003829","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA02000032",-3.49278739091288,7.89748674605315,95.3001229097154,1.1074808235554e-08,1.34470048144042e-07,"BraA02000032","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA10002498",8.34526751124574,4.00840819803014,95.2206424442395,1.11466136147195e-08,1.3523755731783e-07,"BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA07002768",-3.15301264387196,5.45357249385291,95.0907907750746,1.12650400037173e-08,1.36119391032777e-07,"BraA07002768","AT1G72030","AT1G72030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA01002168",4.95874713084462,4.86568629386336,95.0095418019256,1.1339849782424e-08,1.36738602433889e-07,"BraA01002168","AT4G16690","MES16","methyl esterase 16","-","-"
"BraA02001296",5.16782048656631,3.5928751995136,94.9854619445897,1.13621270096239e-08,1.36899087678779e-07,"BraA02001296","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA06003555",4.5616764164284,6.3841845486278,94.945547020194,1.13991609103961e-08,1.37138529117732e-07,"BraA06003555","AT5G23750","AT5G23750","Remorin family protein","-","-"
"BraA09003835",4.28551922167969,7.21738928331898,94.6809391777939,1.16480829195546e-08,1.39705970138804e-07,"BraA09003835","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA03005543",-3.00481331724747,7.73140163813118,94.6515434933808,1.16761062110771e-08,1.39920084241223e-07,"BraA03005543","AT4G24770","RBP31","31-kDa RNA binding protein","-","YES"
"BraA03001850",3.31387637216024,7.09100996663301,94.5027016350332,1.1819152214271e-08,1.40472945048164e-07,"BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA02004104",3.47146797925769,7.55048424126778,94.2801983054604,1.20366309620332e-08,1.42469494476078e-07,"BraA02004104","AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA06002654",5.9363763004087,3.62523254439426,94.2520532058856,1.20644553928414e-08,1.4252722977609e-07,"BraA06002654","AT3G46640","PCL1","Homeodomain-like superfamily protein","YES","YES"
"BraA06001135",3.17181566467776,6.05309953252444,94.0511739587356,1.22651307391945e-08,1.44032908441765e-07,"BraA06001135","AT1G47960","C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1","-","-"
"BraA01004368",-9.71275287375419,4.36067673115805,119.635313245024,1.24121615942142e-08,1.45325725332257e-07,"BraA01004368","AT3G10185","AT3G10185","Gibberellin-regulated family protein","-","-"
"BraA05001136",-5.30393542816125,3.81394186557529,93.8950503731649,1.24236543026622e-08,1.45352136882299e-07,"BraA05001136","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA03001333",-4.34312842456038,5.10821364872068,93.8377598317234,1.24823945771083e-08,1.45930877463133e-07,"BraA03001333","AT5G56850","AT5G56850","hypothetical protein","-","-"
"BraA03000197",-4.76354923669153,6.95722109364943,93.8227952538173,1.24977885418606e-08,1.46002376016866e-07,"BraA03000197","AT5G04950","NAS1","nicotianamine synthase 1","-","-"
"BraA06004854",-4.50577687469159,3.85203266373758,93.7313927754754,1.25922721390577e-08,1.46779255096453e-07,"BraA06004854","AT5G44030","CESA4","cellulose synthase A4","-","YES"
