"gene.ID","logFC","logCPM","F","PValue","FDR","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA05004132",-2.74711127390465,2.32284498984744,104.253269584679,4.29185966400750e-09,8.29820777331175e-08,"AT3G09320","AT3G09320","DHHC-type zinc finger family protein","-","-"
"BraA03004775",-1.60670229478427,4.4574155218747,104.102347741506,4.34197754798947e-09,8.38792805528197e-08,"AT3G49870","ARLA1C","ADP-ribosylation factor-like A1C","-","-"
"BraA05000162",-1.44984814951292,3.79207042517425,104.014630966733,4.37140381958419e-09,8.43035119194447e-08,"AT2G47020","AT2G47020","Peptide chain release factor 1","-","YES"
"BraA06004571",-1.07634769058521,6.08591657279128,103.757771452895,4.4588494238662e-09,8.54064432054033e-08,"AT2G01130","AT2G01130","DEA(D/H)-box RNA helicase family protein","-","-"
"BraA09006430",-2.33172230011652,5.59288601154371,103.612429875385,4.50918623241007e-09,8.60058722014499e-08,"AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-"
"BraA09002631",-1.53094704555113,7.78270705483851,103.541185145268,4.53409020097786e-09,8.6335041322667e-08,"AT1G36730","AT1G36730","Translation initiation factor IF2/IF5","-","-"
"BraA08000907",-1.85094391012796,5.71437309599489,103.471285727281,4.5586719364889e-09,8.66569767186269e-08,"AT5G35180","AT5G35180","ENHANCED DISEASE RESISTANCE protein (DUF1336)","-","-"
"BraA02000250",-3.99409761508661,5.56077539901393,103.322424442218,4.61151548865135e-09,8.75141632606835e-08,"AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA05000759",-1.54374644115635,6.64991388342442,102.899281476797,4.76546435595139e-09,9.01327316167926e-08,"AT2G40020","AT2G40020","Nucleolar histone methyltransferase-related protein","-","-"
"BraA02000345",-1.22947255203186,5.04773714159419,102.878693784033,4.7730984023885e-09,9.02015742436314e-08,"AT5G09900","EMB2107","26S proteasome regulatory subunit, putative (RPN5)","-","-"
"BraA01001964",-3.40341144051256,5.71904295648626,102.820172132012,4.79487262270958e-09,9.05372980256275e-08,"AT4G27740","AT4G27740","Yippee family putative zinc-binding protein","-","-"
"BraA10002094",-1.78994242655667,4.23523778336693,102.663884951795,4.85356335145594e-09,9.13400176382746e-08,"AT5G16220","AT5G16220","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA08002219",-1.53182291622064,5.85338856013792,102.596701938112,4.87903666808139e-09,9.15904281590041e-08,"AT4G25500","RS40","arginine/serine-rich splicing factor 35","-","YES"
"BraA08003429",-1.68075307464134,7.02125123926448,102.503432144555,4.9146467783388e-09,9.20294097804521e-08,"AT1G14650","AT1G14650","SWAP (Suppressor-of-White-APricot)/surp domain-containing protein / ubiquitin family protein","-","-"
"BraA07002561",-2.07098619049409,4.90361697508267,102.490229201593,4.91971082142682e-09,9.20479117483695e-08,"AT1G76920","AT1G76920","F-box family protein","-","-"
"BraA03000004",-1.42576847199411,4.62283254328554,102.410668702084,4.95034910489045e-09,9.25444816521035e-08,"AT5G01010","AT5G01010","retinal-binding protein","-","-"
"BraA03000503",-3.76028604454102,7.60970456511406,102.198922655048,5.0329252320786e-09,9.37355702734196e-08,"AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA01003715",-1.69647307023642,3.7758578711288,102.177035241904,5.04154739332524e-09,9.37355702734196e-08,"AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein","-","YES"
"BraA04002795",-2.37971876452264,2.45388927121712,102.152027617606,5.05141872305503e-09,9.37355702734196e-08,NA,NA,NA,NA,NA
"BraA09000417",-3.51781734688241,4.14363264331818,102.107428065615,5.06907676976614e-09,9.39089095091293e-08,"AT3G30390","AT3G30390","Transmembrane amino acid transporter family protein","-","-"
"BraA09000476",-6.23897069402578,5.14389331733491,101.881871995832,5.15943276900325e-09,9.53481753047467e-08,"AT5G49450","bZIP1","basic leucine-zipper 1","YES","-"
"BraA01003458",-3.26915452556264,3.86190339569898,101.828092367613,5.18123871350903e-09,9.55947008718745e-08,"AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA05000604",-2.11253847471829,7.1176777850113,101.700724335604,5.23329043218953e-09,9.63189876366228e-08,"AT2G44730","AT2G44730","Alcohol dehydrogenase transcription factor Myb/SANT-like family protein","YES","-"
"BraA03003783",-2.76160933610528,5.7057385723796,101.618403159782,5.26724058319398e-09,9.67765364743924e-08,"AT3G12400","ELC","Ubiquitin-conjugating enzyme/RWD-like protein","-","-"
"BraA03001628",-1.40965897183174,6.14365134554967,101.243311139442,5.42504959717116e-09,9.93624452983912e-08,"AT5G51410","AT5G51410","LUC7 N terminus domain-containing protein","-","-"
"BraA04000127",-2.57901392768862,5.81545808556805,101.144034034028,5.46768840495412e-09,9.99003294895461e-08,"AT3G61460","BRH1","brassinosteroid-responsive RING-H2","-","-"
"BraA02001664",-2.82930102931409,7.62656313841541,101.039032809434,5.51318970505482e-09,1.00568952430737e-07,"AT5G52550","AT5G52550","stress response NST1-like protein","-","-"
"BraA03004139",-1.90421010013976,4.71454009114388,100.911075436126,5.56920630785219e-09,1.01508786158374e-07,"AT3G63220","AT3G63220","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA06002912",-2.27294912436985,6.72401842014595,100.766868899868,5.63309262208218e-09,1.02507760422629e-07,"AT3G49490","AT3G49490","hypothetical protein","-","-"
"BraA08002812",-1.63834061112869,5.77107932983954,100.660238327498,5.68085369166061e-09,1.0312262385621e-07,"AT1G28440","HSL1","HAESA-like 1","-","-"
"BraA03003478",-1.39489149231287,5.36916132681922,100.650702585409,5.68514664575041e-09,1.0312262385621e-07,"AT3G06340","AT3G06340","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA06003740",-1.86957637189616,4.58219694110799,100.510195357145,5.74882048134142e-09,1.04110355196578e-07,"AT5G25900","GA3","GA requiring 3","-","YES"
"BraA04000006",-2.27306473793682,5.8698454998441,100.48610156474,5.75981817272273e-09,1.04225940540543e-07,"AT3G63340","AT3G63340","kinase superfamily protein","-","-"
"BraA10000186",-1.72987193168219,6.80702883260173,100.462223917363,5.7707401820321e-09,1.04339972402587e-07,"AT1G03270","AT1G03270","CBS domain protein with a domain protein (DUF21)","-","-"
"BraA01003986",-3.18164684326312,4.09359813759165,100.405107381576,5.79695929371531e-09,1.04730185383978e-07,"AT3G15358","AT3G15358","transmembrane protein","-","-"
"BraA10000528",-1.69550418073549,6.96480984150531,100.377662699678,5.80960453794073e-09,1.04802324981311e-07,"AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA03004295",-1.27782422333283,4.62485359736516,100.37629861112,5.81023384300585e-09,1.04802324981311e-07,"AT3G22480","PDF2","prefoldin 2","-","-"
"BraA05003138",-2.62348436637313,4.08679297303921,100.350736128972,5.82204073750069e-09,1.04931481225042e-07,"AT3G19130","RBP47B","RNA-binding protein 47B","-","-"
"BraA06000197",-2.41388983295615,5.05940185470557,100.173584823715,5.90459746237454e-09,1.0616522650701e-07,"AT5G45900","APG7","ThiF family protein","-","YES"
"BraA03005620",-2.17894130540497,7.16764474857429,100.161360318671,5.91034198091846e-09,1.06183972120192e-07,"AT4G25700","BETA-OHASE 1","beta-hydroxylase 1","-","-"
"BraA10001626",-1.41036632732816,5.00524270165051,100.084254777331,5.94671815158753e-09,1.06667780792137e-07,"AT5G37340","AT5G37340","ZPR1 zinc-finger domain protein","-","-"
"BraA07003198",-1.52388756955209,6.60602244343064,100.04016968456,5.96762752133987e-09,1.06957882789221e-07,"AT1G68370","ARG1","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA05003897",-2.83179875038199,4.61240580524384,100.018066673684,5.97814150017408e-09,1.06992135937287e-07,"AT3G12090","TET6","tetraspanin6","-","-"
"BraA01002998",-1.62203583341081,4.77464450515958,100.016234172374,5.97901410586975e-09,1.06992135937287e-07,"AT1G59890","SNL5","SIN3-like 5","-","-"
"BraA09002253",-2.54685199375719,5.41026337453743,99.951204561333,6.01007154560738e-09,1.07292842462017e-07,"AT5G45650","AT5G45650","subtilase family protein","-","-"
"BraA09001072",-3.33787139537621,6.82155510741404,99.9203223606132,6.02488304840137e-09,1.07472301644588e-07,"AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA05000552",-1.25885573179059,4.67119169304348,99.8447352737925,6.06130634037412e-09,1.07878257844634e-07,"AT2G44150","ASHH3","histone-lysine N-methyltransferase ASHH3","-","-"
"BraA01002939",-3.86316386965636,6.16654166374179,99.8433589611068,6.06197180201215e-09,1.07878257844634e-07,"AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA03001919",-1.96964841754505,4.34059227913281,99.8215213332993,6.07254135198789e-09,1.07981260907041e-07,"AT2G34750","AT2G34750","RNA polymerase I specific transcription initiation factor RRN3 protein","-","-"
"BraA08002259",-1.81268185161353,5.88367944414176,99.6190233509334,6.17152904234252e-09,1.0937690611654e-07,"AT4G24290","AT4G24290","MAC/Perforin domain-containing protein","-","-"
"BraA10002262",-2.29724060474244,4.89543662171037,99.3617865602352,6.29985926830368e-09,1.1106145343958e-07,"AT5G13970","AT5G13970","midasin-like protein","-","-"
"BraA03004964",-1.35971200894013,5.99491567116633,99.0645541687719,6.45183348779078e-09,1.13298410306982e-07,"AT4G15900","PRL1","pleiotropic regulatory locus 1","-","YES"
"BraA06000753",-4.25240307901209,5.80415788012369,98.9323707202008,6.52071840702287e-09,1.14419101620666e-07,"AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA05004393",-8.68014624395077,3.3870876929775,214.887559750116,6.53414036842095e-09,1.14545605105818e-07,"AT3G05960","STP6","sugar transporter 6","-","-"
"BraA03002883",-2.14443906143268,4.31766168989577,98.8993140928832,6.53807222164456e-09,1.14545605105818e-07,"AT4G10610","CID12","CTC-interacting domain 12","-","-"
"BraA08003995",-1.5709141913517,7.05992242224707,98.647177480505,6.67213138867901e-09,1.16532670650068e-07,"AT1G03140","AT1G03140","splicing factor Prp18 family protein","-","-"
"BraA05001122",-1.77056764257294,7.27689981785658,98.5807060227938,6.70797856352695e-09,1.17068222488508e-07,"AT2G35060","KUP11","K  uptake permease 11","-","-"
"BraA03006111",-1.59312840304667,4.65742077969963,98.5251016512741,6.73812903883599e-09,1.17503604698095e-07,"AT4G32160","AT4G32160","Phox (PX) domain-containing protein","-","-"
"BraA09000296",-2.09849366305347,4.62711523479551,98.1460774776638,6.94768847217978e-09,1.20599268844916e-07,"AT4G05440","EDA35","temperature sensing protein-like protein","-","-"
"BraA01004801",-2.04837333574122,3.33081158370268,98.0961448150166,6.97582955986908e-09,1.20994745737729e-07,"AT3G01435","AT3G01435","Expressed protein","-","-"
"BraA08002344",-1.24787312638113,6.9143492332376,97.943918156406,7.06240310365542e-09,1.22027734728271e-07,"AT4G36690","ATU2AF65A","U2 snRNP auxilliary factor, large subunit, splicing factor","-","-"
"BraA09003235",-4.05580758373906,4.92401455967716,97.8905917330248,7.09301134032948e-09,1.22462901451575e-07,"AT1G34630","AT1G34630","transmembrane protein","-","-"
"BraA04002275",-1.82514870354951,5.50426267310479,97.803071373417,7.143564904236e-09,1.23241502087366e-07,"AT2G31110","AT2G31110","trichome birefringence-like protein (DUF828)","-","-"
"BraA07002149",-2.29204860960715,5.7308860945368,97.4548440236252,7.34869535035741e-09,1.26010316702446e-07,"AT3G58490","SPP1","Phosphatidic acid phosphatase (PAP2) family protein","-","-"
"BraA09003573",-2.17220023681598,4.3873644276352,97.3886781335859,7.38840417374978e-09,1.26595092151587e-07,"AT1G31830","PUT2","Amino acid permease family protein","-","-"
"BraA04000936",-1.99788195890173,3.96208860661819,97.3545098806591,7.40900286234906e-09,1.2685179047796e-07,"AT4G13160","AT4G13160","zein-binding protein (Protein of unknown function, DUF593)","-","-"
"BraA08002510",-1.97130812597725,4.6268134525299,97.2865553618279,7.45015913690735e-09,1.2745980590059e-07,"AT4G38800","MTN1","methylthioadenosine nucleosidase 1","-","-"
"BraA03005093",-3.03436692114816,5.03659349484118,97.1247827449687,7.5491577957318e-09,1.28958116869146e-07,"AT4G17730","SYP23","syntaxin of plants 23","-","YES"
"BraA09002469",-1.76569967404882,4.73827359955691,97.0407151113179,7.60117823035919e-09,1.29552760736756e-07,"AT1G62200","PTR6","Major facilitator superfamily protein","-","-"
"BraA03002581",-1.3597905105872,4.85621874117966,96.9131868244405,7.68085088957445e-09,1.30811957495671e-07,"AT2G47420","DIM1A","Ribosomal RNA adenine dimethylase family protein","-","-"
"BraA10001898",-3.086183105709,4.82605983153633,96.8733210574064,7.70594611955733e-09,1.31060420416494e-07,"AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09006863",-1.54547881923048,6.44284489352509,96.8535791531731,7.71840710123642e-09,1.31154843918151e-07,"AT1G04300","AT1G04300","TRAF-like superfamily protein","-","YES"
"BraA10001182",-1.45561967620226,5.7500277539743,96.7979838518857,7.75361855085732e-09,1.31555197395951e-07,"AT5G56340","ATCRT1","RING/U-box superfamily protein","-","-"
"BraA06004577",-1.65139005568567,5.70591744281267,96.434823765542,7.98804810532026e-09,1.34814353586033e-07,"AT2G01060","AT2G01060","myb-like HTH transcriptional regulator family protein","YES","-"
"BraA09005305",-6.33900146531441,4.52251904445326,111.589130023421,8.00377773128558e-09,1.34814353586033e-07,"AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA02000405",-3.677851700947,5.5909178196751,96.4084070649327,8.00540442628837e-09,1.34814353586033e-07,"AT5G11090","AT5G11090","serine-rich protein-like protein","-","-"
"BraA01002122",-1.87204127637992,6.04744515741873,96.3113887295117,8.06950655455332e-09,1.35489714885857e-07,"AT4G17080","AT4G17080","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA09005114",-1.25983800744416,4.01129562677753,96.2235607934647,8.12802659290134e-09,1.3626965445248e-07,"AT3G57650","LPAT2","lysophosphatidyl acyltransferase 2","-","-"
"BraA05004539",-3.56463843981717,6.4739649150829,96.0188603247534,8.26625090426192e-09,1.37972464280079e-07,"AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA01000919",-2.66794987735781,7.61458905811994,95.9950544371144,8.28249403055239e-09,1.38141479093031e-07,"AT4G29010","AIM1","Enoyl-CoA hydratase/isomerase family","-","-"
"BraA07001618",-1.62171946640836,6.42039954425312,95.9558590733247,8.30931465525397e-09,1.3848653347572e-07,"AT2G48020","AT2G48020","Major facilitator superfamily protein","-","-"
"BraA02002113",-1.38926197076242,6.35245486228789,95.9066593257742,8.34311724155526e-09,1.38844964381756e-07,"AT1G66580","SAG24","senescence associated gene 24","-","-"
"BraA05002410",-3.50040562648525,2.56617570153339,95.8733485894209,8.36608971333246e-09,1.39022372329792e-07,"AT1G32190","AT1G32190","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09006753",-5.31947053017933,9.24960592578098,95.6163493172891,8.54569925937772e-09,1.4127930188472e-07,"AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA10003068",-3.49768718196928,5.23508697078559,95.4975710614476,8.63014870007392e-09,1.42270060055726e-07,"AT5G03230","AT5G03230","senescence regulator (Protein of unknown function, DUF584)","-","-"
"BraA03005592",-2.53346406540623,4.87085699285926,95.3903399491994,8.70718218512902e-09,1.43006760208559e-07,"AT4G25390","AT4G25390","Protein kinase superfamily protein","-","-"
"BraA05004135",-1.64292468379459,5.72025131449146,95.2040622103273,8.84281769362023e-09,1.44708226068859e-07,"AT3G09300","ORP3B","OSBP(oxysterol binding protein)-related protein 3B","-","-"
"BraA09004304",-1.53444718263742,5.99883630133268,95.1523802641507,8.88086239854764e-09,1.45120488817946e-07,"AT1G22860","AT1G22860","Vacuolar sorting protein 39","-","-"
"BraA07002315",-8.53697316532036,1.68055548392335,109.471580086667,9.21084919131026e-09,1.49538898121754e-07,"AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA08002067",-1.65876030712646,5.18502837921229,94.619450781387,9.28391273057644e-09,1.50292904082156e-07,"AT1G55325","GCT","RNA polymerase II transcription mediator","-","-"
"BraA04001788",-1.2909118112816,5.49368317929253,94.5783662863937,9.31581520688116e-09,1.50701328665471e-07,"AT2G24330","AT2G24330","integral membrane metal-binding family protein (DUF2296)","-","-"
"BraA06005017",-1.45454001378491,5.79904821757791,94.5153814071266,9.36495938357300e-09,1.51279597824913e-07,"AT4G38230","CPK26","calcium-dependent protein kinase 26","-","-"
"BraA04002260",-2.95364072388299,3.82636822999864,94.5028955410244,9.3747355657052e-09,1.51329273252552e-07,"AT2G30990","AT2G30990","arginine N-methyltransferase, putative (DUF688)","-","-"
"BraA07003782",-3.29195162581709,3.25472174206354,94.1531057033896,9.65325815359916e-09,1.55159807033971e-07,"AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA01001245",-1.30941154469596,6.86086638299961,93.7845051497591,9.95670764563521e-09,1.59356717761432e-07,"AT4G20850","TPP2","tripeptidyl peptidase ii","-","-"
"BraA03002093",-1.52168120000853,5.18335750228217,93.7555659184388,9.98097510538734e-09,1.59631983572919e-07,"AT2G38020","VCL1","vacuoleless1 (VCL1)","-","-"
"BraA05001623",-2.12266302572686,3.7322273226653,93.7265089399284,1.0005407186631e-08,1.59909490796664e-07,"AT2G29400","TOPP1","type one protein phosphatase 1","-","-"
"BraA08002805",-2.53158970417641,4.10105637218842,93.5841267759819,1.01260877249228e-08,1.61495366590347e-07,"AT1G28670","ARAB-1","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA08001602",-1.82900900669438,4.76932500988765,93.2414969160126,1.04231518459503e-08,1.64951673536857e-07,"AT4G22740","AT4G22740","glycine-rich protein","-","-"
"BraA04002127",-1.49433852806767,6.61858405094338,93.0428711869644,1.05997712726944e-08,1.67044406595435e-07,"AT2G29200","PUM1","pumilio 1","-","-"
"BraA07003150",-2.24168668521053,4.01736691163475,92.9966913622738,1.06413076797265e-08,1.67465262251752e-07,"AT1G67730","KCR1","beta-ketoacyl reductase 1","-","-"
"BraA07003510",-1.24305974442124,4.96835046436779,92.9672885153459,1.06678479004343e-08,1.67766023074867e-07,"AT1G71980","AT1G71980","Protease-associated (PA) RING/U-box zinc finger family protein","-","-"
"BraA09006386",-2.14316150442249,3.26832430621076,92.7550048342324,1.08616521544587e-08,1.70339368475098e-07,"AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-"
"BraA09001569",-1.53055589815597,6.25596603291123,92.5068120887902,1.10931968470751e-08,1.73488687255885e-07,"AT1G63980","AT1G63980","D111/G-patch domain-containing protein","-","-"
"BraA10001371",-1.34840493372043,5.96802117079808,92.4687532335258,1.11291835318031e-08,1.73931039237861e-07,"AT5G58440","SNX2a","sorting nexin 2A","-","-"
"BraA09002519",-1.14401940473269,5.31073693514359,92.3733299977888,1.12199807536826e-08,1.7510768856974e-07,"AT2G03270","AT2G03270","DNA-binding protein","-","-"
"BraA02003211",-1.57359980460474,5.28473664702445,92.2115693373944,1.137577838119e-08,1.77171864263733e-07,"AT5G47090","AT5G47090","coiled-coil protein","-","-"
"BraA09000881",-2.68217493563668,3.24150231787838,92.2012623439055,1.13857862658553e-08,1.77205521186637e-07,"AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA09000840",-1.31213294451309,5.56087539639383,92.1893883064344,1.13973278007615e-08,1.77262984658813e-07,"AT5G63460","AT5G63460","SAP domain-containing protein","-","-"
"BraA01003863",-1.85996051154578,4.2428070748539,92.1516375673776,1.14341075397854e-08,1.77712629436321e-07,"AT3G16890","PPR40","pentatricopeptide (PPR) domain protein 40","-","-"
"BraA05000496",-3.86136708137825,5.73611009083004,92.1247880523689,1.14603463900309e-08,1.77997938463595e-07,"AT2G43400","ETFQO","electron-transfer flavoprotein:ubiquinone oxidoreductase","-","-"
"BraA06001387",-1.29409176543503,5.66976249533006,91.9719566569059,1.16109769943431e-08,1.80068825144918e-07,"AT1G10390","AT1G10390","Nucleoporin autopeptidase","-","-"
"BraA07002598",-1.51509005925021,8.33690999667279,91.8566283751651,1.17260953992105e-08,1.81490848754776e-07,"AT1G75950","SKP1","S phase kinase-associated protein 1","-","YES"
"BraA06004471",-2.12944276530294,5.27402872083588,91.7208233686904,1.18632757783377e-08,1.83247850138305e-07,"AT2G02370","AT2G02370","SNARE associated Golgi protein family","-","-"
"BraA03005327",-3.33118326737058,3.05181313218112,91.6562413477605,1.19291342974145e-08,1.8401341519024e-07,"AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA09001152",-1.81983966558843,3.31011844604783,91.5316311000979,1.20573542808886e-08,1.85737538693934e-07,"AT2G17420","NTRA","NADPH-dependent thioredoxin reductase A","-","-"
"BraA01000415",-1.60587698704804,4.98470646094604,91.4275535419698,1.21656163695882e-08,1.87149941740061e-07,"AT4G34370","ARI1","RING/U-box superfamily protein","-","-"
"BraA05000524",-1.26266741297701,4.12253390448941,91.3380538426593,1.22595752974352e-08,1.88338767987741e-07,"AT2G43770","AT2G43770","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA06003262",-1.81721578566032,4.6111303874345,91.2056614088629,1.24000403065834e-08,1.9010373076775e-07,"AT5G64930","CPR5","CPR5 protein","-","YES"
"BraA07003137",-1.89047917940481,5.61448062881484,91.1980831300075,1.24081343998434e-08,1.9010373076775e-07,"AT1G67580","AT1G67580","Protein kinase superfamily protein","-","-"
"BraA01004086",-1.37069175748888,4.29296599598624,91.1759454662116,1.24318123719902e-08,1.90337368675699e-07,"AT3G13940","AT3G13940","DNA binding / DNA-directed RNA polymerase","-","-"
"BraA09005402",-2.91028113906688,5.50479055601014,91.1026769393198,1.25105362003836e-08,1.91412899060477e-07,"AT3G61460","BRH1","brassinosteroid-responsive RING-H2","-","-"
"BraA07000928",-2.41346114551427,6.6238942034649,91.0778224959071,1.25373664200504e-08,1.91693531390656e-07,"AT3G23280","XBAT35","hypothetical protein","-","-"
"BraA04002150",-4.11013667802994,2.54869615527979,91.0427834277419,1.25752991234117e-08,1.92143423615701e-07,"AT3G62460","AT3G62460","Putative endonuclease or glycosyl hydrolase","-","-"
"BraA06000719",-1.77319500387892,6.10774131727776,90.8120739226274,1.28282559510812e-08,1.95215973142362e-07,"AT1G54060","ASIL1","6B-interacting protein 1-like 1","YES","-"
"BraA05002533",-1.62085292669601,3.99942672058195,90.7999599795606,1.2841692806487e-08,1.95288854309021e-07,"AT3G22480","PDF2","prefoldin 2","-","-"
"BraA10001774",-6.41505299228995,8.57080375553659,90.7372135472145,1.29115412962955e-08,1.96107272950309e-07,"AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA03002227",-2.46102426399442,6.77729582185206,90.7360167801749,1.29128776016078e-08,1.96107272950309e-07,"AT2G40020","AT2G40020","Nucleolar histone methyltransferase-related protein","-","-"
"BraA05000304",-2.42660297728002,5.51105097348183,90.726887587953,1.29230762604139e-08,1.96130262895784e-07,"AT2G41410","AT2G41410","Calcium-binding EF-hand family protein","-","-"
"BraA05001688",-1.77976226287,3.52475778404876,90.6971615757589,1.29563464435061e-08,1.96460560506245e-07,"AT4G20520","AT4G20520","RNA binding / RNA-directed DNA polymerase","-","-"
"BraA09002235",-1.5562262460007,3.88736082162081,90.6841509421025,1.29709381266798e-08,1.96460560506245e-07,"AT5G45360","AT5G45360","F-box family protein","-","-"
"BraA06004243",-1.32591155386456,5.25573131194003,90.6168325818402,1.30467281173481e-08,1.9734377834834e-07,"AT5G40650","SDH2-2","succinate dehydrogenase 2-2","-","-"
"BraA08002654",-3.84569792631227,6.79561671043046,90.5866213482214,1.30809005003136e-08,1.97595970567613e-07,"AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA01000702",-1.66271524722429,4.27624521440797,90.4610147676982,1.32240420319538e-08,1.9949134349206e-07,"AT4G31420","AT4G31420","Zinc finger protein 622","-","-"
"BraA03005074",-2.33450489292715,6.19947115874254,90.1986819550161,1.35286222843568e-08,2.03271375281191e-07,"AT5G47200","RAB1A","RAB GTPase homolog 1A","-","-"
"BraA09000642",-1.31774920187971,7.30573526492292,89.9729590660372,1.37969188590719e-08,2.07027121989649e-07,"AT5G25060","RRC1","RNA recognition motif (RRM)-containing protein","-","YES"
"BraA05003077",-1.17200924835288,6.2660253155064,89.9370080024244,1.3840191862636e-08,2.07400831343006e-07,"AT3G19670","PRP40B","pre-mRNA-processing protein 40B","-","-"
"BraA03001865",-1.28768119831083,5.68006053453248,89.6887116633852,1.41431911019446e-08,2.11380333987568e-07,"AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01002675",-1.95207511117977,6.15995453124345,89.669797528914,1.41665714735695e-08,2.115897378225e-07,"AT3G46510","PUB13","plant U-box 13","-","-"
"BraA01000218",-2.38767388243203,5.76720672150066,89.631036200229,1.42146193870205e-08,2.11940132618471e-07,"AT4G36780","BEH2","BES1/BZR1 homolog 2","YES","YES"
"BraA02003352",-2.74124693106762,5.77343779045387,89.5109722338633,1.43645970972544e-08,2.13699404642488e-07,"AT2G01600","AT2G01600","ENTH/ANTH/VHS superfamily protein","-","-"
"BraA09001196",-1.97448118341523,5.07210160345165,89.4925789391737,1.4387727379879e-08,2.13902598696385e-07,"AT2G18090","AT2G18090","PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein","-","-"
"BraA08003944",-1.44137836837708,6.69154356415822,89.1068698037282,1.48823944046393e-08,2.19379316475176e-07,"AT1G04300","AT1G04300","TRAF-like superfamily protein","-","YES"
"BraA01001837",-1.50092526337663,9.12717659091031,89.06418528454,1.49382837058976e-08,2.20059530939521e-07,"AT4G26630","AT4G26630","DEK domain-containing chromatin associated protein","-","-"
"BraA10002498",-6.89964672580641,4.01196770756521,88.9779074097425,1.50519630374591e-08,2.21589622734641e-07,"AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA05004103",-1.26967292531071,5.67523849641101,88.9462124754321,1.50939643513373e-08,2.21848726620075e-07,"AT3G09770","LOG2","RING/U-box superfamily protein","-","-"
"BraA07003489",-1.88375066716159,4.33572057130429,88.9423931660018,1.50990343539413e-08,2.21848726620075e-07,"AT1G71790","CPB","Subunits of heterodimeric actin filament capping protein Capz superfamily","-","-"
"BraA05002213",-3.31904692117647,6.00337333160436,88.7744619660764,1.5323831768989e-08,2.24567224425099e-07,"AT1G35670","CDPK2","calcium-dependent protein kinase 2","-","-"
"BraA06000925",-1.67121273231035,3.66272595221172,88.7329046934867,1.53800316130341e-08,2.25244652345752e-07,"AT1G51130","AT1G51130","Nse4, component of Smc5/6 DNA repair complex","-","-"
"BraA07000012",-2.12386577592056,5.72022870216149,88.7241858712805,1.53918514139716e-08,2.25271665898717e-07,"AT2G20740","AT2G20740","Tetraspanin family protein","-","-"
"BraA07001656",-1.54123386609663,7.34960269207807,88.7138547219679,1.54058700069776e-08,2.25330804642212e-07,"AT5G67250","SKIP2","SKP1/ASK1-interacting protein 2","-","YES"
"BraA07002105",-1.69922829516228,5.80284053442595,88.7027435962138,1.542096274401e-08,2.25405567409695e-07,"AT3G57910","AT3G57910","D111/G-patch domain-containing protein","-","-"
"BraA10002487",-1.72985202214241,7.81377286407279,88.6081929721052,1.55500592855665e-08,2.2699869996506e-07,"AT5G10860","CBSX3","Cystathionine beta-synthase (CBS) family protein","-","-"
"BraA07002596",-1.31862948693118,7.01543811885798,88.5031291056644,1.56949151751251e-08,2.28785387499157e-07,"AT1G76010","AT1G76010","Alba DNA/RNA-binding protein","-","-"
"BraA10002892",-1.58284394253403,4.21049143458183,88.3921173825836,1.58495963765647e-08,2.30149064091338e-07,"AT5G09330","NAC082","NAC domain containing protein 82","YES","-"
