"gene.ID","logFC","logCPM","F","PValue","FDR","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA02000741",-4.14405094851353,3.74071520357066,80.2876532016963,3.33949304535295e-08,6.90458508087118e-07,"AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES"
"BraA06003211",-2.08670986296425,4.49810626368203,80.2830753474641,3.34095670687951e-08,6.90458508087118e-07,"AT5G64360","EIP9","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA02001664",-2.90545094029726,7.62656313841541,80.2824639934868,3.34115222671542e-08,6.90458508087118e-07,"AT5G52550","AT5G52550","stress response NST1-like protein","-","-"
"BraA02000250",-4.00655707867812,5.56077539901393,80.2598073492908,3.3484070886501e-08,6.90527629890268e-07,"AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA06002524",-2.00300496679093,7.62706472390544,80.2293923378345,3.35817367968786e-08,6.91318470450237e-07,"AT3G48000","ALDH2B4","aldehyde dehydrogenase 2B4","-","-"
"BraA05003135",-1.69301948728243,7.01786390759949,80.0788421557324,3.40698362034736e-08,7.00727787780551e-07,"AT3G19190","ATG2","autophagy 2","-","YES"
"BraA05000251",-1.52179415846313,6.56929892585439,79.9640001137413,3.44474466706307e-08,7.07206080148048e-07,"AT2G40430","AT2G40430","Nop53 protein","-","-"
"BraA05002014",-2.12432610983097,4.06818979774397,79.892802090157,3.4683876948927e-08,7.11413254439254e-07,"AT1G49600","RBP47A","RNA-binding protein 47A","-","-"
"BraA01002270",-1.9677632251046,5.35523533184284,79.8637446825188,3.4780884758198e-08,7.12109447411047e-07,"AT4G15780","VAMP724","vesicle-associated membrane protein 724","-","-"
"BraA06004703",-3.8041523252099,5.77344098364747,79.8103364642519,3.49599717308591e-08,7.15127755070644e-07,"AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA06002517",-1.79426557826795,5.44210026760546,79.5776511752788,3.57522062130449e-08,7.30010915831096e-07,"AT3G48120","AT3G48120","serine/arginine-rich splicing factor","-","-"
"BraA01000801",-2.41662562919881,5.70768013215662,79.5223533537408,3.59433905116287e-08,7.33251660274717e-07,"AT4G30360","CNGC17","cyclic nucleotide-gated channel 17","-","-"
"BraA05002550",-1.5646126436299,5.78968685402911,79.4560709963145,3.61740449057513e-08,7.37291025366952e-07,"AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-"
"BraA01004801",-2.11753365178108,3.33081158370268,79.4167680984181,3.63115876016958e-08,7.3942703589639e-07,"AT3G01435","AT3G01435","Expressed protein","-","-"
"BraA06001168",-1.12809656162655,5.17394335040959,79.3369409508908,3.65927325977485e-08,7.4381069329879e-07,"AT1G07990","AT1G07990","SIT4 phosphatase-associated family protein","-","-"
"BraA10002212",-1.93287967786241,3.78775716852183,79.2936355078129,3.67462584853117e-08,7.45722050647546e-07,"AT5G14670","ARFA1B","ADP-ribosylation factor A1B","-","-"
"BraA09002488",-1.54714572108443,7.42619470595399,79.18171471983,3.71463513969756e-08,7.49665820909651e-07,"AT2G02470","AL6","alfin-like 6","-","-"
"BraA07000124",-2.28088353973194,4.79651527400625,79.0626618192075,3.75772402633949e-08,7.57008757241969e-07,"AT2G19560","EER5","proteasome family protein","-","-"
"BraA09000199",-1.73984446903716,4.53227433168708,79.0235578608438,3.77199741809822e-08,7.58530878832699e-07,"AT1G02840","SR34","RNA-binding (RRM/RBD/RNP motifs) family protein","-","YES"
"BraA10002578",-2.56214079348991,4.81048719898062,78.9750370353883,3.78979156776248e-08,7.59777553039897e-07,"AT5G05130","AT5G05130","DNA/RNA helicase protein","-","-"
"BraA01000928",-2.88198439202744,3.73950196223727,78.9699722093773,3.79165435183972e-08,7.59777553039897e-07,"AT4G28880","ckl3","casein kinase I-like 3","-","-"
"BraA04003296",-4.12947848529139,8.82432351141203,78.8050708634973,3.85286032782293e-08,7.69311624962204e-07,"AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA08002067",-1.747537171182,5.18502837921229,78.7005527264772,3.89221990809744e-08,7.75114657712209e-07,"AT1G55325","GCT","RNA polymerase II transcription mediator","-","-"
"BraA01000279",-2.01297721320324,3.71265572504418,78.5811571872879,3.93772755601135e-08,7.82796667230672e-07,"AT4G35987","AT4G35987","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA03001208",-1.65312409077379,4.78962112350231,78.5607792885855,3.94555327960021e-08,7.83662530459203e-07,"AT5G58950","AT5G58950","Protein kinase superfamily protein","-","-"
"BraA02001373",-1.99537560939975,4.26302434949193,78.5297319469901,3.95750950471006e-08,7.84657042536148e-07,"AT5G56930","EMB1789","CCCH-type zinc finger family protein","-","-"
"BraA03003073",-1.40861753640848,7.01569633139516,78.4610106845444,3.98411671024305e-08,7.88557474620701e-07,"AT4G02570","CUL1","cullin 1","-","YES"
"BraA09002668",-1.16275874919719,5.56859421212052,78.4427442856114,3.99122228468972e-08,7.88557474620701e-07,"AT4G11740","SAY1","Ubiquitin-like superfamily protein","-","-"
"BraA05002303",-1.84249058345288,7.38981706876546,78.4250140694995,3.99813270354117e-08,7.88557474620701e-07,"AT1G33520","MOS2","D111/G-patch domain-containing protein","-","-"
"BraA06004710",-3.27380873504249,6.6545322573137,78.3001188816582,4.04718796536522e-08,7.97123863622202e-07,"AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase","-","-"
"BraA02002362",-2.63239972270036,3.89254679122979,78.2964844959353,4.04862538889725e-08,7.97123863622202e-07,"AT1G73200","AT1G73200","testis-expressed sequence 2-like protein (DUF2404)","-","-"
"BraA09006386",-2.27134176919131,3.26832430621076,78.1572607106612,4.10411707137955e-08,8.07344592149091e-07,"AT1G13780","AT1G13780","F-box/RNI-like/FBD-like domains-containing protein","-","-"
"BraA10001549",-1.94745051876716,4.36296591344555,77.918852044979,4.20110757117408e-08,8.20705988579795e-07,"AT5G60335","AT5G60335","hydroxyacyl-thioester dehydratase type-like protein","-","-"
"BraA04002841",-1.45952890923492,7.0072779011465,77.8917768828712,4.21228189539119e-08,8.21108290385961e-07,"AT2G39580","AT2G39580","zinc finger C3H1 domain protein","-","-"
"BraA09003000",-2.54822315292688,2.67004697615545,77.8874401510495,4.21407478438351e-08,8.21108290385961e-07,"AT4G12040","SAP7","A20/AN1-like zinc finger family protein","-","-"
"BraA04000676",-2.88765795007558,6.39712355601251,77.7504327378049,4.27115349870531e-08,8.30081406723426e-07,"AT3G52840","BGAL2","beta-galactosidase 2","-","-"
"BraA10002641",-1.47915945002513,4.20862613143567,77.6728853211685,4.30383947182949e-08,8.35714589787837e-07,"AT5G05920","DHS","deoxyhypusine synthase","-","YES"
"BraA08002813",-1.3971038067812,6.57060787155794,77.6363354369176,4.31934104797762e-08,8.37296829876321e-07,"AT1G28420","HB-1","homeobox-1","YES","YES"
"BraA02003352",-2.97182009513465,5.77343779045387,77.6361893721911,4.31940312095786e-08,8.37296829876321e-07,"AT2G01600","AT2G01600","ENTH/ANTH/VHS superfamily protein","-","-"
"BraA07004119",-1.5669441529005,7.15579375437371,77.614044522388,4.32882542844376e-08,8.38403641942928e-07,"AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA03006197",-2.55410355413263,5.16154939607533,77.4698122014627,4.39075365203666e-08,8.4545614563398e-07,"AT4G33625","AT4G33625","vacuole protein","-","-"
"BraA07000928",-2.57946898629075,6.6238942034649,77.4509370541904,4.39893028020056e-08,8.4545614563398e-07,"AT3G23280","XBAT35","hypothetical protein","-","-"
"BraA06003212",-1.37275145335236,6.31750726342677,77.3428862535501,4.44606302254558e-08,8.51615277677241e-07,"AT5G64370","BETA-UP","beta-ureidopropionase","-","-"
"BraA02001423",-1.52773662538536,5.78176421861306,77.2932372983981,4.46790756457741e-08,8.54119360102448e-07,"AT5G55850","NOI","RPM1-interacting protein 4 (RIN4) family protein","-","-"
"BraA02002923",-1.68979294607287,6.8570243018636,77.243138644578,4.49007044986198e-08,8.57136610052689e-07,"AT4G02120","AT4G02120","CTP synthase family protein","-","-"
"BraA06004628",-1.99088389691053,4.58481943388666,77.2052987952819,4.50689089727981e-08,8.59620921733698e-07,"AT5G47180","AT5G47180","Plant VAMP (vesicle-associated membrane protein) family protein","-","-"
"BraA07003198",-1.53934653918933,6.60602244343064,77.1399640688116,4.53609770451942e-08,8.63732668306594e-07,"AT1G68370","ARG1","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA09003573",-2.23612714097697,4.3873644276352,77.1116136902626,4.54883639965125e-08,8.64857564435407e-07,"AT1G31830","PUT2","Amino acid permease family protein","-","-"
"BraA07002073",-1.68685073691405,7.38148182225205,76.9238743341291,4.63419952167664e-08,8.80186104272697e-07,"AT3G57330","ACA11","autoinhibited Ca2 -ATPase 11","-","-"
"BraA02000585",-1.72707850946208,3.32261502107109,76.5670648334187,4.80136792720467e-08,9.09485457778167e-07,"AT5G14420","RGLG2","RING domain ligase2","-","-"
"BraA01001760",-1.40879657879006,4.94869522444816,76.5632707516131,4.8031809803177e-08,9.09485457778167e-07,"AT4G38120","AT4G38120","ARM repeat superfamily protein","-","-"
"BraA03005074",-2.48364688167943,6.19947115874254,76.5419335105228,4.81339139386934e-08,9.10392109277649e-07,"AT5G47200","RAB1A","RAB GTPase homolog 1A","-","-"
"BraA08003854",-1.54989588722698,6.55298626153247,76.5147948305101,4.82641267148028e-08,9.11204712465843e-07,"AT1G06230","GTE4","global transcription factor group E4","-","-"
"BraA03005080",-1.44997014144753,6.2678342587223,76.4515719167609,4.85689883595098e-08,9.14790211945629e-07,"AT4G17620","AT4G17620","glycine-rich protein","-","-"
"BraA03004775",-1.59230149973018,4.4574155218747,76.2472655600196,4.95688229476105e-08,9.28965369181994e-07,"AT3G49870","ARLA1C","ADP-ribosylation factor-like A1C","-","-"
"BraA07002382",-1.4183048054764,5.6799468888465,76.2390423914071,4.96095397083419e-08,9.28965369181994e-07,"AT1G80010","FRS8","FAR1-related sequence 8","YES","-"
"BraA04001735",-5.05252261683917,7.04491370670731,76.2088358939881,4.97594243064142e-08,9.30229370125622e-07,"AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA07000240",-2.32649023037667,5.47159463391894,76.1330521894883,5.01376740605232e-08,9.35564688912439e-07,"AT2G18280","TLP2","tubby like protein 2","-","-"
"BraA05003378",-1.09302078987239,6.01815487181601,76.1061609616513,5.02726570428615e-08,9.35950052760875e-07,"AT3G17850","AT3G17850","Protein kinase superfamily protein","-","-"
"BraA07002561",-2.04695146062787,4.90361697508267,76.0183453311026,5.07162650384012e-08,9.43431147744822e-07,"AT1G76920","AT1G76920","F-box family protein","-","-"
"BraA03000872",-1.4184742314961,6.91139609883319,75.8719903577567,5.14652496433612e-08,9.55789253861864e-07,"AT5G17900","AT5G17900","microfibrillar-associated protein-like protein","-","-"
"BraA04001788",-1.33304914156084,5.49368317929253,75.8513332426358,5.15719468010709e-08,9.56198090811646e-07,"AT2G24330","AT2G24330","integral membrane metal-binding family protein (DUF2296)","-","-"
"BraA06002313",-4.68169320292522,7.13473017328764,75.8104938048911,5.17836100419261e-08,9.59334918438735e-07,"AT1G21400","AT1G21400","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA09003745",-2.6972292930158,5.9569686323924,75.7861837808771,5.19100608448404e-08,9.60889265622157e-07,"AT1G30090","AT1G30090","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA01003665",-1.84582900083651,5.0918226939831,75.7209751377292,5.22509408209002e-08,9.64589754208897e-07,"AT3G48780","SPT1","serine palmitoyltransferase 1","-","-"
"BraA10001898",-3.12178633166336,4.82605983153633,75.715281006286,5.22808244764509e-08,9.64589754208897e-07,"AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03006470",-1.91602880606123,2.75696372230505,75.6917912731248,5.24043022709077e-08,9.64661488210254e-07,"AT4G37190","AT4G37190","plasma membrane, autoregulation-binding site, misato segment II, myosin-like, tubulin/FtsZ protein","-","-"
"BraA10001868",-1.87791485750233,5.10197631618072,75.6503308939773,5.26230343351917e-08,9.66953608129889e-07,"AT5G19000","BPM1","BTB-POZ and MATH domain 1","-","-"
"BraA08000528",-1.86525852956158,4.66070829317505,75.6342670201308,5.27080538056988e-08,9.67728438287882e-07,"AT1G45976","SBP1","S-ribonuclease binding protein 1","-","-"
"BraA08000121",-5.94581230290228,7.8447730714326,75.6202682755468,5.27822673902213e-08,9.68303772927187e-07,"AT1G54100","ALDH7B4","aldehyde dehydrogenase 7B4","-","-"
"BraA05003456",-1.73109587478673,5.68503748436676,75.5693794194907,5.30530280019162e-08,9.71692239551722e-07,"AT3G16857","RR1","response regulator 1","YES","YES"
"BraA03002321",-2.48941198488166,6.67769782121188,75.546325223215,5.31761964998575e-08,9.73158869980779e-07,"AT2G41700","ABCA1","ATP-binding cassette A1","-","-"
"BraA08002607",-2.05354479346786,5.75187688823228,75.4053920080426,5.39360576803136e-08,9.83875598218516e-07,"AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-"
"BraA07000358",-3.0252677816822,3.0011376182691,75.3695656432113,5.41311312328855e-08,9.85943868544786e-07,"AT1G15440","PWP2","periodic tryptophan protein 2","-","-"
"BraA05004392",-2.34238823306863,6.42875182147046,75.3685344494071,5.41367576050806e-08,9.85943868544786e-07,"AT3G05970","LACS6","long-chain acyl-CoA synthetase 6","-","YES"
"BraA09000159",-1.42925548661502,5.6528749319903,75.3461466188642,5.42590692165714e-08,9.87375149168278e-07,"AT4G02080","SAR2","secretion-associated RAS super family 2","-","-"
"BraA02003610",-1.93306990502147,4.5534355150907,75.2129790335584,5.49929559630401e-08,9.99924254841654e-07,"AT3G25910","AT3G25910","MAP kinase kinase kinase, putative (DUF1644)","-","-"
"BraA07004153",-3.12663999379013,4.00118299367875,74.9682159951065,5.63706757201586e-08,1.02250519661714e-06,"AT1G80630","AT1G80630","RNI-like superfamily protein","-","-"
"BraSca000975",-2.43559093399123,4.5353214974873,74.9388466691176,5.6538540850195e-08,1.02472702088279e-06,"AT3G47730","ABCA2","ATP-binding cassette A2","-","-"
"BraA09000222",-1.80734616963177,4.22175188498244,74.8686381233678,5.69420760370529e-08,1.02840598707994e-06,"AT4G02715","AT4G02715","flocculation FLO11-like protein","-","-"
"BraA09001506",-2.06886511893148,6.00679716067549,74.8574600197917,5.70066177419148e-08,1.02840598707994e-06,"AT1G58030","CAT2","cationic amino acid transporter 2","-","-"
"BraA08003643",-1.16285210552011,6.026250392312,74.8514686886496,5.70412446613863e-08,1.02840598707994e-06,"AT1G10390","AT1G10390","Nucleoporin autopeptidase","-","-"
"BraA01001217",-2.40100275090085,9.58530386179532,74.7309733209565,5.77426142893596e-08,1.03656713711972e-06,"AT4G20260","PCAP1","plasma-membrane associated cation-binding protein 1","-","-"
"BraA08002344",-1.25781146144919,6.9143492332376,74.7186546029934,5.78148542408075e-08,1.03703959755374e-06,"AT4G36690","ATU2AF65A","U2 snRNP auxilliary factor, large subunit, splicing factor","-","-"
"BraA06001207",-1.27858679760445,4.51079971140302,74.6973764197462,5.79398704274251e-08,1.03845721735122e-06,"AT1G08370","DCP1","decapping 1","-","-"
"BraA08002249",-3.90019335508015,3.17826604612218,74.5673620011712,5.87102777931874e-08,1.04705177042473e-06,"AT4G24690","NBR1","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein","-","-"
"BraA07002488",-2.04389716336598,4.65771277576745,74.5401787693887,5.88727826619661e-08,1.04823846200564e-06,"AT1G78895","AT1G78895","Reticulon family protein","-","-"
"BraA06001236",-1.86681650303937,4.56421388712845,74.5350729692581,5.89033613020925e-08,1.04823846200564e-06,"AT1G08710","AT1G08710","F-box family protein","-","-"
"BraA10001371",-1.39937312128582,5.96802117079808,74.4990068240173,5.91198628380156e-08,1.05043576905657e-06,"AT5G58440","SNX2a","sorting nexin 2A","-","-"
"BraA03004631",-1.38962849225246,4.65765216739007,74.4248698555207,5.95676715127192e-08,1.05756031900294e-06,"AT5G23150","HUA2","Tudor/PWWP/MBT domain-containing protein","-","-"
"BraA10002972",-3.64935298419923,4.59607516522399,74.3093808423335,6.02727574040911e-08,1.06756053369144e-06,"AT5G04470","SIM","cyclin-dependent protein kinase inhibitor","-","YES"
"BraA02002676",-2.19793240899485,6.55307471652296,74.2376686998875,6.07152225149045e-08,1.07455475709568e-06,"AT1G78240","TSD2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02002113",-1.40940300165155,6.35245486228789,74.2181671945834,6.08361680938881e-08,1.0758521410057e-06,"AT1G66580","SAG24","senescence associated gene 24","-","-"
"BraA06001710",-1.47788034865077,4.4943000118202,74.1472641962766,6.12781511610572e-08,1.08282041288745e-06,"AT1G15240","AT1G15240","phox (PX) domain-containing protein","-","-"
"BraA08002498",-4.25683038624252,2.27444988689794,74.1181923639884,6.14604007008645e-08,1.08434392892783e-06,"AT4G39070","BZS1","B-box zinc finger family protein","YES","-"
"BraA06004787",-2.14511559974174,7.04532320115923,73.7839995540506,6.35990898537792e-08,1.11424223907517e-06,"AT5G44790","RAN1","copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)","-","-"
"BraA04000504",-5.88153235614868,2.93741745801777,73.6858280526413,6.42429029552021e-08,1.12377806153163e-06,"AT3G55240","AT3G55240","Plant protein 1589 of unknown function","-","-"
"BraA05004135",-1.66390280321192,5.72025131449146,73.6697225705129,6.43492106612378e-08,1.12476642752534e-06,"AT3G09300","ORP3B","OSBP(oxysterol binding protein)-related protein 3B","-","-"
"BraA01001269",-1.81440944617217,5.03650789958429,73.638079468102,6.45586453775232e-08,1.12755443817526e-06,"AT4G21110","AT4G21110","G10 family protein","-","-"
"BraA10000186",-1.70285023808788,6.80702883260173,73.5272481665454,6.52981705748046e-08,1.13607749313622e-06,"AT1G03270","AT1G03270","CBS domain protein with a domain protein (DUF21)","-","-"
"BraA03005224",-3.91990174904157,4.16744491189288,73.4057423021184,6.61197154591298e-08,1.14771831991816e-06,"AT4G19860","AT4G19860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05000304",-2.5365465394101,5.51105097348183,73.3418715381994,6.65561516871753e-08,1.1544067385188e-06,"AT2G41410","AT2G41410","Calcium-binding EF-hand family protein","-","-"
"BraA07003158",-2.05828114437908,3.79611880957004,73.2939584677551,6.68856405368477e-08,1.1583423468126e-06,"AT1G67800","AT1G67800","Copine (Calcium-dependent phospholipid-binding protein) family","-","-"
"BraA10000428",-1.28336766743151,6.19902319411444,73.2766787718458,6.70049123122637e-08,1.15863088418672e-06,"AT1G05500","NTMC2T2.1","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA08003505",-3.01534035399752,5.28962091326216,73.2456935992406,6.7219375120924e-08,1.16144999874203e-06,"AT1G12780","UGE1","UDP-D-glucose/UDP-D-galactose 4-epimerase 1","-","-"
"BraA06001333",-2.71753649750479,2.08404242997004,73.1881406673172,6.7619745091733e-08,1.16589568954498e-06,"AT1G09815","POLD4","polymerase delta 4","-","-"
"BraA06004471",-2.20105288043351,5.27402872083588,73.1864490699899,6.7631552641541e-08,1.16589568954498e-06,"AT2G02370","AT2G02370","SNARE associated Golgi protein family","-","-"
"BraA08003995",-1.56359300786258,7.05992242224707,73.1228910421232,6.8076853346249e-08,1.1719244260148e-06,"AT1G03140","AT1G03140","splicing factor Prp18 family protein","-","-"
"BraA02000481",-1.48569918324141,3.96765764030264,73.1217244212529,6.80850572081398e-08,1.1719244260148e-06,"AT5G12350","AT5G12350","Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein","-","-"
"BraA06000651",-1.82053178870122,6.75060468741097,73.0909400722769,6.83019335390385e-08,1.17476204502065e-06,"AT1G55860","UPL1","LOW protein: E3 ubiquitin ligase-like protein","-","-"
"BraA10001626",-1.38280727014269,5.00524270165051,72.9500571925239,6.93042623098298e-08,1.18928431287453e-06,"AT5G37340","AT5G37340","ZPR1 zinc-finger domain protein","-","-"
"BraA09004810",-2.39632314149274,2.97471660849668,72.916532033369,6.95451724478138e-08,1.19251224706832e-06,"AT3G54300","VAMP727","vesicle-associated membrane protein 727","-","-"
"BraA07000141",-2.39361690233957,7.65034283350709,72.8350027716883,7.01349151920195e-08,1.20060862718163e-06,"AT2G28910","CXIP4","CAX interacting protein 4","-","-"
"BraA09006604",-1.46533073879642,5.40186971345201,72.8276664535364,7.01882534017067e-08,1.20060862718163e-06,"AT1G09320","AT1G09320","agenet domain-containing protein","-","-"
"BraA02002625",-2.35204029128047,2.86141940113392,72.7855431307482,7.04953785988344e-08,1.20332360914397e-06,NA,NA,NA,NA,NA
"BraA10002498",-7.87734631710126,4.01196770756521,72.7294271745813,7.09068387818618e-08,1.20939319839604e-06,"AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA09002519",-1.16882961704426,5.31073693514359,72.6724019464796,7.13276911725803e-08,1.21294672420962e-06,"AT2G03270","AT2G03270","DNA-binding protein","-","-"
"BraA01001743",-2.11372811355156,4.88750943984286,72.636828501057,7.15916271176227e-08,1.21507651192718e-06,"AT4G25770","AT4G25770","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03004213",-3.20105976068544,6.906615087478,72.6337728573525,7.1614348730243e-08,1.21507651192718e-06,"AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA02000333",-1.86413894769568,5.52444262688408,72.532872186597,7.23691434857589e-08,1.22649507248795e-06,"AT5G09670","AT5G09670","loricrin-like protein","-","-"
"BraA02004104",-3.58892684515248,7.55417356808586,72.5293090163466,7.23959585363518e-08,1.22649507248795e-06,"AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA01002169",-2.55470649294843,3.66176188073221,72.4854346080812,7.27270435249359e-08,1.22934235436156e-06,"AT4G16680","AT4G16680","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA05004097",-1.39678182566288,7.42875566313042,72.472003928616,7.28287288919815e-08,1.23013551575738e-06,"AT3G09850","AT3G09850","D111/G-patch domain-containing protein","-","-"
"BraA06001890",-1.97272640146541,4.37220412683534,72.4225447702032,7.32045495646227e-08,1.23463655176839e-06,"AT1G17160","AT1G17160","pfkB-like carbohydrate kinase family protein","-","-"
"BraA01001583",-3.44980211342388,6.90172090777459,72.2211898640764,7.47568813361484e-08,1.25799899494355e-06,"AT4G24220","VEP1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA10001268",-1.49691726851251,5.24746334734316,72.1429526401598,7.5369846403471e-08,1.26642651884642e-06,"AT5G57160","ATLIG4","DNA ligase IV","-","YES"
"BraA05001283",-4.19410092423568,9.01819887585036,72.1224204378639,7.55316301795352e-08,1.26725914141489e-06,"AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA09001135",-2.35920278653634,5.04370614165293,72.0443117611992,7.61506107409844e-08,1.2749458998789e-06,"AT2G17020","AT2G17020","F-box/RNI-like superfamily protein","-","-"
"BraA09004164",-1.8711315974844,4.97971880048634,71.8763016535568,7.75011425935402e-08,1.29262060796892e-06,"AT1G27190","AT1G27190","Leucine-rich repeat protein kinase family protein","-","-"
"BraA05003847",-1.95575017289534,6.51932891785824,71.8236816626365,7.79295587519459e-08,1.2978489862059e-06,"AT3G12740","ALIS1","ALA-interacting subunit 1","-","-"
"BraA09001859",-2.36249640271989,4.1751188141559,71.6860884354544,7.90622431520865e-08,1.31477366502472e-06,"AT1G59650","CW14","CW14 protein (DUF1336)","-","-"
"BraA03004223",-2.25127584868532,4.02986705229774,71.4679367936292,8.08956332405294e-08,1.3404117265849e-06,"AT1G51550","AT1G51550","Kelch repeat-containing F-box family protein","-","-"
"BraA08001599",-1.22125415548932,5.61202059345153,71.4673380055029,8.09007299001558e-08,1.3404117265849e-06,"AT1G20960","emb1507","U5 small nuclear ribonucleoprotein helicase","-","-"
"BraA10001688",-4.04392677358226,5.06480450387103,71.4438288868775,8.1101111888586e-08,1.34274663473602e-06,"AT5G21170","AKINBETA1","5'-AMP-activated protein kinase beta-2 subunit protein","-","-"
"BraA07001818",-1.61534491266213,4.62339363422702,71.3750235770545,8.16907438133134e-08,1.34954064925827e-06,"AT2G27460","AT2G27460","sec23/sec24 transport family protein","-","-"
"BraA09004066",-3.71222187047932,5.23184467282586,71.3313737304466,8.20672635740676e-08,1.35394749305035e-06,"AT1G25560","TEM1","AP2/B3 transcription factor family protein","YES","YES"
"BraA01003791",-3.04934189274818,6.76650514982954,71.3302006909722,8.20774085810537e-08,1.35394749305035e-06,"AT3G17810","PYD1","pyrimidine 1","-","-"
"BraA04000072",-3.16898415005025,8.73800861396819,71.30180106899,8.23234462564296e-08,1.35701488088245e-06,"AT3G62550","AT3G62550","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA01002566",-4.02075082984069,6.29206893123059,71.2589213696563,8.26964791935577e-08,1.35948092080908e-06,"AT3G48530","KING1","SNF1-related protein kinase regulatory subunit gamma 1","-","-"
"BraA06003335",-1.95372442651029,4.29348469017684,71.2557771175363,8.27239062298746e-08,1.35948092080908e-06,"AT5G65540","AT5G65540","transcription initiation factor TFIID subunit","-","-"
"BraA08002926",-2.26082921757536,5.45160427137254,71.2500321203171,8.27740453488238e-08,1.35948092080908e-06,"AT1G68140","AT1G68140","zinc finger/BTB domain protein, putative (DUF1644)","-","-"
"BraA09003356",-1.57388076926177,5.65645249064956,71.1799527548671,8.33883743641353e-08,1.36758145117303e-06,"AT1G33680","AT1G33680","KH domain-containing protein","-","-"
"BraA02000002",-1.47572946737697,5.1244357813658,71.1587846320913,8.35749293455825e-08,1.3696463203275e-06,"AT5G01010","AT5G01010","retinal-binding protein","-","-"
"BraA06003456",-4.08567797636605,5.90720406934045,71.1125725657831,8.39838042681975e-08,1.37534898606868e-06,"AT2G17710","AT2G17710","Big1","-","-"
"BraA01003332",-3.02867591580352,7.50655840717907,71.0602626353934,8.44493057595498e-08,1.38197005215066e-06,"AT3G23080","AT3G23080","Polyketide cyclase/dehydrase and lipid transport superfamily protein","-","-"
"BraA08002185",-1.43579733550273,4.42888756630713,70.8892028914435,8.59916061613008e-08,1.40415650176476e-06,"AT4G26780","AR192","Co-chaperone GrpE family protein","-","-"
"BraA02002177",-2.82038146683034,2.92461374635537,70.8589820365502,8.62673094422266e-08,1.40662429540347e-06,"AT1G70660","MMZ2","MMS ZWEI homologue 2","-","-"
"BraA09005114",-1.24140613419231,4.01129562677753,70.7302431038236,8.74528007309089e-08,1.42184780338813e-06,"AT3G57650","LPAT2","lysophosphatidyl acyltransferase 2","-","-"
"BraA05000759",-1.47173559901776,6.64991388342442,70.6690344108356,8.80227565149169e-08,1.42905672924254e-06,"AT2G40020","AT2G40020","Nucleolar histone methyltransferase-related protein","-","-"
"BraA03001098",-1.74771970613717,4.09353115691333,70.5555242068281,8.90906425356762e-08,1.44535487096492e-06,"AT5G22480","AT5G22480","ZPR1 zinc-finger domain protein","-","-"
"BraA08002894",-2.71826789036127,3.74334204822227,70.534362522846,8.92913100738655e-08,1.44575541054281e-06,"AT1G27310","NTF2A","nuclear transport factor 2A","-","-"
"BraA07002990",-2.05254601442657,5.7341024169973,70.5340575639699,8.92942055279457e-08,1.44575541054281e-06,"AT1G67310","AT1G67310","Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain","YES","-"
"BraA07003782",-3.26878131610368,3.25472174206354,70.5326690262706,8.93073904134626e-08,1.44575541054281e-06,"AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA05001824",-2.41326393975373,2.88556975592676,70.5150588992912,8.94747948155204e-08,1.44639176186034e-06,"AT1G52520","FRS6","FAR1-related sequence 6","YES","-"
